[1365, 839]
[folio, [102.0, 72.0, 116.0, 18.0], ULFG6Npavr, 5782017]
[folio, [102.0, 90.0, 116.0, 18.0], ULFG6Npavr, 5782017]
[paragraph, [100.0, 162.0, 641.0, 18.0], xjUjnLRySJ, 5782017]
[paragraph, [100.0, 180.0, 641.0, 18.0], xjUjnLRySJ, 5782017]
[ordered-list, [100.0, 208.0, 643.0, 18.0], shoonya_1sZWAKZBEWZT8V, 5782017]
[ordered-list, [100.0, 226.0, 643.0, 18.0], shoonya_1sZWAKZBEWZT8V, 5782017]
[ordered-list, [100.0, 244.0, 643.0, 18.0], shoonya_1sZWAKZBEWZT8V, 5782017]
[ordered-list, [100.0, 262.0, 643.0, 18.0], shoonya_1sZWAKZBEWZT8V, 5782017]
[ordered-list, [100.0, 280.0, 643.0, 18.0], shoonya_1sZWAKZBEWZT8V, 5782017]
[ordered-list, [100.0, 298.0, 643.0, 18.0], shoonya_1sZWAKZBEWZT8V, 5782017]
[ordered-list, [100.0, 316.0, 643.0, 18.0], shoonya_1sZWAKZBEWZT8V, 5782017]
[ordered-list, [100.0, 334.0, 643.0, 18.0], shoonya_1sZWAKZBEWZT8V, 5782017]
[ordered-list, [100.0, 352.0, 643.0, 18.0], shoonya_1sZWAKZBEWZT8V, 5782017]
[ordered-list, [100.0, 370.0, 643.0, 18.0], shoonya_1sZWAKZBEWZT8V, 5782017]
[ordered-list, [100.0, 388.0, 643.0, 18.0], shoonya_1sZWAKZBEWZT8V, 5782017]
[ordered-list, [100.0, 406.0, 643.0, 18.0], shoonya_1sZWAKZBEWZT8V, 5782017]
[ordered-list, [100.0, 424.0, 643.0, 18.0], shoonya_1sZWAKZBEWZT8V, 5782017]
[ordered-list, [100.0, 442.0, 643.0, 18.0], shoonya_1sZWAKZBEWZT8V, 5782017]
[ordered-list, [100.0, 460.0, 643.0, 18.0], shoonya_1sZWAKZBEWZT8V, 5782017]
[ordered-list, [92.0, 503.0, 664.0, 18.0], H6rdhUZ9py, 5782017]
[ordered-list, [92.0, 521.0, 664.0, 18.0], H6rdhUZ9py, 5782017]
[ordered-list, [92.0, 539.0, 664.0, 18.0], H6rdhUZ9py, 5782017]
[ordered-list, [92.0, 557.0, 664.0, 18.0], H6rdhUZ9py, 5782017]
[ordered-list, [92.0, 575.0, 664.0, 18.0], H6rdhUZ9py, 5782017]
[ordered-list, [92.0, 593.0, 664.0, 18.0], H6rdhUZ9py, 5782017]
[ordered-list, [92.0, 611.0, 664.0, 18.0], H6rdhUZ9py, 5782017]
[ordered-list, [92.0, 629.0, 664.0, 18.0], H6rdhUZ9py, 5782017]
[ordered-list, [92.0, 647.0, 664.0, 18.0], H6rdhUZ9py, 5782017]
[ordered-list, [92.0, 665.0, 664.0, 18.0], H6rdhUZ9py, 5782017]
[ordered-list, [92.0, 683.0, 664.0, 18.0], H6rdhUZ9py, 5782017]
[ordered-list, [92.0, 701.0, 664.0, 18.0], H6rdhUZ9py, 5782017]
[ordered-list, [92.0, 719.0, 664.0, 18.0], H6rdhUZ9py, 5782017]
[ordered-list, [92.0, 737.0, 664.0, 18.0], H6rdhUZ9py, 5782017]
[ordered-list, [92.0, 755.0, 664.0, 18.0], H6rdhUZ9py, 5782017]
[ordered-list, [92.0, 773.0, 664.0, 18.0], H6rdhUZ9py, 5782017]
[ordered-list, [92.0, 791.0, 664.0, 18.0], H6rdhUZ9py, 5782017]
[ordered-list, [92.0, 809.0, 664.0, 18.0], H6rdhUZ9py, 5782017]
[ordered-list, [92.0, 827.0, 664.0, 18.0], H6rdhUZ9py, 5782017]
[ordered-list, [92.0, 845.0, 664.0, 18.0], H6rdhUZ9py, 5782017]
[ordered-list, [92.0, 863.0, 664.0, 18.0], H6rdhUZ9py, 5782017]
[ordered-list, [92.0, 881.0, 664.0, 18.0], H6rdhUZ9py, 5782017]
[ordered-list, [92.0, 899.0, 664.0, 18.0], H6rdhUZ9py, 5782017]
[ordered-list, [92.0, 917.0, 664.0, 18.0], H6rdhUZ9py, 5782017]
[ordered-list, [92.0, 935.0, 664.0, 18.0], H6rdhUZ9py, 5782017]
[ordered-list, [92.0, 953.0, 664.0, 18.0], H6rdhUZ9py, 5782017]
[ordered-list, [92.0, 971.0, 664.0, 18.0], H6rdhUZ9py, 5782017]
[ordered-list, [92.0, 989.0, 664.0, 18.0], H6rdhUZ9py, 5782017]
[ordered-list, [92.0, 1007.0, 664.0, 18.0], H6rdhUZ9py, 5782017]
[ordered-list, [92.0, 1025.0, 664.0, 18.0], H6rdhUZ9py, 5782017]
[ordered-list, [92.0, 1043.0, 664.0, 18.0], H6rdhUZ9py, 5782017]
[ordered-list, [92.0, 1061.0, 664.0, 18.0], H6rdhUZ9py, 5782017]
[ordered-list, [92.0, 1079.0, 664.0, 18.0], H6rdhUZ9py, 5782017]
[ordered-list, [92.0, 1097.0, 664.0, 18.0], H6rdhUZ9py, 5782017]
[ordered-list, [92.0, 1115.0, 664.0, 18.0], H6rdhUZ9py, 5782017]
[ordered-list, [92.0, 1133.0, 664.0, 18.0], H6rdhUZ9py, 5782017]
[ordered-list, [92.0, 1151.0, 664.0, 18.0], H6rdhUZ9py, 5782017]
[ordered-list, [92.0, 1169.0, 664.0, 18.0], H6rdhUZ9py, 5782017]
[ordered-list, [92.0, 1187.0, 664.0, 18.0], H6rdhUZ9py, 5782017]
[ordered-list, [92.0, 1205.0, 664.0, 18.0], H6rdhUZ9py, 5782017]
[ordered-list, [92.0, 1223.0, 664.0, 18.0], H6rdhUZ9py, 5782017]
[ordered-list, [92.0, 1241.0, 664.0, 18.0], H6rdhUZ9py, 5782017]
[sub-ordered-list, [98.0, 541.0, 652.0, 18.0], UHbUd0zj0G, 5782017]
[sub-ordered-list, [98.0, 559.0, 652.0, 18.0], UHbUd0zj0G, 5782017]
[sub-ordered-list, [98.0, 577.0, 652.0, 18.0], UHbUd0zj0G, 5782017]
[sub-ordered-list, [98.0, 595.0, 652.0, 18.0], UHbUd0zj0G, 5782017]
[sub-ordered-list, [98.0, 613.0, 652.0, 18.0], UHbUd0zj0G, 5782017]
[sub-ordered-list, [98.0, 631.0, 652.0, 18.0], UHbUd0zj0G, 5782017]
[sub-ordered-list, [98.0, 649.0, 652.0, 18.0], UHbUd0zj0G, 5782017]
[sub-ordered-list, [98.0, 667.0, 652.0, 18.0], UHbUd0zj0G, 5782017]
[sub-ordered-list, [98.0, 685.0, 652.0, 18.0], UHbUd0zj0G, 5782017]
[sub-ordered-list, [98.0, 703.0, 652.0, 18.0], UHbUd0zj0G, 5782017]
[sub-ordered-list, [98.0, 721.0, 652.0, 18.0], UHbUd0zj0G, 5782017]
[sub-ordered-list, [98.0, 739.0, 652.0, 18.0], UHbUd0zj0G, 5782017]
[sub-ordered-list, [98.0, 757.0, 652.0, 18.0], UHbUd0zj0G, 5782017]
[sub-ordered-list, [98.0, 775.0, 652.0, 18.0], UHbUd0zj0G, 5782017]
[sub-ordered-list, [98.0, 793.0, 652.0, 18.0], UHbUd0zj0G, 5782017]
[sub-ordered-list, [98.0, 811.0, 652.0, 18.0], UHbUd0zj0G, 5782017]
[sub-ordered-list, [98.0, 829.0, 652.0, 18.0], UHbUd0zj0G, 5782017]
[sub-ordered-list, [98.0, 847.0, 652.0, 18.0], UHbUd0zj0G, 5782017]
[sub-ordered-list, [98.0, 865.0, 652.0, 18.0], UHbUd0zj0G, 5782017]
[sub-ordered-list, [98.0, 883.0, 652.0, 18.0], UHbUd0zj0G, 5782017]
[sub-ordered-list, [98.0, 901.0, 652.0, 18.0], UHbUd0zj0G, 5782017]
[sub-ordered-list, [98.0, 919.0, 652.0, 18.0], UHbUd0zj0G, 5782017]
[sub-ordered-list, [98.0, 937.0, 652.0, 18.0], UHbUd0zj0G, 5782017]
[sub-ordered-list, [98.0, 955.0, 652.0, 18.0], UHbUd0zj0G, 5782017]
[sub-ordered-list, [98.0, 973.0, 652.0, 18.0], UHbUd0zj0G, 5782017]
[sub-ordered-list, [98.0, 991.0, 652.0, 18.0], UHbUd0zj0G, 5782017]
[sub-ordered-list, [98.0, 1009.0, 652.0, 18.0], UHbUd0zj0G, 5782017]
[sub-ordered-list, [98.0, 1027.0, 652.0, 18.0], UHbUd0zj0G, 5782017]
[sub-ordered-list, [98.0, 1045.0, 652.0, 18.0], UHbUd0zj0G, 5782017]
[sub-ordered-list, [98.0, 1063.0, 652.0, 18.0], UHbUd0zj0G, 5782017]
[sub-ordered-list, [98.0, 1081.0, 652.0, 18.0], UHbUd0zj0G, 5782017]
[sub-ordered-list, [98.0, 1099.0, 652.0, 18.0], UHbUd0zj0G, 5782017]
[sub-ordered-list, [98.0, 1117.0, 652.0, 18.0], UHbUd0zj0G, 5782017]
[sub-ordered-list, [98.0, 1135.0, 652.0, 18.0], UHbUd0zj0G, 5782017]
[sub-ordered-list, [98.0, 1153.0, 652.0, 18.0], UHbUd0zj0G, 5782017]
[sub-ordered-list, [98.0, 1171.0, 652.0, 18.0], UHbUd0zj0G, 5782017]
[sub-ordered-list, [98.0, 1189.0, 652.0, 18.0], UHbUd0zj0G, 5782017]
[sub-ordered-list, [98.0, 1207.0, 652.0, 18.0], UHbUd0zj0G, 5782017]
[sub-ordered-list, [98.0, 1225.0, 652.0, 18.0], UHbUd0zj0G, 5782017]
[subsub-ordered-list, [103.0, 630.0, 639.0, 18.0], y5WZO9fd73, 5782017]
[subsub-ordered-list, [103.0, 648.0, 639.0, 18.0], y5WZO9fd73, 5782017]
[subsub-ordered-list, [103.0, 666.0, 639.0, 18.0], y5WZO9fd73, 5782017]
[subsub-ordered-list, [103.0, 684.0, 639.0, 18.0], y5WZO9fd73, 5782017]
[subsub-ordered-list, [103.0, 702.0, 639.0, 18.0], y5WZO9fd73, 5782017]
[subsub-ordered-list, [103.0, 720.0, 639.0, 18.0], y5WZO9fd73, 5782017]
[subsub-ordered-list, [103.0, 738.0, 639.0, 18.0], y5WZO9fd73, 5782017]
[subsub-ordered-list, [103.0, 756.0, 639.0, 18.0], y5WZO9fd73, 5782017]
[subsub-ordered-list, [103.0, 774.0, 639.0, 18.0], y5WZO9fd73, 5782017]
[subsub-ordered-list, [103.0, 792.0, 639.0, 18.0], y5WZO9fd73, 5782017]
[subsub-ordered-list, [103.0, 810.0, 639.0, 18.0], y5WZO9fd73, 5782017]
[subsub-ordered-list, [103.0, 828.0, 639.0, 18.0], y5WZO9fd73, 5782017]
[subsub-ordered-list, [103.0, 846.0, 639.0, 18.0], y5WZO9fd73, 5782017]
[subsub-ordered-list, [103.0, 864.0, 639.0, 18.0], y5WZO9fd73, 5782017]
[subsub-ordered-list, [103.0, 882.0, 639.0, 18.0], y5WZO9fd73, 5782017]
[subsub-ordered-list, [103.0, 900.0, 639.0, 18.0], y5WZO9fd73, 5782017]
[subsub-ordered-list, [103.0, 918.0, 639.0, 18.0], y5WZO9fd73, 5782017]
[subsub-ordered-list, [108.0, 961.0, 638.0, 18.0], Ei45sE0Y_p, 5782017]
[subsub-ordered-list, [108.0, 979.0, 638.0, 18.0], Ei45sE0Y_p, 5782017]
[subsub-ordered-list, [108.0, 997.0, 638.0, 18.0], Ei45sE0Y_p, 5782017]
[subsub-ordered-list, [108.0, 1015.0, 638.0, 18.0], Ei45sE0Y_p, 5782017]
[subsub-ordered-list, [108.0, 1033.0, 638.0, 18.0], Ei45sE0Y_p, 5782017]
[subsub-ordered-list, [108.0, 1051.0, 638.0, 18.0], Ei45sE0Y_p, 5782017]
[subsub-ordered-list, [108.0, 1069.0, 638.0, 18.0], Ei45sE0Y_p, 5782017]
[subsub-ordered-list, [108.0, 1087.0, 638.0, 18.0], Ei45sE0Y_p, 5782017]
[subsub-ordered-list, [108.0, 1105.0, 638.0, 18.0], Ei45sE0Y_p, 5782017]
[subsub-ordered-list, [108.0, 1123.0, 638.0, 18.0], Ei45sE0Y_p, 5782017]
[subsub-ordered-list, [108.0, 1141.0, 638.0, 18.0], Ei45sE0Y_p, 5782017]
[subsub-ordered-list, [108.0, 1159.0, 638.0, 18.0], Ei45sE0Y_p, 5782017]
[subsub-ordered-list, [108.0, 1177.0, 638.0, 18.0], Ei45sE0Y_p, 5782017]
[subsub-ordered-list, [108.0, 1195.0, 638.0, 18.0], Ei45sE0Y_p, 5782017]
[subsub-ordered-list, [108.0, 1213.0, 638.0, 18.0], Ei45sE0Y_p, 5782017]
[subsub-ordered-list, [108.0, 1231.0, 638.0, 18.0], Ei45sE0Y_p, 5782017]
