[1305, 957]
[chapter-title, [310.0, 71.0, 206.0, 30.0], shoonya_7sDROCA8P4IIG3, 5776248]
[paragraph, [105.0, 197.0, 617.0, 18.0], shoonya_5sJZC22FCQIMX2, 5776248]
[paragraph, [105.0, 215.0, 617.0, 18.0], shoonya_5sJZC22FCQIMX2, 5776248]
[paragraph, [105.0, 233.0, 617.0, 18.0], shoonya_5sJZC22FCQIMX2, 5776248]
[paragraph, [105.0, 249.0, 617.0, 18.0], shoonya_4sSK3IYPMPUV93, 5776248]
[paragraph, [105.0, 267.0, 617.0, 18.0], shoonya_4sSK3IYPMPUV93, 5776248]
[paragraph, [105.0, 285.0, 617.0, 18.0], shoonya_4sSK3IYPMPUV93, 5776248]
[paragraph, [105.0, 303.0, 617.0, 18.0], shoonya_4sSK3IYPMPUV93, 5776248]
[paragraph, [105.0, 321.0, 617.0, 18.0], shoonya_4sSK3IYPMPUV93, 5776248]
[paragraph, [106.0, 350.0, 619.0, 18.0], shoonya_2sR97KWZA1O2XO, 5776248]
[paragraph, [106.0, 368.0, 619.0, 18.0], shoonya_2sR97KWZA1O2XO, 5776248]
[paragraph, [106.0, 386.0, 619.0, 18.0], shoonya_2sR97KWZA1O2XO, 5776248]
[paragraph, [106.0, 404.0, 619.0, 18.0], shoonya_2sR97KWZA1O2XO, 5776248]
[paragraph, [106.0, 422.0, 619.0, 18.0], shoonya_2sR97KWZA1O2XO, 5776248]
[paragraph, [106.0, 440.0, 619.0, 18.0], shoonya_2sR97KWZA1O2XO, 5776248]
[paragraph, [106.0, 458.0, 619.0, 18.0], shoonya_2sR97KWZA1O2XO, 5776248]
[paragraph, [106.0, 476.0, 619.0, 18.0], shoonya_2sR97KWZA1O2XO, 5776248]
[paragraph, [110.0, 500.0, 618.0, 18.0], shoonya_1s5HRQMGV3TE1D, 5776248]
[paragraph, [110.0, 518.0, 618.0, 18.0], shoonya_1s5HRQMGV3TE1D, 5776248]
[paragraph, [110.0, 536.0, 618.0, 18.0], shoonya_1s5HRQMGV3TE1D, 5776248]
[paragraph, [110.0, 554.0, 618.0, 18.0], shoonya_1s5HRQMGV3TE1D, 5776248]
[paragraph, [110.0, 572.0, 618.0, 18.0], shoonya_1s5HRQMGV3TE1D, 5776248]
[paragraph, [110.0, 590.0, 618.0, 18.0], shoonya_1s5HRQMGV3TE1D, 5776248]
[paragraph, [110.0, 608.0, 618.0, 18.0], shoonya_1s5HRQMGV3TE1D, 5776248]
[paragraph, [110.0, 626.0, 618.0, 18.0], shoonya_1s5HRQMGV3TE1D, 5776248]
[paragraph, [110.0, 644.0, 618.0, 18.0], shoonya_1s5HRQMGV3TE1D, 5776248]
[paragraph, [110.0, 662.0, 618.0, 18.0], shoonya_1s5HRQMGV3TE1D, 5776248]
[paragraph, [110.0, 680.0, 618.0, 18.0], shoonya_1s5HRQMGV3TE1D, 5776248]
[paragraph, [110.0, 698.0, 618.0, 18.0], shoonya_1s5HRQMGV3TE1D, 5776248]
[paragraph, [110.0, 716.0, 618.0, 18.0], shoonya_1s5HRQMGV3TE1D, 5776248]
[paragraph, [110.0, 734.0, 618.0, 18.0], shoonya_1s5HRQMGV3TE1D, 5776248]
[paragraph, [110.0, 752.0, 618.0, 18.0], shoonya_1s5HRQMGV3TE1D, 5776248]
[paragraph, [113.0, 774.0, 619.0, 18.0], shoonya_0sDH2M3XVFC66K, 5776248]
[paragraph, [113.0, 792.0, 619.0, 18.0], shoonya_0sDH2M3XVFC66K, 5776248]
[paragraph, [113.0, 810.0, 619.0, 18.0], shoonya_0sDH2M3XVFC66K, 5776248]
[paragraph, [113.0, 828.0, 619.0, 18.0], shoonya_0sDH2M3XVFC66K, 5776248]
[paragraph, [113.0, 846.0, 619.0, 18.0], shoonya_0sDH2M3XVFC66K, 5776248]
[paragraph, [113.0, 864.0, 619.0, 18.0], shoonya_0sDH2M3XVFC66K, 5776248]
[paragraph, [113.0, 882.0, 619.0, 18.0], shoonya_0sDH2M3XVFC66K, 5776248]
[paragraph, [113.0, 900.0, 619.0, 18.0], shoonya_0sDH2M3XVFC66K, 5776248]
[paragraph, [113.0, 918.0, 619.0, 18.0], shoonya_0sDH2M3XVFC66K, 5776248]
[paragraph, [113.0, 936.0, 619.0, 18.0], shoonya_0sDH2M3XVFC66K, 5776248]
[paragraph, [113.0, 954.0, 619.0, 18.0], shoonya_0sDH2M3XVFC66K, 5776248]
[paragraph, [114.0, 976.0, 622.0, 18.0], shoonya_3sX82V10SPT7V6, 5776248]
[paragraph, [114.0, 994.0, 622.0, 18.0], shoonya_3sX82V10SPT7V6, 5776248]
[paragraph, [114.0, 1012.0, 622.0, 18.0], shoonya_3sX82V10SPT7V6, 5776248]
[paragraph, [114.0, 1030.0, 622.0, 18.0], shoonya_3sX82V10SPT7V6, 5776248]
[paragraph, [114.0, 1048.0, 622.0, 18.0], shoonya_3sX82V10SPT7V6, 5776248]
[paragraph, [114.0, 1066.0, 622.0, 18.0], shoonya_3sX82V10SPT7V6, 5776248]
[paragraph, [114.0, 1084.0, 622.0, 18.0], shoonya_3sX82V10SPT7V6, 5776248]
