[1246, 871]
[chapter-title, [361.0, 37.0, 210.0, 30.0], shoonya_5sCYNVHX8GSZMD, 5775798]
[paragraph, [154.0, 76.0, 630.0, 18.0], shoonya_3s1D94PIL2FPLQ, 5775798]
[paragraph, [154.0, 94.0, 630.0, 18.0], shoonya_3s1D94PIL2FPLQ, 5775798]
[paragraph, [154.0, 112.0, 630.0, 18.0], shoonya_3s1D94PIL2FPLQ, 5775798]
[paragraph, [154.0, 130.0, 630.0, 18.0], shoonya_3s1D94PIL2FPLQ, 5775798]
[paragraph, [154.0, 148.0, 630.0, 18.0], shoonya_3s1D94PIL2FPLQ, 5775798]
[paragraph, [154.0, 166.0, 630.0, 18.0], shoonya_3s1D94PIL2FPLQ, 5775798]
[paragraph, [154.0, 184.0, 630.0, 18.0], shoonya_3s1D94PIL2FPLQ, 5775798]
[paragraph, [154.0, 202.0, 630.0, 18.0], shoonya_3s1D94PIL2FPLQ, 5775798]
[paragraph, [154.0, 220.0, 630.0, 18.0], shoonya_3s1D94PIL2FPLQ, 5775798]
[paragraph, [155.0, 253.0, 628.0, 18.0], shoonya_4sFWKA0Z94FWYL, 5775798]
[paragraph, [155.0, 271.0, 628.0, 18.0], shoonya_4sFWKA0Z94FWYL, 5775798]
[paragraph, [155.0, 289.0, 628.0, 18.0], shoonya_4sFWKA0Z94FWYL, 5775798]
[paragraph, [155.0, 307.0, 628.0, 18.0], shoonya_4sFWKA0Z94FWYL, 5775798]
[paragraph, [155.0, 325.0, 628.0, 18.0], shoonya_4sFWKA0Z94FWYL, 5775798]
[paragraph, [155.0, 343.0, 628.0, 18.0], shoonya_4sFWKA0Z94FWYL, 5775798]
[paragraph, [155.0, 361.0, 628.0, 18.0], shoonya_4sFWKA0Z94FWYL, 5775798]
[paragraph, [155.0, 379.0, 628.0, 18.0], shoonya_4sFWKA0Z94FWYL, 5775798]
[paragraph, [157.0, 404.0, 624.0, 18.0], shoonya_2sS3Q03Z4J1V3O, 5775798]
[paragraph, [157.0, 422.0, 624.0, 18.0], shoonya_2sS3Q03Z4J1V3O, 5775798]
[paragraph, [157.0, 440.0, 624.0, 18.0], shoonya_2sS3Q03Z4J1V3O, 5775798]
[paragraph, [157.0, 458.0, 624.0, 18.0], shoonya_2sS3Q03Z4J1V3O, 5775798]
[paragraph, [157.0, 476.0, 624.0, 18.0], shoonya_2sS3Q03Z4J1V3O, 5775798]
[paragraph, [157.0, 494.0, 624.0, 18.0], shoonya_2sS3Q03Z4J1V3O, 5775798]
[paragraph, [157.0, 528.0, 623.0, 18.0], shoonya_1sFH1EYBAIGJR3, 5775798]
[paragraph, [157.0, 546.0, 623.0, 18.0], shoonya_1sFH1EYBAIGJR3, 5775798]
[paragraph, [157.0, 564.0, 623.0, 18.0], shoonya_1sFH1EYBAIGJR3, 5775798]
[paragraph, [157.0, 582.0, 623.0, 18.0], shoonya_1sFH1EYBAIGJR3, 5775798]
[paragraph, [157.0, 600.0, 623.0, 18.0], shoonya_1sFH1EYBAIGJR3, 5775798]
[paragraph, [157.0, 618.0, 623.0, 18.0], shoonya_1sFH1EYBAIGJR3, 5775798]
[paragraph, [157.0, 636.0, 623.0, 18.0], shoonya_1sFH1EYBAIGJR3, 5775798]
[paragraph, [157.0, 654.0, 623.0, 18.0], shoonya_1sFH1EYBAIGJR3, 5775798]
[paragraph, [157.0, 672.0, 623.0, 18.0], shoonya_1sFH1EYBAIGJR3, 5775798]
[paragraph, [157.0, 690.0, 623.0, 18.0], shoonya_1sFH1EYBAIGJR3, 5775798]
[paragraph, [157.0, 708.0, 623.0, 18.0], shoonya_1sFH1EYBAIGJR3, 5775798]
[paragraph, [157.0, 726.0, 623.0, 18.0], shoonya_1sFH1EYBAIGJR3, 5775798]
[paragraph, [157.0, 744.0, 623.0, 18.0], shoonya_1sFH1EYBAIGJR3, 5775798]
[paragraph, [157.0, 762.0, 623.0, 18.0], shoonya_1sFH1EYBAIGJR3, 5775798]
[paragraph, [157.0, 780.0, 623.0, 18.0], shoonya_1sFH1EYBAIGJR3, 5775798]
[paragraph, [157.0, 798.0, 623.0, 18.0], shoonya_1sFH1EYBAIGJR3, 5775798]
[paragraph, [158.0, 827.0, 624.0, 18.0], shoonya_0s24FC8ERZNP4M, 5775798]
