[872, 605]
[paragraph, [49.0, 70.0, 254.0, 18.0], HxDDpqs1Ny, 6457558]
[paragraph, [49.0, 88.0, 254.0, 18.0], HxDDpqs1Ny, 6457558]
[paragraph, [49.0, 106.0, 254.0, 18.0], HxDDpqs1Ny, 6457558]
[paragraph, [49.0, 124.0, 254.0, 18.0], HxDDpqs1Ny, 6457558]
[paragraph, [49.0, 142.0, 254.0, 18.0], HxDDpqs1Ny, 6457558]
[paragraph, [49.0, 160.0, 254.0, 18.0], HxDDpqs1Ny, 6457558]
[paragraph, [49.0, 178.0, 254.0, 18.0], HxDDpqs1Ny, 6457558]
[paragraph, [305.0, 70.0, 251.0, 18.0], 5OTHq2W4Ys, 6457558]
[paragraph, [305.0, 88.0, 251.0, 18.0], 5OTHq2W4Ys, 6457558]
[paragraph, [305.0, 106.0, 251.0, 18.0], 5OTHq2W4Ys, 6457558]
[paragraph, [305.0, 124.0, 251.0, 18.0], 5OTHq2W4Ys, 6457558]
[paragraph, [305.0, 142.0, 251.0, 18.0], 5OTHq2W4Ys, 6457558]
[paragraph, [305.0, 160.0, 251.0, 18.0], 5OTHq2W4Ys, 6457558]
[paragraph, [305.0, 178.0, 251.0, 18.0], 5OTHq2W4Ys, 6457558]
[paragraph, [305.0, 196.0, 251.0, 18.0], 5OTHq2W4Ys, 6457558]
[paragraph, [305.0, 214.0, 251.0, 18.0], 5OTHq2W4Ys, 6457558]
[paragraph, [305.0, 232.0, 251.0, 18.0], 5OTHq2W4Ys, 6457558]
[paragraph, [305.0, 250.0, 251.0, 18.0], 5OTHq2W4Ys, 6457558]
[paragraph, [305.0, 268.0, 251.0, 18.0], 5OTHq2W4Ys, 6457558]
[paragraph, [305.0, 286.0, 251.0, 18.0], 5OTHq2W4Ys, 6457558]
[paragraph, [305.0, 304.0, 251.0, 18.0], 5OTHq2W4Ys, 6457558]
[paragraph, [305.0, 322.0, 251.0, 18.0], 5OTHq2W4Ys, 6457558]
[paragraph, [305.0, 340.0, 251.0, 18.0], 5OTHq2W4Ys, 6457558]
[paragraph, [305.0, 358.0, 251.0, 18.0], 5OTHq2W4Ys, 6457558]
[paragraph, [305.0, 376.0, 251.0, 18.0], 5OTHq2W4Ys, 6457558]
[paragraph, [305.0, 394.0, 251.0, 18.0], 5OTHq2W4Ys, 6457558]
[paragraph, [305.0, 412.0, 251.0, 18.0], 5OTHq2W4Ys, 6457558]
[paragraph, [305.0, 430.0, 251.0, 18.0], 5OTHq2W4Ys, 6457558]
[paragraph, [305.0, 448.0, 251.0, 18.0], 5OTHq2W4Ys, 6457558]
[paragraph, [305.0, 466.0, 251.0, 18.0], 5OTHq2W4Ys, 6457558]
[paragraph, [305.0, 484.0, 251.0, 18.0], 5OTHq2W4Ys, 6457558]
[paragraph, [305.0, 502.0, 251.0, 18.0], 5OTHq2W4Ys, 6457558]
[paragraph, [305.0, 520.0, 251.0, 18.0], 5OTHq2W4Ys, 6457558]
[paragraph, [305.0, 538.0, 251.0, 18.0], 5OTHq2W4Ys, 6457558]
[paragraph, [305.0, 556.0, 251.0, 18.0], 5OTHq2W4Ys, 6457558]
[paragraph, [305.0, 574.0, 251.0, 18.0], 5OTHq2W4Ys, 6457558]
[paragraph, [305.0, 592.0, 251.0, 18.0], 5OTHq2W4Ys, 6457558]
[paragraph, [305.0, 610.0, 251.0, 18.0], 5OTHq2W4Ys, 6457558]
[paragraph, [305.0, 628.0, 251.0, 18.0], 5OTHq2W4Ys, 6457558]
[paragraph, [305.0, 646.0, 251.0, 18.0], 5OTHq2W4Ys, 6457558]
[paragraph, [305.0, 664.0, 251.0, 18.0], 5OTHq2W4Ys, 6457558]
[paragraph, [305.0, 682.0, 251.0, 18.0], 5OTHq2W4Ys, 6457558]
[paragraph, [305.0, 700.0, 251.0, 18.0], 5OTHq2W4Ys, 6457558]
[paragraph, [305.0, 718.0, 251.0, 18.0], 5OTHq2W4Ys, 6457558]
[paragraph, [305.0, 736.0, 251.0, 18.0], 5OTHq2W4Ys, 6457558]
[paragraph, [305.0, 754.0, 251.0, 18.0], 5OTHq2W4Ys, 6457558]
[paragraph, [51.0, 206.0, 251.0, 18.0], U3LQIW3y00, 6457558]
[paragraph, [51.0, 224.0, 251.0, 18.0], U3LQIW3y00, 6457558]
[paragraph, [51.0, 242.0, 251.0, 18.0], U3LQIW3y00, 6457558]
[paragraph, [51.0, 260.0, 251.0, 18.0], U3LQIW3y00, 6457558]
[paragraph, [51.0, 278.0, 251.0, 18.0], U3LQIW3y00, 6457558]
[paragraph, [51.0, 296.0, 251.0, 18.0], U3LQIW3y00, 6457558]
[paragraph, [51.0, 314.0, 251.0, 18.0], U3LQIW3y00, 6457558]
[paragraph, [51.0, 332.0, 251.0, 18.0], U3LQIW3y00, 6457558]
[paragraph, [51.0, 350.0, 251.0, 18.0], U3LQIW3y00, 6457558]
[paragraph, [51.0, 368.0, 251.0, 18.0], U3LQIW3y00, 6457558]
[paragraph, [51.0, 386.0, 251.0, 18.0], U3LQIW3y00, 6457558]
[paragraph, [51.0, 404.0, 251.0, 18.0], U3LQIW3y00, 6457558]
[paragraph, [51.0, 422.0, 251.0, 18.0], U3LQIW3y00, 6457558]
[paragraph, [51.0, 440.0, 251.0, 18.0], U3LQIW3y00, 6457558]
[paragraph, [51.0, 458.0, 251.0, 18.0], U3LQIW3y00, 6457558]
[paragraph, [51.0, 476.0, 251.0, 18.0], U3LQIW3y00, 6457558]
[paragraph, [51.0, 494.0, 251.0, 18.0], U3LQIW3y00, 6457558]
[paragraph, [51.0, 512.0, 251.0, 18.0], U3LQIW3y00, 6457558]
[paragraph, [51.0, 530.0, 251.0, 18.0], U3LQIW3y00, 6457558]
[paragraph, [51.0, 548.0, 251.0, 18.0], U3LQIW3y00, 6457558]
[paragraph, [51.0, 566.0, 251.0, 18.0], U3LQIW3y00, 6457558]
