[2339, 1653]
[section-title, [823.0, 193.0, 207.0, 52.5], shoonya_6s6ERMVIDV7XFP, 5734323]
[chapter-title, [604.0, 313.0, 656.0, 70.5], shoonya_8sM2ZG4D7V51HH, 5734323]
[paragraph, [389.0, 504.0, 1076.0, 36.0], shoonya_3s58YIZWA0D0NO, 5734323]
[paragraph, [389.0, 540.0, 1076.0, 36.0], shoonya_3s58YIZWA0D0NO, 5734323]
[paragraph, [389.0, 576.0, 1076.0, 36.0], shoonya_3s58YIZWA0D0NO, 5734323]
[paragraph, [389.0, 612.0, 1076.0, 36.0], shoonya_3s58YIZWA0D0NO, 5734323]
[paragraph, [389.0, 648.0, 1076.0, 36.0], shoonya_3s58YIZWA0D0NO, 5734323]
[paragraph, [389.0, 684.0, 1076.0, 36.0], shoonya_3s58YIZWA0D0NO, 5734323]
[paragraph, [389.0, 745.0, 1078.0, 36.0], shoonya_2s46Q1KX3G0GHE, 5734323]
[paragraph, [389.0, 781.0, 1078.0, 36.0], shoonya_2s46Q1KX3G0GHE, 5734323]
[paragraph, [389.0, 817.0, 1078.0, 36.0], shoonya_2s46Q1KX3G0GHE, 5734323]
[paragraph, [389.0, 853.0, 1078.0, 36.0], shoonya_2s46Q1KX3G0GHE, 5734323]
[paragraph, [389.0, 889.0, 1078.0, 36.0], shoonya_2s46Q1KX3G0GHE, 5734323]
[paragraph, [389.0, 925.0, 1078.0, 36.0], shoonya_2s46Q1KX3G0GHE, 5734323]
[paragraph, [389.0, 961.0, 1078.0, 36.0], shoonya_2s46Q1KX3G0GHE, 5734323]
[paragraph, [389.0, 997.0, 1078.0, 36.0], shoonya_2s46Q1KX3G0GHE, 5734323]
[paragraph, [389.0, 1033.0, 1078.0, 36.0], shoonya_2s46Q1KX3G0GHE, 5734323]
[paragraph, [390.0, 1093.0, 1077.0, 36.0], shoonya_5sL8I4CB3ZMMWM, 5734323]
[paragraph, [390.0, 1129.0, 1077.0, 36.0], shoonya_5sL8I4CB3ZMMWM, 5734323]
[paragraph, [390.0, 1165.0, 1077.0, 36.0], shoonya_5sL8I4CB3ZMMWM, 5734323]
[paragraph, [387.0, 1210.0, 1074.0, 36.0], shoonya_0sTDRAYLN6CPHC, 5734323]
[paragraph, [387.0, 1246.0, 1074.0, 36.0], shoonya_0sTDRAYLN6CPHC, 5734323]
[paragraph, [387.0, 1282.0, 1074.0, 36.0], shoonya_0sTDRAYLN6CPHC, 5734323]
[paragraph, [387.0, 1318.0, 1074.0, 36.0], shoonya_0sTDRAYLN6CPHC, 5734323]
[paragraph, [387.0, 1354.0, 1074.0, 36.0], shoonya_0sTDRAYLN6CPHC, 5734323]
[paragraph, [387.0, 1390.0, 1074.0, 36.0], shoonya_0sTDRAYLN6CPHC, 5734323]
[paragraph, [387.0, 1426.0, 1074.0, 36.0], shoonya_0sTDRAYLN6CPHC, 5734323]
[paragraph, [387.0, 1462.0, 1074.0, 36.0], shoonya_0sTDRAYLN6CPHC, 5734323]
[paragraph, [387.0, 1498.0, 1074.0, 36.0], shoonya_0sTDRAYLN6CPHC, 5734323]
[paragraph, [387.0, 1534.0, 1074.0, 36.0], shoonya_0sTDRAYLN6CPHC, 5734323]
[paragraph, [387.0, 1570.0, 1074.0, 36.0], shoonya_0sTDRAYLN6CPHC, 5734323]
[paragraph, [387.0, 1606.0, 1074.0, 36.0], shoonya_0sTDRAYLN6CPHC, 5734323]
[paragraph, [491.0, 1676.0, 144.0, 36.0], shoonya_4sWHO1QWECSTDW, 5734323]
[paragraph, [388.0, 1731.0, 1074.0, 36.0], shoonya_1s1XG5VAP86AMV, 5734323]
[paragraph, [388.0, 1767.0, 1074.0, 36.0], shoonya_1s1XG5VAP86AMV, 5734323]
[paragraph, [388.0, 1803.0, 1074.0, 36.0], shoonya_1s1XG5VAP86AMV, 5734323]
[paragraph, [388.0, 1839.0, 1074.0, 36.0], shoonya_1s1XG5VAP86AMV, 5734323]
[paragraph, [388.0, 1875.0, 1074.0, 36.0], shoonya_1s1XG5VAP86AMV, 5734323]
[paragraph, [388.0, 1911.0, 1074.0, 36.0], shoonya_1s1XG5VAP86AMV, 5734323]
[paragraph, [388.0, 1947.0, 1074.0, 36.0], shoonya_1s1XG5VAP86AMV, 5734323]
[paragraph, [388.0, 1983.0, 1074.0, 36.0], shoonya_1s1XG5VAP86AMV, 5734323]
[paragraph, [388.0, 2019.0, 1074.0, 36.0], shoonya_1s1XG5VAP86AMV, 5734323]
[paragraph, [388.0, 2055.0, 1074.0, 36.0], shoonya_1s1XG5VAP86AMV, 5734323]
[paragraph, [388.0, 2091.0, 1074.0, 36.0], shoonya_1s1XG5VAP86AMV, 5734323]
[folio, [1018.0, 2183.0, 372.0, 36.0], shoonya_7sE1LGRWEXRDSA, 5734323]
