[1723, 1092]
[paragraph, [101.0, 104.0, 882.0, 36.0], shoonya_3s4KX8RIWLPMNS, 5680885]
[paragraph, [101.0, 140.0, 882.0, 36.0], shoonya_3s4KX8RIWLPMNS, 5680885]
[paragraph, [101.0, 176.0, 882.0, 36.0], shoonya_3s4KX8RIWLPMNS, 5680885]
[paragraph, [101.0, 212.0, 882.0, 36.0], shoonya_3s4KX8RIWLPMNS, 5680885]
[paragraph, [101.0, 248.0, 882.0, 36.0], shoonya_3s4KX8RIWLPMNS, 5680885]
[paragraph, [101.0, 284.0, 882.0, 36.0], shoonya_3s4KX8RIWLPMNS, 5680885]
[paragraph, [101.0, 320.0, 882.0, 36.0], shoonya_3s4KX8RIWLPMNS, 5680885]
[paragraph, [101.0, 356.0, 882.0, 36.0], shoonya_3s4KX8RIWLPMNS, 5680885]
[paragraph, [101.0, 392.0, 882.0, 36.0], shoonya_3s4KX8RIWLPMNS, 5680885]
[paragraph, [101.0, 428.0, 882.0, 36.0], shoonya_3s4KX8RIWLPMNS, 5680885]
[paragraph, [101.0, 464.0, 882.0, 36.0], shoonya_3s4KX8RIWLPMNS, 5680885]
[paragraph, [101.0, 500.0, 882.0, 36.0], shoonya_3s4KX8RIWLPMNS, 5680885]
[paragraph, [107.0, 544.0, 877.0, 36.0], shoonya_1sJO0F2YWQAI7E, 5680885]
[paragraph, [107.0, 580.0, 877.0, 36.0], shoonya_1sJO0F2YWQAI7E, 5680885]
[paragraph, [107.0, 616.0, 877.0, 36.0], shoonya_1sJO0F2YWQAI7E, 5680885]
[paragraph, [107.0, 652.0, 877.0, 36.0], shoonya_1sJO0F2YWQAI7E, 5680885]
[paragraph, [107.0, 688.0, 877.0, 36.0], shoonya_1sJO0F2YWQAI7E, 5680885]
[paragraph, [107.0, 724.0, 877.0, 36.0], shoonya_1sJO0F2YWQAI7E, 5680885]
[paragraph, [107.0, 760.0, 877.0, 36.0], shoonya_1sJO0F2YWQAI7E, 5680885]
[paragraph, [107.0, 796.0, 877.0, 36.0], shoonya_1sJO0F2YWQAI7E, 5680885]
[paragraph, [107.0, 832.0, 877.0, 36.0], shoonya_1sJO0F2YWQAI7E, 5680885]
[paragraph, [107.0, 868.0, 877.0, 36.0], shoonya_1sJO0F2YWQAI7E, 5680885]
[paragraph, [107.0, 904.0, 877.0, 36.0], shoonya_1sJO0F2YWQAI7E, 5680885]
[paragraph, [107.0, 940.0, 877.0, 36.0], shoonya_1sJO0F2YWQAI7E, 5680885]
[paragraph, [107.0, 976.0, 877.0, 36.0], shoonya_1sJO0F2YWQAI7E, 5680885]
[paragraph, [107.0, 1012.0, 877.0, 36.0], shoonya_1sJO0F2YWQAI7E, 5680885]
[paragraph, [107.0, 1048.0, 877.0, 36.0], shoonya_1sJO0F2YWQAI7E, 5680885]
[paragraph, [107.0, 1084.0, 877.0, 36.0], shoonya_1sJO0F2YWQAI7E, 5680885]
[paragraph, [106.0, 1263.0, 882.0, 36.0], shoonya_0sPN25AA2PRC6B, 5680885]
[paragraph, [106.0, 1299.0, 882.0, 36.0], shoonya_0sPN25AA2PRC6B, 5680885]
[paragraph, [106.0, 1335.0, 882.0, 36.0], shoonya_0sPN25AA2PRC6B, 5680885]
[paragraph, [106.0, 1371.0, 882.0, 36.0], shoonya_0sPN25AA2PRC6B, 5680885]
[paragraph, [106.0, 1407.0, 882.0, 36.0], shoonya_0sPN25AA2PRC6B, 5680885]
[paragraph, [106.0, 1443.0, 882.0, 36.0], shoonya_0sPN25AA2PRC6B, 5680885]
[paragraph, [106.0, 1479.0, 882.0, 36.0], shoonya_0sPN25AA2PRC6B, 5680885]
[paragraph, [106.0, 1515.0, 882.0, 36.0], shoonya_0sPN25AA2PRC6B, 5680885]
[folio, [462.0, 1587.0, 134.0, 36.0], W3UZx2tDq-, 5680885]
