[1787, 1218]
[paragraph, [104.0, 99.0, 996.0, 36.0], shoonya_5sJW3NILIRYR3S, 5651073]
[paragraph, [104.0, 135.0, 996.0, 36.0], shoonya_5sJW3NILIRYR3S, 5651073]
[paragraph, [302.0, 187.0, 353.0, 36.0], LZCGJQEnUU, 5651073]
[paragraph, [302.0, 223.0, 353.0, 36.0], LZCGJQEnUU, 5651073]
[paragraph, [302.0, 259.0, 353.0, 36.0], LZCGJQEnUU, 5651073]
[paragraph, [302.0, 295.0, 353.0, 36.0], LZCGJQEnUU, 5651073]
[paragraph, [302.0, 331.0, 353.0, 36.0], LZCGJQEnUU, 5651073]
[paragraph, [302.0, 367.0, 353.0, 36.0], LZCGJQEnUU, 5651073]
[paragraph, [108.0, 432.0, 989.0, 36.0], iqegM5A0fy, 5651073]
[paragraph, [108.0, 468.0, 989.0, 36.0], iqegM5A0fy, 5651073]
[paragraph, [304.0, 514.0, 465.0, 36.0], 6hJnN6dqVf, 5651073]
[paragraph, [304.0, 550.0, 465.0, 36.0], 6hJnN6dqVf, 5651073]
[paragraph, [299.0, 634.0, 427.0, 36.0], fDBlT2B0EW, 5651073]
[paragraph, [299.0, 670.0, 427.0, 36.0], fDBlT2B0EW, 5651073]
[paragraph, [112.0, 719.0, 997.0, 36.0], shoonya_1s98EAZ6ZMNQLG, 5651073]
[paragraph, [112.0, 755.0, 997.0, 36.0], shoonya_1s98EAZ6ZMNQLG, 5651073]
[paragraph, [112.0, 791.0, 997.0, 36.0], shoonya_1s98EAZ6ZMNQLG, 5651073]
[paragraph, [112.0, 827.0, 997.0, 36.0], shoonya_1s98EAZ6ZMNQLG, 5651073]
[paragraph, [112.0, 863.0, 997.0, 36.0], shoonya_1s98EAZ6ZMNQLG, 5651073]
[paragraph, [112.0, 899.0, 997.0, 36.0], shoonya_1s98EAZ6ZMNQLG, 5651073]
[paragraph, [302.0, 966.0, 607.0, 36.0], hTNqA15wl9, 5651073]
[paragraph, [302.0, 1002.0, 607.0, 36.0], hTNqA15wl9, 5651073]
[paragraph, [302.0, 1038.0, 607.0, 36.0], hTNqA15wl9, 5651073]
[paragraph, [302.0, 1074.0, 607.0, 36.0], hTNqA15wl9, 5651073]
[paragraph, [119.0, 1135.0, 993.0, 36.0], shoonya_0sMRZV4TUW3J37, 5651073]
[paragraph, [119.0, 1171.0, 993.0, 36.0], shoonya_0sMRZV4TUW3J37, 5651073]
[paragraph, [119.0, 1207.0, 993.0, 36.0], shoonya_0sMRZV4TUW3J37, 5651073]
[paragraph, [119.0, 1243.0, 993.0, 36.0], shoonya_0sMRZV4TUW3J37, 5651073]
[paragraph, [119.0, 1279.0, 993.0, 36.0], shoonya_0sMRZV4TUW3J37, 5651073]
[paragraph, [119.0, 1315.0, 993.0, 36.0], shoonya_0sMRZV4TUW3J37, 5651073]
[paragraph, [119.0, 1351.0, 993.0, 36.0], shoonya_0sMRZV4TUW3J37, 5651073]
[paragraph, [119.0, 1387.0, 993.0, 36.0], shoonya_0sMRZV4TUW3J37, 5651073]
[paragraph, [119.0, 1423.0, 993.0, 36.0], shoonya_0sMRZV4TUW3J37, 5651073]
[paragraph, [312.0, 1470.0, 278.0, 36.0], shoonya_4sCE60QVQBGJH9, 5651073]
[paragraph, [312.0, 1506.0, 278.0, 36.0], shoonya_4sCE60QVQBGJH9, 5651073]
[paragraph, [312.0, 1542.0, 278.0, 36.0], shoonya_4sCE60QVQBGJH9, 5651073]
[footnote, [465.0, 1644.0, 221.0, 36.0], shoonya_2sS7VZ9KXGT45U, 5651073]
