[2339, 1656]
[paragraph, [113.0, 73.0, 706.0, 36.0], shoonya_2sNMRDLJIPTWOX, 5749877]
[paragraph, [113.0, 109.0, 706.0, 36.0], shoonya_2sNMRDLJIPTWOX, 5749877]
[paragraph, [113.0, 145.0, 706.0, 36.0], shoonya_2sNMRDLJIPTWOX, 5749877]
[paragraph, [113.0, 181.0, 706.0, 36.0], shoonya_2sNMRDLJIPTWOX, 5749877]
[paragraph, [113.0, 217.0, 706.0, 36.0], shoonya_2sNMRDLJIPTWOX, 5749877]
[paragraph, [113.0, 253.0, 706.0, 36.0], shoonya_2sNMRDLJIPTWOX, 5749877]
[paragraph, [113.0, 289.0, 706.0, 36.0], shoonya_2sNMRDLJIPTWOX, 5749877]
[paragraph, [113.0, 325.0, 706.0, 36.0], shoonya_2sNMRDLJIPTWOX, 5749877]
[paragraph, [113.0, 361.0, 706.0, 36.0], shoonya_2sNMRDLJIPTWOX, 5749877]
[paragraph, [113.0, 397.0, 706.0, 36.0], shoonya_2sNMRDLJIPTWOX, 5749877]
[paragraph, [113.0, 433.0, 706.0, 36.0], shoonya_2sNMRDLJIPTWOX, 5749877]
[paragraph, [113.0, 469.0, 706.0, 36.0], shoonya_2sNMRDLJIPTWOX, 5749877]
[paragraph, [113.0, 505.0, 706.0, 36.0], shoonya_2sNMRDLJIPTWOX, 5749877]
[paragraph, [113.0, 541.0, 706.0, 36.0], shoonya_2sNMRDLJIPTWOX, 5749877]
[paragraph, [113.0, 577.0, 706.0, 36.0], shoonya_2sNMRDLJIPTWOX, 5749877]
[paragraph, [113.0, 613.0, 706.0, 36.0], shoonya_2sNMRDLJIPTWOX, 5749877]
[paragraph, [113.0, 649.0, 706.0, 36.0], shoonya_2sNMRDLJIPTWOX, 5749877]
[paragraph, [113.0, 685.0, 706.0, 36.0], shoonya_2sNMRDLJIPTWOX, 5749877]
[paragraph, [113.0, 721.0, 706.0, 36.0], shoonya_2sNMRDLJIPTWOX, 5749877]
[paragraph, [113.0, 757.0, 706.0, 36.0], shoonya_2sNMRDLJIPTWOX, 5749877]
[paragraph, [113.0, 793.0, 706.0, 36.0], shoonya_2sNMRDLJIPTWOX, 5749877]
[paragraph, [851.0, 82.0, 703.0, 36.0], shoonya_3sC3W0FDFVLBLW, 5749877]
[paragraph, [851.0, 118.0, 703.0, 36.0], shoonya_3sC3W0FDFVLBLW, 5749877]
[paragraph, [851.0, 154.0, 703.0, 36.0], shoonya_3sC3W0FDFVLBLW, 5749877]
[paragraph, [851.0, 190.0, 703.0, 36.0], shoonya_3sC3W0FDFVLBLW, 5749877]
[paragraph, [851.0, 226.0, 703.0, 36.0], shoonya_3sC3W0FDFVLBLW, 5749877]
[paragraph, [851.0, 262.0, 703.0, 36.0], shoonya_3sC3W0FDFVLBLW, 5749877]
[paragraph, [851.0, 298.0, 703.0, 36.0], shoonya_3sC3W0FDFVLBLW, 5749877]
[paragraph, [838.0, 355.0, 718.0, 36.0], shoonya_1sUA8EHJ4KI1D3, 5749877]
[paragraph, [838.0, 391.0, 718.0, 36.0], shoonya_1sUA8EHJ4KI1D3, 5749877]
[paragraph, [838.0, 427.0, 718.0, 36.0], shoonya_1sUA8EHJ4KI1D3, 5749877]
[paragraph, [838.0, 463.0, 718.0, 36.0], shoonya_1sUA8EHJ4KI1D3, 5749877]
[paragraph, [838.0, 499.0, 718.0, 36.0], shoonya_1sUA8EHJ4KI1D3, 5749877]
[paragraph, [838.0, 535.0, 718.0, 36.0], shoonya_1sUA8EHJ4KI1D3, 5749877]
[paragraph, [838.0, 571.0, 718.0, 36.0], shoonya_1sUA8EHJ4KI1D3, 5749877]
[paragraph, [838.0, 607.0, 718.0, 36.0], shoonya_1sUA8EHJ4KI1D3, 5749877]
[paragraph, [838.0, 643.0, 718.0, 36.0], shoonya_1sUA8EHJ4KI1D3, 5749877]
[paragraph, [838.0, 679.0, 718.0, 36.0], shoonya_1sUA8EHJ4KI1D3, 5749877]
[paragraph, [838.0, 715.0, 718.0, 36.0], shoonya_1sUA8EHJ4KI1D3, 5749877]
[paragraph, [838.0, 751.0, 718.0, 36.0], shoonya_1sUA8EHJ4KI1D3, 5749877]
[paragraph, [838.0, 787.0, 718.0, 36.0], shoonya_1sUA8EHJ4KI1D3, 5749877]
[paragraph, [838.0, 823.0, 718.0, 36.0], shoonya_1sUA8EHJ4KI1D3, 5749877]
[paragraph, [838.0, 859.0, 718.0, 36.0], shoonya_1sUA8EHJ4KI1D3, 5749877]
[paragraph, [838.0, 895.0, 718.0, 36.0], shoonya_1sUA8EHJ4KI1D3, 5749877]
[paragraph, [838.0, 931.0, 718.0, 36.0], shoonya_1sUA8EHJ4KI1D3, 5749877]
[paragraph, [838.0, 967.0, 718.0, 36.0], shoonya_1sUA8EHJ4KI1D3, 5749877]
[paragraph, [838.0, 1003.0, 718.0, 36.0], shoonya_1sUA8EHJ4KI1D3, 5749877]
[paragraph, [838.0, 1039.0, 718.0, 36.0], shoonya_1sUA8EHJ4KI1D3, 5749877]
[paragraph, [838.0, 1075.0, 718.0, 36.0], shoonya_1sUA8EHJ4KI1D3, 5749877]
[paragraph, [838.0, 1111.0, 718.0, 36.0], shoonya_1sUA8EHJ4KI1D3, 5749877]
[paragraph, [838.0, 1147.0, 718.0, 36.0], shoonya_1sUA8EHJ4KI1D3, 5749877]
[paragraph, [838.0, 1183.0, 718.0, 36.0], shoonya_1sUA8EHJ4KI1D3, 5749877]
[paragraph, [838.0, 1219.0, 718.0, 36.0], shoonya_1sUA8EHJ4KI1D3, 5749877]
[paragraph, [838.0, 1255.0, 718.0, 36.0], shoonya_1sUA8EHJ4KI1D3, 5749877]
[paragraph, [838.0, 1291.0, 718.0, 36.0], shoonya_1sUA8EHJ4KI1D3, 5749877]
[paragraph, [838.0, 1327.0, 718.0, 36.0], shoonya_1sUA8EHJ4KI1D3, 5749877]
[paragraph, [838.0, 1363.0, 718.0, 36.0], shoonya_1sUA8EHJ4KI1D3, 5749877]
[paragraph, [838.0, 1399.0, 718.0, 36.0], shoonya_1sUA8EHJ4KI1D3, 5749877]
[paragraph, [838.0, 1435.0, 718.0, 36.0], shoonya_1sUA8EHJ4KI1D3, 5749877]
[paragraph, [838.0, 1471.0, 718.0, 36.0], shoonya_1sUA8EHJ4KI1D3, 5749877]
[paragraph, [838.0, 1507.0, 718.0, 36.0], shoonya_1sUA8EHJ4KI1D3, 5749877]
[paragraph, [838.0, 1543.0, 718.0, 36.0], shoonya_1sUA8EHJ4KI1D3, 5749877]
[paragraph, [838.0, 1579.0, 718.0, 36.0], shoonya_1sUA8EHJ4KI1D3, 5749877]
[paragraph, [172.0, 844.0, 645.0, 36.0], tyCfUx20-t, 5749877]
[paragraph, [236.0, 900.0, 475.0, 36.0], 3qvbdTtqIB, 5749877]
[paragraph, [240.0, 954.0, 475.0, 36.0], iOAjIvAGwF, 5749877]
[paragraph, [105.0, 1011.0, 707.0, 36.0], shoonya_0sL8H56UYYERWQ, 5749877]
[paragraph, [105.0, 1047.0, 707.0, 36.0], shoonya_0sL8H56UYYERWQ, 5749877]
[paragraph, [105.0, 1083.0, 707.0, 36.0], shoonya_0sL8H56UYYERWQ, 5749877]
[paragraph, [105.0, 1119.0, 707.0, 36.0], shoonya_0sL8H56UYYERWQ, 5749877]
[paragraph, [105.0, 1155.0, 707.0, 36.0], shoonya_0sL8H56UYYERWQ, 5749877]
[paragraph, [105.0, 1191.0, 707.0, 36.0], shoonya_0sL8H56UYYERWQ, 5749877]
[paragraph, [105.0, 1227.0, 707.0, 36.0], shoonya_0sL8H56UYYERWQ, 5749877]
[paragraph, [105.0, 1263.0, 707.0, 36.0], shoonya_0sL8H56UYYERWQ, 5749877]
[paragraph, [105.0, 1299.0, 707.0, 36.0], shoonya_0sL8H56UYYERWQ, 5749877]
[paragraph, [105.0, 1335.0, 707.0, 36.0], shoonya_0sL8H56UYYERWQ, 5749877]
[paragraph, [105.0, 1371.0, 707.0, 36.0], shoonya_0sL8H56UYYERWQ, 5749877]
[paragraph, [105.0, 1407.0, 707.0, 36.0], shoonya_0sL8H56UYYERWQ, 5749877]
[paragraph, [105.0, 1443.0, 707.0, 36.0], shoonya_0sL8H56UYYERWQ, 5749877]
[paragraph, [105.0, 1479.0, 707.0, 36.0], shoonya_0sL8H56UYYERWQ, 5749877]
[paragraph, [105.0, 1515.0, 707.0, 36.0], shoonya_0sL8H56UYYERWQ, 5749877]
[paragraph, [105.0, 1551.0, 707.0, 36.0], shoonya_0sL8H56UYYERWQ, 5749877]
[paragraph, [105.0, 1587.0, 707.0, 36.0], shoonya_0sL8H56UYYERWQ, 5749877]
[paragraph, [105.0, 1623.0, 707.0, 36.0], shoonya_0sL8H56UYYERWQ, 5749877]
[paragraph, [105.0, 1659.0, 707.0, 36.0], shoonya_0sL8H56UYYERWQ, 5749877]
[paragraph, [105.0, 1695.0, 707.0, 36.0], shoonya_0sL8H56UYYERWQ, 5749877]
[paragraph, [105.0, 1731.0, 707.0, 36.0], shoonya_0sL8H56UYYERWQ, 5749877]
[paragraph, [105.0, 1767.0, 707.0, 36.0], shoonya_0sL8H56UYYERWQ, 5749877]
[paragraph, [105.0, 1803.0, 707.0, 36.0], shoonya_0sL8H56UYYERWQ, 5749877]
[paragraph, [105.0, 1839.0, 707.0, 36.0], shoonya_0sL8H56UYYERWQ, 5749877]
[paragraph, [105.0, 1875.0, 707.0, 36.0], shoonya_0sL8H56UYYERWQ, 5749877]
[paragraph, [105.0, 1911.0, 707.0, 36.0], shoonya_0sL8H56UYYERWQ, 5749877]
[paragraph, [105.0, 1947.0, 707.0, 36.0], shoonya_0sL8H56UYYERWQ, 5749877]
[paragraph, [105.0, 1983.0, 707.0, 36.0], shoonya_0sL8H56UYYERWQ, 5749877]
[paragraph, [105.0, 2019.0, 707.0, 36.0], shoonya_0sL8H56UYYERWQ, 5749877]
[paragraph, [981.0, 1629.0, 415.0, 36.0], yRMdZNwwwx, 5749877]
[paragraph, [981.0, 1665.0, 415.0, 36.0], yRMdZNwwwx, 5749877]
[paragraph, [981.0, 1701.0, 415.0, 36.0], yRMdZNwwwx, 5749877]
[paragraph, [840.0, 1740.0, 698.0, 36.0], shoonya_4sJFRGCJX8B3HP, 5749877]
[paragraph, [840.0, 1776.0, 698.0, 36.0], shoonya_4sJFRGCJX8B3HP, 5749877]
[paragraph, [840.0, 1812.0, 698.0, 36.0], shoonya_4sJFRGCJX8B3HP, 5749877]
[paragraph, [840.0, 1848.0, 698.0, 36.0], shoonya_4sJFRGCJX8B3HP, 5749877]
[paragraph, [830.0, 1901.0, 715.0, 36.0], F3L3kyuxh0, 5749877]
[paragraph, [830.0, 1937.0, 715.0, 36.0], F3L3kyuxh0, 5749877]
[paragraph, [830.0, 1973.0, 715.0, 36.0], F3L3kyuxh0, 5749877]
[paragraph, [830.0, 2009.0, 715.0, 36.0], F3L3kyuxh0, 5749877]
