[2200, 1700]
[paragraph, [293.0, 70.0, 1094.0, 36.0], shoonya_1sIEBM03ZOU2CE, 5730949]
[paragraph, [293.0, 106.0, 1094.0, 36.0], shoonya_1sIEBM03ZOU2CE, 5730949]
[paragraph, [293.0, 142.0, 1094.0, 36.0], shoonya_1sIEBM03ZOU2CE, 5730949]
[paragraph, [293.0, 178.0, 1094.0, 36.0], shoonya_1sIEBM03ZOU2CE, 5730949]
[paragraph, [293.0, 214.0, 1094.0, 36.0], shoonya_1sIEBM03ZOU2CE, 5730949]
[paragraph, [293.0, 250.0, 1094.0, 36.0], shoonya_1sIEBM03ZOU2CE, 5730949]
[paragraph, [293.0, 286.0, 1094.0, 36.0], shoonya_1sIEBM03ZOU2CE, 5730949]
[paragraph, [293.0, 322.0, 1094.0, 36.0], shoonya_1sIEBM03ZOU2CE, 5730949]
[paragraph, [293.0, 358.0, 1094.0, 36.0], shoonya_1sIEBM03ZOU2CE, 5730949]
[paragraph, [293.0, 394.0, 1094.0, 36.0], shoonya_1sIEBM03ZOU2CE, 5730949]
[paragraph, [293.0, 430.0, 1094.0, 36.0], shoonya_1sIEBM03ZOU2CE, 5730949]
[paragraph, [293.0, 466.0, 1094.0, 36.0], shoonya_1sIEBM03ZOU2CE, 5730949]
[paragraph, [293.0, 502.0, 1094.0, 36.0], shoonya_1sIEBM03ZOU2CE, 5730949]
[paragraph, [293.0, 538.0, 1094.0, 36.0], shoonya_1sIEBM03ZOU2CE, 5730949]
[paragraph, [293.0, 574.0, 1094.0, 36.0], shoonya_1sIEBM03ZOU2CE, 5730949]
[paragraph, [293.0, 610.0, 1094.0, 36.0], shoonya_1sIEBM03ZOU2CE, 5730949]
[paragraph, [293.0, 646.0, 1094.0, 36.0], shoonya_1sIEBM03ZOU2CE, 5730949]
[paragraph, [293.0, 682.0, 1094.0, 36.0], shoonya_1sIEBM03ZOU2CE, 5730949]
[paragraph, [293.0, 718.0, 1094.0, 36.0], shoonya_1sIEBM03ZOU2CE, 5730949]
[paragraph, [293.0, 754.0, 1094.0, 36.0], shoonya_1sIEBM03ZOU2CE, 5730949]
[paragraph, [293.0, 790.0, 1094.0, 36.0], shoonya_1sIEBM03ZOU2CE, 5730949]
[paragraph, [293.0, 826.0, 1094.0, 36.0], shoonya_1sIEBM03ZOU2CE, 5730949]
[paragraph, [293.0, 862.0, 1094.0, 36.0], shoonya_1sIEBM03ZOU2CE, 5730949]
[paragraph, [293.0, 898.0, 1094.0, 36.0], shoonya_1sIEBM03ZOU2CE, 5730949]
[paragraph, [293.0, 934.0, 1094.0, 36.0], shoonya_1sIEBM03ZOU2CE, 5730949]
[paragraph, [293.0, 970.0, 1094.0, 36.0], shoonya_1sIEBM03ZOU2CE, 5730949]
[paragraph, [293.0, 1006.0, 1094.0, 36.0], shoonya_1sIEBM03ZOU2CE, 5730949]
[paragraph, [293.0, 1042.0, 1094.0, 36.0], shoonya_1sIEBM03ZOU2CE, 5730949]
[paragraph, [293.0, 1078.0, 1094.0, 36.0], shoonya_1sIEBM03ZOU2CE, 5730949]
[paragraph, [293.0, 1114.0, 1094.0, 36.0], shoonya_1sIEBM03ZOU2CE, 5730949]
[paragraph, [293.0, 1150.0, 1094.0, 36.0], shoonya_1sIEBM03ZOU2CE, 5730949]
[paragraph, [293.0, 1186.0, 1094.0, 36.0], shoonya_1sIEBM03ZOU2CE, 5730949]
[paragraph, [293.0, 1222.0, 1094.0, 36.0], shoonya_1sIEBM03ZOU2CE, 5730949]
[paragraph, [301.0, 1281.0, 1096.0, 36.0], shoonya_0sNWJ5UC15QEZS, 5730949]
[paragraph, [301.0, 1317.0, 1096.0, 36.0], shoonya_0sNWJ5UC15QEZS, 5730949]
[paragraph, [301.0, 1353.0, 1096.0, 36.0], shoonya_0sNWJ5UC15QEZS, 5730949]
[paragraph, [301.0, 1389.0, 1096.0, 36.0], shoonya_0sNWJ5UC15QEZS, 5730949]
[paragraph, [301.0, 1425.0, 1096.0, 36.0], shoonya_0sNWJ5UC15QEZS, 5730949]
[paragraph, [301.0, 1461.0, 1096.0, 36.0], shoonya_0sNWJ5UC15QEZS, 5730949]
[paragraph, [301.0, 1497.0, 1096.0, 36.0], shoonya_0sNWJ5UC15QEZS, 5730949]
[paragraph, [301.0, 1533.0, 1096.0, 36.0], shoonya_0sNWJ5UC15QEZS, 5730949]
[paragraph, [301.0, 1569.0, 1096.0, 36.0], shoonya_0sNWJ5UC15QEZS, 5730949]
[paragraph, [301.0, 1605.0, 1096.0, 36.0], shoonya_0sNWJ5UC15QEZS, 5730949]
[paragraph, [301.0, 1641.0, 1096.0, 36.0], shoonya_0sNWJ5UC15QEZS, 5730949]
[paragraph, [301.0, 1677.0, 1096.0, 36.0], shoonya_0sNWJ5UC15QEZS, 5730949]
[paragraph, [301.0, 1713.0, 1096.0, 36.0], shoonya_0sNWJ5UC15QEZS, 5730949]
[paragraph, [301.0, 1749.0, 1096.0, 36.0], shoonya_0sNWJ5UC15QEZS, 5730949]
[paragraph, [301.0, 1785.0, 1096.0, 36.0], shoonya_0sNWJ5UC15QEZS, 5730949]
[paragraph, [301.0, 1821.0, 1096.0, 36.0], shoonya_0sNWJ5UC15QEZS, 5730949]
[paragraph, [301.0, 1857.0, 1096.0, 36.0], shoonya_0sNWJ5UC15QEZS, 5730949]
[paragraph, [301.0, 1893.0, 1096.0, 36.0], shoonya_0sNWJ5UC15QEZS, 5730949]
[paragraph, [301.0, 1929.0, 1096.0, 36.0], shoonya_0sNWJ5UC15QEZS, 5730949]
[folio, [422.0, 2034.0, 360.0, 36.0], 3E_ejrfXnX, 5730949]
