[1650, 1275]
[section-title, [488.0, 121.0, 375.0, 49.5], yixRuVPHbe, 6471142]
[section-title, [488.0, 170.5, 375.0, 49.5], yixRuVPHbe, 6471142]
[sub-section-title, [241.0, 297.0, 155.0, 36.0], bMj30N1Xlf, 6471142]
[paragraph, [245.0, 369.0, 861.0, 36.0], BYXGTFwMPL, 6471142]
[paragraph, [245.0, 405.0, 861.0, 36.0], BYXGTFwMPL, 6471142]
[paragraph, [245.0, 441.0, 861.0, 36.0], BYXGTFwMPL, 6471142]
[paragraph, [245.0, 477.0, 861.0, 36.0], BYXGTFwMPL, 6471142]
[paragraph, [245.0, 513.0, 861.0, 36.0], BYXGTFwMPL, 6471142]
[paragraph, [236.0, 596.0, 870.0, 36.0], shoonya_0sB1ANX6YBCD2I, 6471142]
[paragraph, [236.0, 632.0, 870.0, 36.0], shoonya_0sB1ANX6YBCD2I, 6471142]
[paragraph, [236.0, 668.0, 870.0, 36.0], shoonya_0sB1ANX6YBCD2I, 6471142]
[paragraph, [236.0, 704.0, 870.0, 36.0], shoonya_0sB1ANX6YBCD2I, 6471142]
[paragraph, [236.0, 740.0, 870.0, 36.0], shoonya_0sB1ANX6YBCD2I, 6471142]
[paragraph, [236.0, 776.0, 870.0, 36.0], shoonya_0sB1ANX6YBCD2I, 6471142]
[paragraph, [236.0, 812.0, 870.0, 36.0], shoonya_0sB1ANX6YBCD2I, 6471142]
[paragraph, [236.0, 848.0, 870.0, 36.0], shoonya_0sB1ANX6YBCD2I, 6471142]
[paragraph, [236.0, 884.0, 870.0, 36.0], shoonya_0sB1ANX6YBCD2I, 6471142]
[paragraph, [236.0, 920.0, 870.0, 36.0], shoonya_0sB1ANX6YBCD2I, 6471142]
[paragraph, [236.0, 956.0, 870.0, 36.0], shoonya_0sB1ANX6YBCD2I, 6471142]
[paragraph, [235.0, 1049.0, 869.0, 36.0], alU7oZ6n_y, 6471142]
[paragraph, [235.0, 1085.0, 869.0, 36.0], alU7oZ6n_y, 6471142]
[paragraph, [235.0, 1121.0, 869.0, 36.0], alU7oZ6n_y, 6471142]
[paragraph, [235.0, 1157.0, 869.0, 36.0], alU7oZ6n_y, 6471142]
[paragraph, [235.0, 1193.0, 869.0, 36.0], alU7oZ6n_y, 6471142]
[paragraph, [235.0, 1229.0, 869.0, 36.0], alU7oZ6n_y, 6471142]
[paragraph, [235.0, 1265.0, 869.0, 36.0], alU7oZ6n_y, 6471142]
[paragraph, [235.0, 1301.0, 869.0, 36.0], alU7oZ6n_y, 6471142]
[paragraph, [235.0, 1337.0, 869.0, 36.0], alU7oZ6n_y, 6471142]
[paragraph, [235.0, 1373.0, 869.0, 36.0], alU7oZ6n_y, 6471142]
[paragraph, [235.0, 1409.0, 869.0, 36.0], alU7oZ6n_y, 6471142]
