[1736, 1323]
[paragraph, [663.0, 135.0, 542.0, 36.0], shoonya_8s0PH6CSM0QQ91, 5772203]
[paragraph, [663.0, 171.0, 542.0, 36.0], shoonya_8s0PH6CSM0QQ91, 5772203]
[paragraph, [663.0, 207.0, 542.0, 36.0], shoonya_8s0PH6CSM0QQ91, 5772203]
[paragraph, [663.0, 243.0, 542.0, 36.0], shoonya_8s0PH6CSM0QQ91, 5772203]
[paragraph, [663.0, 279.0, 542.0, 36.0], shoonya_8s0PH6CSM0QQ91, 5772203]
[paragraph, [125.0, 144.0, 528.0, 36.0], shoonya_3s5AUKTDB8C84G, 5772203]
[paragraph, [125.0, 180.0, 528.0, 36.0], shoonya_3s5AUKTDB8C84G, 5772203]
[paragraph, [125.0, 216.0, 528.0, 36.0], shoonya_3s5AUKTDB8C84G, 5772203]
[paragraph, [125.0, 252.0, 528.0, 36.0], shoonya_3s5AUKTDB8C84G, 5772203]
[paragraph, [125.0, 288.0, 528.0, 36.0], shoonya_3s5AUKTDB8C84G, 5772203]
[paragraph, [125.0, 324.0, 528.0, 36.0], shoonya_3s5AUKTDB8C84G, 5772203]
[paragraph, [125.0, 360.0, 528.0, 36.0], shoonya_3s5AUKTDB8C84G, 5772203]
[paragraph, [125.0, 396.0, 528.0, 36.0], shoonya_3s5AUKTDB8C84G, 5772203]
[paragraph, [656.0, 381.0, 546.0, 36.0], shoonya_6sEQM7ZZZ8JYCY, 5772203]
[paragraph, [656.0, 417.0, 546.0, 36.0], shoonya_6sEQM7ZZZ8JYCY, 5772203]
[paragraph, [656.0, 453.0, 546.0, 36.0], shoonya_6sEQM7ZZZ8JYCY, 5772203]
[paragraph, [656.0, 489.0, 546.0, 36.0], shoonya_6sEQM7ZZZ8JYCY, 5772203]
[paragraph, [656.0, 525.0, 546.0, 36.0], shoonya_6sEQM7ZZZ8JYCY, 5772203]
[paragraph, [656.0, 561.0, 546.0, 36.0], shoonya_6sEQM7ZZZ8JYCY, 5772203]
[paragraph, [126.0, 463.0, 526.0, 36.0], shoonya_2s9PWGVMDWTZ01, 5772203]
[paragraph, [126.0, 499.0, 526.0, 36.0], shoonya_2s9PWGVMDWTZ01, 5772203]
[paragraph, [126.0, 535.0, 526.0, 36.0], shoonya_2s9PWGVMDWTZ01, 5772203]
[paragraph, [126.0, 571.0, 526.0, 36.0], shoonya_2s9PWGVMDWTZ01, 5772203]
[paragraph, [126.0, 607.0, 526.0, 36.0], shoonya_2s9PWGVMDWTZ01, 5772203]
[paragraph, [126.0, 643.0, 526.0, 36.0], shoonya_2s9PWGVMDWTZ01, 5772203]
[paragraph, [663.0, 645.0, 539.0, 36.0], shoonya_1sMPN6RKELRVN0, 5772203]
[paragraph, [663.0, 681.0, 539.0, 36.0], shoonya_1sMPN6RKELRVN0, 5772203]
[paragraph, [663.0, 717.0, 539.0, 36.0], shoonya_1sMPN6RKELRVN0, 5772203]
[paragraph, [663.0, 753.0, 539.0, 36.0], shoonya_1sMPN6RKELRVN0, 5772203]
[paragraph, [663.0, 789.0, 539.0, 36.0], shoonya_1sMPN6RKELRVN0, 5772203]
[paragraph, [663.0, 825.0, 539.0, 36.0], shoonya_1sMPN6RKELRVN0, 5772203]
[paragraph, [663.0, 861.0, 539.0, 36.0], shoonya_1sMPN6RKELRVN0, 5772203]
[paragraph, [663.0, 897.0, 539.0, 36.0], shoonya_1sMPN6RKELRVN0, 5772203]
[paragraph, [663.0, 933.0, 539.0, 36.0], shoonya_1sMPN6RKELRVN0, 5772203]
[paragraph, [663.0, 969.0, 539.0, 36.0], shoonya_1sMPN6RKELRVN0, 5772203]
[paragraph, [663.0, 1005.0, 539.0, 36.0], shoonya_1sMPN6RKELRVN0, 5772203]
[paragraph, [663.0, 1041.0, 539.0, 36.0], shoonya_1sMPN6RKELRVN0, 5772203]
[paragraph, [663.0, 1077.0, 539.0, 36.0], shoonya_1sMPN6RKELRVN0, 5772203]
[paragraph, [663.0, 1113.0, 539.0, 36.0], shoonya_1sMPN6RKELRVN0, 5772203]
[paragraph, [121.0, 760.0, 541.0, 36.0], shoonya_7sUN270Y20SFA2, 5772203]
[paragraph, [121.0, 796.0, 541.0, 36.0], shoonya_7sUN270Y20SFA2, 5772203]
[paragraph, [121.0, 832.0, 541.0, 36.0], shoonya_7sUN270Y20SFA2, 5772203]
[paragraph, [121.0, 868.0, 541.0, 36.0], shoonya_7sUN270Y20SFA2, 5772203]
[paragraph, [121.0, 904.0, 541.0, 36.0], shoonya_7sUN270Y20SFA2, 5772203]
[paragraph, [121.0, 940.0, 541.0, 36.0], shoonya_7sUN270Y20SFA2, 5772203]
[paragraph, [121.0, 976.0, 541.0, 36.0], shoonya_7sUN270Y20SFA2, 5772203]
[paragraph, [124.0, 1040.0, 540.0, 36.0], shoonya_4sJ5I3E47E1Y97, 5772203]
[paragraph, [124.0, 1076.0, 540.0, 36.0], shoonya_4sJ5I3E47E1Y97, 5772203]
[paragraph, [124.0, 1112.0, 540.0, 36.0], shoonya_4sJ5I3E47E1Y97, 5772203]
[paragraph, [114.0, 1179.0, 551.0, 36.0], shoonya_0sE45LF7YXU532, 5772203]
[paragraph, [114.0, 1215.0, 551.0, 36.0], shoonya_0sE45LF7YXU532, 5772203]
[paragraph, [114.0, 1251.0, 551.0, 36.0], shoonya_0sE45LF7YXU532, 5772203]
[paragraph, [114.0, 1287.0, 551.0, 36.0], shoonya_0sE45LF7YXU532, 5772203]
[paragraph, [114.0, 1323.0, 551.0, 36.0], shoonya_0sE45LF7YXU532, 5772203]
[paragraph, [114.0, 1359.0, 551.0, 36.0], shoonya_0sE45LF7YXU532, 5772203]
[paragraph, [114.0, 1395.0, 551.0, 36.0], shoonya_0sE45LF7YXU532, 5772203]
