[1818, 1374]
[folio, [486.0, 118.0, 410.0, 36.0], shoonya_1s8XBS5X1BFI1Y, 5682977]
[paragraph, [116.0, 187.0, 563.0, 36.0], shoonya_3s98GGPEU0LS90, 5682977]
[paragraph, [116.0, 223.0, 563.0, 36.0], shoonya_3s98GGPEU0LS90, 5682977]
[paragraph, [702.0, 187.0, 569.0, 36.0], FkNYSI9enX, 5682977]
[paragraph, [702.0, 223.0, 569.0, 36.0], FkNYSI9enX, 5682977]
[paragraph, [115.0, 274.0, 567.0, 36.0], im1ubhPw4B, 5682977]
[paragraph, [115.0, 310.0, 567.0, 36.0], im1ubhPw4B, 5682977]
[paragraph, [115.0, 346.0, 567.0, 36.0], im1ubhPw4B, 5682977]
[paragraph, [115.0, 382.0, 567.0, 36.0], im1ubhPw4B, 5682977]
[paragraph, [701.0, 274.0, 570.0, 36.0], ISyahCLbvQ, 5682977]
[paragraph, [701.0, 310.0, 570.0, 36.0], ISyahCLbvQ, 5682977]
[paragraph, [701.0, 346.0, 570.0, 36.0], ISyahCLbvQ, 5682977]
[paragraph, [701.0, 382.0, 570.0, 36.0], ISyahCLbvQ, 5682977]
[paragraph, [701.0, 418.0, 570.0, 36.0], ISyahCLbvQ, 5682977]
[paragraph, [113.0, 445.0, 573.0, 36.0], mjl5HYU-jj, 5682977]
[paragraph, [113.0, 481.0, 573.0, 36.0], mjl5HYU-jj, 5682977]
[paragraph, [700.0, 487.0, 574.0, 36.0], sOstvMVtob, 5682977]
[paragraph, [700.0, 523.0, 574.0, 36.0], sOstvMVtob, 5682977]
[paragraph, [113.0, 531.0, 573.0, 36.0], B3zDJ8kQKZ, 5682977]
[paragraph, [113.0, 567.0, 573.0, 36.0], B3zDJ8kQKZ, 5682977]
[paragraph, [700.0, 571.0, 572.0, 36.0], jKKjZPpG6m, 5682977]
[paragraph, [700.0, 607.0, 572.0, 36.0], jKKjZPpG6m, 5682977]
[paragraph, [111.0, 614.0, 567.0, 36.0], d5JOV593SZ, 5682977]
[paragraph, [111.0, 650.0, 567.0, 36.0], d5JOV593SZ, 5682977]
[paragraph, [111.0, 686.0, 567.0, 36.0], d5JOV593SZ, 5682977]
[paragraph, [109.0, 744.0, 568.0, 36.0], g2cICH-xqw, 5682977]
[paragraph, [109.0, 780.0, 568.0, 36.0], g2cICH-xqw, 5682977]
[paragraph, [109.0, 816.0, 568.0, 36.0], g2cICH-xqw, 5682977]
[paragraph, [699.0, 773.0, 578.0, 36.0], FMNoE4-n-S, 5682977]
[paragraph, [699.0, 809.0, 578.0, 36.0], FMNoE4-n-S, 5682977]
[paragraph, [699.0, 845.0, 578.0, 36.0], FMNoE4-n-S, 5682977]
[paragraph, [699.0, 881.0, 578.0, 36.0], FMNoE4-n-S, 5682977]
[paragraph, [109.0, 872.0, 575.0, 36.0], SuSFEqOV_G, 5682977]
[paragraph, [109.0, 908.0, 575.0, 36.0], SuSFEqOV_G, 5682977]
[paragraph, [738.0, 951.0, 277.0, 36.0], ZauXhAYtLY, 5682977]
[paragraph, [109.0, 955.0, 576.0, 36.0], MNlpNkKoNE, 5682977]
[paragraph, [109.0, 991.0, 576.0, 36.0], MNlpNkKoNE, 5682977]
[paragraph, [109.0, 1027.0, 576.0, 36.0], MNlpNkKoNE, 5682977]
[paragraph, [109.0, 1063.0, 576.0, 36.0], MNlpNkKoNE, 5682977]
[paragraph, [109.0, 1099.0, 576.0, 36.0], MNlpNkKoNE, 5682977]
[paragraph, [699.0, 994.0, 575.0, 36.0], EEUzebYSfa, 5682977]
[paragraph, [699.0, 1030.0, 575.0, 36.0], EEUzebYSfa, 5682977]
[paragraph, [699.0, 1078.0, 571.0, 36.0], 5bRdz8QOa2, 5682977]
[paragraph, [699.0, 1114.0, 571.0, 36.0], 5bRdz8QOa2, 5682977]
[paragraph, [735.0, 1160.0, 400.0, 36.0], obvqEliu5q, 5682977]
[paragraph, [110.0, 1166.0, 569.0, 36.0], -vq0wZ2ePj, 5682977]
[paragraph, [110.0, 1202.0, 569.0, 36.0], -vq0wZ2ePj, 5682977]
[paragraph, [698.0, 1208.0, 571.0, 36.0], fnMKcm2PRB, 5682977]
[paragraph, [698.0, 1244.0, 571.0, 36.0], fnMKcm2PRB, 5682977]
[paragraph, [698.0, 1280.0, 571.0, 36.0], fnMKcm2PRB, 5682977]
[paragraph, [698.0, 1316.0, 571.0, 36.0], fnMKcm2PRB, 5682977]
[paragraph, [108.0, 1254.0, 575.0, 36.0], 8UrWOCKIkA, 5682977]
[paragraph, [108.0, 1290.0, 575.0, 36.0], 8UrWOCKIkA, 5682977]
[paragraph, [698.0, 1375.0, 574.0, 36.0], GjwlC1e7ah, 5682977]
[paragraph, [698.0, 1411.0, 574.0, 36.0], GjwlC1e7ah, 5682977]
[paragraph, [147.0, 1379.0, 423.0, 36.0], oUXBfnGPIP, 5682977]
