[2339, 1653]
[paragraph, [324.0, 162.0, 1139.0, 36.0], shoonya_2s2OTLQBBKG5XE, 5733767]
[paragraph, [324.0, 198.0, 1139.0, 36.0], shoonya_2s2OTLQBBKG5XE, 5733767]
[paragraph, [324.0, 234.0, 1139.0, 36.0], shoonya_2s2OTLQBBKG5XE, 5733767]
[paragraph, [324.0, 270.0, 1139.0, 36.0], shoonya_2s2OTLQBBKG5XE, 5733767]
[paragraph, [324.0, 306.0, 1139.0, 36.0], shoonya_2s2OTLQBBKG5XE, 5733767]
[paragraph, [324.0, 342.0, 1139.0, 36.0], shoonya_2s2OTLQBBKG5XE, 5733767]
[paragraph, [324.0, 378.0, 1139.0, 36.0], shoonya_2s2OTLQBBKG5XE, 5733767]
[paragraph, [324.0, 414.0, 1139.0, 36.0], shoonya_2s2OTLQBBKG5XE, 5733767]
[paragraph, [324.0, 450.0, 1139.0, 36.0], shoonya_2s2OTLQBBKG5XE, 5733767]
[paragraph, [324.0, 486.0, 1139.0, 36.0], shoonya_2s2OTLQBBKG5XE, 5733767]
[paragraph, [324.0, 522.0, 1139.0, 36.0], shoonya_2s2OTLQBBKG5XE, 5733767]
[paragraph, [324.0, 558.0, 1139.0, 36.0], shoonya_2s2OTLQBBKG5XE, 5733767]
[paragraph, [324.0, 594.0, 1139.0, 36.0], shoonya_2s2OTLQBBKG5XE, 5733767]
[paragraph, [324.0, 630.0, 1139.0, 36.0], shoonya_2s2OTLQBBKG5XE, 5733767]
[paragraph, [324.0, 666.0, 1139.0, 36.0], shoonya_2s2OTLQBBKG5XE, 5733767]
[paragraph, [324.0, 702.0, 1139.0, 36.0], shoonya_2s2OTLQBBKG5XE, 5733767]
[paragraph, [324.0, 738.0, 1139.0, 36.0], shoonya_2s2OTLQBBKG5XE, 5733767]
[paragraph, [324.0, 774.0, 1139.0, 36.0], shoonya_2s2OTLQBBKG5XE, 5733767]
[paragraph, [324.0, 810.0, 1139.0, 36.0], shoonya_2s2OTLQBBKG5XE, 5733767]
[paragraph, [324.0, 846.0, 1139.0, 36.0], shoonya_2s2OTLQBBKG5XE, 5733767]
[paragraph, [324.0, 882.0, 1139.0, 36.0], shoonya_2s2OTLQBBKG5XE, 5733767]
[paragraph, [324.0, 918.0, 1139.0, 36.0], shoonya_2s2OTLQBBKG5XE, 5733767]
[paragraph, [324.0, 954.0, 1139.0, 36.0], shoonya_2s2OTLQBBKG5XE, 5733767]
[paragraph, [325.0, 1005.0, 1140.0, 36.0], shoonya_1sBE1ZPMC4QQH8, 5733767]
[paragraph, [325.0, 1041.0, 1140.0, 36.0], shoonya_1sBE1ZPMC4QQH8, 5733767]
[paragraph, [325.0, 1077.0, 1140.0, 36.0], shoonya_1sBE1ZPMC4QQH8, 5733767]
[paragraph, [325.0, 1113.0, 1140.0, 36.0], shoonya_1sBE1ZPMC4QQH8, 5733767]
[paragraph, [325.0, 1149.0, 1140.0, 36.0], shoonya_1sBE1ZPMC4QQH8, 5733767]
[paragraph, [325.0, 1185.0, 1140.0, 36.0], shoonya_1sBE1ZPMC4QQH8, 5733767]
[paragraph, [325.0, 1221.0, 1140.0, 36.0], shoonya_1sBE1ZPMC4QQH8, 5733767]
[paragraph, [325.0, 1257.0, 1140.0, 36.0], shoonya_1sBE1ZPMC4QQH8, 5733767]
[paragraph, [325.0, 1293.0, 1140.0, 36.0], shoonya_1sBE1ZPMC4QQH8, 5733767]
[paragraph, [325.0, 1329.0, 1140.0, 36.0], shoonya_1sBE1ZPMC4QQH8, 5733767]
[paragraph, [325.0, 1365.0, 1140.0, 36.0], shoonya_1sBE1ZPMC4QQH8, 5733767]
[paragraph, [325.0, 1401.0, 1140.0, 36.0], shoonya_1sBE1ZPMC4QQH8, 5733767]
[paragraph, [325.0, 1437.0, 1140.0, 36.0], shoonya_1sBE1ZPMC4QQH8, 5733767]
[paragraph, [325.0, 1473.0, 1140.0, 36.0], shoonya_1sBE1ZPMC4QQH8, 5733767]
[paragraph, [325.0, 1509.0, 1140.0, 36.0], shoonya_1sBE1ZPMC4QQH8, 5733767]
[paragraph, [325.0, 1545.0, 1140.0, 36.0], shoonya_1sBE1ZPMC4QQH8, 5733767]
[paragraph, [325.0, 1581.0, 1140.0, 36.0], shoonya_1sBE1ZPMC4QQH8, 5733767]
[paragraph, [325.0, 1617.0, 1140.0, 36.0], shoonya_1sBE1ZPMC4QQH8, 5733767]
[paragraph, [323.0, 1766.0, 1143.0, 36.0], shoonya_0sTDU2R39MRTY0, 5733767]
[paragraph, [323.0, 1802.0, 1143.0, 36.0], shoonya_0sTDU2R39MRTY0, 5733767]
[paragraph, [323.0, 1838.0, 1143.0, 36.0], shoonya_0sTDU2R39MRTY0, 5733767]
[paragraph, [323.0, 1874.0, 1143.0, 36.0], shoonya_0sTDU2R39MRTY0, 5733767]
[paragraph, [323.0, 1910.0, 1143.0, 36.0], shoonya_0sTDU2R39MRTY0, 5733767]
[paragraph, [323.0, 1946.0, 1143.0, 36.0], shoonya_0sTDU2R39MRTY0, 5733767]
[paragraph, [323.0, 1982.0, 1143.0, 36.0], shoonya_0sTDU2R39MRTY0, 5733767]
[paragraph, [323.0, 2018.0, 1143.0, 36.0], shoonya_0sTDU2R39MRTY0, 5733767]
[paragraph, [323.0, 2054.0, 1143.0, 36.0], shoonya_0sTDU2R39MRTY0, 5733767]
[folio, [1273.0, 2157.0, 141.0, 36.0], J8CYBSv03N, 5733767]
