[1447, 1063]
[folio, [427.0, 54.0, 207.0, 18.0], shoonya_4sW2IBVMGFGCNC, 5762999]
[paragraph, [89.0, 94.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [89.0, 112.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [89.0, 130.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [89.0, 148.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [89.0, 166.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [89.0, 184.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [89.0, 202.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [89.0, 220.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [89.0, 238.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [89.0, 256.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [89.0, 274.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [89.0, 292.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [89.0, 310.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [89.0, 328.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [89.0, 346.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [89.0, 364.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [89.0, 382.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [89.0, 400.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [89.0, 418.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [89.0, 436.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [89.0, 454.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [89.0, 472.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [89.0, 490.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [89.0, 508.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [89.0, 526.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [89.0, 544.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [89.0, 562.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [89.0, 580.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [89.0, 598.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [89.0, 616.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [89.0, 634.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [89.0, 652.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [89.0, 670.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [89.0, 688.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [89.0, 706.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [89.0, 724.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [89.0, 742.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [89.0, 760.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [89.0, 778.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [89.0, 796.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [89.0, 814.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [89.0, 832.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [89.0, 850.0, 435.0, 18.0], shoonya_6sN9DIM3HZFQ07, 5762999]
[paragraph, [535.0, 94.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 112.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 130.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 148.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 166.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 184.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 202.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 220.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 238.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 256.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 274.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 292.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 310.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 328.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 346.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 364.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 382.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 400.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 418.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 436.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 454.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 472.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 490.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 508.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 526.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 544.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 562.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 580.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 598.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 616.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 634.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 652.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 670.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 688.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 706.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 724.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 742.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 760.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 778.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 796.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 814.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 832.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 850.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 868.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 886.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 904.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 922.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 940.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 958.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 976.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 994.0, 434.0, 18.0], lukosC8OKG, 5762999]
[paragraph, [535.0, 1012.0, 434.0, 18.0], lukosC8OKG, 5762999]
