[3020, 1800]
[paragraph, [894.0, 1361.0, 871.0, 52.5], qGE4N5NOWO, 5693909]
[paragraph, [894.0, 1413.5, 871.0, 52.5], qGE4N5NOWO, 5693909]
[paragraph, [894.0, 1466.0, 871.0, 52.5], qGE4N5NOWO, 5693909]
[paragraph, [894.0, 1518.5, 871.0, 52.5], qGE4N5NOWO, 5693909]
[paragraph, [894.0, 1571.0, 871.0, 52.5], qGE4N5NOWO, 5693909]
[paragraph, [894.0, 1623.5, 871.0, 52.5], qGE4N5NOWO, 5693909]
[paragraph, [53.0, 1372.0, 826.0, 52.5], BnHsq7nZY5, 5693909]
[paragraph, [53.0, 1424.5, 826.0, 52.5], BnHsq7nZY5, 5693909]
[paragraph, [53.0, 1477.0, 826.0, 52.5], BnHsq7nZY5, 5693909]
[paragraph, [53.0, 1529.5, 826.0, 52.5], BnHsq7nZY5, 5693909]
[paragraph, [53.0, 1582.0, 826.0, 52.5], BnHsq7nZY5, 5693909]
[paragraph, [53.0, 1634.5, 826.0, 52.5], BnHsq7nZY5, 5693909]
[paragraph, [53.0, 1687.0, 826.0, 52.5], BnHsq7nZY5, 5693909]
[paragraph, [53.0, 1739.5, 826.0, 52.5], BnHsq7nZY5, 5693909]
[paragraph, [53.0, 1792.0, 826.0, 52.5], BnHsq7nZY5, 5693909]
[paragraph, [53.0, 1844.5, 826.0, 52.5], BnHsq7nZY5, 5693909]
[paragraph, [53.0, 1897.0, 826.0, 52.5], BnHsq7nZY5, 5693909]
[paragraph, [53.0, 1949.5, 826.0, 52.5], BnHsq7nZY5, 5693909]
[paragraph, [53.0, 2002.0, 826.0, 52.5], BnHsq7nZY5, 5693909]
[paragraph, [53.0, 2054.5, 826.0, 52.5], BnHsq7nZY5, 5693909]
[paragraph, [53.0, 2107.0, 826.0, 52.5], BnHsq7nZY5, 5693909]
[paragraph, [53.0, 2159.5, 826.0, 52.5], BnHsq7nZY5, 5693909]
[paragraph, [919.0, 1695.0, 826.0, 52.5], 849ZrpvWn9, 5693909]
[paragraph, [919.0, 1747.5, 826.0, 52.5], 849ZrpvWn9, 5693909]
[paragraph, [919.0, 1800.0, 826.0, 52.5], 849ZrpvWn9, 5693909]
[paragraph, [919.0, 1852.5, 826.0, 52.5], 849ZrpvWn9, 5693909]
[paragraph, [919.0, 1905.0, 826.0, 52.5], 849ZrpvWn9, 5693909]
[paragraph, [919.0, 1957.5, 826.0, 52.5], 849ZrpvWn9, 5693909]
[paragraph, [1151.0, 2025.0, 602.0, 52.5], QWHogv1G0Z, 5693909]
[paragraph, [1151.0, 2077.5, 602.0, 52.5], QWHogv1G0Z, 5693909]
[paragraph, [1151.0, 2130.0, 602.0, 52.5], QWHogv1G0Z, 5693909]
[paragraph, [1151.0, 2182.5, 602.0, 52.5], QWHogv1G0Z, 5693909]
[paragraph, [1325.0, 2258.0, 423.0, 52.5], Fa6Wtl0VBS, 5693909]
[paragraph, [1325.0, 2310.5, 423.0, 52.5], Fa6Wtl0VBS, 5693909]
[paragraph, [1325.0, 2363.0, 423.0, 52.5], Fa6Wtl0VBS, 5693909]
[paragraph, [1325.0, 2415.5, 423.0, 52.5], Fa6Wtl0VBS, 5693909]
[paragraph, [1325.0, 2468.0, 423.0, 52.5], Fa6Wtl0VBS, 5693909]
[paragraph, [1325.0, 2520.5, 423.0, 52.5], Fa6Wtl0VBS, 5693909]
[paragraph, [49.0, 2262.0, 608.0, 52.5], 82OLbQeBja, 5693909]
[paragraph, [49.0, 2314.5, 608.0, 52.5], 82OLbQeBja, 5693909]
[paragraph, [49.0, 2367.0, 608.0, 52.5], 82OLbQeBja, 5693909]
[paragraph, [49.0, 2419.5, 608.0, 52.5], 82OLbQeBja, 5693909]
[paragraph, [34.0, 2489.0, 669.0, 52.5], hEOdc8F1ky, 5693909]
[paragraph, [34.0, 2541.5, 669.0, 52.5], hEOdc8F1ky, 5693909]
[paragraph, [34.0, 2594.0, 669.0, 52.5], hEOdc8F1ky, 5693909]
[paragraph, [34.0, 2646.5, 669.0, 52.5], hEOdc8F1ky, 5693909]
[paragraph, [1216.0, 2604.0, 519.0, 52.5], Zda8llHvnX, 5693909]
[paragraph, [1216.0, 2656.5, 519.0, 52.5], Zda8llHvnX, 5693909]
[paragraph, [53.0, 2733.0, 798.0, 52.5], k8DOck4RdA, 5693909]
[paragraph, [53.0, 2785.5, 798.0, 52.5], k8DOck4RdA, 5693909]
[paragraph, [53.0, 2838.0, 798.0, 52.5], k8DOck4RdA, 5693909]
[paragraph, [929.0, 2735.0, 792.0, 52.5], i7-8CR2Kyg, 5693909]
