[1755, 1240]
[section-title, [183.0, 189.0, 231.0, 49.5], shoonya_5sIB07TKUDAP88, 5703346]
[paragraph, [180.0, 285.0, 882.0, 36.0], shoonya_1sXXND8B8ENGOE, 5703346]
[paragraph, [180.0, 321.0, 882.0, 36.0], shoonya_1sXXND8B8ENGOE, 5703346]
[paragraph, [180.0, 357.0, 882.0, 36.0], shoonya_1sXXND8B8ENGOE, 5703346]
[paragraph, [180.0, 393.0, 882.0, 36.0], shoonya_1sXXND8B8ENGOE, 5703346]
[paragraph, [180.0, 479.0, 879.0, 36.0], shoonya_2s3C2E3DZI7R1D, 5703346]
[paragraph, [180.0, 515.0, 879.0, 36.0], shoonya_2s3C2E3DZI7R1D, 5703346]
[paragraph, [180.0, 551.0, 879.0, 36.0], shoonya_2s3C2E3DZI7R1D, 5703346]
[paragraph, [180.0, 587.0, 879.0, 36.0], shoonya_2s3C2E3DZI7R1D, 5703346]
[paragraph, [180.0, 623.0, 879.0, 36.0], shoonya_2s3C2E3DZI7R1D, 5703346]
[paragraph, [180.0, 659.0, 879.0, 36.0], shoonya_2s3C2E3DZI7R1D, 5703346]
[paragraph, [180.0, 695.0, 879.0, 36.0], shoonya_2s3C2E3DZI7R1D, 5703346]
[paragraph, [178.0, 785.0, 883.0, 36.0], shoonya_3sNDS7QITO11U8, 5703346]
[paragraph, [178.0, 821.0, 883.0, 36.0], shoonya_3sNDS7QITO11U8, 5703346]
[paragraph, [178.0, 857.0, 883.0, 36.0], shoonya_3sNDS7QITO11U8, 5703346]
[paragraph, [178.0, 893.0, 883.0, 36.0], shoonya_3sNDS7QITO11U8, 5703346]
[paragraph, [178.0, 929.0, 883.0, 36.0], shoonya_3sNDS7QITO11U8, 5703346]
[paragraph, [178.0, 965.0, 883.0, 36.0], shoonya_3sNDS7QITO11U8, 5703346]
[paragraph, [178.0, 1001.0, 883.0, 36.0], shoonya_3sNDS7QITO11U8, 5703346]
[paragraph, [178.0, 1037.0, 883.0, 36.0], shoonya_3sNDS7QITO11U8, 5703346]
[paragraph, [178.0, 1073.0, 883.0, 36.0], shoonya_3sNDS7QITO11U8, 5703346]
[paragraph, [180.0, 1152.0, 880.0, 36.0], shoonya_0sZY1V4NMKTIAC, 5703346]
[paragraph, [180.0, 1188.0, 880.0, 36.0], shoonya_0sZY1V4NMKTIAC, 5703346]
[paragraph, [180.0, 1224.0, 880.0, 36.0], shoonya_0sZY1V4NMKTIAC, 5703346]
[paragraph, [180.0, 1260.0, 880.0, 36.0], shoonya_0sZY1V4NMKTIAC, 5703346]
[paragraph, [180.0, 1296.0, 880.0, 36.0], shoonya_0sZY1V4NMKTIAC, 5703346]
[paragraph, [180.0, 1332.0, 880.0, 36.0], shoonya_0sZY1V4NMKTIAC, 5703346]
[paragraph, [180.0, 1368.0, 880.0, 36.0], shoonya_0sZY1V4NMKTIAC, 5703346]
[paragraph, [178.0, 1460.0, 884.0, 36.0], shoonya_4sNHXQ0MP8XZNQ, 5703346]
[paragraph, [178.0, 1496.0, 884.0, 36.0], shoonya_4sNHXQ0MP8XZNQ, 5703346]
