[2200, 1700]
[paragraph, [301.0, 86.0, 1094.0, 36.0], shoonya_1sAJY0KRSBMWWC, 5731499]
[paragraph, [301.0, 122.0, 1094.0, 36.0], shoonya_1sAJY0KRSBMWWC, 5731499]
[paragraph, [301.0, 158.0, 1094.0, 36.0], shoonya_1sAJY0KRSBMWWC, 5731499]
[paragraph, [301.0, 194.0, 1094.0, 36.0], shoonya_1sAJY0KRSBMWWC, 5731499]
[paragraph, [301.0, 230.0, 1094.0, 36.0], shoonya_1sAJY0KRSBMWWC, 5731499]
[paragraph, [301.0, 266.0, 1094.0, 36.0], shoonya_1sAJY0KRSBMWWC, 5731499]
[paragraph, [301.0, 302.0, 1094.0, 36.0], shoonya_1sAJY0KRSBMWWC, 5731499]
[paragraph, [301.0, 338.0, 1094.0, 36.0], shoonya_1sAJY0KRSBMWWC, 5731499]
[paragraph, [301.0, 374.0, 1094.0, 36.0], shoonya_1sAJY0KRSBMWWC, 5731499]
[paragraph, [301.0, 410.0, 1094.0, 36.0], shoonya_1sAJY0KRSBMWWC, 5731499]
[paragraph, [301.0, 446.0, 1094.0, 36.0], shoonya_1sAJY0KRSBMWWC, 5731499]
[paragraph, [301.0, 482.0, 1094.0, 36.0], shoonya_1sAJY0KRSBMWWC, 5731499]
[paragraph, [301.0, 518.0, 1094.0, 36.0], shoonya_1sAJY0KRSBMWWC, 5731499]
[paragraph, [301.0, 554.0, 1094.0, 36.0], shoonya_1sAJY0KRSBMWWC, 5731499]
[paragraph, [301.0, 590.0, 1094.0, 36.0], shoonya_1sAJY0KRSBMWWC, 5731499]
[paragraph, [301.0, 626.0, 1094.0, 36.0], shoonya_1sAJY0KRSBMWWC, 5731499]
[paragraph, [301.0, 662.0, 1094.0, 36.0], shoonya_1sAJY0KRSBMWWC, 5731499]
[paragraph, [301.0, 698.0, 1094.0, 36.0], shoonya_1sAJY0KRSBMWWC, 5731499]
[paragraph, [301.0, 734.0, 1094.0, 36.0], shoonya_1sAJY0KRSBMWWC, 5731499]
[paragraph, [301.0, 770.0, 1094.0, 36.0], shoonya_1sAJY0KRSBMWWC, 5731499]
[paragraph, [301.0, 806.0, 1094.0, 36.0], shoonya_1sAJY0KRSBMWWC, 5731499]
[paragraph, [301.0, 842.0, 1094.0, 36.0], shoonya_1sAJY0KRSBMWWC, 5731499]
[paragraph, [301.0, 878.0, 1094.0, 36.0], shoonya_1sAJY0KRSBMWWC, 5731499]
[paragraph, [301.0, 914.0, 1094.0, 36.0], shoonya_1sAJY0KRSBMWWC, 5731499]
[paragraph, [301.0, 950.0, 1094.0, 36.0], shoonya_1sAJY0KRSBMWWC, 5731499]
[paragraph, [301.0, 986.0, 1094.0, 36.0], shoonya_1sAJY0KRSBMWWC, 5731499]
[paragraph, [301.0, 1022.0, 1094.0, 36.0], shoonya_1sAJY0KRSBMWWC, 5731499]
[paragraph, [301.0, 1058.0, 1094.0, 36.0], shoonya_1sAJY0KRSBMWWC, 5731499]
[paragraph, [301.0, 1094.0, 1094.0, 36.0], shoonya_1sAJY0KRSBMWWC, 5731499]
[paragraph, [301.0, 1130.0, 1094.0, 36.0], shoonya_1sAJY0KRSBMWWC, 5731499]
[paragraph, [301.0, 1166.0, 1094.0, 36.0], shoonya_1sAJY0KRSBMWWC, 5731499]
[paragraph, [297.0, 1224.0, 1099.0, 36.0], shoonya_0sIUM74Y1N1XNL, 5731499]
[paragraph, [297.0, 1260.0, 1099.0, 36.0], shoonya_0sIUM74Y1N1XNL, 5731499]
[paragraph, [297.0, 1296.0, 1099.0, 36.0], shoonya_0sIUM74Y1N1XNL, 5731499]
[paragraph, [297.0, 1332.0, 1099.0, 36.0], shoonya_0sIUM74Y1N1XNL, 5731499]
[paragraph, [297.0, 1368.0, 1099.0, 36.0], shoonya_0sIUM74Y1N1XNL, 5731499]
[paragraph, [297.0, 1404.0, 1099.0, 36.0], shoonya_0sIUM74Y1N1XNL, 5731499]
[paragraph, [297.0, 1440.0, 1099.0, 36.0], shoonya_0sIUM74Y1N1XNL, 5731499]
[paragraph, [297.0, 1476.0, 1099.0, 36.0], shoonya_0sIUM74Y1N1XNL, 5731499]
[paragraph, [297.0, 1512.0, 1099.0, 36.0], shoonya_0sIUM74Y1N1XNL, 5731499]
[paragraph, [297.0, 1548.0, 1099.0, 36.0], shoonya_0sIUM74Y1N1XNL, 5731499]
[paragraph, [297.0, 1584.0, 1099.0, 36.0], shoonya_0sIUM74Y1N1XNL, 5731499]
[paragraph, [297.0, 1620.0, 1099.0, 36.0], shoonya_0sIUM74Y1N1XNL, 5731499]
[paragraph, [297.0, 1656.0, 1099.0, 36.0], shoonya_0sIUM74Y1N1XNL, 5731499]
[paragraph, [297.0, 1692.0, 1099.0, 36.0], shoonya_0sIUM74Y1N1XNL, 5731499]
[paragraph, [297.0, 1728.0, 1099.0, 36.0], shoonya_0sIUM74Y1N1XNL, 5731499]
[paragraph, [297.0, 1764.0, 1099.0, 36.0], shoonya_0sIUM74Y1N1XNL, 5731499]
[paragraph, [297.0, 1800.0, 1099.0, 36.0], shoonya_0sIUM74Y1N1XNL, 5731499]
[paragraph, [302.0, 1852.0, 1085.0, 36.0], shoonya_2sHVNAF8QZ6J3O, 5731499]
[paragraph, [302.0, 1888.0, 1085.0, 36.0], shoonya_2sHVNAF8QZ6J3O, 5731499]
[paragraph, [302.0, 1924.0, 1085.0, 36.0], shoonya_2sHVNAF8QZ6J3O, 5731499]
[folio, [401.0, 2032.0, 384.0, 36.0], DewUcIvYbY, 5731499]
