[1211, 798]
[section-title, [326.0, 488.0, 132.0, 30.0], shoonya_0sMHK0T0BM48FY, 5741120]
[paragraph, [58.0, 545.0, 679.0, 18.0], shoonya_1sEMA6ZPZPUDR5, 5741120]
[paragraph, [58.0, 563.0, 679.0, 18.0], shoonya_1sEMA6ZPZPUDR5, 5741120]
[paragraph, [58.0, 581.0, 679.0, 18.0], shoonya_1sEMA6ZPZPUDR5, 5741120]
[paragraph, [58.0, 599.0, 679.0, 18.0], shoonya_1sEMA6ZPZPUDR5, 5741120]
[paragraph, [58.0, 617.0, 679.0, 18.0], shoonya_1sEMA6ZPZPUDR5, 5741120]
[paragraph, [58.0, 635.0, 679.0, 18.0], shoonya_1sEMA6ZPZPUDR5, 5741120]
[paragraph, [58.0, 653.0, 679.0, 18.0], shoonya_1sEMA6ZPZPUDR5, 5741120]
[paragraph, [58.0, 671.0, 679.0, 18.0], shoonya_1sEMA6ZPZPUDR5, 5741120]
[paragraph, [58.0, 689.0, 679.0, 18.0], shoonya_1sEMA6ZPZPUDR5, 5741120]
[paragraph, [58.0, 707.0, 679.0, 18.0], shoonya_1sEMA6ZPZPUDR5, 5741120]
[paragraph, [58.0, 725.0, 679.0, 18.0], shoonya_1sEMA6ZPZPUDR5, 5741120]
[paragraph, [58.0, 743.0, 679.0, 18.0], shoonya_1sEMA6ZPZPUDR5, 5741120]
[paragraph, [58.0, 761.0, 679.0, 18.0], shoonya_1sEMA6ZPZPUDR5, 5741120]
[paragraph, [58.0, 779.0, 679.0, 18.0], shoonya_1sEMA6ZPZPUDR5, 5741120]
[paragraph, [58.0, 797.0, 679.0, 18.0], shoonya_1sEMA6ZPZPUDR5, 5741120]
[paragraph, [58.0, 815.0, 679.0, 18.0], shoonya_1sEMA6ZPZPUDR5, 5741120]
[paragraph, [58.0, 833.0, 679.0, 18.0], shoonya_1sEMA6ZPZPUDR5, 5741120]
[paragraph, [58.0, 851.0, 679.0, 18.0], shoonya_1sEMA6ZPZPUDR5, 5741120]
[paragraph, [58.0, 869.0, 679.0, 18.0], shoonya_1sEMA6ZPZPUDR5, 5741120]
[paragraph, [58.0, 887.0, 679.0, 18.0], shoonya_1sEMA6ZPZPUDR5, 5741120]
[paragraph, [58.0, 905.0, 679.0, 18.0], shoonya_1sEMA6ZPZPUDR5, 5741120]
[paragraph, [58.0, 923.0, 679.0, 18.0], shoonya_1sEMA6ZPZPUDR5, 5741120]
[paragraph, [58.0, 960.0, 689.0, 18.0], PX0wAnNBc8, 5741120]
[paragraph, [58.0, 978.0, 689.0, 18.0], PX0wAnNBc8, 5741120]
[paragraph, [58.0, 996.0, 689.0, 18.0], PX0wAnNBc8, 5741120]
[paragraph, [58.0, 1014.0, 689.0, 18.0], PX0wAnNBc8, 5741120]
[paragraph, [58.0, 1032.0, 689.0, 18.0], PX0wAnNBc8, 5741120]
[paragraph, [58.0, 1050.0, 689.0, 18.0], PX0wAnNBc8, 5741120]
[paragraph, [58.0, 1068.0, 689.0, 18.0], PX0wAnNBc8, 5741120]
[paragraph, [58.0, 1086.0, 689.0, 18.0], PX0wAnNBc8, 5741120]
[paragraph, [58.0, 1104.0, 689.0, 18.0], PX0wAnNBc8, 5741120]
[paragraph, [58.0, 1122.0, 689.0, 18.0], PX0wAnNBc8, 5741120]
[footnote, [423.0, 1175.0, 320.0, 18.0], rWRF1say3V, 5741120]
