[1806, 1262]
[paragraph, [656.0, 173.0, 498.0, 36.0], B30qlOeBiS, 5681614]
[paragraph, [656.0, 209.0, 498.0, 36.0], B30qlOeBiS, 5681614]
[paragraph, [656.0, 245.0, 498.0, 36.0], B30qlOeBiS, 5681614]
[paragraph, [92.0, 177.0, 507.0, 36.0], shoonya_3sLM7IR2J64YKQ, 5681614]
[paragraph, [92.0, 213.0, 507.0, 36.0], shoonya_3sLM7IR2J64YKQ, 5681614]
[paragraph, [94.0, 290.0, 507.0, 36.0], shoonya_4sQMDRQQULOXUN, 5681614]
[paragraph, [94.0, 326.0, 507.0, 36.0], shoonya_4sQMDRQQULOXUN, 5681614]
[paragraph, [94.0, 362.0, 507.0, 36.0], shoonya_4sQMDRQQULOXUN, 5681614]
[paragraph, [94.0, 398.0, 507.0, 36.0], shoonya_4sQMDRQQULOXUN, 5681614]
[paragraph, [94.0, 434.0, 507.0, 36.0], shoonya_4sQMDRQQULOXUN, 5681614]
[paragraph, [94.0, 470.0, 507.0, 36.0], shoonya_4sQMDRQQULOXUN, 5681614]
[paragraph, [94.0, 506.0, 507.0, 36.0], shoonya_4sQMDRQQULOXUN, 5681614]
[paragraph, [94.0, 542.0, 507.0, 36.0], shoonya_4sQMDRQQULOXUN, 5681614]
[paragraph, [94.0, 578.0, 507.0, 36.0], shoonya_4sQMDRQQULOXUN, 5681614]
[paragraph, [94.0, 614.0, 507.0, 36.0], shoonya_4sQMDRQQULOXUN, 5681614]
[paragraph, [94.0, 650.0, 507.0, 36.0], shoonya_4sQMDRQQULOXUN, 5681614]
[paragraph, [94.0, 686.0, 507.0, 36.0], shoonya_4sQMDRQQULOXUN, 5681614]
[paragraph, [94.0, 722.0, 507.0, 36.0], shoonya_4sQMDRQQULOXUN, 5681614]
[paragraph, [94.0, 758.0, 507.0, 36.0], shoonya_4sQMDRQQULOXUN, 5681614]
[paragraph, [94.0, 794.0, 507.0, 36.0], shoonya_4sQMDRQQULOXUN, 5681614]
[paragraph, [94.0, 830.0, 507.0, 36.0], shoonya_4sQMDRQQULOXUN, 5681614]
[paragraph, [94.0, 866.0, 507.0, 36.0], shoonya_4sQMDRQQULOXUN, 5681614]
[paragraph, [94.0, 902.0, 507.0, 36.0], shoonya_4sQMDRQQULOXUN, 5681614]
[paragraph, [94.0, 938.0, 507.0, 36.0], shoonya_4sQMDRQQULOXUN, 5681614]
[paragraph, [94.0, 974.0, 507.0, 36.0], shoonya_4sQMDRQQULOXUN, 5681614]
[paragraph, [94.0, 1010.0, 507.0, 36.0], shoonya_4sQMDRQQULOXUN, 5681614]
[paragraph, [94.0, 1046.0, 507.0, 36.0], shoonya_4sQMDRQQULOXUN, 5681614]
[paragraph, [657.0, 290.0, 504.0, 36.0], JSGEeUtwMT, 5681614]
[paragraph, [657.0, 326.0, 504.0, 36.0], JSGEeUtwMT, 5681614]
[paragraph, [657.0, 362.0, 504.0, 36.0], JSGEeUtwMT, 5681614]
[paragraph, [657.0, 398.0, 504.0, 36.0], JSGEeUtwMT, 5681614]
[paragraph, [657.0, 434.0, 504.0, 36.0], JSGEeUtwMT, 5681614]
[paragraph, [657.0, 470.0, 504.0, 36.0], JSGEeUtwMT, 5681614]
[paragraph, [657.0, 506.0, 504.0, 36.0], JSGEeUtwMT, 5681614]
[paragraph, [657.0, 542.0, 504.0, 36.0], JSGEeUtwMT, 5681614]
[paragraph, [657.0, 578.0, 504.0, 36.0], JSGEeUtwMT, 5681614]
[paragraph, [656.0, 709.0, 506.0, 36.0], KUrvAwBH5_, 5681614]
[paragraph, [656.0, 745.0, 506.0, 36.0], KUrvAwBH5_, 5681614]
[paragraph, [656.0, 781.0, 506.0, 36.0], KUrvAwBH5_, 5681614]
[paragraph, [656.0, 817.0, 506.0, 36.0], KUrvAwBH5_, 5681614]
[paragraph, [656.0, 853.0, 506.0, 36.0], KUrvAwBH5_, 5681614]
[paragraph, [656.0, 889.0, 506.0, 36.0], KUrvAwBH5_, 5681614]
[paragraph, [656.0, 925.0, 506.0, 36.0], KUrvAwBH5_, 5681614]
[paragraph, [656.0, 961.0, 506.0, 36.0], KUrvAwBH5_, 5681614]
[paragraph, [656.0, 997.0, 506.0, 36.0], KUrvAwBH5_, 5681614]
[paragraph, [656.0, 1033.0, 506.0, 36.0], KUrvAwBH5_, 5681614]
[paragraph, [656.0, 1069.0, 506.0, 36.0], KUrvAwBH5_, 5681614]
[paragraph, [656.0, 1105.0, 506.0, 36.0], KUrvAwBH5_, 5681614]
[paragraph, [656.0, 1141.0, 506.0, 36.0], KUrvAwBH5_, 5681614]
[paragraph, [656.0, 1177.0, 506.0, 36.0], KUrvAwBH5_, 5681614]
[paragraph, [656.0, 1213.0, 506.0, 36.0], KUrvAwBH5_, 5681614]
[paragraph, [656.0, 1249.0, 506.0, 36.0], KUrvAwBH5_, 5681614]
[paragraph, [656.0, 1285.0, 506.0, 36.0], KUrvAwBH5_, 5681614]
[paragraph, [656.0, 1321.0, 506.0, 36.0], KUrvAwBH5_, 5681614]
[paragraph, [656.0, 1357.0, 506.0, 36.0], KUrvAwBH5_, 5681614]
[paragraph, [656.0, 1393.0, 506.0, 36.0], KUrvAwBH5_, 5681614]
[paragraph, [656.0, 1429.0, 506.0, 36.0], KUrvAwBH5_, 5681614]
[paragraph, [656.0, 1465.0, 506.0, 36.0], KUrvAwBH5_, 5681614]
[paragraph, [656.0, 1501.0, 506.0, 36.0], KUrvAwBH5_, 5681614]
[paragraph, [656.0, 1537.0, 506.0, 36.0], KUrvAwBH5_, 5681614]
[paragraph, [656.0, 1573.0, 506.0, 36.0], KUrvAwBH5_, 5681614]
[paragraph, [656.0, 1609.0, 506.0, 36.0], KUrvAwBH5_, 5681614]
[paragraph, [656.0, 1645.0, 506.0, 36.0], KUrvAwBH5_, 5681614]
[paragraph, [99.0, 1175.0, 502.0, 36.0], shoonya_6sZZ6OHOATCGPQ, 5681614]
[paragraph, [99.0, 1211.0, 502.0, 36.0], shoonya_6sZZ6OHOATCGPQ, 5681614]
[paragraph, [99.0, 1247.0, 502.0, 36.0], shoonya_6sZZ6OHOATCGPQ, 5681614]
[paragraph, [99.0, 1283.0, 502.0, 36.0], shoonya_6sZZ6OHOATCGPQ, 5681614]
[paragraph, [99.0, 1319.0, 502.0, 36.0], shoonya_6sZZ6OHOATCGPQ, 5681614]
[paragraph, [99.0, 1355.0, 502.0, 36.0], shoonya_6sZZ6OHOATCGPQ, 5681614]
[paragraph, [99.0, 1391.0, 502.0, 36.0], shoonya_6sZZ6OHOATCGPQ, 5681614]
[paragraph, [99.0, 1427.0, 502.0, 36.0], shoonya_6sZZ6OHOATCGPQ, 5681614]
[paragraph, [99.0, 1463.0, 502.0, 36.0], shoonya_6sZZ6OHOATCGPQ, 5681614]
[paragraph, [99.0, 1499.0, 502.0, 36.0], shoonya_6sZZ6OHOATCGPQ, 5681614]
[paragraph, [99.0, 1535.0, 502.0, 36.0], shoonya_6sZZ6OHOATCGPQ, 5681614]
[paragraph, [99.0, 1571.0, 502.0, 36.0], shoonya_6sZZ6OHOATCGPQ, 5681614]
[paragraph, [99.0, 1607.0, 502.0, 36.0], shoonya_6sZZ6OHOATCGPQ, 5681614]
[paragraph, [99.0, 1643.0, 502.0, 36.0], shoonya_6sZZ6OHOATCGPQ, 5681614]
