[595, 454]
[chapter-title, [256.0, 155.0, 163.0, 30.0], cYWBclgdBo, 6460436]
[paragraph, [241.0, 200.0, 63.0, 18.0], -2C4K0yWkx, 6460436]
[paragraph, [35.0, 201.0, 204.0, 18.0], CLa_AmPh1H, 6460436]
[paragraph, [35.0, 219.0, 204.0, 18.0], CLa_AmPh1H, 6460436]
[paragraph, [35.0, 237.0, 204.0, 18.0], CLa_AmPh1H, 6460436]
[paragraph, [35.0, 255.0, 204.0, 18.0], CLa_AmPh1H, 6460436]
[paragraph, [35.0, 273.0, 204.0, 18.0], CLa_AmPh1H, 6460436]
[paragraph, [240.0, 220.0, 203.0, 18.0], LrzfbpyE6J, 6460436]
[paragraph, [240.0, 238.0, 203.0, 18.0], LrzfbpyE6J, 6460436]
[paragraph, [240.0, 256.0, 203.0, 18.0], LrzfbpyE6J, 6460436]
[paragraph, [240.0, 274.0, 203.0, 18.0], LrzfbpyE6J, 6460436]
[paragraph, [240.0, 292.0, 203.0, 18.0], LrzfbpyE6J, 6460436]
[paragraph, [240.0, 310.0, 203.0, 18.0], LrzfbpyE6J, 6460436]
[paragraph, [36.0, 305.0, 201.0, 18.0], idA8YoxNAp, 6460436]
[paragraph, [36.0, 323.0, 201.0, 18.0], idA8YoxNAp, 6460436]
[paragraph, [36.0, 341.0, 201.0, 18.0], idA8YoxNAp, 6460436]
[paragraph, [243.0, 343.0, 204.0, 18.0], jlPGAn0vh7, 6460436]
[paragraph, [243.0, 361.0, 204.0, 18.0], jlPGAn0vh7, 6460436]
[paragraph, [243.0, 379.0, 204.0, 18.0], jlPGAn0vh7, 6460436]
[paragraph, [243.0, 397.0, 204.0, 18.0], jlPGAn0vh7, 6460436]
[paragraph, [34.0, 365.0, 205.0, 18.0], WZx1yxKbaS, 6460436]
[paragraph, [34.0, 383.0, 205.0, 18.0], WZx1yxKbaS, 6460436]
[paragraph, [34.0, 401.0, 205.0, 18.0], WZx1yxKbaS, 6460436]
[paragraph, [34.0, 419.0, 205.0, 18.0], WZx1yxKbaS, 6460436]
[paragraph, [34.0, 437.0, 205.0, 18.0], WZx1yxKbaS, 6460436]
[paragraph, [34.0, 455.0, 205.0, 18.0], WZx1yxKbaS, 6460436]
[paragraph, [242.0, 422.0, 204.0, 18.0], 9Tp1LdAnOP, 6460436]
[paragraph, [242.0, 440.0, 204.0, 18.0], 9Tp1LdAnOP, 6460436]
[paragraph, [242.0, 458.0, 204.0, 18.0], 9Tp1LdAnOP, 6460436]
[paragraph, [242.0, 476.0, 204.0, 18.0], 9Tp1LdAnOP, 6460436]
[paragraph, [242.0, 494.0, 204.0, 18.0], 9Tp1LdAnOP, 6460436]
[paragraph, [242.0, 512.0, 204.0, 18.0], 9Tp1LdAnOP, 6460436]
[paragraph, [36.0, 484.0, 205.0, 18.0], _1qvrNKvC9, 6460436]
[paragraph, [36.0, 502.0, 205.0, 18.0], _1qvrNKvC9, 6460436]
[paragraph, [36.0, 520.0, 205.0, 18.0], _1qvrNKvC9, 6460436]
[folio, [196.0, 549.0, 84.0, 18.0], V4jYfDZGH5, 6460436]
