[1951, 1219]
[chapter-title, [479.0, 475.0, 211.0, 58.5], JFXY-o5iNn, 5682590]
[paragraph, [113.0, 625.0, 986.0, 36.0], shoonya_0sQG8THH9VVI9G, 5682590]
[paragraph, [113.0, 661.0, 986.0, 36.0], shoonya_0sQG8THH9VVI9G, 5682590]
[paragraph, [113.0, 697.0, 986.0, 36.0], shoonya_0sQG8THH9VVI9G, 5682590]
[paragraph, [113.0, 733.0, 986.0, 36.0], shoonya_0sQG8THH9VVI9G, 5682590]
[paragraph, [113.0, 769.0, 986.0, 36.0], shoonya_0sQG8THH9VVI9G, 5682590]
[paragraph, [113.0, 805.0, 986.0, 36.0], shoonya_0sQG8THH9VVI9G, 5682590]
[paragraph, [113.0, 841.0, 986.0, 36.0], shoonya_0sQG8THH9VVI9G, 5682590]
[paragraph, [113.0, 877.0, 986.0, 36.0], shoonya_0sQG8THH9VVI9G, 5682590]
[paragraph, [113.0, 913.0, 986.0, 36.0], shoonya_0sQG8THH9VVI9G, 5682590]
[paragraph, [113.0, 949.0, 986.0, 36.0], shoonya_0sQG8THH9VVI9G, 5682590]
[paragraph, [113.0, 985.0, 986.0, 36.0], shoonya_0sQG8THH9VVI9G, 5682590]
[paragraph, [113.0, 1021.0, 986.0, 36.0], shoonya_0sQG8THH9VVI9G, 5682590]
[paragraph, [112.0, 1092.0, 985.0, 36.0], PO1NzVXYRo, 5682590]
[paragraph, [112.0, 1128.0, 985.0, 36.0], PO1NzVXYRo, 5682590]
[paragraph, [112.0, 1164.0, 985.0, 36.0], PO1NzVXYRo, 5682590]
[paragraph, [112.0, 1200.0, 985.0, 36.0], PO1NzVXYRo, 5682590]
[paragraph, [112.0, 1236.0, 985.0, 36.0], PO1NzVXYRo, 5682590]
[paragraph, [112.0, 1272.0, 985.0, 36.0], PO1NzVXYRo, 5682590]
[paragraph, [112.0, 1308.0, 985.0, 36.0], PO1NzVXYRo, 5682590]
[paragraph, [112.0, 1344.0, 985.0, 36.0], PO1NzVXYRo, 5682590]
[paragraph, [112.0, 1380.0, 985.0, 36.0], PO1NzVXYRo, 5682590]
[paragraph, [112.0, 1416.0, 985.0, 36.0], PO1NzVXYRo, 5682590]
[paragraph, [112.0, 1452.0, 985.0, 36.0], PO1NzVXYRo, 5682590]
[paragraph, [112.0, 1488.0, 985.0, 36.0], PO1NzVXYRo, 5682590]
[paragraph, [112.0, 1524.0, 985.0, 36.0], PO1NzVXYRo, 5682590]
[paragraph, [112.0, 1560.0, 985.0, 36.0], PO1NzVXYRo, 5682590]
[paragraph, [111.0, 1611.0, 981.0, 36.0], QFEHbyBQBB, 5682590]
[paragraph, [111.0, 1647.0, 981.0, 36.0], QFEHbyBQBB, 5682590]
[paragraph, [111.0, 1683.0, 981.0, 36.0], QFEHbyBQBB, 5682590]
[paragraph, [108.0, 1723.0, 982.0, 36.0], PCw0EUmiCl, 5682590]
[paragraph, [108.0, 1759.0, 982.0, 36.0], PCw0EUmiCl, 5682590]
[paragraph, [108.0, 1795.0, 982.0, 36.0], PCw0EUmiCl, 5682590]
