[2339, 1653]
[paragraph, [240.0, 213.0, 1174.0, 36.0], 4M5lvRp7WF, 5686056]
[paragraph, [240.0, 249.0, 1174.0, 36.0], 4M5lvRp7WF, 5686056]
[paragraph, [240.0, 285.0, 1174.0, 36.0], 4M5lvRp7WF, 5686056]
[paragraph, [555.0, 351.0, 522.0, 36.0], Jk1uVeM9SB, 5686056]
[paragraph, [555.0, 387.0, 522.0, 36.0], Jk1uVeM9SB, 5686056]
[paragraph, [555.0, 423.0, 522.0, 36.0], Jk1uVeM9SB, 5686056]
[paragraph, [555.0, 459.0, 522.0, 36.0], Jk1uVeM9SB, 5686056]
[paragraph, [555.0, 495.0, 522.0, 36.0], Jk1uVeM9SB, 5686056]
[paragraph, [555.0, 531.0, 522.0, 36.0], Jk1uVeM9SB, 5686056]
[paragraph, [555.0, 567.0, 522.0, 36.0], Jk1uVeM9SB, 5686056]
[paragraph, [555.0, 603.0, 522.0, 36.0], Jk1uVeM9SB, 5686056]
[paragraph, [555.0, 639.0, 522.0, 36.0], Jk1uVeM9SB, 5686056]
[paragraph, [555.0, 675.0, 522.0, 36.0], Jk1uVeM9SB, 5686056]
[paragraph, [555.0, 711.0, 522.0, 36.0], Jk1uVeM9SB, 5686056]
[reference, [969.0, 775.0, 192.0, 36.0], 7rF0qPeWzc, 5686056]
[paragraph, [551.0, 777.0, 394.0, 36.0], 9gW_1Z3r4q, 5686056]
[paragraph, [234.0, 852.0, 1178.0, 36.0], shoonya_0sD2UFQMVKBL4X, 5686056]
[paragraph, [234.0, 888.0, 1178.0, 36.0], shoonya_0sD2UFQMVKBL4X, 5686056]
[paragraph, [234.0, 924.0, 1178.0, 36.0], shoonya_0sD2UFQMVKBL4X, 5686056]
[paragraph, [234.0, 960.0, 1178.0, 36.0], shoonya_0sD2UFQMVKBL4X, 5686056]
[paragraph, [234.0, 996.0, 1178.0, 36.0], shoonya_0sD2UFQMVKBL4X, 5686056]
[paragraph, [234.0, 1032.0, 1178.0, 36.0], shoonya_0sD2UFQMVKBL4X, 5686056]
[paragraph, [234.0, 1068.0, 1178.0, 36.0], shoonya_0sD2UFQMVKBL4X, 5686056]
[paragraph, [234.0, 1104.0, 1178.0, 36.0], shoonya_0sD2UFQMVKBL4X, 5686056]
[paragraph, [234.0, 1140.0, 1178.0, 36.0], shoonya_0sD2UFQMVKBL4X, 5686056]
[paragraph, [234.0, 1176.0, 1178.0, 36.0], shoonya_0sD2UFQMVKBL4X, 5686056]
[paragraph, [234.0, 1212.0, 1178.0, 36.0], shoonya_0sD2UFQMVKBL4X, 5686056]
[paragraph, [234.0, 1248.0, 1178.0, 36.0], shoonya_0sD2UFQMVKBL4X, 5686056]
[paragraph, [234.0, 1284.0, 1178.0, 36.0], shoonya_0sD2UFQMVKBL4X, 5686056]
[paragraph, [234.0, 1320.0, 1178.0, 36.0], shoonya_0sD2UFQMVKBL4X, 5686056]
[paragraph, [234.0, 1356.0, 1178.0, 36.0], shoonya_0sD2UFQMVKBL4X, 5686056]
[paragraph, [234.0, 1392.0, 1178.0, 36.0], shoonya_0sD2UFQMVKBL4X, 5686056]
[paragraph, [234.0, 1428.0, 1178.0, 36.0], shoonya_0sD2UFQMVKBL4X, 5686056]
[paragraph, [234.0, 1464.0, 1178.0, 36.0], shoonya_0sD2UFQMVKBL4X, 5686056]
[paragraph, [232.0, 1535.0, 1184.0, 36.0], shoonya_1sQ1MNG428NKFS, 5686056]
[paragraph, [232.0, 1571.0, 1184.0, 36.0], shoonya_1sQ1MNG428NKFS, 5686056]
[paragraph, [232.0, 1607.0, 1184.0, 36.0], shoonya_1sQ1MNG428NKFS, 5686056]
[paragraph, [232.0, 1643.0, 1184.0, 36.0], shoonya_1sQ1MNG428NKFS, 5686056]
[paragraph, [232.0, 1679.0, 1184.0, 36.0], shoonya_1sQ1MNG428NKFS, 5686056]
[paragraph, [232.0, 1715.0, 1184.0, 36.0], shoonya_1sQ1MNG428NKFS, 5686056]
[paragraph, [232.0, 1751.0, 1184.0, 36.0], shoonya_1sQ1MNG428NKFS, 5686056]
[paragraph, [232.0, 1787.0, 1184.0, 36.0], shoonya_1sQ1MNG428NKFS, 5686056]
[paragraph, [232.0, 1823.0, 1184.0, 36.0], shoonya_1sQ1MNG428NKFS, 5686056]
[paragraph, [232.0, 1859.0, 1184.0, 36.0], shoonya_1sQ1MNG428NKFS, 5686056]
[paragraph, [232.0, 1895.0, 1184.0, 36.0], shoonya_1sQ1MNG428NKFS, 5686056]
[paragraph, [232.0, 1931.0, 1184.0, 36.0], shoonya_1sQ1MNG428NKFS, 5686056]
[paragraph, [232.0, 1967.0, 1184.0, 36.0], shoonya_1sQ1MNG428NKFS, 5686056]
[paragraph, [232.0, 2003.0, 1184.0, 36.0], shoonya_1sQ1MNG428NKFS, 5686056]
