[2200, 1700]
[folio, [522.0, 84.0, 691.0, 36.0], 0eHXGw8DVH, 5739272]
[section-title, [380.0, 225.0, 819.0, 52.5], shoonya_6s4SV4QFYOWBDX, 5739272]
[unordered-list, [223.0, 370.0, 1238.0, 36.0], shoonya_1sZPN72S3612QE, 5739272]
[unordered-list, [223.0, 406.0, 1238.0, 36.0], shoonya_1sZPN72S3612QE, 5739272]
[unordered-list, [223.0, 442.0, 1238.0, 36.0], shoonya_1sZPN72S3612QE, 5739272]
[unordered-list, [223.0, 478.0, 1238.0, 36.0], shoonya_1sZPN72S3612QE, 5739272]
[unordered-list, [223.0, 514.0, 1238.0, 36.0], shoonya_1sZPN72S3612QE, 5739272]
[unordered-list, [223.0, 550.0, 1238.0, 36.0], shoonya_1sZPN72S3612QE, 5739272]
[unordered-list, [223.0, 586.0, 1238.0, 36.0], shoonya_1sZPN72S3612QE, 5739272]
[unordered-list, [223.0, 622.0, 1238.0, 36.0], shoonya_1sZPN72S3612QE, 5739272]
[unordered-list, [223.0, 658.0, 1238.0, 36.0], shoonya_1sZPN72S3612QE, 5739272]
[unordered-list, [223.0, 694.0, 1238.0, 36.0], shoonya_1sZPN72S3612QE, 5739272]
[unordered-list, [223.0, 730.0, 1238.0, 36.0], shoonya_1sZPN72S3612QE, 5739272]
[unordered-list, [223.0, 766.0, 1238.0, 36.0], shoonya_1sZPN72S3612QE, 5739272]
[unordered-list, [223.0, 802.0, 1238.0, 36.0], shoonya_1sZPN72S3612QE, 5739272]
[unordered-list, [223.0, 838.0, 1238.0, 36.0], shoonya_1sZPN72S3612QE, 5739272]
[paragraph, [189.0, 905.0, 929.0, 36.0], shoonya_7s9JXSR6HLE2EU, 5739272]
[paragraph, [189.0, 941.0, 929.0, 36.0], shoonya_7s9JXSR6HLE2EU, 5739272]
[paragraph, [189.0, 977.0, 929.0, 36.0], shoonya_7s9JXSR6HLE2EU, 5739272]
[paragraph, [189.0, 1013.0, 929.0, 36.0], shoonya_7s9JXSR6HLE2EU, 5739272]
[paragraph, [189.0, 1049.0, 929.0, 36.0], shoonya_7s9JXSR6HLE2EU, 5739272]
[paragraph, [189.0, 1085.0, 929.0, 36.0], shoonya_7s9JXSR6HLE2EU, 5739272]
[paragraph, [189.0, 1121.0, 929.0, 36.0], shoonya_7s9JXSR6HLE2EU, 5739272]
[paragraph, [189.0, 1157.0, 929.0, 36.0], shoonya_7s9JXSR6HLE2EU, 5739272]
[paragraph, [189.0, 1193.0, 929.0, 36.0], shoonya_7s9JXSR6HLE2EU, 5739272]
[paragraph, [189.0, 1229.0, 929.0, 36.0], shoonya_7s9JXSR6HLE2EU, 5739272]
[section-title, [307.0, 1403.0, 831.0, 52.5], m8UTv6zZjq, 5739272]
[unordered-list, [179.0, 1531.0, 1313.0, 36.0], shoonya_0sH4FN91X3B2ZC, 5739272]
[unordered-list, [179.0, 1567.0, 1313.0, 36.0], shoonya_0sH4FN91X3B2ZC, 5739272]
[unordered-list, [179.0, 1603.0, 1313.0, 36.0], shoonya_0sH4FN91X3B2ZC, 5739272]
[unordered-list, [179.0, 1639.0, 1313.0, 36.0], shoonya_0sH4FN91X3B2ZC, 5739272]
[unordered-list, [179.0, 1675.0, 1313.0, 36.0], shoonya_0sH4FN91X3B2ZC, 5739272]
[unordered-list, [179.0, 1711.0, 1313.0, 36.0], shoonya_0sH4FN91X3B2ZC, 5739272]
[unordered-list, [179.0, 1747.0, 1313.0, 36.0], shoonya_0sH4FN91X3B2ZC, 5739272]
[unordered-list, [179.0, 1783.0, 1313.0, 36.0], shoonya_0sH4FN91X3B2ZC, 5739272]
[unordered-list, [179.0, 1819.0, 1313.0, 36.0], shoonya_0sH4FN91X3B2ZC, 5739272]
[unordered-list, [179.0, 1855.0, 1313.0, 36.0], shoonya_0sH4FN91X3B2ZC, 5739272]
[unordered-list, [179.0, 1891.0, 1313.0, 36.0], shoonya_0sH4FN91X3B2ZC, 5739272]
