[2339, 1653]
[placeholder-text, [72.0, 498.0, 1477.0, 18.0], shoonya_1sZVLOGWFCNHPR, 5689353]
[placeholder-text, [72.0, 516.0, 1477.0, 18.0], shoonya_1sZVLOGWFCNHPR, 5689353]
[placeholder-text, [72.0, 534.0, 1477.0, 18.0], shoonya_1sZVLOGWFCNHPR, 5689353]
[placeholder-text, [72.0, 552.0, 1477.0, 18.0], shoonya_1sZVLOGWFCNHPR, 5689353]
[placeholder-text, [72.0, 570.0, 1477.0, 18.0], shoonya_1sZVLOGWFCNHPR, 5689353]
[placeholder-text, [72.0, 588.0, 1477.0, 18.0], shoonya_1sZVLOGWFCNHPR, 5689353]
[placeholder-text, [72.0, 606.0, 1477.0, 18.0], shoonya_1sZVLOGWFCNHPR, 5689353]
[placeholder-text, [72.0, 624.0, 1477.0, 18.0], shoonya_1sZVLOGWFCNHPR, 5689353]
[placeholder-text, [72.0, 642.0, 1477.0, 18.0], shoonya_1sZVLOGWFCNHPR, 5689353]
[placeholder-text, [72.0, 660.0, 1477.0, 18.0], shoonya_1sZVLOGWFCNHPR, 5689353]
[placeholder-text, [72.0, 678.0, 1477.0, 18.0], shoonya_1sZVLOGWFCNHPR, 5689353]
[placeholder-text, [72.0, 696.0, 1477.0, 18.0], shoonya_1sZVLOGWFCNHPR, 5689353]
[placeholder-text, [72.0, 714.0, 1477.0, 18.0], shoonya_1sZVLOGWFCNHPR, 5689353]
[placeholder-text, [72.0, 732.0, 1477.0, 18.0], shoonya_1sZVLOGWFCNHPR, 5689353]
[placeholder-text, [72.0, 750.0, 1477.0, 18.0], shoonya_1sZVLOGWFCNHPR, 5689353]
[placeholder-text, [72.0, 768.0, 1477.0, 18.0], shoonya_1sZVLOGWFCNHPR, 5689353]
[placeholder-text, [72.0, 786.0, 1477.0, 18.0], shoonya_1sZVLOGWFCNHPR, 5689353]
[placeholder-text, [72.0, 804.0, 1477.0, 18.0], shoonya_1sZVLOGWFCNHPR, 5689353]
[placeholder-text, [72.0, 822.0, 1477.0, 18.0], shoonya_1sZVLOGWFCNHPR, 5689353]
[placeholder-text, [72.0, 840.0, 1477.0, 18.0], shoonya_1sZVLOGWFCNHPR, 5689353]
[placeholder-text, [72.0, 858.0, 1477.0, 18.0], shoonya_1sZVLOGWFCNHPR, 5689353]
[placeholder-text, [72.0, 876.0, 1477.0, 18.0], shoonya_1sZVLOGWFCNHPR, 5689353]
[placeholder-text, [72.0, 894.0, 1477.0, 18.0], shoonya_1sZVLOGWFCNHPR, 5689353]
[placeholder-text, [72.0, 912.0, 1477.0, 18.0], shoonya_1sZVLOGWFCNHPR, 5689353]
[placeholder-text, [72.0, 930.0, 1477.0, 18.0], shoonya_1sZVLOGWFCNHPR, 5689353]
[placeholder-text, [72.0, 948.0, 1477.0, 18.0], shoonya_1sZVLOGWFCNHPR, 5689353]
[placeholder-text, [72.0, 966.0, 1477.0, 18.0], shoonya_1sZVLOGWFCNHPR, 5689353]
[placeholder-text, [72.0, 984.0, 1477.0, 18.0], shoonya_1sZVLOGWFCNHPR, 5689353]
[placeholder-text, [72.0, 1002.0, 1477.0, 18.0], shoonya_1sZVLOGWFCNHPR, 5689353]
[placeholder-text, [72.0, 1020.0, 1477.0, 18.0], shoonya_1sZVLOGWFCNHPR, 5689353]
[placeholder-text, [72.0, 1038.0, 1477.0, 18.0], shoonya_1sZVLOGWFCNHPR, 5689353]
[placeholder-text, [72.0, 1056.0, 1477.0, 18.0], shoonya_1sZVLOGWFCNHPR, 5689353]
[placeholder-text, [72.0, 1074.0, 1477.0, 18.0], shoonya_1sZVLOGWFCNHPR, 5689353]
[placeholder-text, [75.0, 1346.0, 1467.0, 18.0], shoonya_32s9APJWPWZMID, 5689353]
[placeholder-text, [75.0, 1364.0, 1467.0, 18.0], shoonya_32s9APJWPWZMID, 5689353]
[placeholder-text, [75.0, 1382.0, 1467.0, 18.0], shoonya_32s9APJWPWZMID, 5689353]
[placeholder-text, [75.0, 1400.0, 1467.0, 18.0], shoonya_32s9APJWPWZMID, 5689353]
[placeholder-text, [75.0, 1418.0, 1467.0, 18.0], shoonya_32s9APJWPWZMID, 5689353]
[placeholder-text, [75.0, 1436.0, 1467.0, 18.0], shoonya_32s9APJWPWZMID, 5689353]
[placeholder-text, [75.0, 1454.0, 1467.0, 18.0], shoonya_32s9APJWPWZMID, 5689353]
[placeholder-text, [75.0, 1472.0, 1467.0, 18.0], shoonya_32s9APJWPWZMID, 5689353]
[placeholder-text, [75.0, 1490.0, 1467.0, 18.0], shoonya_32s9APJWPWZMID, 5689353]
[placeholder-text, [75.0, 1508.0, 1467.0, 18.0], shoonya_32s9APJWPWZMID, 5689353]
[placeholder-text, [75.0, 1526.0, 1467.0, 18.0], shoonya_32s9APJWPWZMID, 5689353]
[placeholder-text, [75.0, 1544.0, 1467.0, 18.0], shoonya_32s9APJWPWZMID, 5689353]
[placeholder-text, [75.0, 1562.0, 1467.0, 18.0], shoonya_32s9APJWPWZMID, 5689353]
[placeholder-text, [75.0, 1580.0, 1467.0, 18.0], shoonya_32s9APJWPWZMID, 5689353]
[placeholder-text, [75.0, 1598.0, 1467.0, 18.0], shoonya_32s9APJWPWZMID, 5689353]
[placeholder-text, [75.0, 1616.0, 1467.0, 18.0], shoonya_32s9APJWPWZMID, 5689353]
[placeholder-text, [75.0, 1634.0, 1467.0, 18.0], shoonya_32s9APJWPWZMID, 5689353]
[placeholder-text, [75.0, 1652.0, 1467.0, 18.0], shoonya_32s9APJWPWZMID, 5689353]
[placeholder-text, [75.0, 1670.0, 1467.0, 18.0], shoonya_32s9APJWPWZMID, 5689353]
[placeholder-text, [75.0, 1688.0, 1467.0, 18.0], shoonya_32s9APJWPWZMID, 5689353]
[placeholder-text, [75.0, 1706.0, 1467.0, 18.0], shoonya_32s9APJWPWZMID, 5689353]
[placeholder-text, [75.0, 1724.0, 1467.0, 18.0], shoonya_32s9APJWPWZMID, 5689353]
[placeholder-text, [75.0, 1742.0, 1467.0, 18.0], shoonya_32s9APJWPWZMID, 5689353]
[placeholder-text, [75.0, 1760.0, 1467.0, 18.0], shoonya_32s9APJWPWZMID, 5689353]
[placeholder-text, [75.0, 1778.0, 1467.0, 18.0], shoonya_32s9APJWPWZMID, 5689353]
[placeholder-text, [75.0, 1796.0, 1467.0, 18.0], shoonya_32s9APJWPWZMID, 5689353]
[placeholder-text, [75.0, 1814.0, 1467.0, 18.0], shoonya_32s9APJWPWZMID, 5689353]
