[2339, 1653]
[folio, [276.0, 183.0, 247.0, 36.0], um7HDX52au, 5655118]
[folio, [276.0, 219.0, 247.0, 36.0], um7HDX52au, 5655118]
[paragraph, [262.0, 297.0, 1117.0, 36.0], shoonya_1sW4XIUB1KQTXB, 5655118]
[paragraph, [262.0, 333.0, 1117.0, 36.0], shoonya_1sW4XIUB1KQTXB, 5655118]
[paragraph, [262.0, 369.0, 1117.0, 36.0], shoonya_1sW4XIUB1KQTXB, 5655118]
[paragraph, [262.0, 405.0, 1117.0, 36.0], shoonya_1sW4XIUB1KQTXB, 5655118]
[paragraph, [262.0, 441.0, 1117.0, 36.0], shoonya_1sW4XIUB1KQTXB, 5655118]
[paragraph, [262.0, 477.0, 1117.0, 36.0], shoonya_1sW4XIUB1KQTXB, 5655118]
[paragraph, [262.0, 513.0, 1117.0, 36.0], shoonya_1sW4XIUB1KQTXB, 5655118]
[paragraph, [262.0, 549.0, 1117.0, 36.0], shoonya_1sW4XIUB1KQTXB, 5655118]
[paragraph, [262.0, 585.0, 1117.0, 36.0], shoonya_1sW4XIUB1KQTXB, 5655118]
[paragraph, [262.0, 621.0, 1117.0, 36.0], shoonya_1sW4XIUB1KQTXB, 5655118]
[paragraph, [262.0, 657.0, 1117.0, 36.0], shoonya_1sW4XIUB1KQTXB, 5655118]
[paragraph, [262.0, 693.0, 1117.0, 36.0], shoonya_1sW4XIUB1KQTXB, 5655118]
[paragraph, [262.0, 729.0, 1117.0, 36.0], shoonya_1sW4XIUB1KQTXB, 5655118]
[paragraph, [262.0, 765.0, 1117.0, 36.0], shoonya_1sW4XIUB1KQTXB, 5655118]
[paragraph, [267.0, 841.0, 1114.0, 36.0], shoonya_0sGSIH7SOK80LM, 5655118]
[paragraph, [267.0, 877.0, 1114.0, 36.0], shoonya_0sGSIH7SOK80LM, 5655118]
[paragraph, [267.0, 913.0, 1114.0, 36.0], shoonya_0sGSIH7SOK80LM, 5655118]
[paragraph, [267.0, 949.0, 1114.0, 36.0], shoonya_0sGSIH7SOK80LM, 5655118]
[paragraph, [267.0, 985.0, 1114.0, 36.0], shoonya_0sGSIH7SOK80LM, 5655118]
[paragraph, [267.0, 1021.0, 1114.0, 36.0], shoonya_0sGSIH7SOK80LM, 5655118]
[paragraph, [267.0, 1057.0, 1114.0, 36.0], shoonya_0sGSIH7SOK80LM, 5655118]
[paragraph, [267.0, 1093.0, 1114.0, 36.0], shoonya_0sGSIH7SOK80LM, 5655118]
[paragraph, [267.0, 1129.0, 1114.0, 36.0], shoonya_0sGSIH7SOK80LM, 5655118]
[paragraph, [267.0, 1165.0, 1114.0, 36.0], shoonya_0sGSIH7SOK80LM, 5655118]
[paragraph, [267.0, 1201.0, 1114.0, 36.0], shoonya_0sGSIH7SOK80LM, 5655118]
[paragraph, [267.0, 1237.0, 1114.0, 36.0], shoonya_0sGSIH7SOK80LM, 5655118]
[paragraph, [267.0, 1273.0, 1114.0, 36.0], shoonya_0sGSIH7SOK80LM, 5655118]
[paragraph, [267.0, 1309.0, 1114.0, 36.0], shoonya_0sGSIH7SOK80LM, 5655118]
[paragraph, [267.0, 1345.0, 1114.0, 36.0], shoonya_0sGSIH7SOK80LM, 5655118]
[paragraph, [267.0, 1381.0, 1114.0, 36.0], shoonya_0sGSIH7SOK80LM, 5655118]
[paragraph, [267.0, 1417.0, 1114.0, 36.0], shoonya_0sGSIH7SOK80LM, 5655118]
[paragraph, [267.0, 1453.0, 1114.0, 36.0], shoonya_0sGSIH7SOK80LM, 5655118]
[paragraph, [267.0, 1489.0, 1114.0, 36.0], shoonya_0sGSIH7SOK80LM, 5655118]
[paragraph, [267.0, 1525.0, 1114.0, 36.0], shoonya_0sGSIH7SOK80LM, 5655118]
[paragraph, [267.0, 1561.0, 1114.0, 36.0], shoonya_0sGSIH7SOK80LM, 5655118]
[paragraph, [267.0, 1597.0, 1114.0, 36.0], shoonya_0sGSIH7SOK80LM, 5655118]
[paragraph, [267.0, 1633.0, 1114.0, 36.0], shoonya_0sGSIH7SOK80LM, 5655118]
[paragraph, [267.0, 1669.0, 1114.0, 36.0], shoonya_0sGSIH7SOK80LM, 5655118]
[paragraph, [267.0, 1705.0, 1114.0, 36.0], shoonya_0sGSIH7SOK80LM, 5655118]
[paragraph, [267.0, 1741.0, 1114.0, 36.0], shoonya_0sGSIH7SOK80LM, 5655118]
[paragraph, [272.0, 1815.0, 1110.0, 36.0], shoonya_2sX30MCKXEWVXZ, 5655118]
[paragraph, [272.0, 1851.0, 1110.0, 36.0], shoonya_2sX30MCKXEWVXZ, 5655118]
[paragraph, [272.0, 1887.0, 1110.0, 36.0], shoonya_2sX30MCKXEWVXZ, 5655118]
[paragraph, [272.0, 1923.0, 1110.0, 36.0], shoonya_2sX30MCKXEWVXZ, 5655118]
[paragraph, [272.0, 1959.0, 1110.0, 36.0], shoonya_2sX30MCKXEWVXZ, 5655118]
[paragraph, [272.0, 1995.0, 1110.0, 36.0], shoonya_2sX30MCKXEWVXZ, 5655118]
[paragraph, [272.0, 2031.0, 1110.0, 36.0], shoonya_2sX30MCKXEWVXZ, 5655118]
[paragraph, [272.0, 2067.0, 1110.0, 36.0], shoonya_2sX30MCKXEWVXZ, 5655118]
[paragraph, [272.0, 2103.0, 1110.0, 36.0], shoonya_2sX30MCKXEWVXZ, 5655118]
