[1326, 829]
[folio, [346.0, 73.0, 135.0, 18.0], JMDQ_XMLf1, 5770718]
[folio, [346.0, 91.0, 135.0, 18.0], JMDQ_XMLf1, 5770718]
[paragraph, [78.0, 133.0, 332.0, 18.0], V8GnFVIXKg, 5770718]
[paragraph, [78.0, 151.0, 332.0, 18.0], V8GnFVIXKg, 5770718]
[paragraph, [78.0, 169.0, 332.0, 18.0], V8GnFVIXKg, 5770718]
[paragraph, [78.0, 187.0, 332.0, 18.0], V8GnFVIXKg, 5770718]
[paragraph, [78.0, 205.0, 332.0, 18.0], V8GnFVIXKg, 5770718]
[paragraph, [416.0, 134.0, 337.0, 18.0], I2lPEwZmUD, 5770718]
[paragraph, [416.0, 152.0, 337.0, 18.0], I2lPEwZmUD, 5770718]
[paragraph, [416.0, 170.0, 337.0, 18.0], I2lPEwZmUD, 5770718]
[paragraph, [416.0, 188.0, 337.0, 18.0], I2lPEwZmUD, 5770718]
[paragraph, [416.0, 206.0, 337.0, 18.0], I2lPEwZmUD, 5770718]
[paragraph, [416.0, 224.0, 337.0, 18.0], I2lPEwZmUD, 5770718]
[paragraph, [416.0, 242.0, 337.0, 18.0], I2lPEwZmUD, 5770718]
[paragraph, [416.0, 260.0, 337.0, 18.0], I2lPEwZmUD, 5770718]
[paragraph, [77.0, 243.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 261.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 279.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 297.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 315.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 333.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 351.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 369.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 387.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 405.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 423.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 441.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 459.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 477.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 495.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 513.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 531.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 549.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 567.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 585.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 603.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 621.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 639.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 657.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 675.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 693.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 711.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 729.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 747.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 765.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 783.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 801.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 819.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 837.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 855.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 873.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 891.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 909.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 927.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 945.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 963.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 981.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 999.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 1017.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 1035.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 1053.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 1071.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 1089.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 1107.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [77.0, 1125.0, 334.0, 18.0], QQ68VGi8LV, 5770718]
[paragraph, [412.0, 290.0, 337.0, 18.0], BmKwY1Qsnn, 5770718]
[paragraph, [412.0, 308.0, 337.0, 18.0], BmKwY1Qsnn, 5770718]
[paragraph, [412.0, 326.0, 337.0, 18.0], BmKwY1Qsnn, 5770718]
[paragraph, [412.0, 344.0, 337.0, 18.0], BmKwY1Qsnn, 5770718]
[paragraph, [412.0, 362.0, 337.0, 18.0], BmKwY1Qsnn, 5770718]
[paragraph, [412.0, 380.0, 337.0, 18.0], BmKwY1Qsnn, 5770718]
[paragraph, [412.0, 398.0, 337.0, 18.0], BmKwY1Qsnn, 5770718]
[paragraph, [412.0, 416.0, 337.0, 18.0], BmKwY1Qsnn, 5770718]
[paragraph, [412.0, 434.0, 337.0, 18.0], BmKwY1Qsnn, 5770718]
[paragraph, [412.0, 452.0, 337.0, 18.0], BmKwY1Qsnn, 5770718]
[paragraph, [412.0, 470.0, 337.0, 18.0], BmKwY1Qsnn, 5770718]
[paragraph, [415.0, 494.0, 340.0, 18.0], hagQb8h4iQ, 5770718]
[paragraph, [415.0, 512.0, 340.0, 18.0], hagQb8h4iQ, 5770718]
[paragraph, [415.0, 530.0, 340.0, 18.0], hagQb8h4iQ, 5770718]
[paragraph, [415.0, 548.0, 340.0, 18.0], hagQb8h4iQ, 5770718]
[paragraph, [415.0, 566.0, 340.0, 18.0], hagQb8h4iQ, 5770718]
[paragraph, [415.0, 584.0, 340.0, 18.0], hagQb8h4iQ, 5770718]
[paragraph, [415.0, 602.0, 340.0, 18.0], hagQb8h4iQ, 5770718]
[paragraph, [415.0, 620.0, 340.0, 18.0], hagQb8h4iQ, 5770718]
[paragraph, [415.0, 638.0, 340.0, 18.0], hagQb8h4iQ, 5770718]
[paragraph, [415.0, 656.0, 340.0, 18.0], hagQb8h4iQ, 5770718]
[paragraph, [415.0, 674.0, 340.0, 18.0], hagQb8h4iQ, 5770718]
[paragraph, [415.0, 692.0, 340.0, 18.0], hagQb8h4iQ, 5770718]
[paragraph, [415.0, 710.0, 340.0, 18.0], hagQb8h4iQ, 5770718]
[paragraph, [415.0, 728.0, 340.0, 18.0], hagQb8h4iQ, 5770718]
[paragraph, [415.0, 746.0, 340.0, 18.0], hagQb8h4iQ, 5770718]
[paragraph, [415.0, 764.0, 340.0, 18.0], hagQb8h4iQ, 5770718]
[paragraph, [415.0, 782.0, 340.0, 18.0], hagQb8h4iQ, 5770718]
[paragraph, [415.0, 800.0, 340.0, 18.0], hagQb8h4iQ, 5770718]
[paragraph, [415.0, 818.0, 340.0, 18.0], hagQb8h4iQ, 5770718]
[paragraph, [415.0, 836.0, 340.0, 18.0], hagQb8h4iQ, 5770718]
[paragraph, [415.0, 854.0, 340.0, 18.0], hagQb8h4iQ, 5770718]
[paragraph, [415.0, 872.0, 340.0, 18.0], hagQb8h4iQ, 5770718]
[paragraph, [415.0, 890.0, 340.0, 18.0], hagQb8h4iQ, 5770718]
[paragraph, [415.0, 908.0, 340.0, 18.0], hagQb8h4iQ, 5770718]
[paragraph, [415.0, 926.0, 340.0, 18.0], hagQb8h4iQ, 5770718]
[paragraph, [415.0, 944.0, 340.0, 18.0], hagQb8h4iQ, 5770718]
[paragraph, [415.0, 962.0, 340.0, 18.0], hagQb8h4iQ, 5770718]
[paragraph, [415.0, 980.0, 340.0, 18.0], hagQb8h4iQ, 5770718]
[paragraph, [415.0, 998.0, 340.0, 18.0], hagQb8h4iQ, 5770718]
[paragraph, [415.0, 1016.0, 340.0, 18.0], hagQb8h4iQ, 5770718]
[paragraph, [415.0, 1034.0, 340.0, 18.0], hagQb8h4iQ, 5770718]
[paragraph, [415.0, 1052.0, 340.0, 18.0], hagQb8h4iQ, 5770718]
[paragraph, [415.0, 1070.0, 340.0, 18.0], hagQb8h4iQ, 5770718]
[paragraph, [415.0, 1088.0, 340.0, 18.0], hagQb8h4iQ, 5770718]
[paragraph, [415.0, 1106.0, 340.0, 18.0], hagQb8h4iQ, 5770718]
[paragraph, [415.0, 1124.0, 340.0, 18.0], hagQb8h4iQ, 5770718]
[paragraph, [415.0, 1142.0, 340.0, 18.0], hagQb8h4iQ, 5770718]
