[1754, 1240]
[folio, [596.0, 18.0, 223.0, 36.0], WUZFVefBHY, 5722672]
[paragraph, [466.0, 151.0, 297.0, 36.0], shoonya_3sD63VYAZWM7K6, 5722672]
[paragraph, [466.0, 187.0, 297.0, 36.0], shoonya_3sD63VYAZWM7K6, 5722672]
[paragraph, [466.0, 223.0, 297.0, 36.0], shoonya_3sD63VYAZWM7K6, 5722672]
[paragraph, [466.0, 259.0, 297.0, 36.0], shoonya_3sD63VYAZWM7K6, 5722672]
[paragraph, [466.0, 295.0, 297.0, 36.0], shoonya_3sD63VYAZWM7K6, 5722672]
[paragraph, [466.0, 331.0, 297.0, 36.0], shoonya_3sD63VYAZWM7K6, 5722672]
[paragraph, [466.0, 367.0, 297.0, 36.0], shoonya_3sD63VYAZWM7K6, 5722672]
[paragraph, [466.0, 403.0, 297.0, 36.0], shoonya_3sD63VYAZWM7K6, 5722672]
[paragraph, [466.0, 439.0, 297.0, 36.0], shoonya_3sD63VYAZWM7K6, 5722672]
[paragraph, [466.0, 475.0, 297.0, 36.0], shoonya_3sD63VYAZWM7K6, 5722672]
[paragraph, [466.0, 511.0, 297.0, 36.0], shoonya_3sD63VYAZWM7K6, 5722672]
[paragraph, [466.0, 547.0, 297.0, 36.0], shoonya_3sD63VYAZWM7K6, 5722672]
[paragraph, [466.0, 583.0, 297.0, 36.0], shoonya_3sD63VYAZWM7K6, 5722672]
[paragraph, [466.0, 619.0, 297.0, 36.0], shoonya_3sD63VYAZWM7K6, 5722672]
[paragraph, [466.0, 655.0, 297.0, 36.0], shoonya_3sD63VYAZWM7K6, 5722672]
[paragraph, [466.0, 691.0, 297.0, 36.0], shoonya_3sD63VYAZWM7K6, 5722672]
[paragraph, [466.0, 727.0, 297.0, 36.0], shoonya_3sD63VYAZWM7K6, 5722672]
[paragraph, [152.0, 154.0, 298.0, 36.0], shoonya_6sVK4D4KOSHB1F, 5722672]
[paragraph, [152.0, 190.0, 298.0, 36.0], shoonya_6sVK4D4KOSHB1F, 5722672]
[paragraph, [152.0, 226.0, 298.0, 36.0], shoonya_6sVK4D4KOSHB1F, 5722672]
[paragraph, [152.0, 262.0, 298.0, 36.0], shoonya_6sVK4D4KOSHB1F, 5722672]
[paragraph, [152.0, 298.0, 298.0, 36.0], shoonya_6sVK4D4KOSHB1F, 5722672]
[paragraph, [152.0, 334.0, 298.0, 36.0], shoonya_6sVK4D4KOSHB1F, 5722672]
[paragraph, [152.0, 370.0, 298.0, 36.0], shoonya_6sVK4D4KOSHB1F, 5722672]
[paragraph, [778.0, 155.0, 300.0, 36.0], shoonya_5sE1Y26ANOFIMD, 5722672]
[paragraph, [778.0, 191.0, 300.0, 36.0], shoonya_5sE1Y26ANOFIMD, 5722672]
[paragraph, [778.0, 227.0, 300.0, 36.0], shoonya_5sE1Y26ANOFIMD, 5722672]
[paragraph, [778.0, 263.0, 300.0, 36.0], shoonya_5sE1Y26ANOFIMD, 5722672]
[paragraph, [778.0, 303.0, 299.0, 36.0], shoonya_0s9GTKCGW1P3VN, 5722672]
[paragraph, [778.0, 339.0, 299.0, 36.0], shoonya_0s9GTKCGW1P3VN, 5722672]
[paragraph, [778.0, 375.0, 299.0, 36.0], shoonya_0s9GTKCGW1P3VN, 5722672]
[paragraph, [778.0, 411.0, 299.0, 36.0], shoonya_0s9GTKCGW1P3VN, 5722672]
[paragraph, [778.0, 447.0, 299.0, 36.0], shoonya_0s9GTKCGW1P3VN, 5722672]
[paragraph, [778.0, 483.0, 299.0, 36.0], shoonya_0s9GTKCGW1P3VN, 5722672]
[paragraph, [778.0, 519.0, 299.0, 36.0], shoonya_0s9GTKCGW1P3VN, 5722672]
[paragraph, [778.0, 555.0, 299.0, 36.0], shoonya_0s9GTKCGW1P3VN, 5722672]
[paragraph, [778.0, 591.0, 299.0, 36.0], shoonya_0s9GTKCGW1P3VN, 5722672]
[paragraph, [778.0, 627.0, 299.0, 36.0], shoonya_0s9GTKCGW1P3VN, 5722672]
[paragraph, [778.0, 663.0, 299.0, 36.0], shoonya_0s9GTKCGW1P3VN, 5722672]
[paragraph, [778.0, 699.0, 299.0, 36.0], shoonya_0s9GTKCGW1P3VN, 5722672]
[paragraph, [778.0, 735.0, 299.0, 36.0], shoonya_0s9GTKCGW1P3VN, 5722672]
[paragraph, [152.0, 432.0, 299.0, 36.0], shoonya_2s2UB6JBREY212, 5722672]
[paragraph, [152.0, 468.0, 299.0, 36.0], shoonya_2s2UB6JBREY212, 5722672]
[paragraph, [152.0, 504.0, 299.0, 36.0], shoonya_2s2UB6JBREY212, 5722672]
[paragraph, [152.0, 540.0, 299.0, 36.0], shoonya_2s2UB6JBREY212, 5722672]
[paragraph, [152.0, 576.0, 299.0, 36.0], shoonya_2s2UB6JBREY212, 5722672]
[paragraph, [152.0, 612.0, 299.0, 36.0], shoonya_2s2UB6JBREY212, 5722672]
[paragraph, [152.0, 648.0, 299.0, 36.0], shoonya_2s2UB6JBREY212, 5722672]
[paragraph, [152.0, 684.0, 299.0, 36.0], shoonya_2s2UB6JBREY212, 5722672]
[paragraph, [152.0, 720.0, 299.0, 36.0], shoonya_2s2UB6JBREY212, 5722672]
[paragraph, [152.0, 756.0, 299.0, 36.0], shoonya_2s2UB6JBREY212, 5722672]
[paragraph, [152.0, 792.0, 299.0, 36.0], shoonya_2s2UB6JBREY212, 5722672]
[paragraph, [466.0, 771.0, 298.0, 36.0], shoonya_1sWS0NJD2VLSOI, 5722672]
[paragraph, [466.0, 807.0, 298.0, 36.0], shoonya_1sWS0NJD2VLSOI, 5722672]
[paragraph, [466.0, 843.0, 298.0, 36.0], shoonya_1sWS0NJD2VLSOI, 5722672]
[paragraph, [466.0, 879.0, 298.0, 36.0], shoonya_1sWS0NJD2VLSOI, 5722672]
[paragraph, [466.0, 915.0, 298.0, 36.0], shoonya_1sWS0NJD2VLSOI, 5722672]
[paragraph, [466.0, 951.0, 298.0, 36.0], shoonya_1sWS0NJD2VLSOI, 5722672]
[paragraph, [466.0, 987.0, 298.0, 36.0], shoonya_1sWS0NJD2VLSOI, 5722672]
[paragraph, [466.0, 1023.0, 298.0, 36.0], shoonya_1sWS0NJD2VLSOI, 5722672]
[paragraph, [466.0, 1059.0, 298.0, 36.0], shoonya_1sWS0NJD2VLSOI, 5722672]
[paragraph, [466.0, 1095.0, 298.0, 36.0], shoonya_1sWS0NJD2VLSOI, 5722672]
[paragraph, [466.0, 1131.0, 298.0, 36.0], shoonya_1sWS0NJD2VLSOI, 5722672]
