[3300, 2550]
[paragraph, [264.0, 290.0, 2017.0, 52.5], LaXmEz6Jf5, 5720387]
[paragraph, [264.0, 342.5, 2017.0, 52.5], LaXmEz6Jf5, 5720387]
[paragraph, [264.0, 395.0, 2017.0, 52.5], LaXmEz6Jf5, 5720387]
[paragraph, [264.0, 447.5, 2017.0, 52.5], LaXmEz6Jf5, 5720387]
[paragraph, [264.0, 500.0, 2017.0, 52.5], LaXmEz6Jf5, 5720387]
[paragraph, [267.0, 597.0, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 649.5, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 702.0, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 754.5, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 807.0, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 859.5, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 912.0, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 964.5, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 1017.0, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 1069.5, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 1122.0, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 1174.5, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 1227.0, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 1279.5, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 1332.0, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 1384.5, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 1437.0, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 1489.5, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 1542.0, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 1594.5, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 1647.0, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 1699.5, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 1752.0, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 1804.5, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 1857.0, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 1909.5, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 1962.0, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 2014.5, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 2067.0, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 2119.5, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 2172.0, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 2224.5, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 2277.0, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 2329.5, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 2382.0, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 2434.5, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 2487.0, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 2539.5, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 2592.0, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 2644.5, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 2697.0, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 2749.5, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 2802.0, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 2854.5, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
[paragraph, [267.0, 2907.0, 2019.0, 52.5], shoonya_1s20RAP5P4R9XY, 5720387]
