[3508, 2481]
[contact-info, [525.0, 96.0, 1436.0, 52.5], 2I51aZhtSL, 6490620]
[contact-info, [525.0, 148.5, 1436.0, 52.5], 2I51aZhtSL, 6490620]
[contact-info, [525.0, 201.0, 1436.0, 52.5], 2I51aZhtSL, 6490620]
[headline, [696.0, 575.0, 1053.0, 52.5], LvGtvNlrIE, 6490620]
[headline, [696.0, 627.5, 1053.0, 52.5], LvGtvNlrIE, 6490620]
[sub-headline, [202.0, 827.0, 1228.0, 73.5], zk7_fcM-Zb, 6490620]
[dateline, [198.0, 1076.0, 475.0, 52.5], wWJcvDSpaG, 6490620]
[paragraph, [211.0, 1346.0, 485.0, 52.5], ZMMGCQ25S9, 6490620]
[paragraph, [180.0, 1443.0, 2107.0, 52.5], 5IEqD2X5wa, 6490620]
[paragraph, [180.0, 1495.5, 2107.0, 52.5], 5IEqD2X5wa, 6490620]
[paragraph, [180.0, 1548.0, 2107.0, 52.5], 5IEqD2X5wa, 6490620]
[paragraph, [180.0, 1600.5, 2107.0, 52.5], 5IEqD2X5wa, 6490620]
[paragraph, [180.0, 1653.0, 2107.0, 52.5], 5IEqD2X5wa, 6490620]
[paragraph, [180.0, 1705.5, 2107.0, 52.5], 5IEqD2X5wa, 6490620]
[paragraph, [170.0, 1816.0, 2092.0, 52.5], qYJxv-BRTG, 6490620]
[paragraph, [170.0, 1868.5, 2092.0, 52.5], qYJxv-BRTG, 6490620]
[paragraph, [170.0, 1921.0, 2092.0, 52.5], qYJxv-BRTG, 6490620]
[paragraph, [170.0, 1973.5, 2092.0, 52.5], qYJxv-BRTG, 6490620]
[paragraph, [170.0, 2026.0, 2092.0, 52.5], qYJxv-BRTG, 6490620]
[paragraph, [170.0, 2078.5, 2092.0, 52.5], qYJxv-BRTG, 6490620]
[paragraph, [170.0, 2131.0, 2092.0, 52.5], qYJxv-BRTG, 6490620]
[paragraph, [164.0, 2298.0, 2188.0, 52.5], IWjV-EEq8I, 6490620]
[paragraph, [164.0, 2350.5, 2188.0, 52.5], IWjV-EEq8I, 6490620]
[paragraph, [164.0, 2403.0, 2188.0, 52.5], IWjV-EEq8I, 6490620]
[paragraph, [164.0, 2455.5, 2188.0, 52.5], IWjV-EEq8I, 6490620]
[paragraph, [164.0, 2508.0, 2188.0, 52.5], IWjV-EEq8I, 6490620]
[paragraph, [164.0, 2560.5, 2188.0, 52.5], IWjV-EEq8I, 6490620]
[paragraph, [164.0, 2613.0, 2188.0, 52.5], IWjV-EEq8I, 6490620]
[paragraph, [164.0, 2665.5, 2188.0, 52.5], IWjV-EEq8I, 6490620]
[paragraph, [164.0, 2718.0, 2188.0, 52.5], IWjV-EEq8I, 6490620]
[paragraph, [164.0, 2770.5, 2188.0, 52.5], IWjV-EEq8I, 6490620]
[ordered-list, [286.0, 2889.0, 2005.0, 52.5], Ht2E00lwvS, 6490620]
[ordered-list, [286.0, 2941.5, 2005.0, 52.5], Ht2E00lwvS, 6490620]
[ordered-list, [286.0, 2994.0, 2005.0, 52.5], Ht2E00lwvS, 6490620]
[ordered-list, [286.0, 3046.5, 2005.0, 52.5], Ht2E00lwvS, 6490620]
[ordered-list, [286.0, 3099.0, 2005.0, 52.5], Ht2E00lwvS, 6490620]
[ordered-list, [286.0, 3151.5, 2005.0, 52.5], Ht2E00lwvS, 6490620]
[ordered-list, [286.0, 3204.0, 2005.0, 52.5], Ht2E00lwvS, 6490620]
[ordered-list, [286.0, 3256.5, 2005.0, 52.5], Ht2E00lwvS, 6490620]
[ordered-list, [286.0, 3309.0, 2005.0, 52.5], Ht2E00lwvS, 6490620]
