[1326, 829]
[folio, [322.0, 77.0, 149.0, 18.0], 2djnIc3CdZ, 5770364]
[folio, [322.0, 95.0, 149.0, 18.0], 2djnIc3CdZ, 5770364]
[paragraph, [411.0, 133.0, 338.0, 18.0], hSIw9iZdzj, 5770364]
[paragraph, [411.0, 151.0, 338.0, 18.0], hSIw9iZdzj, 5770364]
[paragraph, [411.0, 169.0, 338.0, 18.0], hSIw9iZdzj, 5770364]
[paragraph, [411.0, 187.0, 338.0, 18.0], hSIw9iZdzj, 5770364]
[paragraph, [411.0, 205.0, 338.0, 18.0], hSIw9iZdzj, 5770364]
[paragraph, [411.0, 223.0, 338.0, 18.0], hSIw9iZdzj, 5770364]
[paragraph, [411.0, 241.0, 338.0, 18.0], hSIw9iZdzj, 5770364]
[paragraph, [411.0, 259.0, 338.0, 18.0], hSIw9iZdzj, 5770364]
[paragraph, [411.0, 277.0, 338.0, 18.0], hSIw9iZdzj, 5770364]
[paragraph, [411.0, 295.0, 338.0, 18.0], hSIw9iZdzj, 5770364]
[paragraph, [411.0, 313.0, 338.0, 18.0], hSIw9iZdzj, 5770364]
[paragraph, [411.0, 331.0, 338.0, 18.0], hSIw9iZdzj, 5770364]
[paragraph, [411.0, 349.0, 338.0, 18.0], hSIw9iZdzj, 5770364]
[paragraph, [411.0, 367.0, 338.0, 18.0], hSIw9iZdzj, 5770364]
[paragraph, [411.0, 385.0, 338.0, 18.0], hSIw9iZdzj, 5770364]
[paragraph, [411.0, 403.0, 338.0, 18.0], hSIw9iZdzj, 5770364]
[paragraph, [411.0, 421.0, 338.0, 18.0], hSIw9iZdzj, 5770364]
[paragraph, [411.0, 439.0, 338.0, 18.0], hSIw9iZdzj, 5770364]
[paragraph, [411.0, 457.0, 338.0, 18.0], hSIw9iZdzj, 5770364]
[paragraph, [411.0, 475.0, 338.0, 18.0], hSIw9iZdzj, 5770364]
[paragraph, [411.0, 493.0, 338.0, 18.0], hSIw9iZdzj, 5770364]
[paragraph, [74.0, 136.0, 331.0, 18.0], shoonya_0sHG9Q437J1VA2, 5770364]
[paragraph, [74.0, 154.0, 331.0, 18.0], shoonya_0sHG9Q437J1VA2, 5770364]
[paragraph, [74.0, 172.0, 331.0, 18.0], shoonya_0sHG9Q437J1VA2, 5770364]
[paragraph, [74.0, 190.0, 331.0, 18.0], shoonya_0sHG9Q437J1VA2, 5770364]
[paragraph, [74.0, 208.0, 331.0, 18.0], shoonya_0sHG9Q437J1VA2, 5770364]
[paragraph, [74.0, 226.0, 331.0, 18.0], shoonya_0sHG9Q437J1VA2, 5770364]
[paragraph, [74.0, 244.0, 331.0, 18.0], shoonya_0sHG9Q437J1VA2, 5770364]
[paragraph, [101.0, 265.0, 227.0, 18.0], K0bwkFhe1x, 5770364]
[paragraph, [101.0, 283.0, 227.0, 18.0], K0bwkFhe1x, 5770364]
[paragraph, [101.0, 301.0, 227.0, 18.0], K0bwkFhe1x, 5770364]
[paragraph, [101.0, 319.0, 237.0, 18.0], ypPGXBIaWP, 5770364]
[paragraph, [101.0, 337.0, 237.0, 18.0], ypPGXBIaWP, 5770364]
[paragraph, [101.0, 355.0, 237.0, 18.0], ypPGXBIaWP, 5770364]
[paragraph, [75.0, 378.0, 334.0, 18.0], FZ2eZY6cNF, 5770364]
[paragraph, [75.0, 396.0, 334.0, 18.0], FZ2eZY6cNF, 5770364]
[paragraph, [75.0, 414.0, 334.0, 18.0], FZ2eZY6cNF, 5770364]
[paragraph, [75.0, 432.0, 334.0, 18.0], FZ2eZY6cNF, 5770364]
[paragraph, [75.0, 450.0, 334.0, 18.0], FZ2eZY6cNF, 5770364]
[paragraph, [75.0, 468.0, 334.0, 18.0], FZ2eZY6cNF, 5770364]
[paragraph, [99.0, 477.0, 186.0, 18.0], Rdi1GuzZma, 5770364]
[paragraph, [99.0, 495.0, 186.0, 18.0], Rdi1GuzZma, 5770364]
[paragraph, [99.0, 513.0, 186.0, 18.0], Rdi1GuzZma, 5770364]
[paragraph, [99.0, 531.0, 186.0, 18.0], Rdi1GuzZma, 5770364]
[paragraph, [99.0, 549.0, 186.0, 18.0], Rdi1GuzZma, 5770364]
[paragraph, [99.0, 567.0, 186.0, 18.0], Rdi1GuzZma, 5770364]
[paragraph, [413.0, 521.0, 336.0, 18.0], eWL-wWlLzP, 5770364]
[paragraph, [413.0, 539.0, 336.0, 18.0], eWL-wWlLzP, 5770364]
[paragraph, [413.0, 557.0, 336.0, 18.0], eWL-wWlLzP, 5770364]
[paragraph, [413.0, 575.0, 336.0, 18.0], eWL-wWlLzP, 5770364]
[paragraph, [72.0, 576.0, 336.0, 18.0], 2CFyYorKA5, 5770364]
[paragraph, [72.0, 594.0, 336.0, 18.0], 2CFyYorKA5, 5770364]
[paragraph, [72.0, 612.0, 336.0, 18.0], 2CFyYorKA5, 5770364]
[paragraph, [72.0, 630.0, 336.0, 18.0], 2CFyYorKA5, 5770364]
[paragraph, [72.0, 648.0, 336.0, 18.0], 2CFyYorKA5, 5770364]
[paragraph, [72.0, 666.0, 336.0, 18.0], 2CFyYorKA5, 5770364]
[paragraph, [72.0, 684.0, 336.0, 18.0], 2CFyYorKA5, 5770364]
[paragraph, [72.0, 702.0, 336.0, 18.0], 2CFyYorKA5, 5770364]
[paragraph, [72.0, 720.0, 336.0, 18.0], 2CFyYorKA5, 5770364]
[paragraph, [72.0, 738.0, 336.0, 18.0], 2CFyYorKA5, 5770364]
[paragraph, [417.0, 606.0, 329.0, 18.0], vs4hH653z1, 5770364]
[paragraph, [417.0, 624.0, 329.0, 18.0], vs4hH653z1, 5770364]
[paragraph, [417.0, 642.0, 329.0, 18.0], vs4hH653z1, 5770364]
[paragraph, [438.0, 659.0, 297.0, 18.0], tQjShLSALZ, 5770364]
[paragraph, [438.0, 677.0, 297.0, 18.0], tQjShLSALZ, 5770364]
[paragraph, [438.0, 695.0, 297.0, 18.0], tQjShLSALZ, 5770364]
[paragraph, [438.0, 713.0, 297.0, 18.0], tQjShLSALZ, 5770364]
[paragraph, [438.0, 731.0, 297.0, 18.0], tQjShLSALZ, 5770364]
[paragraph, [438.0, 749.0, 297.0, 18.0], tQjShLSALZ, 5770364]
[paragraph, [73.0, 753.0, 339.0, 18.0], 8SJlnUA2bt, 5770364]
[paragraph, [73.0, 771.0, 339.0, 18.0], 8SJlnUA2bt, 5770364]
[paragraph, [73.0, 789.0, 339.0, 18.0], 8SJlnUA2bt, 5770364]
[paragraph, [73.0, 807.0, 339.0, 18.0], 8SJlnUA2bt, 5770364]
[paragraph, [73.0, 825.0, 339.0, 18.0], 8SJlnUA2bt, 5770364]
[paragraph, [73.0, 843.0, 339.0, 18.0], 8SJlnUA2bt, 5770364]
[paragraph, [73.0, 861.0, 339.0, 18.0], 8SJlnUA2bt, 5770364]
[paragraph, [73.0, 879.0, 339.0, 18.0], 8SJlnUA2bt, 5770364]
[paragraph, [73.0, 897.0, 339.0, 18.0], 8SJlnUA2bt, 5770364]
[paragraph, [73.0, 915.0, 339.0, 18.0], 8SJlnUA2bt, 5770364]
[paragraph, [73.0, 933.0, 339.0, 18.0], 8SJlnUA2bt, 5770364]
[paragraph, [73.0, 951.0, 339.0, 18.0], 8SJlnUA2bt, 5770364]
[paragraph, [73.0, 969.0, 339.0, 18.0], 8SJlnUA2bt, 5770364]
[paragraph, [73.0, 987.0, 339.0, 18.0], 8SJlnUA2bt, 5770364]
[paragraph, [73.0, 1005.0, 339.0, 18.0], 8SJlnUA2bt, 5770364]
[paragraph, [73.0, 1023.0, 339.0, 18.0], 8SJlnUA2bt, 5770364]
[paragraph, [73.0, 1041.0, 339.0, 18.0], 8SJlnUA2bt, 5770364]
[paragraph, [73.0, 1059.0, 339.0, 18.0], 8SJlnUA2bt, 5770364]
[paragraph, [73.0, 1077.0, 339.0, 18.0], 8SJlnUA2bt, 5770364]
[paragraph, [73.0, 1095.0, 339.0, 18.0], 8SJlnUA2bt, 5770364]
[paragraph, [73.0, 1113.0, 339.0, 18.0], 8SJlnUA2bt, 5770364]
[paragraph, [73.0, 1131.0, 339.0, 18.0], 8SJlnUA2bt, 5770364]
[paragraph, [73.0, 1149.0, 339.0, 18.0], 8SJlnUA2bt, 5770364]
[paragraph, [415.0, 766.0, 335.0, 18.0], VJCiUcOkm0, 5770364]
