[1275, 1650]
[folio, [1169.0, 14.0, 231.0, 18.0], 6yDAoj4jpt, 5772839]
[folio, [1169.0, 32.0, 231.0, 18.0], 6yDAoj4jpt, 5772839]
[folio, [1169.0, 50.0, 231.0, 18.0], 6yDAoj4jpt, 5772839]
[folio, [270.0, 16.0, 231.0, 18.0], wV7N0Tl-sJ, 5772839]
[folio, [270.0, 34.0, 231.0, 18.0], wV7N0Tl-sJ, 5772839]
[folio, [270.0, 52.0, 231.0, 18.0], wV7N0Tl-sJ, 5772839]
[folio, [18.0, 18.0, 59.0, 18.0], YiUCGTwTny, 5772839]
[folio, [18.0, 36.0, 59.0, 18.0], YiUCGTwTny, 5772839]
[folio, [18.0, 54.0, 59.0, 18.0], YiUCGTwTny, 5772839]
[paragraph, [888.0, 88.0, 740.0, 18.0], V2mrHomrsP, 5772839]
[paragraph, [888.0, 106.0, 740.0, 18.0], V2mrHomrsP, 5772839]
[paragraph, [888.0, 124.0, 740.0, 18.0], V2mrHomrsP, 5772839]
[paragraph, [888.0, 142.0, 740.0, 18.0], V2mrHomrsP, 5772839]
[paragraph, [888.0, 160.0, 740.0, 18.0], V2mrHomrsP, 5772839]
[paragraph, [888.0, 178.0, 740.0, 18.0], V2mrHomrsP, 5772839]
[paragraph, [888.0, 196.0, 740.0, 18.0], V2mrHomrsP, 5772839]
[paragraph, [888.0, 214.0, 740.0, 18.0], V2mrHomrsP, 5772839]
[paragraph, [888.0, 232.0, 740.0, 18.0], V2mrHomrsP, 5772839]
[paragraph, [888.0, 250.0, 740.0, 18.0], V2mrHomrsP, 5772839]
[paragraph, [888.0, 268.0, 740.0, 18.0], V2mrHomrsP, 5772839]
[paragraph, [37.0, 96.0, 690.0, 18.0], N0-GaUZU0X, 5772839]
[paragraph, [37.0, 114.0, 690.0, 18.0], N0-GaUZU0X, 5772839]
[paragraph, [37.0, 132.0, 690.0, 18.0], N0-GaUZU0X, 5772839]
[paragraph, [37.0, 150.0, 690.0, 18.0], N0-GaUZU0X, 5772839]
[paragraph, [37.0, 168.0, 690.0, 18.0], N0-GaUZU0X, 5772839]
[paragraph, [119.0, 191.0, 554.0, 18.0], 8WirF_XWpc, 5772839]
[paragraph, [119.0, 209.0, 554.0, 18.0], 8WirF_XWpc, 5772839]
