[2200, 1700]
[paragraph, [252.0, 63.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 99.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 135.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 171.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 207.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 243.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 279.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 315.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 351.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 387.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 423.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 459.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 495.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 531.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 567.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 603.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 639.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 675.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 711.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 747.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 783.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 819.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 855.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 891.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 927.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 963.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 999.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 1035.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 1071.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 1107.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 1143.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 1179.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 1215.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 1251.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 1287.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 1323.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 1359.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 1395.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 1431.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 1467.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 1503.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 1539.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 1575.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 1611.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 1647.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[paragraph, [252.0, 1683.0, 1175.0, 36.0], shoonya_0sAXJNGKP20OME, 5731799]
[footnote, [318.0, 1758.0, 1105.0, 36.0], ueeTV0xnZe, 5731799]
[footnote, [318.0, 1794.0, 1105.0, 36.0], ueeTV0xnZe, 5731799]
[footnote, [318.0, 1830.0, 1105.0, 36.0], ueeTV0xnZe, 5731799]
[footnote, [318.0, 1866.0, 1105.0, 36.0], ueeTV0xnZe, 5731799]
[footnote, [318.0, 1902.0, 1105.0, 36.0], ueeTV0xnZe, 5731799]
[folio, [972.0, 2025.0, 358.0, 36.0], tope3Q00J6, 5731799]
