[1468, 909]
[folio, [344.0, 72.0, 179.0, 18.0], suLKobFi-8, 5770487]
[folio, [344.0, 90.0, 179.0, 18.0], suLKobFi-8, 5770487]
[folio, [344.0, 108.0, 179.0, 18.0], suLKobFi-8, 5770487]
[paragraph, [74.0, 144.0, 111.0, 18.0], Hqy9Sa96VP, 5770487]
[paragraph, [457.0, 148.0, 365.0, 18.0], rEgj2lcXGh, 5770487]
[paragraph, [457.0, 166.0, 365.0, 18.0], rEgj2lcXGh, 5770487]
[paragraph, [457.0, 184.0, 365.0, 18.0], rEgj2lcXGh, 5770487]
[ordered-list, [72.0, 176.0, 372.0, 18.0], 4KYv0m3Izm, 5770487]
[ordered-list, [72.0, 194.0, 372.0, 18.0], 4KYv0m3Izm, 5770487]
[ordered-list, [72.0, 212.0, 372.0, 18.0], 4KYv0m3Izm, 5770487]
[ordered-list, [72.0, 230.0, 372.0, 18.0], 4KYv0m3Izm, 5770487]
[ordered-list, [72.0, 248.0, 372.0, 18.0], 4KYv0m3Izm, 5770487]
[ordered-list, [72.0, 266.0, 372.0, 18.0], 4KYv0m3Izm, 5770487]
[ordered-list, [72.0, 284.0, 372.0, 18.0], 4KYv0m3Izm, 5770487]
[ordered-list, [72.0, 302.0, 372.0, 18.0], 4KYv0m3Izm, 5770487]
[ordered-list, [72.0, 320.0, 372.0, 18.0], 4KYv0m3Izm, 5770487]
[ordered-list, [72.0, 338.0, 372.0, 18.0], 4KYv0m3Izm, 5770487]
[ordered-list, [72.0, 356.0, 372.0, 18.0], 4KYv0m3Izm, 5770487]
[ordered-list, [72.0, 374.0, 372.0, 18.0], 4KYv0m3Izm, 5770487]
[ordered-list, [72.0, 392.0, 372.0, 18.0], 4KYv0m3Izm, 5770487]
[ordered-list, [72.0, 410.0, 372.0, 18.0], 4KYv0m3Izm, 5770487]
[ordered-list, [72.0, 428.0, 372.0, 18.0], 4KYv0m3Izm, 5770487]
[ordered-list, [72.0, 446.0, 372.0, 18.0], 4KYv0m3Izm, 5770487]
[ordered-list, [72.0, 464.0, 372.0, 18.0], 4KYv0m3Izm, 5770487]
[ordered-list, [72.0, 482.0, 372.0, 18.0], 4KYv0m3Izm, 5770487]
[ordered-list, [72.0, 500.0, 372.0, 18.0], 4KYv0m3Izm, 5770487]
[ordered-list, [72.0, 518.0, 372.0, 18.0], 4KYv0m3Izm, 5770487]
[ordered-list, [72.0, 536.0, 372.0, 18.0], 4KYv0m3Izm, 5770487]
[ordered-list, [72.0, 554.0, 372.0, 18.0], 4KYv0m3Izm, 5770487]
[ordered-list, [72.0, 572.0, 372.0, 18.0], 4KYv0m3Izm, 5770487]
[ordered-list, [72.0, 590.0, 372.0, 18.0], 4KYv0m3Izm, 5770487]
[ordered-list, [72.0, 608.0, 372.0, 18.0], 4KYv0m3Izm, 5770487]
[ordered-list, [72.0, 626.0, 372.0, 18.0], 4KYv0m3Izm, 5770487]
[ordered-list, [72.0, 644.0, 372.0, 18.0], 4KYv0m3Izm, 5770487]
[paragraph, [477.0, 204.0, 350.0, 18.0], 2NCQnBOB2N, 5770487]
[paragraph, [477.0, 222.0, 350.0, 18.0], 2NCQnBOB2N, 5770487]
[paragraph, [477.0, 240.0, 350.0, 18.0], 2NCQnBOB2N, 5770487]
[paragraph, [477.0, 258.0, 350.0, 18.0], 2NCQnBOB2N, 5770487]
[paragraph, [477.0, 276.0, 350.0, 18.0], 2NCQnBOB2N, 5770487]
[paragraph, [477.0, 294.0, 350.0, 18.0], 2NCQnBOB2N, 5770487]
[paragraph, [477.0, 312.0, 350.0, 18.0], 2NCQnBOB2N, 5770487]
[paragraph, [477.0, 330.0, 350.0, 18.0], 2NCQnBOB2N, 5770487]
[paragraph, [477.0, 348.0, 350.0, 18.0], 2NCQnBOB2N, 5770487]
[paragraph, [477.0, 366.0, 350.0, 18.0], 2NCQnBOB2N, 5770487]
[paragraph, [477.0, 384.0, 350.0, 18.0], 2NCQnBOB2N, 5770487]
[paragraph, [477.0, 402.0, 350.0, 18.0], 2NCQnBOB2N, 5770487]
[paragraph, [477.0, 420.0, 350.0, 18.0], 2NCQnBOB2N, 5770487]
[paragraph, [459.0, 437.0, 369.0, 18.0], qxXRx0THNu, 5770487]
[paragraph, [459.0, 455.0, 369.0, 18.0], qxXRx0THNu, 5770487]
[paragraph, [459.0, 473.0, 369.0, 18.0], qxXRx0THNu, 5770487]
[paragraph, [459.0, 491.0, 369.0, 18.0], qxXRx0THNu, 5770487]
[paragraph, [459.0, 509.0, 369.0, 18.0], qxXRx0THNu, 5770487]
[paragraph, [459.0, 527.0, 369.0, 18.0], qxXRx0THNu, 5770487]
[paragraph, [459.0, 545.0, 369.0, 18.0], qxXRx0THNu, 5770487]
[paragraph, [459.0, 563.0, 369.0, 18.0], qxXRx0THNu, 5770487]
[paragraph, [459.0, 581.0, 369.0, 18.0], qxXRx0THNu, 5770487]
[paragraph, [459.0, 599.0, 369.0, 18.0], qxXRx0THNu, 5770487]
[paragraph, [459.0, 617.0, 369.0, 18.0], qxXRx0THNu, 5770487]
[paragraph, [459.0, 635.0, 369.0, 18.0], qxXRx0THNu, 5770487]
[paragraph, [463.0, 667.0, 364.0, 18.0], a56bZ6mbai, 5770487]
[paragraph, [463.0, 685.0, 364.0, 18.0], a56bZ6mbai, 5770487]
[paragraph, [463.0, 703.0, 364.0, 18.0], a56bZ6mbai, 5770487]
[paragraph, [463.0, 721.0, 364.0, 18.0], a56bZ6mbai, 5770487]
[paragraph, [463.0, 739.0, 364.0, 18.0], a56bZ6mbai, 5770487]
[paragraph, [463.0, 757.0, 364.0, 18.0], a56bZ6mbai, 5770487]
[paragraph, [463.0, 775.0, 364.0, 18.0], a56bZ6mbai, 5770487]
[paragraph, [463.0, 793.0, 364.0, 18.0], a56bZ6mbai, 5770487]
[paragraph, [463.0, 811.0, 364.0, 18.0], a56bZ6mbai, 5770487]
[paragraph, [463.0, 829.0, 364.0, 18.0], a56bZ6mbai, 5770487]
[paragraph, [463.0, 847.0, 364.0, 18.0], a56bZ6mbai, 5770487]
[paragraph, [463.0, 865.0, 364.0, 18.0], a56bZ6mbai, 5770487]
[paragraph, [463.0, 883.0, 364.0, 18.0], a56bZ6mbai, 5770487]
[paragraph, [463.0, 901.0, 364.0, 18.0], a56bZ6mbai, 5770487]
[paragraph, [463.0, 919.0, 364.0, 18.0], a56bZ6mbai, 5770487]
[paragraph, [463.0, 937.0, 364.0, 18.0], a56bZ6mbai, 5770487]
[paragraph, [463.0, 955.0, 364.0, 18.0], a56bZ6mbai, 5770487]
[paragraph, [463.0, 973.0, 364.0, 18.0], a56bZ6mbai, 5770487]
[paragraph, [463.0, 991.0, 364.0, 18.0], a56bZ6mbai, 5770487]
[paragraph, [463.0, 1009.0, 364.0, 18.0], a56bZ6mbai, 5770487]
[paragraph, [463.0, 1027.0, 364.0, 18.0], a56bZ6mbai, 5770487]
[paragraph, [463.0, 1045.0, 364.0, 18.0], a56bZ6mbai, 5770487]
[paragraph, [463.0, 1063.0, 364.0, 18.0], a56bZ6mbai, 5770487]
[paragraph, [463.0, 1081.0, 364.0, 18.0], a56bZ6mbai, 5770487]
[paragraph, [463.0, 1099.0, 364.0, 18.0], a56bZ6mbai, 5770487]
[paragraph, [463.0, 1117.0, 364.0, 18.0], a56bZ6mbai, 5770487]
[paragraph, [463.0, 1135.0, 364.0, 18.0], a56bZ6mbai, 5770487]
[paragraph, [463.0, 1153.0, 364.0, 18.0], a56bZ6mbai, 5770487]
[paragraph, [463.0, 1171.0, 364.0, 18.0], a56bZ6mbai, 5770487]
[paragraph, [463.0, 1189.0, 364.0, 18.0], a56bZ6mbai, 5770487]
[paragraph, [463.0, 1207.0, 364.0, 18.0], a56bZ6mbai, 5770487]
[paragraph, [463.0, 1225.0, 364.0, 18.0], a56bZ6mbai, 5770487]
[paragraph, [463.0, 1243.0, 364.0, 18.0], a56bZ6mbai, 5770487]
[paragraph, [463.0, 1261.0, 364.0, 18.0], a56bZ6mbai, 5770487]
[paragraph, [463.0, 1279.0, 364.0, 18.0], a56bZ6mbai, 5770487]
[paragraph, [463.0, 1297.0, 364.0, 18.0], a56bZ6mbai, 5770487]
[paragraph, [463.0, 1315.0, 364.0, 18.0], a56bZ6mbai, 5770487]
[paragraph, [463.0, 1333.0, 364.0, 18.0], a56bZ6mbai, 5770487]
[paragraph, [463.0, 1351.0, 364.0, 18.0], a56bZ6mbai, 5770487]
[paragraph, [463.0, 1369.0, 364.0, 18.0], a56bZ6mbai, 5770487]
[reference, [324.0, 674.0, 119.0, 18.0], HFRUYdzpWl, 5770487]
[paragraph, [80.0, 699.0, 365.0, 18.0], hDqBcFzp5o, 5770487]
[paragraph, [80.0, 717.0, 365.0, 18.0], hDqBcFzp5o, 5770487]
[paragraph, [80.0, 735.0, 365.0, 18.0], hDqBcFzp5o, 5770487]
[paragraph, [80.0, 753.0, 365.0, 18.0], hDqBcFzp5o, 5770487]
[paragraph, [80.0, 771.0, 365.0, 18.0], hDqBcFzp5o, 5770487]
[paragraph, [80.0, 789.0, 365.0, 18.0], hDqBcFzp5o, 5770487]
[paragraph, [75.0, 815.0, 374.0, 18.0], xt8CUoMMAQ, 5770487]
[paragraph, [75.0, 833.0, 374.0, 18.0], xt8CUoMMAQ, 5770487]
[paragraph, [75.0, 851.0, 374.0, 18.0], xt8CUoMMAQ, 5770487]
[paragraph, [75.0, 869.0, 374.0, 18.0], xt8CUoMMAQ, 5770487]
[paragraph, [75.0, 887.0, 374.0, 18.0], xt8CUoMMAQ, 5770487]
[paragraph, [75.0, 905.0, 374.0, 18.0], xt8CUoMMAQ, 5770487]
[paragraph, [85.0, 929.0, 370.0, 18.0], ktEriMEI3u, 5770487]
[paragraph, [85.0, 947.0, 370.0, 18.0], ktEriMEI3u, 5770487]
[paragraph, [85.0, 965.0, 370.0, 18.0], ktEriMEI3u, 5770487]
[paragraph, [85.0, 983.0, 370.0, 18.0], ktEriMEI3u, 5770487]
[paragraph, [85.0, 1001.0, 370.0, 18.0], ktEriMEI3u, 5770487]
[paragraph, [85.0, 1019.0, 370.0, 18.0], ktEriMEI3u, 5770487]
[paragraph, [85.0, 1037.0, 370.0, 18.0], ktEriMEI3u, 5770487]
[paragraph, [85.0, 1055.0, 370.0, 18.0], ktEriMEI3u, 5770487]
[paragraph, [85.0, 1073.0, 370.0, 18.0], ktEriMEI3u, 5770487]
[paragraph, [85.0, 1091.0, 370.0, 18.0], ktEriMEI3u, 5770487]
[paragraph, [85.0, 1109.0, 370.0, 18.0], ktEriMEI3u, 5770487]
[paragraph, [85.0, 1127.0, 370.0, 18.0], ktEriMEI3u, 5770487]
[paragraph, [85.0, 1145.0, 370.0, 18.0], ktEriMEI3u, 5770487]
[paragraph, [85.0, 1163.0, 370.0, 18.0], ktEriMEI3u, 5770487]
[paragraph, [85.0, 1181.0, 370.0, 18.0], ktEriMEI3u, 5770487]
[paragraph, [85.0, 1199.0, 370.0, 18.0], ktEriMEI3u, 5770487]
[paragraph, [85.0, 1217.0, 370.0, 18.0], ktEriMEI3u, 5770487]
[paragraph, [85.0, 1235.0, 370.0, 18.0], ktEriMEI3u, 5770487]
[paragraph, [85.0, 1253.0, 370.0, 18.0], ktEriMEI3u, 5770487]
[paragraph, [85.0, 1271.0, 370.0, 18.0], ktEriMEI3u, 5770487]
[paragraph, [85.0, 1289.0, 370.0, 18.0], ktEriMEI3u, 5770487]
[paragraph, [85.0, 1307.0, 370.0, 18.0], ktEriMEI3u, 5770487]
[paragraph, [85.0, 1325.0, 370.0, 18.0], ktEriMEI3u, 5770487]
[paragraph, [85.0, 1343.0, 370.0, 18.0], ktEriMEI3u, 5770487]
[paragraph, [85.0, 1361.0, 370.0, 18.0], ktEriMEI3u, 5770487]
