[1320, 1176]
[folio, [920.0, 65.0, 174.0, 18.0], shoonya_10sCUWO0GMDAV9, 5694275]
[folio, [920.0, 83.0, 174.0, 18.0], shoonya_10sCUWO0GMDAV9, 5694275]
[folio, [920.0, 101.0, 174.0, 18.0], shoonya_10sCUWO0GMDAV9, 5694275]
[folio, [920.0, 119.0, 174.0, 18.0], shoonya_10sCUWO0GMDAV9, 5694275]
[folio, [920.0, 137.0, 174.0, 18.0], shoonya_10sCUWO0GMDAV9, 5694275]
[folio, [920.0, 155.0, 174.0, 18.0], shoonya_10sCUWO0GMDAV9, 5694275]
[paragraph, [51.0, 183.0, 358.0, 18.0], shoonya_6s1UJGKPGTO4OB, 5694275]
[paragraph, [51.0, 201.0, 358.0, 18.0], shoonya_6s1UJGKPGTO4OB, 5694275]
[paragraph, [51.0, 219.0, 358.0, 18.0], shoonya_6s1UJGKPGTO4OB, 5694275]
[paragraph, [51.0, 237.0, 358.0, 18.0], shoonya_6s1UJGKPGTO4OB, 5694275]
[paragraph, [51.0, 255.0, 358.0, 18.0], shoonya_6s1UJGKPGTO4OB, 5694275]
[paragraph, [51.0, 273.0, 358.0, 18.0], shoonya_6s1UJGKPGTO4OB, 5694275]
[paragraph, [51.0, 291.0, 358.0, 18.0], shoonya_6s1UJGKPGTO4OB, 5694275]
[paragraph, [51.0, 309.0, 358.0, 18.0], shoonya_6s1UJGKPGTO4OB, 5694275]
[paragraph, [51.0, 327.0, 358.0, 18.0], shoonya_6s1UJGKPGTO4OB, 5694275]
[paragraph, [51.0, 345.0, 358.0, 18.0], shoonya_6s1UJGKPGTO4OB, 5694275]
[paragraph, [51.0, 363.0, 358.0, 18.0], shoonya_6s1UJGKPGTO4OB, 5694275]
[paragraph, [51.0, 381.0, 358.0, 18.0], shoonya_6s1UJGKPGTO4OB, 5694275]
[paragraph, [51.0, 399.0, 358.0, 18.0], shoonya_6s1UJGKPGTO4OB, 5694275]
[paragraph, [51.0, 417.0, 358.0, 18.0], shoonya_6s1UJGKPGTO4OB, 5694275]
[paragraph, [51.0, 435.0, 358.0, 18.0], shoonya_6s1UJGKPGTO4OB, 5694275]
[paragraph, [51.0, 453.0, 358.0, 18.0], shoonya_6s1UJGKPGTO4OB, 5694275]
[paragraph, [51.0, 471.0, 358.0, 18.0], shoonya_6s1UJGKPGTO4OB, 5694275]
[paragraph, [51.0, 489.0, 358.0, 18.0], shoonya_6s1UJGKPGTO4OB, 5694275]
[paragraph, [51.0, 507.0, 358.0, 18.0], shoonya_6s1UJGKPGTO4OB, 5694275]
[paragraph, [51.0, 525.0, 358.0, 18.0], shoonya_6s1UJGKPGTO4OB, 5694275]
[paragraph, [51.0, 543.0, 358.0, 18.0], shoonya_6s1UJGKPGTO4OB, 5694275]
[paragraph, [51.0, 561.0, 358.0, 18.0], shoonya_6s1UJGKPGTO4OB, 5694275]
[paragraph, [51.0, 579.0, 358.0, 18.0], shoonya_6s1UJGKPGTO4OB, 5694275]
[paragraph, [51.0, 597.0, 358.0, 18.0], shoonya_6s1UJGKPGTO4OB, 5694275]
[paragraph, [51.0, 615.0, 358.0, 18.0], shoonya_6s1UJGKPGTO4OB, 5694275]
[paragraph, [51.0, 633.0, 358.0, 18.0], shoonya_6s1UJGKPGTO4OB, 5694275]
[paragraph, [51.0, 651.0, 358.0, 18.0], shoonya_6s1UJGKPGTO4OB, 5694275]
[paragraph, [51.0, 669.0, 358.0, 18.0], shoonya_6s1UJGKPGTO4OB, 5694275]
[paragraph, [51.0, 687.0, 358.0, 18.0], shoonya_6s1UJGKPGTO4OB, 5694275]
[paragraph, [51.0, 705.0, 358.0, 18.0], shoonya_6s1UJGKPGTO4OB, 5694275]
[paragraph, [51.0, 723.0, 358.0, 18.0], shoonya_6s1UJGKPGTO4OB, 5694275]
[paragraph, [51.0, 741.0, 358.0, 18.0], shoonya_6s1UJGKPGTO4OB, 5694275]
[paragraph, [51.0, 759.0, 358.0, 18.0], shoonya_6s1UJGKPGTO4OB, 5694275]
[section-title, [600.0, 190.0, 271.0, 30.0], shoonya_12sEFJ301KX3WH, 5694275]
[section-title, [600.0, 220.0, 271.0, 30.0], shoonya_12sEFJ301KX3WH, 5694275]
[section-title, [600.0, 250.0, 271.0, 30.0], shoonya_12sEFJ301KX3WH, 5694275]
[paragraph, [765.0, 323.0, 320.0, 18.0], shoonya_9s31LQBK4Y979I, 5694275]
[paragraph, [765.0, 341.0, 320.0, 18.0], shoonya_9s31LQBK4Y979I, 5694275]
[paragraph, [762.0, 379.0, 321.0, 18.0], shoonya_5s3C3TJ56AD0NM, 5694275]
[paragraph, [762.0, 397.0, 321.0, 18.0], shoonya_5s3C3TJ56AD0NM, 5694275]
[paragraph, [762.0, 415.0, 321.0, 18.0], shoonya_5s3C3TJ56AD0NM, 5694275]
[paragraph, [762.0, 433.0, 321.0, 18.0], shoonya_5s3C3TJ56AD0NM, 5694275]
[paragraph, [762.0, 451.0, 321.0, 18.0], shoonya_5s3C3TJ56AD0NM, 5694275]
[paragraph, [762.0, 469.0, 321.0, 18.0], shoonya_5s3C3TJ56AD0NM, 5694275]
[paragraph, [762.0, 487.0, 321.0, 18.0], shoonya_5s3C3TJ56AD0NM, 5694275]
[paragraph, [762.0, 505.0, 321.0, 18.0], shoonya_5s3C3TJ56AD0NM, 5694275]
[paragraph, [762.0, 523.0, 321.0, 18.0], shoonya_5s3C3TJ56AD0NM, 5694275]
[paragraph, [760.0, 548.0, 321.0, 18.0], shoonya_4sGTP0MSEOTZXM, 5694275]
[paragraph, [760.0, 566.0, 321.0, 18.0], shoonya_4sGTP0MSEOTZXM, 5694275]
[paragraph, [760.0, 584.0, 321.0, 18.0], shoonya_4sGTP0MSEOTZXM, 5694275]
[paragraph, [760.0, 602.0, 321.0, 18.0], shoonya_4sGTP0MSEOTZXM, 5694275]
[paragraph, [760.0, 634.0, 320.0, 18.0], shoonya_2sWD9XADJDIU0S, 5694275]
[paragraph, [760.0, 652.0, 320.0, 18.0], shoonya_2sWD9XADJDIU0S, 5694275]
[paragraph, [760.0, 670.0, 320.0, 18.0], shoonya_2sWD9XADJDIU0S, 5694275]
[paragraph, [760.0, 688.0, 320.0, 18.0], shoonya_2sWD9XADJDIU0S, 5694275]
[paragraph, [420.0, 691.0, 319.0, 18.0], shoonya_1sA9J8H5CCOE08, 5694275]
[paragraph, [420.0, 709.0, 319.0, 18.0], shoonya_1sA9J8H5CCOE08, 5694275]
[paragraph, [420.0, 727.0, 319.0, 18.0], shoonya_1sA9J8H5CCOE08, 5694275]
[paragraph, [420.0, 745.0, 319.0, 18.0], shoonya_1sA9J8H5CCOE08, 5694275]
[paragraph, [420.0, 763.0, 319.0, 18.0], shoonya_1sA9J8H5CCOE08, 5694275]
[paragraph, [420.0, 781.0, 319.0, 18.0], shoonya_1sA9J8H5CCOE08, 5694275]
[paragraph, [420.0, 799.0, 319.0, 18.0], shoonya_1sA9J8H5CCOE08, 5694275]
[paragraph, [420.0, 817.0, 319.0, 18.0], shoonya_1sA9J8H5CCOE08, 5694275]
[paragraph, [420.0, 835.0, 319.0, 18.0], shoonya_1sA9J8H5CCOE08, 5694275]
[paragraph, [420.0, 853.0, 319.0, 18.0], shoonya_1sA9J8H5CCOE08, 5694275]
[paragraph, [420.0, 871.0, 319.0, 18.0], shoonya_1sA9J8H5CCOE08, 5694275]
[paragraph, [420.0, 889.0, 319.0, 18.0], shoonya_1sA9J8H5CCOE08, 5694275]
[paragraph, [420.0, 907.0, 319.0, 18.0], shoonya_1sA9J8H5CCOE08, 5694275]
[paragraph, [420.0, 925.0, 319.0, 18.0], shoonya_1sA9J8H5CCOE08, 5694275]
[paragraph, [420.0, 943.0, 319.0, 18.0], shoonya_1sA9J8H5CCOE08, 5694275]
[paragraph, [420.0, 961.0, 319.0, 18.0], shoonya_1sA9J8H5CCOE08, 5694275]
[paragraph, [420.0, 979.0, 319.0, 18.0], shoonya_1sA9J8H5CCOE08, 5694275]
[paragraph, [420.0, 997.0, 319.0, 18.0], shoonya_1sA9J8H5CCOE08, 5694275]
[paragraph, [420.0, 1015.0, 319.0, 18.0], shoonya_1sA9J8H5CCOE08, 5694275]
[paragraph, [420.0, 1033.0, 319.0, 18.0], shoonya_1sA9J8H5CCOE08, 5694275]
[paragraph, [420.0, 1051.0, 319.0, 18.0], shoonya_1sA9J8H5CCOE08, 5694275]
[paragraph, [420.0, 1069.0, 319.0, 18.0], shoonya_1sA9J8H5CCOE08, 5694275]
[paragraph, [756.0, 715.0, 323.0, 18.0], shoonya_13sUUQOV08OL1J, 5694275]
[paragraph, [756.0, 733.0, 323.0, 18.0], shoonya_13sUUQOV08OL1J, 5694275]
[paragraph, [756.0, 751.0, 323.0, 18.0], shoonya_13sUUQOV08OL1J, 5694275]
[paragraph, [756.0, 769.0, 323.0, 18.0], shoonya_13sUUQOV08OL1J, 5694275]
[paragraph, [756.0, 787.0, 323.0, 18.0], shoonya_13sUUQOV08OL1J, 5694275]
[paragraph, [756.0, 805.0, 323.0, 18.0], shoonya_13sUUQOV08OL1J, 5694275]
[paragraph, [756.0, 823.0, 323.0, 18.0], shoonya_13sUUQOV08OL1J, 5694275]
[paragraph, [756.0, 841.0, 323.0, 18.0], shoonya_13sUUQOV08OL1J, 5694275]
[paragraph, [756.0, 859.0, 323.0, 18.0], shoonya_13sUUQOV08OL1J, 5694275]
[paragraph, [756.0, 877.0, 323.0, 18.0], shoonya_13sUUQOV08OL1J, 5694275]
[paragraph, [756.0, 895.0, 323.0, 18.0], shoonya_13sUUQOV08OL1J, 5694275]
[paragraph, [756.0, 913.0, 323.0, 18.0], shoonya_13sUUQOV08OL1J, 5694275]
[paragraph, [756.0, 931.0, 323.0, 18.0], shoonya_13sUUQOV08OL1J, 5694275]
[paragraph, [756.0, 949.0, 323.0, 18.0], shoonya_13sUUQOV08OL1J, 5694275]
[paragraph, [756.0, 967.0, 323.0, 18.0], shoonya_13sUUQOV08OL1J, 5694275]
[paragraph, [756.0, 985.0, 323.0, 18.0], shoonya_13sUUQOV08OL1J, 5694275]
[paragraph, [756.0, 1003.0, 323.0, 18.0], shoonya_13sUUQOV08OL1J, 5694275]
[paragraph, [756.0, 1022.0, 324.0, 18.0], shoonya_3sH07OO7BFULDC, 5694275]
[paragraph, [756.0, 1040.0, 324.0, 18.0], shoonya_3sH07OO7BFULDC, 5694275]
[paragraph, [756.0, 1058.0, 324.0, 18.0], shoonya_3sH07OO7BFULDC, 5694275]
[paragraph, [756.0, 1076.0, 324.0, 18.0], shoonya_3sH07OO7BFULDC, 5694275]
[paragraph, [756.0, 1094.0, 324.0, 18.0], shoonya_3sH07OO7BFULDC, 5694275]
