[792, 612]
[section-title, [241.0, 104.0, 123.0, 30.0], gLRI0BBZs9, 6491492]
[paragraph, [80.0, 160.0, 422.0, 18.0], K0cW51kRy_, 6491492]
[paragraph, [80.0, 178.0, 422.0, 18.0], K0cW51kRy_, 6491492]
[paragraph, [80.0, 196.0, 422.0, 18.0], K0cW51kRy_, 6491492]
[paragraph, [80.0, 214.0, 422.0, 18.0], K0cW51kRy_, 6491492]
[paragraph, [80.0, 232.0, 422.0, 18.0], K0cW51kRy_, 6491492]
[paragraph, [80.0, 250.0, 422.0, 18.0], K0cW51kRy_, 6491492]
[paragraph, [80.0, 268.0, 422.0, 18.0], K0cW51kRy_, 6491492]
[paragraph, [80.0, 286.0, 422.0, 18.0], K0cW51kRy_, 6491492]
[paragraph, [80.0, 304.0, 422.0, 18.0], K0cW51kRy_, 6491492]
[paragraph, [80.0, 322.0, 422.0, 18.0], K0cW51kRy_, 6491492]
[paragraph, [80.0, 340.0, 422.0, 18.0], K0cW51kRy_, 6491492]
[paragraph, [80.0, 358.0, 422.0, 18.0], K0cW51kRy_, 6491492]
[paragraph, [80.0, 376.0, 422.0, 18.0], K0cW51kRy_, 6491492]
[paragraph, [80.0, 394.0, 422.0, 18.0], K0cW51kRy_, 6491492]
[paragraph, [96.0, 420.0, 419.0, 18.0], QNWnsY6kKt, 6491492]
[paragraph, [96.0, 438.0, 419.0, 18.0], QNWnsY6kKt, 6491492]
[paragraph, [96.0, 456.0, 419.0, 18.0], QNWnsY6kKt, 6491492]
[paragraph, [96.0, 474.0, 419.0, 18.0], QNWnsY6kKt, 6491492]
[paragraph, [96.0, 492.0, 419.0, 18.0], QNWnsY6kKt, 6491492]
[paragraph, [96.0, 510.0, 419.0, 18.0], QNWnsY6kKt, 6491492]
[paragraph, [96.0, 528.0, 419.0, 18.0], QNWnsY6kKt, 6491492]
[paragraph, [96.0, 546.0, 419.0, 18.0], QNWnsY6kKt, 6491492]
[paragraph, [96.0, 564.0, 419.0, 18.0], QNWnsY6kKt, 6491492]
[paragraph, [96.0, 582.0, 419.0, 18.0], QNWnsY6kKt, 6491492]
[paragraph, [96.0, 600.0, 419.0, 18.0], QNWnsY6kKt, 6491492]
[paragraph, [96.0, 618.0, 419.0, 18.0], QNWnsY6kKt, 6491492]
[paragraph, [96.0, 636.0, 419.0, 18.0], QNWnsY6kKt, 6491492]
[paragraph, [96.0, 654.0, 419.0, 18.0], QNWnsY6kKt, 6491492]
[paragraph, [96.0, 672.0, 419.0, 18.0], QNWnsY6kKt, 6491492]
[paragraph, [96.0, 690.0, 419.0, 18.0], QNWnsY6kKt, 6491492]
[paragraph, [96.0, 708.0, 419.0, 18.0], QNWnsY6kKt, 6491492]
