[1646, 1092]
[chapter-title, [329.0, 328.0, 425.0, 58.5], KRDZv6hXhY, 6469407]
[paragraph, [298.0, 459.0, 423.0, 36.0], shoonya_0sBSR0T08T01LG, 6469407]
[paragraph, [298.0, 495.0, 423.0, 36.0], shoonya_0sBSR0T08T01LG, 6469407]
[paragraph, [298.0, 531.0, 423.0, 36.0], shoonya_0sBSR0T08T01LG, 6469407]
[paragraph, [298.0, 567.0, 423.0, 36.0], shoonya_0sBSR0T08T01LG, 6469407]
[paragraph, [298.0, 603.0, 423.0, 36.0], shoonya_0sBSR0T08T01LG, 6469407]
[paragraph, [298.0, 703.0, 419.0, 36.0], 31Y_hHofPr, 6469407]
[paragraph, [298.0, 739.0, 419.0, 36.0], 31Y_hHofPr, 6469407]
[paragraph, [298.0, 775.0, 419.0, 36.0], 31Y_hHofPr, 6469407]
[paragraph, [298.0, 811.0, 419.0, 36.0], 31Y_hHofPr, 6469407]
[paragraph, [298.0, 847.0, 419.0, 36.0], 31Y_hHofPr, 6469407]
[paragraph, [295.0, 942.0, 426.0, 36.0], C8Rb36mUdy, 6469407]
[paragraph, [295.0, 978.0, 426.0, 36.0], C8Rb36mUdy, 6469407]
[paragraph, [295.0, 1014.0, 426.0, 36.0], C8Rb36mUdy, 6469407]
[paragraph, [295.0, 1050.0, 426.0, 36.0], C8Rb36mUdy, 6469407]
[paragraph, [295.0, 1086.0, 426.0, 36.0], C8Rb36mUdy, 6469407]
[paragraph, [299.0, 1183.0, 422.0, 36.0], a_V6ahLvVM, 6469407]
[paragraph, [299.0, 1219.0, 422.0, 36.0], a_V6ahLvVM, 6469407]
[paragraph, [299.0, 1255.0, 422.0, 36.0], a_V6ahLvVM, 6469407]
[paragraph, [299.0, 1291.0, 422.0, 36.0], a_V6ahLvVM, 6469407]
[paragraph, [299.0, 1327.0, 422.0, 36.0], a_V6ahLvVM, 6469407]
[folio, [155.0, 1482.0, 283.0, 36.0], wenR3Kf40t, 6469407]
