[1275, 1650]
[contact-info, [343.0, 167.0, 971.0, 18.0], bGF3PAmWzM, 5772649]
[contact-info, [343.0, 185.0, 971.0, 18.0], bGF3PAmWzM, 5772649]
[contact-info, [343.0, 203.0, 971.0, 18.0], bGF3PAmWzM, 5772649]
[contact-info, [343.0, 221.0, 971.0, 18.0], bGF3PAmWzM, 5772649]
[contact-info, [343.0, 239.0, 971.0, 18.0], bGF3PAmWzM, 5772649]
[contact-info, [343.0, 257.0, 971.0, 18.0], bGF3PAmWzM, 5772649]
[contact-info, [343.0, 275.0, 971.0, 18.0], bGF3PAmWzM, 5772649]
[contact-info, [343.0, 293.0, 971.0, 18.0], bGF3PAmWzM, 5772649]
[contact-info, [343.0, 311.0, 971.0, 18.0], bGF3PAmWzM, 5772649]
[contact-info, [343.0, 329.0, 971.0, 18.0], bGF3PAmWzM, 5772649]
[website-link, [705.0, 305.0, 258.0, 18.0], 5tIQgAPgV_, 5772649]
[contact-info, [564.0, 367.0, 564.0, 18.0], V4UvkI3BOh, 5772649]
[contact-info, [564.0, 385.0, 564.0, 18.0], V4UvkI3BOh, 5772649]
[contact-info, [564.0, 403.0, 564.0, 18.0], V4UvkI3BOh, 5772649]
[contact-info, [564.0, 421.0, 564.0, 18.0], V4UvkI3BOh, 5772649]
[contact-info, [564.0, 439.0, 564.0, 18.0], V4UvkI3BOh, 5772649]
[contact-info, [564.0, 457.0, 564.0, 18.0], V4UvkI3BOh, 5772649]
[contact-info, [564.0, 475.0, 564.0, 18.0], V4UvkI3BOh, 5772649]
[contact-info, [564.0, 493.0, 564.0, 18.0], V4UvkI3BOh, 5772649]
[headline, [376.0, 535.0, 932.0, 25.5], shoonya_0sX2UWE9FAODVD, 5772649]
[headline, [376.0, 560.5, 932.0, 25.5], shoonya_0sX2UWE9FAODVD, 5772649]
[headline, [376.0, 586.0, 932.0, 25.5], shoonya_0sX2UWE9FAODVD, 5772649]
[sub-headline, [554.0, 630.0, 612.0, 25.5], 4YipZHDQ-M, 5772649]
[sub-headline, [554.0, 655.5, 612.0, 25.5], 4YipZHDQ-M, 5772649]
[sub-headline, [554.0, 681.0, 612.0, 25.5], 4YipZHDQ-M, 5772649]
[paragraph, [562.0, 750.0, 597.0, 18.0], bfCJWlXJXJ, 5772649]
[paragraph, [562.0, 768.0, 597.0, 18.0], bfCJWlXJXJ, 5772649]
[paragraph, [562.0, 786.0, 597.0, 18.0], bfCJWlXJXJ, 5772649]
[paragraph, [562.0, 804.0, 597.0, 18.0], bfCJWlXJXJ, 5772649]
[paragraph, [562.0, 822.0, 597.0, 18.0], bfCJWlXJXJ, 5772649]
[paragraph, [562.0, 840.0, 597.0, 18.0], bfCJWlXJXJ, 5772649]
[contact-info, [531.0, 888.0, 626.0, 18.0], 7MTMEN-wQ8, 5772649]
[contact-info, [531.0, 906.0, 626.0, 18.0], 7MTMEN-wQ8, 5772649]
[contact-info, [531.0, 924.0, 626.0, 18.0], 7MTMEN-wQ8, 5772649]
[contact-info, [531.0, 942.0, 626.0, 18.0], 7MTMEN-wQ8, 5772649]
[contact-info, [531.0, 960.0, 626.0, 18.0], 7MTMEN-wQ8, 5772649]
