[2200, 1700]
[paragraph, [308.0, 61.0, 1105.0, 36.0], shoonya_0sS8VOEQ153SO6, 5731640]
[paragraph, [308.0, 97.0, 1105.0, 36.0], shoonya_0sS8VOEQ153SO6, 5731640]
[paragraph, [308.0, 133.0, 1105.0, 36.0], shoonya_0sS8VOEQ153SO6, 5731640]
[paragraph, [308.0, 169.0, 1105.0, 36.0], shoonya_0sS8VOEQ153SO6, 5731640]
[paragraph, [308.0, 205.0, 1105.0, 36.0], shoonya_0sS8VOEQ153SO6, 5731640]
[paragraph, [308.0, 241.0, 1105.0, 36.0], shoonya_0sS8VOEQ153SO6, 5731640]
[paragraph, [308.0, 277.0, 1105.0, 36.0], shoonya_0sS8VOEQ153SO6, 5731640]
[paragraph, [308.0, 313.0, 1105.0, 36.0], shoonya_0sS8VOEQ153SO6, 5731640]
[paragraph, [308.0, 349.0, 1105.0, 36.0], shoonya_0sS8VOEQ153SO6, 5731640]
[paragraph, [308.0, 385.0, 1105.0, 36.0], shoonya_0sS8VOEQ153SO6, 5731640]
[paragraph, [308.0, 421.0, 1105.0, 36.0], shoonya_0sS8VOEQ153SO6, 5731640]
[paragraph, [308.0, 457.0, 1105.0, 36.0], shoonya_0sS8VOEQ153SO6, 5731640]
[paragraph, [308.0, 493.0, 1105.0, 36.0], shoonya_0sS8VOEQ153SO6, 5731640]
[paragraph, [308.0, 529.0, 1105.0, 36.0], shoonya_0sS8VOEQ153SO6, 5731640]
[paragraph, [308.0, 565.0, 1105.0, 36.0], shoonya_0sS8VOEQ153SO6, 5731640]
[paragraph, [308.0, 601.0, 1105.0, 36.0], shoonya_0sS8VOEQ153SO6, 5731640]
[paragraph, [308.0, 637.0, 1105.0, 36.0], shoonya_0sS8VOEQ153SO6, 5731640]
[paragraph, [308.0, 673.0, 1105.0, 36.0], shoonya_0sS8VOEQ153SO6, 5731640]
[ordered-list, [304.0, 722.0, 1116.0, 36.0], shoonya_2s84NZ2F2M27PF, 5731640]
[ordered-list, [304.0, 758.0, 1116.0, 36.0], shoonya_2s84NZ2F2M27PF, 5731640]
[ordered-list, [304.0, 794.0, 1116.0, 36.0], shoonya_2s84NZ2F2M27PF, 5731640]
[ordered-list, [304.0, 830.0, 1116.0, 36.0], shoonya_2s84NZ2F2M27PF, 5731640]
[ordered-list, [304.0, 866.0, 1116.0, 36.0], shoonya_2s84NZ2F2M27PF, 5731640]
[ordered-list, [304.0, 902.0, 1116.0, 36.0], shoonya_2s84NZ2F2M27PF, 5731640]
[ordered-list, [304.0, 938.0, 1116.0, 36.0], shoonya_2s84NZ2F2M27PF, 5731640]
[ordered-list, [304.0, 974.0, 1116.0, 36.0], shoonya_2s84NZ2F2M27PF, 5731640]
[ordered-list, [304.0, 1010.0, 1116.0, 36.0], shoonya_2s84NZ2F2M27PF, 5731640]
[ordered-list, [304.0, 1046.0, 1116.0, 36.0], shoonya_2s84NZ2F2M27PF, 5731640]
[ordered-list, [304.0, 1082.0, 1116.0, 36.0], shoonya_2s84NZ2F2M27PF, 5731640]
[ordered-list, [304.0, 1118.0, 1116.0, 36.0], shoonya_2s84NZ2F2M27PF, 5731640]
[ordered-list, [304.0, 1154.0, 1116.0, 36.0], shoonya_2s84NZ2F2M27PF, 5731640]
[ordered-list, [304.0, 1190.0, 1116.0, 36.0], shoonya_2s84NZ2F2M27PF, 5731640]
[ordered-list, [304.0, 1226.0, 1116.0, 36.0], shoonya_2s84NZ2F2M27PF, 5731640]
[ordered-list, [304.0, 1262.0, 1116.0, 36.0], shoonya_2s84NZ2F2M27PF, 5731640]
[ordered-list, [304.0, 1298.0, 1116.0, 36.0], shoonya_2s84NZ2F2M27PF, 5731640]
[ordered-list, [304.0, 1334.0, 1116.0, 36.0], shoonya_2s84NZ2F2M27PF, 5731640]
[ordered-list, [304.0, 1370.0, 1116.0, 36.0], shoonya_2s84NZ2F2M27PF, 5731640]
[ordered-list, [304.0, 1406.0, 1116.0, 36.0], shoonya_2s84NZ2F2M27PF, 5731640]
[ordered-list, [304.0, 1442.0, 1116.0, 36.0], shoonya_2s84NZ2F2M27PF, 5731640]
[ordered-list, [304.0, 1478.0, 1116.0, 36.0], shoonya_2s84NZ2F2M27PF, 5731640]
[ordered-list, [304.0, 1514.0, 1116.0, 36.0], shoonya_2s84NZ2F2M27PF, 5731640]
[ordered-list, [304.0, 1550.0, 1116.0, 36.0], shoonya_2s84NZ2F2M27PF, 5731640]
[ordered-list, [304.0, 1586.0, 1116.0, 36.0], shoonya_2s84NZ2F2M27PF, 5731640]
[ordered-list, [304.0, 1622.0, 1116.0, 36.0], shoonya_2s84NZ2F2M27PF, 5731640]
[ordered-list, [304.0, 1658.0, 1116.0, 36.0], shoonya_2s84NZ2F2M27PF, 5731640]
[ordered-list, [304.0, 1694.0, 1116.0, 36.0], shoonya_2s84NZ2F2M27PF, 5731640]
[ordered-list, [304.0, 1730.0, 1116.0, 36.0], shoonya_2s84NZ2F2M27PF, 5731640]
[ordered-list, [304.0, 1766.0, 1116.0, 36.0], shoonya_2s84NZ2F2M27PF, 5731640]
[ordered-list, [304.0, 1802.0, 1116.0, 36.0], shoonya_2s84NZ2F2M27PF, 5731640]
[ordered-list, [304.0, 1838.0, 1116.0, 36.0], shoonya_2s84NZ2F2M27PF, 5731640]
[ordered-list, [304.0, 1874.0, 1116.0, 36.0], shoonya_2s84NZ2F2M27PF, 5731640]
[folio, [968.0, 2012.0, 363.0, 36.0], shoonya_1sW0Q2BLSXYIY9, 5731640]
