[1275, 884]
[chapter-title, [369.0, 49.0, 247.0, 30.0], shoonya_8s3C84OMV9VWEP, 5776551]
[paragraph, [178.0, 87.0, 629.0, 18.0], shoonya_3sHP6HKCGVQ9OA, 5776551]
[paragraph, [178.0, 105.0, 629.0, 18.0], shoonya_3sHP6HKCGVQ9OA, 5776551]
[paragraph, [178.0, 123.0, 629.0, 18.0], shoonya_3sHP6HKCGVQ9OA, 5776551]
[paragraph, [178.0, 141.0, 629.0, 18.0], shoonya_3sHP6HKCGVQ9OA, 5776551]
[paragraph, [178.0, 159.0, 629.0, 18.0], shoonya_3sHP6HKCGVQ9OA, 5776551]
[paragraph, [179.0, 188.0, 630.0, 18.0], shoonya_5s72ZSL178DNPF, 5776551]
[paragraph, [179.0, 206.0, 630.0, 18.0], shoonya_5s72ZSL178DNPF, 5776551]
[paragraph, [179.0, 224.0, 630.0, 18.0], shoonya_5s72ZSL178DNPF, 5776551]
[paragraph, [179.0, 242.0, 630.0, 18.0], shoonya_5s72ZSL178DNPF, 5776551]
[paragraph, [179.0, 260.0, 630.0, 18.0], shoonya_5s72ZSL178DNPF, 5776551]
[paragraph, [179.0, 278.0, 630.0, 18.0], shoonya_5s72ZSL178DNPF, 5776551]
[paragraph, [179.0, 296.0, 630.0, 18.0], shoonya_5s72ZSL178DNPF, 5776551]
[paragraph, [180.0, 316.0, 629.0, 18.0], shoonya_4sU3CXSXTUV2SG, 5776551]
[paragraph, [180.0, 334.0, 629.0, 18.0], shoonya_4sU3CXSXTUV2SG, 5776551]
[paragraph, [180.0, 352.0, 629.0, 18.0], shoonya_4sU3CXSXTUV2SG, 5776551]
[paragraph, [180.0, 370.0, 629.0, 18.0], shoonya_4sU3CXSXTUV2SG, 5776551]
[paragraph, [180.0, 388.0, 629.0, 18.0], shoonya_4sU3CXSXTUV2SG, 5776551]
[paragraph, [180.0, 406.0, 629.0, 18.0], shoonya_4sU3CXSXTUV2SG, 5776551]
[paragraph, [180.0, 424.0, 629.0, 18.0], shoonya_4sU3CXSXTUV2SG, 5776551]
[paragraph, [180.0, 442.0, 629.0, 18.0], shoonya_4sU3CXSXTUV2SG, 5776551]
[paragraph, [180.0, 464.0, 627.0, 18.0], shoonya_6sU80R9PMKLWOY, 5776551]
[paragraph, [180.0, 482.0, 627.0, 18.0], shoonya_6sU80R9PMKLWOY, 5776551]
[paragraph, [180.0, 500.0, 627.0, 18.0], shoonya_6sU80R9PMKLWOY, 5776551]
[paragraph, [180.0, 518.0, 627.0, 18.0], shoonya_6sU80R9PMKLWOY, 5776551]
[paragraph, [203.0, 541.0, 341.0, 18.0], shoonya_7sA3KM45CN8AK7, 5776551]
[paragraph, [182.0, 567.0, 627.0, 18.0], shoonya_1s9J8SBSUOVR47, 5776551]
[paragraph, [182.0, 585.0, 627.0, 18.0], shoonya_1s9J8SBSUOVR47, 5776551]
[paragraph, [182.0, 603.0, 627.0, 18.0], shoonya_1s9J8SBSUOVR47, 5776551]
[paragraph, [182.0, 621.0, 627.0, 18.0], shoonya_1s9J8SBSUOVR47, 5776551]
[paragraph, [182.0, 639.0, 627.0, 18.0], shoonya_1s9J8SBSUOVR47, 5776551]
[paragraph, [182.0, 657.0, 627.0, 18.0], shoonya_1s9J8SBSUOVR47, 5776551]
[paragraph, [182.0, 675.0, 627.0, 18.0], shoonya_1s9J8SBSUOVR47, 5776551]
[paragraph, [182.0, 693.0, 627.0, 18.0], shoonya_1s9J8SBSUOVR47, 5776551]
[paragraph, [183.0, 718.0, 626.0, 18.0], shoonya_0s1OTAE7Q7PH96, 5776551]
[paragraph, [183.0, 736.0, 626.0, 18.0], shoonya_0s1OTAE7Q7PH96, 5776551]
[paragraph, [183.0, 754.0, 626.0, 18.0], shoonya_0s1OTAE7Q7PH96, 5776551]
[paragraph, [183.0, 772.0, 626.0, 18.0], shoonya_0s1OTAE7Q7PH96, 5776551]
[paragraph, [183.0, 790.0, 626.0, 18.0], shoonya_0s1OTAE7Q7PH96, 5776551]
[paragraph, [183.0, 808.0, 626.0, 18.0], shoonya_0s1OTAE7Q7PH96, 5776551]
[paragraph, [183.0, 826.0, 626.0, 18.0], shoonya_0s1OTAE7Q7PH96, 5776551]
[paragraph, [183.0, 844.0, 626.0, 18.0], shoonya_0s1OTAE7Q7PH96, 5776551]
[paragraph, [183.0, 862.0, 626.0, 18.0], shoonya_0s1OTAE7Q7PH96, 5776551]
[paragraph, [183.0, 880.0, 626.0, 18.0], shoonya_0s1OTAE7Q7PH96, 5776551]
[paragraph, [183.0, 898.0, 626.0, 18.0], shoonya_0s1OTAE7Q7PH96, 5776551]
[paragraph, [183.0, 916.0, 626.0, 18.0], shoonya_0s1OTAE7Q7PH96, 5776551]
[paragraph, [183.0, 934.0, 626.0, 18.0], shoonya_0s1OTAE7Q7PH96, 5776551]
[paragraph, [186.0, 968.0, 629.0, 18.0], shoonya_2sMRD0646V4H8F, 5776551]
[paragraph, [186.0, 986.0, 629.0, 18.0], shoonya_2sMRD0646V4H8F, 5776551]
[paragraph, [186.0, 1004.0, 629.0, 18.0], shoonya_2sMRD0646V4H8F, 5776551]
[paragraph, [186.0, 1022.0, 629.0, 18.0], shoonya_2sMRD0646V4H8F, 5776551]
[paragraph, [186.0, 1040.0, 629.0, 18.0], shoonya_2sMRD0646V4H8F, 5776551]
[paragraph, [186.0, 1058.0, 629.0, 18.0], shoonya_2sMRD0646V4H8F, 5776551]
[paragraph, [186.0, 1076.0, 629.0, 18.0], shoonya_2sMRD0646V4H8F, 5776551]
