[1650, 1275]
[paragraph, [189.0, 124.0, 981.0, 36.0], shoonya_0sRK84V7AC3GCK, 5715175]
[paragraph, [189.0, 160.0, 981.0, 36.0], shoonya_0sRK84V7AC3GCK, 5715175]
[paragraph, [189.0, 196.0, 981.0, 36.0], shoonya_0sRK84V7AC3GCK, 5715175]
[paragraph, [189.0, 232.0, 981.0, 36.0], shoonya_0sRK84V7AC3GCK, 5715175]
[paragraph, [189.0, 268.0, 981.0, 36.0], shoonya_0sRK84V7AC3GCK, 5715175]
[paragraph, [189.0, 304.0, 981.0, 36.0], shoonya_0sRK84V7AC3GCK, 5715175]
[paragraph, [189.0, 340.0, 981.0, 36.0], shoonya_0sRK84V7AC3GCK, 5715175]
[paragraph, [189.0, 376.0, 981.0, 36.0], shoonya_0sRK84V7AC3GCK, 5715175]
[paragraph, [189.0, 412.0, 981.0, 36.0], shoonya_0sRK84V7AC3GCK, 5715175]
[paragraph, [189.0, 448.0, 981.0, 36.0], shoonya_0sRK84V7AC3GCK, 5715175]
[paragraph, [193.0, 510.0, 971.0, 36.0], shoonya_1s6F44MG55ZXOL, 5715175]
[paragraph, [193.0, 546.0, 971.0, 36.0], shoonya_1s6F44MG55ZXOL, 5715175]
[paragraph, [193.0, 582.0, 971.0, 36.0], shoonya_1s6F44MG55ZXOL, 5715175]
[paragraph, [193.0, 618.0, 971.0, 36.0], shoonya_1s6F44MG55ZXOL, 5715175]
[paragraph, [193.0, 654.0, 971.0, 36.0], shoonya_1s6F44MG55ZXOL, 5715175]
[paragraph, [193.0, 690.0, 971.0, 36.0], shoonya_1s6F44MG55ZXOL, 5715175]
[paragraph, [193.0, 726.0, 971.0, 36.0], shoonya_1s6F44MG55ZXOL, 5715175]
[paragraph, [193.0, 762.0, 971.0, 36.0], shoonya_1s6F44MG55ZXOL, 5715175]
[paragraph, [193.0, 798.0, 971.0, 36.0], shoonya_1s6F44MG55ZXOL, 5715175]
[paragraph, [193.0, 834.0, 971.0, 36.0], shoonya_1s6F44MG55ZXOL, 5715175]
[paragraph, [193.0, 870.0, 971.0, 36.0], shoonya_1s6F44MG55ZXOL, 5715175]
[paragraph, [193.0, 906.0, 971.0, 36.0], shoonya_1s6F44MG55ZXOL, 5715175]
[paragraph, [193.0, 942.0, 971.0, 36.0], shoonya_1s6F44MG55ZXOL, 5715175]
[paragraph, [193.0, 978.0, 971.0, 36.0], shoonya_1s6F44MG55ZXOL, 5715175]
[paragraph, [199.0, 1069.0, 966.0, 36.0], shoonya_3sTKVXW4OFAIKX, 5715175]
[paragraph, [199.0, 1105.0, 966.0, 36.0], shoonya_3sTKVXW4OFAIKX, 5715175]
[paragraph, [199.0, 1141.0, 966.0, 36.0], shoonya_3sTKVXW4OFAIKX, 5715175]
[paragraph, [199.0, 1177.0, 966.0, 36.0], shoonya_3sTKVXW4OFAIKX, 5715175]
[paragraph, [199.0, 1213.0, 966.0, 36.0], shoonya_3sTKVXW4OFAIKX, 5715175]
[paragraph, [199.0, 1249.0, 966.0, 36.0], shoonya_3sTKVXW4OFAIKX, 5715175]
[paragraph, [199.0, 1285.0, 966.0, 36.0], shoonya_3sTKVXW4OFAIKX, 5715175]
[paragraph, [199.0, 1321.0, 966.0, 36.0], shoonya_3sTKVXW4OFAIKX, 5715175]
[paragraph, [199.0, 1357.0, 966.0, 36.0], shoonya_3sTKVXW4OFAIKX, 5715175]
[paragraph, [199.0, 1393.0, 966.0, 36.0], shoonya_3sTKVXW4OFAIKX, 5715175]
[paragraph, [199.0, 1429.0, 966.0, 36.0], shoonya_3sTKVXW4OFAIKX, 5715175]
