[1298, 853]
[section-title, [374.0, 69.0, 111.0, 30.0], shoonya_4sUDOKY6U5TQ6H, 5710427]
[paragraph, [59.0, 116.0, 735.0, 18.0], DG_tMspc6e, 5710427]
[paragraph, [59.0, 134.0, 735.0, 18.0], DG_tMspc6e, 5710427]
[paragraph, [59.0, 152.0, 735.0, 18.0], DG_tMspc6e, 5710427]
[paragraph, [59.0, 170.0, 735.0, 18.0], DG_tMspc6e, 5710427]
[paragraph, [59.0, 188.0, 735.0, 18.0], DG_tMspc6e, 5710427]
[paragraph, [59.0, 206.0, 735.0, 18.0], DG_tMspc6e, 5710427]
[paragraph, [59.0, 224.0, 735.0, 18.0], DG_tMspc6e, 5710427]
[paragraph, [59.0, 242.0, 735.0, 18.0], DG_tMspc6e, 5710427]
[paragraph, [59.0, 260.0, 735.0, 18.0], DG_tMspc6e, 5710427]
[paragraph, [58.0, 286.0, 732.0, 18.0], shoonya_1s0V36OUS8N25C, 5710427]
[paragraph, [58.0, 304.0, 732.0, 18.0], shoonya_1s0V36OUS8N25C, 5710427]
[paragraph, [58.0, 322.0, 732.0, 18.0], shoonya_1s0V36OUS8N25C, 5710427]
[paragraph, [58.0, 340.0, 732.0, 18.0], shoonya_1s0V36OUS8N25C, 5710427]
[paragraph, [58.0, 358.0, 732.0, 18.0], shoonya_1s0V36OUS8N25C, 5710427]
[paragraph, [58.0, 376.0, 732.0, 18.0], shoonya_1s0V36OUS8N25C, 5710427]
[paragraph, [58.0, 394.0, 732.0, 18.0], shoonya_1s0V36OUS8N25C, 5710427]
[paragraph, [58.0, 412.0, 732.0, 18.0], shoonya_1s0V36OUS8N25C, 5710427]
[paragraph, [58.0, 430.0, 732.0, 18.0], shoonya_1s0V36OUS8N25C, 5710427]
[paragraph, [58.0, 448.0, 732.0, 18.0], shoonya_1s0V36OUS8N25C, 5710427]
[paragraph, [58.0, 466.0, 732.0, 18.0], shoonya_1s0V36OUS8N25C, 5710427]
[paragraph, [58.0, 484.0, 732.0, 18.0], shoonya_1s0V36OUS8N25C, 5710427]
[paragraph, [58.0, 502.0, 732.0, 18.0], shoonya_1s0V36OUS8N25C, 5710427]
[paragraph, [58.0, 520.0, 732.0, 18.0], shoonya_1s0V36OUS8N25C, 5710427]
[paragraph, [58.0, 538.0, 732.0, 18.0], shoonya_1s0V36OUS8N25C, 5710427]
[paragraph, [58.0, 556.0, 732.0, 18.0], shoonya_1s0V36OUS8N25C, 5710427]
[paragraph, [58.0, 574.0, 732.0, 18.0], shoonya_1s0V36OUS8N25C, 5710427]
[paragraph, [58.0, 592.0, 732.0, 18.0], shoonya_1s0V36OUS8N25C, 5710427]
[paragraph, [58.0, 610.0, 732.0, 18.0], shoonya_1s0V36OUS8N25C, 5710427]
[paragraph, [58.0, 628.0, 732.0, 18.0], shoonya_1s0V36OUS8N25C, 5710427]
[paragraph, [58.0, 646.0, 732.0, 18.0], shoonya_1s0V36OUS8N25C, 5710427]
[paragraph, [58.0, 664.0, 732.0, 18.0], shoonya_1s0V36OUS8N25C, 5710427]
[paragraph, [58.0, 682.0, 732.0, 18.0], shoonya_1s0V36OUS8N25C, 5710427]
[paragraph, [58.0, 700.0, 732.0, 18.0], shoonya_1s0V36OUS8N25C, 5710427]
[paragraph, [58.0, 718.0, 732.0, 18.0], shoonya_1s0V36OUS8N25C, 5710427]
[paragraph, [58.0, 736.0, 732.0, 18.0], shoonya_1s0V36OUS8N25C, 5710427]
[paragraph, [58.0, 754.0, 732.0, 18.0], shoonya_1s0V36OUS8N25C, 5710427]
[paragraph, [58.0, 772.0, 732.0, 18.0], shoonya_1s0V36OUS8N25C, 5710427]
[paragraph, [58.0, 790.0, 732.0, 18.0], shoonya_1s0V36OUS8N25C, 5710427]
[paragraph, [58.0, 808.0, 732.0, 18.0], shoonya_1s0V36OUS8N25C, 5710427]
[paragraph, [58.0, 826.0, 732.0, 18.0], shoonya_1s0V36OUS8N25C, 5710427]
[paragraph, [58.0, 844.0, 732.0, 18.0], shoonya_1s0V36OUS8N25C, 5710427]
[paragraph, [58.0, 862.0, 732.0, 18.0], shoonya_1s0V36OUS8N25C, 5710427]
[paragraph, [58.0, 880.0, 732.0, 18.0], shoonya_1s0V36OUS8N25C, 5710427]
[section-title, [154.0, 954.0, 547.0, 30.0], shoonya_2sDDO6I25YAAKM, 5710427]
[paragraph, [67.0, 1020.0, 723.0, 18.0], shoonya_3sZBPLNH2FR9UU, 5710427]
[paragraph, [67.0, 1038.0, 723.0, 18.0], shoonya_3sZBPLNH2FR9UU, 5710427]
[paragraph, [67.0, 1056.0, 723.0, 18.0], shoonya_3sZBPLNH2FR9UU, 5710427]
[paragraph, [67.0, 1074.0, 723.0, 18.0], shoonya_3sZBPLNH2FR9UU, 5710427]
[paragraph, [67.0, 1092.0, 723.0, 18.0], shoonya_3sZBPLNH2FR9UU, 5710427]
[paragraph, [67.0, 1110.0, 723.0, 18.0], shoonya_3sZBPLNH2FR9UU, 5710427]
[paragraph, [67.0, 1128.0, 723.0, 18.0], shoonya_3sZBPLNH2FR9UU, 5710427]
[paragraph, [67.0, 1146.0, 723.0, 18.0], shoonya_3sZBPLNH2FR9UU, 5710427]
[paragraph, [67.0, 1164.0, 723.0, 18.0], shoonya_3sZBPLNH2FR9UU, 5710427]
[paragraph, [67.0, 1182.0, 723.0, 18.0], shoonya_3sZBPLNH2FR9UU, 5710427]
[paragraph, [67.0, 1200.0, 723.0, 18.0], shoonya_3sZBPLNH2FR9UU, 5710427]
