[1566, 1152]
[headline, [476.0, 672.0, 609.0, 37.5], shoonya_5sHJELAYGOVMX6, 5713228]
[headline, [476.0, 709.5, 609.0, 37.5], shoonya_5sHJELAYGOVMX6, 5713228]
[headline, [476.0, 747.0, 609.0, 37.5], shoonya_5sHJELAYGOVMX6, 5713228]
[headline, [476.0, 784.5, 609.0, 37.5], shoonya_5sHJELAYGOVMX6, 5713228]
[headline, [476.0, 822.0, 609.0, 37.5], shoonya_5sHJELAYGOVMX6, 5713228]
[headline, [476.0, 859.5, 609.0, 37.5], shoonya_5sHJELAYGOVMX6, 5713228]
[paragraph, [181.0, 839.0, 303.0, 36.0], shoonya_4sSKO8V4PDIC0P, 5713228]
[paragraph, [181.0, 875.0, 303.0, 36.0], shoonya_4sSKO8V4PDIC0P, 5713228]
[paragraph, [181.0, 911.0, 303.0, 36.0], shoonya_4sSKO8V4PDIC0P, 5713228]
[paragraph, [181.0, 947.0, 303.0, 36.0], shoonya_4sSKO8V4PDIC0P, 5713228]
[paragraph, [181.0, 983.0, 303.0, 36.0], shoonya_4sSKO8V4PDIC0P, 5713228]
[paragraph, [181.0, 1019.0, 303.0, 36.0], shoonya_4sSKO8V4PDIC0P, 5713228]
[paragraph, [181.0, 1055.0, 303.0, 36.0], shoonya_4sSKO8V4PDIC0P, 5713228]
[paragraph, [181.0, 1091.0, 303.0, 36.0], shoonya_4sSKO8V4PDIC0P, 5713228]
[paragraph, [181.0, 1127.0, 303.0, 36.0], shoonya_4sSKO8V4PDIC0P, 5713228]
[paragraph, [181.0, 1163.0, 303.0, 36.0], shoonya_4sSKO8V4PDIC0P, 5713228]
[paragraph, [181.0, 1199.0, 303.0, 36.0], shoonya_4sSKO8V4PDIC0P, 5713228]
[paragraph, [181.0, 1235.0, 303.0, 36.0], shoonya_4sSKO8V4PDIC0P, 5713228]
[paragraph, [181.0, 1271.0, 303.0, 36.0], shoonya_4sSKO8V4PDIC0P, 5713228]
[paragraph, [181.0, 1307.0, 303.0, 36.0], shoonya_4sSKO8V4PDIC0P, 5713228]
[paragraph, [181.0, 1343.0, 303.0, 36.0], shoonya_4sSKO8V4PDIC0P, 5713228]
[paragraph, [527.0, 955.0, 485.0, 36.0], LRKd9ZF0uN, 5713228]
[paragraph, [527.0, 991.0, 485.0, 36.0], LRKd9ZF0uN, 5713228]
[paragraph, [527.0, 1027.0, 485.0, 36.0], LRKd9ZF0uN, 5713228]
[paragraph, [527.0, 1063.0, 485.0, 36.0], LRKd9ZF0uN, 5713228]
[paragraph, [527.0, 1099.0, 485.0, 36.0], LRKd9ZF0uN, 5713228]
[paragraph, [527.0, 1135.0, 485.0, 36.0], LRKd9ZF0uN, 5713228]
[paragraph, [527.0, 1171.0, 485.0, 36.0], LRKd9ZF0uN, 5713228]
[paragraph, [550.0, 1237.0, 438.0, 36.0], shoonya_6sYB9HA1YPM8JK, 5713228]
[paragraph, [550.0, 1273.0, 438.0, 36.0], shoonya_6sYB9HA1YPM8JK, 5713228]
[paragraph, [550.0, 1309.0, 438.0, 36.0], shoonya_6sYB9HA1YPM8JK, 5713228]
[paragraph, [550.0, 1345.0, 438.0, 36.0], shoonya_6sYB9HA1YPM8JK, 5713228]
[author, [294.0, 1391.0, 206.0, 36.0], UQyc0j7ZsD, 5713228]
[folio, [117.0, 1452.0, 149.0, 36.0], 2hB2fZfN6-, 5713228]
[folio, [919.0, 1457.0, 104.0, 36.0], to97L_qI27, 5713228]
