[1296, 942]
[chapter-title, [302.0, 44.0, 181.0, 30.0], shoonya_0sDNA372DXDEAY, 5775777]
[paragraph, [76.0, 94.0, 449.0, 18.0], qS9yHNuetG, 5775777]
[paragraph, [72.0, 124.0, 646.0, 18.0], SsJtlCiNrH, 5775777]
[paragraph, [72.0, 142.0, 646.0, 18.0], SsJtlCiNrH, 5775777]
[paragraph, [72.0, 174.0, 135.0, 18.0], OolCvkKAe6, 5775777]
[paragraph, [72.0, 198.0, 253.0, 18.0], UWw5dd0I1Z, 5775777]
[paragraph, [71.0, 223.0, 286.0, 18.0], fu1dn6vt5B, 5775777]
[paragraph, [71.0, 247.0, 645.0, 18.0], VULN9SORMR, 5775777]
[paragraph, [71.0, 265.0, 645.0, 18.0], VULN9SORMR, 5775777]
[paragraph, [71.0, 283.0, 645.0, 18.0], VULN9SORMR, 5775777]
[paragraph, [71.0, 301.0, 645.0, 18.0], VULN9SORMR, 5775777]
[paragraph, [71.0, 319.0, 645.0, 18.0], VULN9SORMR, 5775777]
[paragraph, [71.0, 348.0, 645.0, 18.0], mt9FAWT8Vt, 5775777]
[paragraph, [71.0, 366.0, 645.0, 18.0], mt9FAWT8Vt, 5775777]
[paragraph, [71.0, 384.0, 645.0, 18.0], mt9FAWT8Vt, 5775777]
[paragraph, [71.0, 402.0, 645.0, 18.0], mt9FAWT8Vt, 5775777]
[paragraph, [71.0, 420.0, 645.0, 18.0], mt9FAWT8Vt, 5775777]
[paragraph, [71.0, 445.0, 441.0, 18.0], zcF1yNLysS, 5775777]
[paragraph, [74.0, 469.0, 640.0, 18.0], 4mT2mFD4pU, 5775777]
[paragraph, [74.0, 487.0, 640.0, 18.0], 4mT2mFD4pU, 5775777]
[paragraph, [76.0, 523.0, 637.0, 18.0], 5n56cZr8W-, 5775777]
[paragraph, [76.0, 541.0, 637.0, 18.0], 5n56cZr8W-, 5775777]
[paragraph, [76.0, 559.0, 637.0, 18.0], 5n56cZr8W-, 5775777]
[paragraph, [76.0, 577.0, 637.0, 18.0], 5n56cZr8W-, 5775777]
[paragraph, [76.0, 595.0, 637.0, 18.0], 5n56cZr8W-, 5775777]
[paragraph, [76.0, 613.0, 637.0, 18.0], 5n56cZr8W-, 5775777]
[paragraph, [76.0, 631.0, 637.0, 18.0], 5n56cZr8W-, 5775777]
[paragraph, [76.0, 649.0, 637.0, 18.0], 5n56cZr8W-, 5775777]
[paragraph, [76.0, 667.0, 637.0, 18.0], 5n56cZr8W-, 5775777]
[paragraph, [77.0, 695.0, 462.0, 18.0], dbpSerAOOU, 5775777]
[paragraph, [77.0, 722.0, 643.0, 18.0], LfD-VY4w8m, 5775777]
[paragraph, [77.0, 740.0, 643.0, 18.0], LfD-VY4w8m, 5775777]
[paragraph, [77.0, 758.0, 643.0, 18.0], LfD-VY4w8m, 5775777]
[paragraph, [77.0, 776.0, 643.0, 18.0], LfD-VY4w8m, 5775777]
[paragraph, [77.0, 794.0, 643.0, 18.0], LfD-VY4w8m, 5775777]
[paragraph, [77.0, 812.0, 643.0, 18.0], LfD-VY4w8m, 5775777]
[paragraph, [77.0, 830.0, 643.0, 18.0], LfD-VY4w8m, 5775777]
[paragraph, [77.0, 848.0, 643.0, 18.0], LfD-VY4w8m, 5775777]
[paragraph, [77.0, 866.0, 643.0, 18.0], LfD-VY4w8m, 5775777]
[paragraph, [77.0, 884.0, 643.0, 18.0], LfD-VY4w8m, 5775777]
[paragraph, [77.0, 902.0, 643.0, 18.0], LfD-VY4w8m, 5775777]
[paragraph, [77.0, 920.0, 643.0, 18.0], LfD-VY4w8m, 5775777]
[paragraph, [77.0, 938.0, 643.0, 18.0], LfD-VY4w8m, 5775777]
[paragraph, [77.0, 956.0, 643.0, 18.0], LfD-VY4w8m, 5775777]
[paragraph, [77.0, 974.0, 643.0, 18.0], LfD-VY4w8m, 5775777]
[paragraph, [77.0, 992.0, 643.0, 18.0], LfD-VY4w8m, 5775777]
[paragraph, [77.0, 1010.0, 643.0, 18.0], LfD-VY4w8m, 5775777]
[paragraph, [77.0, 1028.0, 643.0, 18.0], LfD-VY4w8m, 5775777]
[paragraph, [77.0, 1046.0, 643.0, 18.0], LfD-VY4w8m, 5775777]
[paragraph, [77.0, 1064.0, 643.0, 18.0], LfD-VY4w8m, 5775777]
[paragraph, [77.0, 1082.0, 643.0, 18.0], LfD-VY4w8m, 5775777]
[paragraph, [77.0, 1100.0, 643.0, 18.0], LfD-VY4w8m, 5775777]
