[1806, 1262]
[folio, [814.0, 101.0, 275.0, 36.0], shoonya_0sZY0WI9KK6SVH, 5681047]
[paragraph, [88.0, 181.0, 509.0, 36.0], shoonya_3sCW7J92JS9MN8, 5681047]
[paragraph, [88.0, 217.0, 509.0, 36.0], shoonya_3sCW7J92JS9MN8, 5681047]
[paragraph, [88.0, 253.0, 509.0, 36.0], shoonya_3sCW7J92JS9MN8, 5681047]
[paragraph, [88.0, 289.0, 509.0, 36.0], shoonya_3sCW7J92JS9MN8, 5681047]
[paragraph, [88.0, 325.0, 509.0, 36.0], shoonya_3sCW7J92JS9MN8, 5681047]
[paragraph, [648.0, 182.0, 513.0, 36.0], 5aC-J_Ft_b, 5681047]
[paragraph, [648.0, 218.0, 513.0, 36.0], 5aC-J_Ft_b, 5681047]
[paragraph, [648.0, 254.0, 513.0, 36.0], 5aC-J_Ft_b, 5681047]
[paragraph, [648.0, 290.0, 513.0, 36.0], 5aC-J_Ft_b, 5681047]
[paragraph, [648.0, 326.0, 513.0, 36.0], 5aC-J_Ft_b, 5681047]
[paragraph, [648.0, 362.0, 513.0, 36.0], 5aC-J_Ft_b, 5681047]
[paragraph, [648.0, 398.0, 513.0, 36.0], 5aC-J_Ft_b, 5681047]
[paragraph, [648.0, 434.0, 513.0, 36.0], 5aC-J_Ft_b, 5681047]
[paragraph, [648.0, 470.0, 513.0, 36.0], 5aC-J_Ft_b, 5681047]
[paragraph, [648.0, 506.0, 513.0, 36.0], 5aC-J_Ft_b, 5681047]
[paragraph, [648.0, 542.0, 513.0, 36.0], 5aC-J_Ft_b, 5681047]
[paragraph, [648.0, 578.0, 513.0, 36.0], 5aC-J_Ft_b, 5681047]
[paragraph, [648.0, 614.0, 513.0, 36.0], 5aC-J_Ft_b, 5681047]
[paragraph, [648.0, 650.0, 513.0, 36.0], 5aC-J_Ft_b, 5681047]
[paragraph, [648.0, 686.0, 513.0, 36.0], 5aC-J_Ft_b, 5681047]
[paragraph, [648.0, 722.0, 513.0, 36.0], 5aC-J_Ft_b, 5681047]
[paragraph, [648.0, 758.0, 513.0, 36.0], 5aC-J_Ft_b, 5681047]
[paragraph, [648.0, 794.0, 513.0, 36.0], 5aC-J_Ft_b, 5681047]
[paragraph, [648.0, 830.0, 513.0, 36.0], 5aC-J_Ft_b, 5681047]
[paragraph, [88.0, 366.0, 509.0, 36.0], shoonya_4s8KQLMIJF4VEA, 5681047]
[paragraph, [88.0, 402.0, 509.0, 36.0], shoonya_4s8KQLMIJF4VEA, 5681047]
[paragraph, [88.0, 438.0, 509.0, 36.0], shoonya_4s8KQLMIJF4VEA, 5681047]
[paragraph, [88.0, 474.0, 509.0, 36.0], shoonya_4s8KQLMIJF4VEA, 5681047]
[paragraph, [88.0, 510.0, 509.0, 36.0], shoonya_4s8KQLMIJF4VEA, 5681047]
[paragraph, [88.0, 546.0, 509.0, 36.0], shoonya_4s8KQLMIJF4VEA, 5681047]
[paragraph, [88.0, 582.0, 509.0, 36.0], shoonya_4s8KQLMIJF4VEA, 5681047]
[paragraph, [88.0, 618.0, 509.0, 36.0], shoonya_4s8KQLMIJF4VEA, 5681047]
[paragraph, [88.0, 654.0, 509.0, 36.0], shoonya_4s8KQLMIJF4VEA, 5681047]
[paragraph, [84.0, 725.0, 528.0, 36.0], zLB3q3hG6f, 5681047]
[paragraph, [84.0, 761.0, 528.0, 36.0], zLB3q3hG6f, 5681047]
[paragraph, [84.0, 797.0, 528.0, 36.0], zLB3q3hG6f, 5681047]
[paragraph, [84.0, 833.0, 528.0, 36.0], zLB3q3hG6f, 5681047]
[paragraph, [650.0, 913.0, 513.0, 36.0], 76sZegpZm0, 5681047]
[paragraph, [650.0, 949.0, 513.0, 36.0], 76sZegpZm0, 5681047]
[paragraph, [650.0, 985.0, 513.0, 36.0], 76sZegpZm0, 5681047]
[paragraph, [650.0, 1021.0, 513.0, 36.0], 76sZegpZm0, 5681047]
[paragraph, [650.0, 1057.0, 513.0, 36.0], 76sZegpZm0, 5681047]
[paragraph, [650.0, 1093.0, 513.0, 36.0], 76sZegpZm0, 5681047]
[paragraph, [650.0, 1129.0, 513.0, 36.0], 76sZegpZm0, 5681047]
[paragraph, [650.0, 1165.0, 513.0, 36.0], 76sZegpZm0, 5681047]
[paragraph, [650.0, 1201.0, 513.0, 36.0], 76sZegpZm0, 5681047]
[paragraph, [650.0, 1237.0, 513.0, 36.0], 76sZegpZm0, 5681047]
[paragraph, [650.0, 1273.0, 513.0, 36.0], 76sZegpZm0, 5681047]
[paragraph, [650.0, 1309.0, 513.0, 36.0], 76sZegpZm0, 5681047]
[paragraph, [650.0, 1345.0, 513.0, 36.0], 76sZegpZm0, 5681047]
[paragraph, [650.0, 1381.0, 513.0, 36.0], 76sZegpZm0, 5681047]
[paragraph, [91.0, 1010.0, 509.0, 36.0], 4MUF-5ihla, 5681047]
[paragraph, [91.0, 1046.0, 509.0, 36.0], 4MUF-5ihla, 5681047]
[paragraph, [91.0, 1082.0, 509.0, 36.0], 4MUF-5ihla, 5681047]
[paragraph, [91.0, 1118.0, 509.0, 36.0], 4MUF-5ihla, 5681047]
[paragraph, [91.0, 1154.0, 509.0, 36.0], 4MUF-5ihla, 5681047]
[paragraph, [91.0, 1190.0, 509.0, 36.0], 4MUF-5ihla, 5681047]
[paragraph, [91.0, 1226.0, 509.0, 36.0], 4MUF-5ihla, 5681047]
[paragraph, [91.0, 1262.0, 509.0, 36.0], 4MUF-5ihla, 5681047]
[paragraph, [91.0, 1298.0, 509.0, 36.0], 4MUF-5ihla, 5681047]
[paragraph, [91.0, 1334.0, 509.0, 36.0], 4MUF-5ihla, 5681047]
[paragraph, [91.0, 1370.0, 509.0, 36.0], 4MUF-5ihla, 5681047]
[paragraph, [91.0, 1406.0, 509.0, 36.0], 4MUF-5ihla, 5681047]
[paragraph, [91.0, 1442.0, 509.0, 36.0], 4MUF-5ihla, 5681047]
[paragraph, [91.0, 1478.0, 509.0, 36.0], 4MUF-5ihla, 5681047]
[paragraph, [91.0, 1514.0, 509.0, 36.0], 4MUF-5ihla, 5681047]
[paragraph, [91.0, 1550.0, 509.0, 36.0], 4MUF-5ihla, 5681047]
[paragraph, [91.0, 1586.0, 509.0, 36.0], 4MUF-5ihla, 5681047]
[paragraph, [91.0, 1622.0, 509.0, 36.0], 4MUF-5ihla, 5681047]
[paragraph, [91.0, 1658.0, 509.0, 36.0], 4MUF-5ihla, 5681047]
[paragraph, [650.0, 1457.0, 513.0, 36.0], oGWEfOGz8u, 5681047]
[paragraph, [650.0, 1493.0, 513.0, 36.0], oGWEfOGz8u, 5681047]
[paragraph, [650.0, 1529.0, 513.0, 36.0], oGWEfOGz8u, 5681047]
[paragraph, [650.0, 1565.0, 513.0, 36.0], oGWEfOGz8u, 5681047]
[paragraph, [650.0, 1601.0, 513.0, 36.0], oGWEfOGz8u, 5681047]
[paragraph, [650.0, 1637.0, 513.0, 36.0], oGWEfOGz8u, 5681047]
[paragraph, [650.0, 1673.0, 513.0, 36.0], oGWEfOGz8u, 5681047]
