[2363, 1655]
[paragraph, [188.0, 106.0, 642.0, 36.0], shoonya_1sHPYCEDV1KI5W, 5721327]
[paragraph, [185.0, 212.0, 1268.0, 36.0], 9arsWmrEMW, 5721327]
[paragraph, [185.0, 248.0, 1268.0, 36.0], 9arsWmrEMW, 5721327]
[paragraph, [185.0, 284.0, 1268.0, 36.0], 9arsWmrEMW, 5721327]
[paragraph, [185.0, 320.0, 1268.0, 36.0], 9arsWmrEMW, 5721327]
[paragraph, [194.0, 401.0, 1272.0, 36.0], fBARxAqWKh, 5721327]
[paragraph, [194.0, 437.0, 1272.0, 36.0], fBARxAqWKh, 5721327]
[paragraph, [194.0, 473.0, 1272.0, 36.0], fBARxAqWKh, 5721327]
[paragraph, [194.0, 509.0, 1272.0, 36.0], fBARxAqWKh, 5721327]
[paragraph, [194.0, 545.0, 1272.0, 36.0], fBARxAqWKh, 5721327]
[paragraph, [194.0, 581.0, 1272.0, 36.0], fBARxAqWKh, 5721327]
[paragraph, [194.0, 617.0, 1272.0, 36.0], fBARxAqWKh, 5721327]
[paragraph, [194.0, 653.0, 1272.0, 36.0], fBARxAqWKh, 5721327]
[paragraph, [194.0, 689.0, 1272.0, 36.0], fBARxAqWKh, 5721327]
[paragraph, [185.0, 748.0, 1281.0, 36.0], wE7kwzkKkn, 5721327]
[paragraph, [185.0, 784.0, 1281.0, 36.0], wE7kwzkKkn, 5721327]
[paragraph, [185.0, 820.0, 1281.0, 36.0], wE7kwzkKkn, 5721327]
[paragraph, [185.0, 856.0, 1281.0, 36.0], wE7kwzkKkn, 5721327]
[paragraph, [185.0, 892.0, 1281.0, 36.0], wE7kwzkKkn, 5721327]
[paragraph, [185.0, 928.0, 1281.0, 36.0], wE7kwzkKkn, 5721327]
[paragraph, [185.0, 964.0, 1281.0, 36.0], wE7kwzkKkn, 5721327]
[paragraph, [185.0, 1000.0, 1281.0, 36.0], wE7kwzkKkn, 5721327]
[paragraph, [185.0, 1036.0, 1281.0, 36.0], wE7kwzkKkn, 5721327]
[paragraph, [185.0, 1072.0, 1281.0, 36.0], wE7kwzkKkn, 5721327]
[paragraph, [185.0, 1108.0, 1281.0, 36.0], wE7kwzkKkn, 5721327]
[paragraph, [185.0, 1144.0, 1281.0, 36.0], wE7kwzkKkn, 5721327]
[paragraph, [185.0, 1180.0, 1281.0, 36.0], wE7kwzkKkn, 5721327]
[paragraph, [185.0, 1216.0, 1281.0, 36.0], wE7kwzkKkn, 5721327]
[paragraph, [185.0, 1252.0, 1281.0, 36.0], wE7kwzkKkn, 5721327]
[paragraph, [185.0, 1288.0, 1281.0, 36.0], wE7kwzkKkn, 5721327]
[paragraph, [185.0, 1324.0, 1281.0, 36.0], wE7kwzkKkn, 5721327]
[paragraph, [185.0, 1360.0, 1281.0, 36.0], wE7kwzkKkn, 5721327]
[paragraph, [185.0, 1396.0, 1281.0, 36.0], wE7kwzkKkn, 5721327]
[paragraph, [185.0, 1432.0, 1281.0, 36.0], wE7kwzkKkn, 5721327]
[paragraph, [185.0, 1468.0, 1281.0, 36.0], wE7kwzkKkn, 5721327]
[paragraph, [192.0, 1533.0, 1276.0, 36.0], Z53cK0mwYj, 5721327]
[paragraph, [192.0, 1569.0, 1276.0, 36.0], Z53cK0mwYj, 5721327]
[paragraph, [192.0, 1605.0, 1276.0, 36.0], Z53cK0mwYj, 5721327]
[paragraph, [192.0, 1641.0, 1276.0, 36.0], Z53cK0mwYj, 5721327]
[paragraph, [192.0, 1677.0, 1276.0, 36.0], Z53cK0mwYj, 5721327]
[paragraph, [192.0, 1713.0, 1276.0, 36.0], Z53cK0mwYj, 5721327]
[paragraph, [192.0, 1749.0, 1276.0, 36.0], Z53cK0mwYj, 5721327]
[paragraph, [192.0, 1785.0, 1276.0, 36.0], Z53cK0mwYj, 5721327]
[paragraph, [192.0, 1821.0, 1276.0, 36.0], Z53cK0mwYj, 5721327]
[paragraph, [192.0, 1857.0, 1276.0, 36.0], Z53cK0mwYj, 5721327]
[paragraph, [192.0, 1893.0, 1276.0, 36.0], Z53cK0mwYj, 5721327]
[paragraph, [192.0, 1929.0, 1276.0, 36.0], Z53cK0mwYj, 5721327]
[paragraph, [192.0, 1965.0, 1276.0, 36.0], Z53cK0mwYj, 5721327]
[paragraph, [192.0, 2001.0, 1276.0, 36.0], Z53cK0mwYj, 5721327]
