[1271, 961]
[chapter-title, [294.0, 96.0, 262.0, 30.0], shoonya_17s0TBFIKI0DT6, 5776011]
[paragraph, [115.0, 135.0, 621.0, 18.0], shoonya_4sV8VY2C80QIG5, 5776011]
[paragraph, [115.0, 153.0, 621.0, 18.0], shoonya_4sV8VY2C80QIG5, 5776011]
[paragraph, [115.0, 183.0, 624.0, 18.0], shoonya_1sMKFDJPNS0T8Q, 5776011]
[paragraph, [115.0, 201.0, 624.0, 18.0], shoonya_1sMKFDJPNS0T8Q, 5776011]
[paragraph, [115.0, 219.0, 624.0, 18.0], shoonya_1sMKFDJPNS0T8Q, 5776011]
[paragraph, [115.0, 237.0, 624.0, 18.0], shoonya_1sMKFDJPNS0T8Q, 5776011]
[paragraph, [116.0, 255.0, 621.0, 18.0], shoonya_18sA646X68XGLL, 5776011]
[paragraph, [116.0, 273.0, 621.0, 18.0], shoonya_18sA646X68XGLL, 5776011]
[paragraph, [116.0, 291.0, 621.0, 18.0], shoonya_18sA646X68XGLL, 5776011]
[paragraph, [116.0, 309.0, 621.0, 18.0], shoonya_18sA646X68XGLL, 5776011]
[paragraph, [119.0, 338.0, 621.0, 18.0], shoonya_14sY54Q0OM25QH, 5776011]
[paragraph, [119.0, 356.0, 621.0, 18.0], shoonya_14sY54Q0OM25QH, 5776011]
[paragraph, [123.0, 379.0, 615.0, 18.0], 4CRn071JPw, 5776011]
[paragraph, [123.0, 397.0, 615.0, 18.0], 4CRn071JPw, 5776011]
[paragraph, [123.0, 415.0, 615.0, 18.0], 4CRn071JPw, 5776011]
[paragraph, [123.0, 431.0, 617.0, 18.0], shoonya_9sK02BATYCNN1T, 5776011]
[paragraph, [123.0, 449.0, 617.0, 18.0], shoonya_9sK02BATYCNN1T, 5776011]
[paragraph, [123.0, 467.0, 617.0, 18.0], shoonya_9sK02BATYCNN1T, 5776011]
[paragraph, [148.0, 486.0, 235.0, 18.0], shoonya_12sMQB9258Z10Y, 5776011]
[paragraph, [122.0, 509.0, 619.0, 18.0], shoonya_15sL1T4MNAOCA2, 5776011]
[paragraph, [122.0, 527.0, 619.0, 18.0], shoonya_15sL1T4MNAOCA2, 5776011]
[paragraph, [123.0, 562.0, 622.0, 18.0], shoonya_0sQDW3B4IVVIAC, 5776011]
[paragraph, [123.0, 580.0, 622.0, 18.0], shoonya_0sQDW3B4IVVIAC, 5776011]
[paragraph, [123.0, 598.0, 622.0, 18.0], shoonya_0sQDW3B4IVVIAC, 5776011]
[paragraph, [123.0, 616.0, 622.0, 18.0], shoonya_0sQDW3B4IVVIAC, 5776011]
[paragraph, [123.0, 634.0, 622.0, 18.0], shoonya_0sQDW3B4IVVIAC, 5776011]
[paragraph, [123.0, 652.0, 622.0, 18.0], shoonya_0sQDW3B4IVVIAC, 5776011]
[paragraph, [123.0, 670.0, 622.0, 18.0], shoonya_0sQDW3B4IVVIAC, 5776011]
[paragraph, [125.0, 692.0, 622.0, 18.0], shoonya_3sQG4GGZYC7TQQ, 5776011]
[paragraph, [125.0, 710.0, 622.0, 18.0], shoonya_3sQG4GGZYC7TQQ, 5776011]
[paragraph, [126.0, 745.0, 621.0, 18.0], shoonya_2s4KV74SJ23JP9, 5776011]
[paragraph, [126.0, 763.0, 621.0, 18.0], shoonya_2s4KV74SJ23JP9, 5776011]
[paragraph, [126.0, 781.0, 621.0, 18.0], shoonya_2s4KV74SJ23JP9, 5776011]
[paragraph, [126.0, 799.0, 621.0, 18.0], shoonya_2s4KV74SJ23JP9, 5776011]
[paragraph, [149.0, 822.0, 434.0, 18.0], shoonya_5sZOXDLJ2XNQRX, 5776011]
[paragraph, [128.0, 848.0, 621.0, 18.0], shoonya_13sW1TRJKTS509, 5776011]
[paragraph, [128.0, 866.0, 621.0, 18.0], shoonya_13sW1TRJKTS509, 5776011]
[paragraph, [130.0, 904.0, 622.0, 18.0], shoonya_16sIBUVXJKHVC2, 5776011]
[paragraph, [130.0, 922.0, 622.0, 18.0], shoonya_16sIBUVXJKHVC2, 5776011]
[paragraph, [130.0, 940.0, 622.0, 18.0], shoonya_16sIBUVXJKHVC2, 5776011]
[paragraph, [130.0, 958.0, 622.0, 18.0], shoonya_16sIBUVXJKHVC2, 5776011]
[paragraph, [129.0, 977.0, 622.0, 18.0], shoonya_8s6W1587K3FCOZ, 5776011]
[paragraph, [129.0, 995.0, 622.0, 18.0], shoonya_8s6W1587K3FCOZ, 5776011]
[paragraph, [129.0, 1013.0, 622.0, 18.0], shoonya_8s6W1587K3FCOZ, 5776011]
[paragraph, [129.0, 1031.0, 622.0, 18.0], shoonya_8s6W1587K3FCOZ, 5776011]
[paragraph, [148.0, 1058.0, 540.0, 18.0], shoonya_11sAQSGFYWJFA3, 5776011]
[paragraph, [156.0, 1083.0, 305.0, 18.0], shoonya_7s51NC80PU055G, 5776011]
[paragraph, [155.0, 1110.0, 363.0, 18.0], shoonya_6s2UV34QG5IZPS, 5776011]
