[1818, 1374]
[folio, [505.0, 165.0, 363.0, 36.0], shoonya_1sHVKKYYK61KW1, 5681896]
[paragraph, [107.0, 236.0, 569.0, 36.0], shoonya_3sO0PYHFOENUDU, 5681896]
[paragraph, [107.0, 272.0, 569.0, 36.0], shoonya_3sO0PYHFOENUDU, 5681896]
[paragraph, [107.0, 308.0, 569.0, 36.0], shoonya_3sO0PYHFOENUDU, 5681896]
[paragraph, [107.0, 344.0, 569.0, 36.0], shoonya_3sO0PYHFOENUDU, 5681896]
[paragraph, [702.0, 238.0, 566.0, 36.0], shoonya_19sGE60JDUU9L0, 5681896]
[paragraph, [702.0, 274.0, 566.0, 36.0], shoonya_19sGE60JDUU9L0, 5681896]
[paragraph, [702.0, 310.0, 566.0, 36.0], shoonya_19sGE60JDUU9L0, 5681896]
[paragraph, [111.0, 405.0, 563.0, 36.0], shoonya_4sKNCNS1GBUDV4, 5681896]
[paragraph, [111.0, 441.0, 563.0, 36.0], shoonya_4sKNCNS1GBUDV4, 5681896]
[paragraph, [697.0, 405.0, 570.0, 36.0], cXinxYvKwO, 5681896]
[paragraph, [697.0, 441.0, 570.0, 36.0], cXinxYvKwO, 5681896]
[paragraph, [697.0, 477.0, 570.0, 36.0], cXinxYvKwO, 5681896]
[paragraph, [697.0, 513.0, 570.0, 36.0], cXinxYvKwO, 5681896]
[paragraph, [697.0, 549.0, 570.0, 36.0], cXinxYvKwO, 5681896]
[paragraph, [697.0, 585.0, 570.0, 36.0], cXinxYvKwO, 5681896]
[paragraph, [697.0, 621.0, 570.0, 36.0], cXinxYvKwO, 5681896]
[paragraph, [697.0, 657.0, 570.0, 36.0], cXinxYvKwO, 5681896]
[paragraph, [697.0, 693.0, 570.0, 36.0], cXinxYvKwO, 5681896]
[paragraph, [697.0, 729.0, 570.0, 36.0], cXinxYvKwO, 5681896]
[paragraph, [697.0, 765.0, 570.0, 36.0], cXinxYvKwO, 5681896]
[paragraph, [697.0, 801.0, 570.0, 36.0], cXinxYvKwO, 5681896]
[paragraph, [107.0, 493.0, 566.0, 36.0], shoonya_5sDGY39R7H0P6L, 5681896]
[paragraph, [107.0, 529.0, 566.0, 36.0], shoonya_5sDGY39R7H0P6L, 5681896]
[paragraph, [107.0, 565.0, 566.0, 36.0], shoonya_5sDGY39R7H0P6L, 5681896]
[paragraph, [107.0, 601.0, 566.0, 36.0], shoonya_5sDGY39R7H0P6L, 5681896]
[paragraph, [107.0, 637.0, 566.0, 36.0], shoonya_5sDGY39R7H0P6L, 5681896]
[paragraph, [107.0, 673.0, 566.0, 36.0], shoonya_5sDGY39R7H0P6L, 5681896]
[paragraph, [107.0, 709.0, 566.0, 36.0], shoonya_5sDGY39R7H0P6L, 5681896]
[paragraph, [107.0, 745.0, 566.0, 36.0], shoonya_5sDGY39R7H0P6L, 5681896]
[paragraph, [167.0, 820.0, 291.0, 36.0], shoonya_6s7D147PHUW5UL, 5681896]
[paragraph, [697.0, 897.0, 568.0, 36.0], BsS-Xq5ND_, 5681896]
[paragraph, [697.0, 933.0, 568.0, 36.0], BsS-Xq5ND_, 5681896]
[paragraph, [697.0, 969.0, 568.0, 36.0], BsS-Xq5ND_, 5681896]
[paragraph, [697.0, 1005.0, 568.0, 36.0], BsS-Xq5ND_, 5681896]
[paragraph, [697.0, 1041.0, 568.0, 36.0], BsS-Xq5ND_, 5681896]
[paragraph, [697.0, 1077.0, 568.0, 36.0], BsS-Xq5ND_, 5681896]
[paragraph, [697.0, 1113.0, 568.0, 36.0], BsS-Xq5ND_, 5681896]
[paragraph, [697.0, 1149.0, 568.0, 36.0], BsS-Xq5ND_, 5681896]
[paragraph, [697.0, 1185.0, 568.0, 36.0], BsS-Xq5ND_, 5681896]
[paragraph, [697.0, 1221.0, 568.0, 36.0], BsS-Xq5ND_, 5681896]
[paragraph, [173.0, 985.0, 497.0, 36.0], shoonya_10sDPHQR06BGBX, 5681896]
[paragraph, [104.0, 1108.0, 569.0, 36.0], shoonya_14sG37LBV7U7IS, 5681896]
[paragraph, [104.0, 1144.0, 569.0, 36.0], shoonya_14sG37LBV7U7IS, 5681896]
[paragraph, [105.0, 1191.0, 570.0, 36.0], shoonya_15sCKBETJK8MFT, 5681896]
[paragraph, [105.0, 1227.0, 570.0, 36.0], shoonya_15sCKBETJK8MFT, 5681896]
[paragraph, [107.0, 1277.0, 569.0, 36.0], shoonya_16s8DVX5FSPDQH, 5681896]
[paragraph, [107.0, 1313.0, 569.0, 36.0], shoonya_16s8DVX5FSPDQH, 5681896]
[paragraph, [107.0, 1349.0, 569.0, 36.0], shoonya_16s8DVX5FSPDQH, 5681896]
[paragraph, [107.0, 1385.0, 569.0, 36.0], shoonya_16s8DVX5FSPDQH, 5681896]
[paragraph, [704.0, 1315.0, 563.0, 36.0], hge5erlJEV, 5681896]
[paragraph, [704.0, 1351.0, 563.0, 36.0], hge5erlJEV, 5681896]
[paragraph, [704.0, 1387.0, 563.0, 36.0], hge5erlJEV, 5681896]
[paragraph, [107.0, 1438.0, 569.0, 36.0], shoonya_17sKMINJG86MR5, 5681896]
[paragraph, [107.0, 1474.0, 569.0, 36.0], shoonya_17sKMINJG86MR5, 5681896]
[paragraph, [107.0, 1510.0, 569.0, 36.0], shoonya_17sKMINJG86MR5, 5681896]
[paragraph, [107.0, 1546.0, 569.0, 36.0], shoonya_17sKMINJG86MR5, 5681896]
[paragraph, [107.0, 1582.0, 569.0, 36.0], shoonya_17sKMINJG86MR5, 5681896]
[paragraph, [766.0, 1515.0, 358.0, 36.0], DEn3uqL41N, 5681896]
[paragraph, [700.0, 1558.0, 565.0, 36.0], hqNZh2d6En, 5681896]
[paragraph, [700.0, 1594.0, 565.0, 36.0], hqNZh2d6En, 5681896]
[paragraph, [700.0, 1630.0, 565.0, 36.0], hqNZh2d6En, 5681896]
[paragraph, [700.0, 1666.0, 565.0, 36.0], hqNZh2d6En, 5681896]
[paragraph, [101.0, 1644.0, 579.0, 36.0], shoonya_18sIJS4AIQV7NB, 5681896]
[paragraph, [101.0, 1680.0, 579.0, 36.0], shoonya_18sIJS4AIQV7NB, 5681896]
