[3968, 2806]
[headline, [1182.0, 191.0, 1215.0, 52.5], bHy7dyPUEe, 5683469]
[headline, [1182.0, 243.5, 1215.0, 52.5], bHy7dyPUEe, 5683469]
[headline, [1182.0, 296.0, 1215.0, 52.5], bHy7dyPUEe, 5683469]
[headline, [1182.0, 348.5, 1215.0, 52.5], bHy7dyPUEe, 5683469]
[headline, [1182.0, 401.0, 1215.0, 52.5], bHy7dyPUEe, 5683469]
[headline, [1182.0, 453.5, 1215.0, 52.5], bHy7dyPUEe, 5683469]
[headline, [1182.0, 506.0, 1215.0, 52.5], bHy7dyPUEe, 5683469]
[headline, [1182.0, 558.5, 1215.0, 52.5], bHy7dyPUEe, 5683469]
[headline, [1182.0, 611.0, 1215.0, 52.5], bHy7dyPUEe, 5683469]
[headline, [1182.0, 663.5, 1215.0, 52.5], bHy7dyPUEe, 5683469]
[headline, [1182.0, 716.0, 1215.0, 52.5], bHy7dyPUEe, 5683469]
[headline, [1182.0, 768.5, 1215.0, 52.5], bHy7dyPUEe, 5683469]
[headline, [1182.0, 821.0, 1215.0, 52.5], bHy7dyPUEe, 5683469]
[author, [1211.0, 1299.0, 1415.0, 52.5], 650E_e9YJ5, 5683469]
[author, [1211.0, 1351.5, 1415.0, 52.5], 650E_e9YJ5, 5683469]
[paragraph, [142.0, 1561.0, 1328.0, 52.5], shoonya_1s1K5X00R7Z9N9, 5683469]
[paragraph, [142.0, 1613.5, 1328.0, 52.5], shoonya_1s1K5X00R7Z9N9, 5683469]
[paragraph, [142.0, 1666.0, 1328.0, 52.5], shoonya_1s1K5X00R7Z9N9, 5683469]
[paragraph, [142.0, 1718.5, 1328.0, 52.5], shoonya_1s1K5X00R7Z9N9, 5683469]
[paragraph, [142.0, 1771.0, 1328.0, 52.5], shoonya_1s1K5X00R7Z9N9, 5683469]
[paragraph, [142.0, 1823.5, 1328.0, 52.5], shoonya_1s1K5X00R7Z9N9, 5683469]
[paragraph, [142.0, 1876.0, 1328.0, 52.5], shoonya_1s1K5X00R7Z9N9, 5683469]
[paragraph, [142.0, 1928.5, 1328.0, 52.5], shoonya_1s1K5X00R7Z9N9, 5683469]
