[1250, 1650]
[paragraph, [1145.0, 43.0, 451.0, 18.0], shoonya_4sJWIK76P7XXXL, 5726171]
[paragraph, [1145.0, 61.0, 451.0, 18.0], shoonya_4sJWIK76P7XXXL, 5726171]
[paragraph, [1145.0, 79.0, 451.0, 18.0], shoonya_4sJWIK76P7XXXL, 5726171]
[paragraph, [1145.0, 97.0, 451.0, 18.0], shoonya_4sJWIK76P7XXXL, 5726171]
[paragraph, [1145.0, 115.0, 451.0, 18.0], shoonya_4sJWIK76P7XXXL, 5726171]
[paragraph, [1145.0, 133.0, 451.0, 18.0], shoonya_4sJWIK76P7XXXL, 5726171]
[paragraph, [1145.0, 151.0, 451.0, 18.0], shoonya_4sJWIK76P7XXXL, 5726171]
[paragraph, [1145.0, 169.0, 451.0, 18.0], shoonya_4sJWIK76P7XXXL, 5726171]
[paragraph, [1145.0, 187.0, 451.0, 18.0], shoonya_4sJWIK76P7XXXL, 5726171]
[paragraph, [1145.0, 205.0, 451.0, 18.0], shoonya_4sJWIK76P7XXXL, 5726171]
[paragraph, [1145.0, 223.0, 451.0, 18.0], shoonya_4sJWIK76P7XXXL, 5726171]
[paragraph, [1145.0, 241.0, 451.0, 18.0], shoonya_4sJWIK76P7XXXL, 5726171]
[paragraph, [1145.0, 259.0, 451.0, 18.0], shoonya_4sJWIK76P7XXXL, 5726171]
[paragraph, [1145.0, 277.0, 451.0, 18.0], shoonya_4sJWIK76P7XXXL, 5726171]
[paragraph, [1145.0, 295.0, 451.0, 18.0], shoonya_4sJWIK76P7XXXL, 5726171]
[paragraph, [1145.0, 313.0, 451.0, 18.0], shoonya_4sJWIK76P7XXXL, 5726171]
[paragraph, [1145.0, 331.0, 451.0, 18.0], shoonya_4sJWIK76P7XXXL, 5726171]
[paragraph, [1145.0, 349.0, 451.0, 18.0], shoonya_4sJWIK76P7XXXL, 5726171]
[paragraph, [1145.0, 367.0, 451.0, 18.0], shoonya_4sJWIK76P7XXXL, 5726171]
[paragraph, [1145.0, 385.0, 451.0, 18.0], shoonya_4sJWIK76P7XXXL, 5726171]
[paragraph, [1145.0, 403.0, 451.0, 18.0], shoonya_4sJWIK76P7XXXL, 5726171]
[paragraph, [1145.0, 421.0, 451.0, 18.0], shoonya_4sJWIK76P7XXXL, 5726171]
[paragraph, [1145.0, 439.0, 451.0, 18.0], shoonya_4sJWIK76P7XXXL, 5726171]
[paragraph, [1145.0, 457.0, 451.0, 18.0], shoonya_4sJWIK76P7XXXL, 5726171]
[paragraph, [1145.0, 475.0, 451.0, 18.0], shoonya_4sJWIK76P7XXXL, 5726171]
[paragraph, [1145.0, 493.0, 451.0, 18.0], shoonya_4sJWIK76P7XXXL, 5726171]
[paragraph, [1145.0, 511.0, 451.0, 18.0], shoonya_4sJWIK76P7XXXL, 5726171]
[paragraph, [1145.0, 529.0, 451.0, 18.0], shoonya_4sJWIK76P7XXXL, 5726171]
[paragraph, [1145.0, 547.0, 451.0, 18.0], shoonya_4sJWIK76P7XXXL, 5726171]
[paragraph, [1145.0, 565.0, 451.0, 18.0], shoonya_4sJWIK76P7XXXL, 5726171]
[paragraph, [1145.0, 583.0, 451.0, 18.0], shoonya_4sJWIK76P7XXXL, 5726171]
[paragraph, [1145.0, 601.0, 451.0, 18.0], shoonya_4sJWIK76P7XXXL, 5726171]
[paragraph, [1145.0, 619.0, 451.0, 18.0], shoonya_4sJWIK76P7XXXL, 5726171]
[paragraph, [1145.0, 637.0, 451.0, 18.0], shoonya_4sJWIK76P7XXXL, 5726171]
[paragraph, [1145.0, 655.0, 451.0, 18.0], shoonya_4sJWIK76P7XXXL, 5726171]
[sub-headline, [598.0, 49.0, 234.0, 25.5], shoonya_7s34RKPR9RPKPJ, 5726171]
[paragraph, [594.0, 112.0, 460.0, 18.0], shoonya_0sMSL8VO174XH0, 5726171]
[paragraph, [594.0, 130.0, 460.0, 18.0], shoonya_0sMSL8VO174XH0, 5726171]
[paragraph, [594.0, 148.0, 460.0, 18.0], shoonya_0sMSL8VO174XH0, 5726171]
[paragraph, [594.0, 166.0, 460.0, 18.0], shoonya_0sMSL8VO174XH0, 5726171]
[paragraph, [594.0, 184.0, 460.0, 18.0], shoonya_0sMSL8VO174XH0, 5726171]
[paragraph, [594.0, 202.0, 460.0, 18.0], shoonya_0sMSL8VO174XH0, 5726171]
[paragraph, [594.0, 220.0, 460.0, 18.0], shoonya_0sMSL8VO174XH0, 5726171]
[paragraph, [594.0, 238.0, 460.0, 18.0], shoonya_0sMSL8VO174XH0, 5726171]
[paragraph, [594.0, 256.0, 460.0, 18.0], shoonya_0sMSL8VO174XH0, 5726171]
[paragraph, [594.0, 274.0, 460.0, 18.0], shoonya_0sMSL8VO174XH0, 5726171]
[paragraph, [594.0, 292.0, 460.0, 18.0], shoonya_0sMSL8VO174XH0, 5726171]
[paragraph, [594.0, 310.0, 460.0, 18.0], shoonya_0sMSL8VO174XH0, 5726171]
[paragraph, [594.0, 328.0, 460.0, 18.0], shoonya_0sMSL8VO174XH0, 5726171]
[paragraph, [594.0, 346.0, 460.0, 18.0], shoonya_0sMSL8VO174XH0, 5726171]
[paragraph, [594.0, 364.0, 460.0, 18.0], shoonya_0sMSL8VO174XH0, 5726171]
[paragraph, [594.0, 382.0, 460.0, 18.0], shoonya_0sMSL8VO174XH0, 5726171]
[paragraph, [594.0, 400.0, 460.0, 18.0], shoonya_0sMSL8VO174XH0, 5726171]
[paragraph, [594.0, 418.0, 460.0, 18.0], shoonya_0sMSL8VO174XH0, 5726171]
[paragraph, [594.0, 436.0, 460.0, 18.0], shoonya_0sMSL8VO174XH0, 5726171]
[paragraph, [594.0, 454.0, 460.0, 18.0], shoonya_0sMSL8VO174XH0, 5726171]
[paragraph, [594.0, 472.0, 460.0, 18.0], shoonya_0sMSL8VO174XH0, 5726171]
[paragraph, [594.0, 490.0, 460.0, 18.0], shoonya_0sMSL8VO174XH0, 5726171]
[paragraph, [594.0, 508.0, 460.0, 18.0], shoonya_0sMSL8VO174XH0, 5726171]
[paragraph, [594.0, 526.0, 460.0, 18.0], shoonya_0sMSL8VO174XH0, 5726171]
[paragraph, [594.0, 544.0, 460.0, 18.0], shoonya_0sMSL8VO174XH0, 5726171]
[paragraph, [594.0, 562.0, 460.0, 18.0], shoonya_0sMSL8VO174XH0, 5726171]
[paragraph, [594.0, 580.0, 460.0, 18.0], shoonya_0sMSL8VO174XH0, 5726171]
[paragraph, [594.0, 598.0, 460.0, 18.0], shoonya_0sMSL8VO174XH0, 5726171]
[paragraph, [594.0, 616.0, 460.0, 18.0], shoonya_0sMSL8VO174XH0, 5726171]
[paragraph, [594.0, 634.0, 460.0, 18.0], shoonya_0sMSL8VO174XH0, 5726171]
[figure-caption, [329.0, 314.0, 145.0, 18.0], shoonya_9sGZ72RE42F7C0, 5726171]
[figure-caption, [329.0, 332.0, 145.0, 18.0], shoonya_9sGZ72RE42F7C0, 5726171]
[headline, [118.0, 385.0, 312.0, 25.5], shoonya_6s3568PA55NU4J, 5726171]
[headline, [118.0, 410.5, 312.0, 25.5], shoonya_6s3568PA55NU4J, 5726171]
[headline, [118.0, 436.0, 312.0, 25.5], shoonya_6s3568PA55NU4J, 5726171]
[paragraph, [43.0, 491.0, 466.0, 18.0], shoonya_2sQMWEUPRVH7O9, 5726171]
[paragraph, [43.0, 509.0, 466.0, 18.0], shoonya_2sQMWEUPRVH7O9, 5726171]
[paragraph, [43.0, 527.0, 466.0, 18.0], shoonya_2sQMWEUPRVH7O9, 5726171]
[paragraph, [43.0, 545.0, 466.0, 18.0], shoonya_2sQMWEUPRVH7O9, 5726171]
[paragraph, [43.0, 563.0, 466.0, 18.0], shoonya_2sQMWEUPRVH7O9, 5726171]
[paragraph, [43.0, 581.0, 466.0, 18.0], shoonya_2sQMWEUPRVH7O9, 5726171]
[paragraph, [43.0, 599.0, 466.0, 18.0], shoonya_2sQMWEUPRVH7O9, 5726171]
[paragraph, [43.0, 617.0, 466.0, 18.0], shoonya_2sQMWEUPRVH7O9, 5726171]
[paragraph, [43.0, 635.0, 466.0, 18.0], shoonya_2sQMWEUPRVH7O9, 5726171]
[paragraph, [43.0, 653.0, 466.0, 18.0], shoonya_2sQMWEUPRVH7O9, 5726171]
[paragraph, [43.0, 671.0, 466.0, 18.0], shoonya_2sQMWEUPRVH7O9, 5726171]
[paragraph, [43.0, 689.0, 466.0, 18.0], shoonya_2sQMWEUPRVH7O9, 5726171]
[paragraph, [43.0, 707.0, 466.0, 18.0], shoonya_2sQMWEUPRVH7O9, 5726171]
[paragraph, [43.0, 725.0, 466.0, 18.0], shoonya_2sQMWEUPRVH7O9, 5726171]
[paragraph, [43.0, 743.0, 466.0, 18.0], shoonya_2sQMWEUPRVH7O9, 5726171]
[paragraph, [43.0, 761.0, 466.0, 18.0], shoonya_2sQMWEUPRVH7O9, 5726171]
[paragraph, [43.0, 779.0, 466.0, 18.0], shoonya_2sQMWEUPRVH7O9, 5726171]
[paragraph, [43.0, 797.0, 466.0, 18.0], shoonya_2sQMWEUPRVH7O9, 5726171]
[paragraph, [43.0, 815.0, 466.0, 18.0], shoonya_2sQMWEUPRVH7O9, 5726171]
[paragraph, [43.0, 833.0, 466.0, 18.0], shoonya_2sQMWEUPRVH7O9, 5726171]
[paragraph, [43.0, 851.0, 466.0, 18.0], shoonya_2sQMWEUPRVH7O9, 5726171]
[paragraph, [43.0, 869.0, 466.0, 18.0], shoonya_2sQMWEUPRVH7O9, 5726171]
[paragraph, [43.0, 887.0, 466.0, 18.0], shoonya_2sQMWEUPRVH7O9, 5726171]
[paragraph, [43.0, 905.0, 466.0, 18.0], shoonya_2sQMWEUPRVH7O9, 5726171]
[paragraph, [43.0, 923.0, 466.0, 18.0], shoonya_2sQMWEUPRVH7O9, 5726171]
[paragraph, [43.0, 941.0, 466.0, 18.0], shoonya_2sQMWEUPRVH7O9, 5726171]
[paragraph, [43.0, 959.0, 466.0, 18.0], shoonya_2sQMWEUPRVH7O9, 5726171]
[paragraph, [43.0, 977.0, 466.0, 18.0], shoonya_2sQMWEUPRVH7O9, 5726171]
[paragraph, [43.0, 995.0, 466.0, 18.0], shoonya_2sQMWEUPRVH7O9, 5726171]
[paragraph, [43.0, 1013.0, 466.0, 18.0], shoonya_2sQMWEUPRVH7O9, 5726171]
[paragraph, [43.0, 1031.0, 466.0, 18.0], shoonya_2sQMWEUPRVH7O9, 5726171]
[paragraph, [43.0, 1049.0, 466.0, 18.0], shoonya_2sQMWEUPRVH7O9, 5726171]
[paragraph, [43.0, 1067.0, 466.0, 18.0], shoonya_2sQMWEUPRVH7O9, 5726171]
[paragraph, [43.0, 1085.0, 466.0, 18.0], shoonya_2sQMWEUPRVH7O9, 5726171]
[paragraph, [43.0, 1103.0, 466.0, 18.0], shoonya_2sQMWEUPRVH7O9, 5726171]
[paragraph, [43.0, 1121.0, 466.0, 18.0], shoonya_2sQMWEUPRVH7O9, 5726171]
[paragraph, [43.0, 1139.0, 466.0, 18.0], shoonya_2sQMWEUPRVH7O9, 5726171]
[sub-headline, [597.0, 674.0, 216.0, 25.5], shoonya_10sAHW99TASULJ, 5726171]
[sub-headline, [1151.0, 720.0, 204.0, 25.5], shoonya_8sSKL7U3NPVW3V, 5726171]
[paragraph, [594.0, 739.0, 456.0, 18.0], shoonya_1sNKSF6IKF2XEY, 5726171]
[paragraph, [594.0, 757.0, 456.0, 18.0], shoonya_1sNKSF6IKF2XEY, 5726171]
[paragraph, [594.0, 775.0, 456.0, 18.0], shoonya_1sNKSF6IKF2XEY, 5726171]
[paragraph, [594.0, 793.0, 456.0, 18.0], shoonya_1sNKSF6IKF2XEY, 5726171]
[paragraph, [594.0, 811.0, 456.0, 18.0], shoonya_1sNKSF6IKF2XEY, 5726171]
[paragraph, [594.0, 829.0, 456.0, 18.0], shoonya_1sNKSF6IKF2XEY, 5726171]
[paragraph, [594.0, 847.0, 456.0, 18.0], shoonya_1sNKSF6IKF2XEY, 5726171]
[paragraph, [594.0, 865.0, 456.0, 18.0], shoonya_1sNKSF6IKF2XEY, 5726171]
[paragraph, [594.0, 883.0, 456.0, 18.0], shoonya_1sNKSF6IKF2XEY, 5726171]
[paragraph, [594.0, 901.0, 456.0, 18.0], shoonya_1sNKSF6IKF2XEY, 5726171]
[paragraph, [594.0, 919.0, 456.0, 18.0], shoonya_1sNKSF6IKF2XEY, 5726171]
[paragraph, [594.0, 937.0, 456.0, 18.0], shoonya_1sNKSF6IKF2XEY, 5726171]
[paragraph, [594.0, 955.0, 456.0, 18.0], shoonya_1sNKSF6IKF2XEY, 5726171]
[paragraph, [594.0, 973.0, 456.0, 18.0], shoonya_1sNKSF6IKF2XEY, 5726171]
[paragraph, [594.0, 991.0, 456.0, 18.0], shoonya_1sNKSF6IKF2XEY, 5726171]
[paragraph, [594.0, 1009.0, 456.0, 18.0], shoonya_1sNKSF6IKF2XEY, 5726171]
[paragraph, [594.0, 1027.0, 456.0, 18.0], shoonya_1sNKSF6IKF2XEY, 5726171]
[paragraph, [594.0, 1045.0, 456.0, 18.0], shoonya_1sNKSF6IKF2XEY, 5726171]
[paragraph, [594.0, 1063.0, 456.0, 18.0], shoonya_1sNKSF6IKF2XEY, 5726171]
[paragraph, [594.0, 1081.0, 456.0, 18.0], shoonya_1sNKSF6IKF2XEY, 5726171]
[paragraph, [594.0, 1099.0, 456.0, 18.0], shoonya_1sNKSF6IKF2XEY, 5726171]
[paragraph, [594.0, 1117.0, 456.0, 18.0], shoonya_1sNKSF6IKF2XEY, 5726171]
[paragraph, [594.0, 1135.0, 456.0, 18.0], shoonya_1sNKSF6IKF2XEY, 5726171]
[paragraph, [1146.0, 785.0, 451.0, 18.0], shoonya_3s30LQJWD6RHHP, 5726171]
[paragraph, [1146.0, 803.0, 451.0, 18.0], shoonya_3s30LQJWD6RHHP, 5726171]
[paragraph, [1146.0, 821.0, 451.0, 18.0], shoonya_3s30LQJWD6RHHP, 5726171]
[paragraph, [1146.0, 839.0, 451.0, 18.0], shoonya_3s30LQJWD6RHHP, 5726171]
[paragraph, [1146.0, 857.0, 451.0, 18.0], shoonya_3s30LQJWD6RHHP, 5726171]
[paragraph, [1146.0, 875.0, 451.0, 18.0], shoonya_3s30LQJWD6RHHP, 5726171]
[paragraph, [1146.0, 893.0, 451.0, 18.0], shoonya_3s30LQJWD6RHHP, 5726171]
[paragraph, [1146.0, 911.0, 451.0, 18.0], shoonya_3s30LQJWD6RHHP, 5726171]
[paragraph, [1146.0, 929.0, 451.0, 18.0], shoonya_3s30LQJWD6RHHP, 5726171]
[paragraph, [1146.0, 947.0, 451.0, 18.0], shoonya_3s30LQJWD6RHHP, 5726171]
[paragraph, [1146.0, 965.0, 451.0, 18.0], shoonya_3s30LQJWD6RHHP, 5726171]
[paragraph, [1146.0, 983.0, 451.0, 18.0], shoonya_3s30LQJWD6RHHP, 5726171]
[paragraph, [1146.0, 1001.0, 451.0, 18.0], shoonya_3s30LQJWD6RHHP, 5726171]
[paragraph, [1146.0, 1019.0, 451.0, 18.0], shoonya_3s30LQJWD6RHHP, 5726171]
[paragraph, [1146.0, 1037.0, 451.0, 18.0], shoonya_3s30LQJWD6RHHP, 5726171]
[paragraph, [1146.0, 1055.0, 451.0, 18.0], shoonya_3s30LQJWD6RHHP, 5726171]
[paragraph, [1146.0, 1073.0, 451.0, 18.0], shoonya_3s30LQJWD6RHHP, 5726171]
[paragraph, [1146.0, 1091.0, 451.0, 18.0], shoonya_3s30LQJWD6RHHP, 5726171]
[paragraph, [1146.0, 1109.0, 451.0, 18.0], shoonya_3s30LQJWD6RHHP, 5726171]
[paragraph, [1146.0, 1127.0, 451.0, 18.0], shoonya_3s30LQJWD6RHHP, 5726171]
[paragraph, [1146.0, 1145.0, 451.0, 18.0], shoonya_3s30LQJWD6RHHP, 5726171]
[paragraph, [1146.0, 1163.0, 451.0, 18.0], shoonya_3s30LQJWD6RHHP, 5726171]
