[2339, 1653]
[paragraph, [324.0, 161.0, 1135.0, 36.0], shoonya_2sL0W99GHRT6I0, 5734547]
[paragraph, [324.0, 197.0, 1135.0, 36.0], shoonya_2sL0W99GHRT6I0, 5734547]
[paragraph, [324.0, 233.0, 1135.0, 36.0], shoonya_2sL0W99GHRT6I0, 5734547]
[paragraph, [324.0, 269.0, 1135.0, 36.0], shoonya_2sL0W99GHRT6I0, 5734547]
[paragraph, [324.0, 305.0, 1135.0, 36.0], shoonya_2sL0W99GHRT6I0, 5734547]
[paragraph, [324.0, 341.0, 1135.0, 36.0], shoonya_2sL0W99GHRT6I0, 5734547]
[paragraph, [324.0, 377.0, 1135.0, 36.0], shoonya_2sL0W99GHRT6I0, 5734547]
[paragraph, [324.0, 413.0, 1135.0, 36.0], shoonya_2sL0W99GHRT6I0, 5734547]
[paragraph, [324.0, 449.0, 1135.0, 36.0], shoonya_2sL0W99GHRT6I0, 5734547]
[paragraph, [324.0, 485.0, 1135.0, 36.0], shoonya_2sL0W99GHRT6I0, 5734547]
[paragraph, [324.0, 521.0, 1135.0, 36.0], shoonya_2sL0W99GHRT6I0, 5734547]
[paragraph, [324.0, 557.0, 1135.0, 36.0], shoonya_2sL0W99GHRT6I0, 5734547]
[paragraph, [324.0, 593.0, 1135.0, 36.0], shoonya_2sL0W99GHRT6I0, 5734547]
[paragraph, [327.0, 663.0, 1131.0, 36.0], shoonya_0sLP3IR8OL59CC, 5734547]
[paragraph, [327.0, 699.0, 1131.0, 36.0], shoonya_0sLP3IR8OL59CC, 5734547]
[paragraph, [327.0, 735.0, 1131.0, 36.0], shoonya_0sLP3IR8OL59CC, 5734547]
[paragraph, [327.0, 771.0, 1131.0, 36.0], shoonya_0sLP3IR8OL59CC, 5734547]
[paragraph, [327.0, 807.0, 1131.0, 36.0], shoonya_0sLP3IR8OL59CC, 5734547]
[paragraph, [327.0, 843.0, 1131.0, 36.0], shoonya_0sLP3IR8OL59CC, 5734547]
[paragraph, [327.0, 879.0, 1131.0, 36.0], shoonya_0sLP3IR8OL59CC, 5734547]
[paragraph, [327.0, 915.0, 1131.0, 36.0], shoonya_0sLP3IR8OL59CC, 5734547]
[paragraph, [327.0, 951.0, 1131.0, 36.0], shoonya_0sLP3IR8OL59CC, 5734547]
[paragraph, [327.0, 987.0, 1131.0, 36.0], shoonya_0sLP3IR8OL59CC, 5734547]
[paragraph, [327.0, 1023.0, 1131.0, 36.0], shoonya_0sLP3IR8OL59CC, 5734547]
[paragraph, [327.0, 1059.0, 1131.0, 36.0], shoonya_0sLP3IR8OL59CC, 5734547]
[paragraph, [327.0, 1095.0, 1131.0, 36.0], shoonya_0sLP3IR8OL59CC, 5734547]
[paragraph, [327.0, 1131.0, 1131.0, 36.0], shoonya_0sLP3IR8OL59CC, 5734547]
[paragraph, [327.0, 1167.0, 1131.0, 36.0], shoonya_0sLP3IR8OL59CC, 5734547]
[paragraph, [327.0, 1203.0, 1131.0, 36.0], shoonya_0sLP3IR8OL59CC, 5734547]
[paragraph, [327.0, 1239.0, 1131.0, 36.0], shoonya_0sLP3IR8OL59CC, 5734547]
[paragraph, [327.0, 1275.0, 1131.0, 36.0], shoonya_0sLP3IR8OL59CC, 5734547]
[paragraph, [327.0, 1311.0, 1131.0, 36.0], shoonya_0sLP3IR8OL59CC, 5734547]
[paragraph, [327.0, 1347.0, 1131.0, 36.0], shoonya_0sLP3IR8OL59CC, 5734547]
[paragraph, [327.0, 1387.0, 1136.0, 36.0], shoonya_1sMPDLN5YI27EH, 5734547]
[paragraph, [327.0, 1423.0, 1136.0, 36.0], shoonya_1sMPDLN5YI27EH, 5734547]
[paragraph, [327.0, 1459.0, 1136.0, 36.0], shoonya_1sMPDLN5YI27EH, 5734547]
[paragraph, [327.0, 1495.0, 1136.0, 36.0], shoonya_1sMPDLN5YI27EH, 5734547]
[paragraph, [327.0, 1531.0, 1136.0, 36.0], shoonya_1sMPDLN5YI27EH, 5734547]
[paragraph, [327.0, 1567.0, 1136.0, 36.0], shoonya_1sMPDLN5YI27EH, 5734547]
[paragraph, [327.0, 1603.0, 1136.0, 36.0], shoonya_1sMPDLN5YI27EH, 5734547]
[paragraph, [327.0, 1639.0, 1136.0, 36.0], shoonya_1sMPDLN5YI27EH, 5734547]
[paragraph, [327.0, 1675.0, 1136.0, 36.0], shoonya_1sMPDLN5YI27EH, 5734547]
[paragraph, [327.0, 1711.0, 1136.0, 36.0], shoonya_1sMPDLN5YI27EH, 5734547]
[paragraph, [327.0, 1747.0, 1136.0, 36.0], shoonya_1sMPDLN5YI27EH, 5734547]
[paragraph, [327.0, 1783.0, 1136.0, 36.0], shoonya_1sMPDLN5YI27EH, 5734547]
[paragraph, [327.0, 1819.0, 1136.0, 36.0], shoonya_1sMPDLN5YI27EH, 5734547]
[paragraph, [325.0, 1885.0, 1136.0, 36.0], shoonya_3sYNGNQRJK41LX, 5734547]
[paragraph, [325.0, 1921.0, 1136.0, 36.0], shoonya_3sYNGNQRJK41LX, 5734547]
[paragraph, [325.0, 1957.0, 1136.0, 36.0], shoonya_3sYNGNQRJK41LX, 5734547]
[paragraph, [325.0, 1993.0, 1136.0, 36.0], shoonya_3sYNGNQRJK41LX, 5734547]
[paragraph, [325.0, 2029.0, 1136.0, 36.0], shoonya_3sYNGNQRJK41LX, 5734547]
[paragraph, [325.0, 2065.0, 1136.0, 36.0], shoonya_3sYNGNQRJK41LX, 5734547]
[folio, [822.0, 2160.0, 571.0, 36.0], eSi7ccnGZJ, 5734547]
