[842, 596]
[section-title, [336.0, 7.0, 249.0, 30.0], 5RwbKnWaVY, 5715907]
[folio, [17.0, 11.0, 216.0, 18.0], shoonya_15s6QUSQODXT7J, 5715907]
[folio, [25.0, 78.0, 94.0, 18.0], nrGt79C2aC, 5715907]
[paragraph, [190.0, 82.0, 252.0, 18.0], 3-wLu797YY, 5715907]
[paragraph, [190.0, 100.0, 252.0, 18.0], 3-wLu797YY, 5715907]
[paragraph, [190.0, 118.0, 252.0, 18.0], 3-wLu797YY, 5715907]
[paragraph, [190.0, 136.0, 252.0, 18.0], 3-wLu797YY, 5715907]
[paragraph, [190.0, 154.0, 252.0, 18.0], 3-wLu797YY, 5715907]
[paragraph, [190.0, 172.0, 252.0, 18.0], 3-wLu797YY, 5715907]
[paragraph, [190.0, 190.0, 252.0, 18.0], 3-wLu797YY, 5715907]
[paragraph, [190.0, 208.0, 252.0, 18.0], 3-wLu797YY, 5715907]
[contact-info, [5.0, 116.0, 82.0, 18.0], qEB3Rp9l7T, 5715907]
[contact-info, [5.0, 134.0, 82.0, 18.0], qEB3Rp9l7T, 5715907]
[contact-info, [5.0, 152.0, 82.0, 18.0], qEB3Rp9l7T, 5715907]
[contact-info, [5.0, 170.0, 82.0, 18.0], qEB3Rp9l7T, 5715907]
[contact-info, [5.0, 188.0, 82.0, 18.0], qEB3Rp9l7T, 5715907]
[section-title, [188.0, 236.0, 171.0, 30.0], niF8mljSEk, 5715907]
[paragraph, [128.0, 267.0, 273.0, 18.0], JXOb8I71_3, 5715907]
[paragraph, [128.0, 285.0, 273.0, 18.0], JXOb8I71_3, 5715907]
[paragraph, [128.0, 303.0, 273.0, 18.0], JXOb8I71_3, 5715907]
[paragraph, [128.0, 321.0, 273.0, 18.0], JXOb8I71_3, 5715907]
[paragraph, [128.0, 339.0, 273.0, 18.0], JXOb8I71_3, 5715907]
[paragraph, [128.0, 357.0, 273.0, 18.0], JXOb8I71_3, 5715907]
[paragraph, [128.0, 375.0, 273.0, 18.0], JXOb8I71_3, 5715907]
[paragraph, [128.0, 393.0, 273.0, 18.0], JXOb8I71_3, 5715907]
[contact-info, [507.0, 294.0, 77.0, 18.0], lqd2BOaZ9w, 5715907]
[contact-info, [507.0, 312.0, 77.0, 18.0], lqd2BOaZ9w, 5715907]
[contact-info, [507.0, 330.0, 77.0, 18.0], lqd2BOaZ9w, 5715907]
[contact-info, [507.0, 348.0, 77.0, 18.0], lqd2BOaZ9w, 5715907]
[paragraph, [186.0, 457.0, 260.0, 18.0], rYRAsrvZ97, 5715907]
[paragraph, [186.0, 475.0, 260.0, 18.0], rYRAsrvZ97, 5715907]
[paragraph, [186.0, 493.0, 260.0, 18.0], rYRAsrvZ97, 5715907]
[paragraph, [186.0, 511.0, 260.0, 18.0], rYRAsrvZ97, 5715907]
[paragraph, [186.0, 529.0, 260.0, 18.0], rYRAsrvZ97, 5715907]
[paragraph, [186.0, 547.0, 260.0, 18.0], rYRAsrvZ97, 5715907]
[paragraph, [186.0, 565.0, 260.0, 18.0], rYRAsrvZ97, 5715907]
[paragraph, [186.0, 583.0, 260.0, 18.0], rYRAsrvZ97, 5715907]
[paragraph, [117.0, 637.0, 271.0, 18.0], SRt2ox5kR6, 5715907]
[paragraph, [117.0, 655.0, 271.0, 18.0], SRt2ox5kR6, 5715907]
[paragraph, [117.0, 673.0, 271.0, 18.0], SRt2ox5kR6, 5715907]
[paragraph, [117.0, 691.0, 271.0, 18.0], SRt2ox5kR6, 5715907]
[paragraph, [117.0, 709.0, 271.0, 18.0], SRt2ox5kR6, 5715907]
[paragraph, [117.0, 727.0, 271.0, 18.0], SRt2ox5kR6, 5715907]
[paragraph, [117.0, 745.0, 271.0, 18.0], SRt2ox5kR6, 5715907]
[contact-info, [497.0, 656.0, 98.0, 18.0], vRW7cm3S_c, 5715907]
[contact-info, [497.0, 674.0, 98.0, 18.0], vRW7cm3S_c, 5715907]
[contact-info, [497.0, 692.0, 98.0, 18.0], vRW7cm3S_c, 5715907]
[contact-info, [497.0, 710.0, 98.0, 18.0], vRW7cm3S_c, 5715907]
[contact-info, [497.0, 728.0, 98.0, 18.0], vRW7cm3S_c, 5715907]
[folio, [80.0, 792.0, 446.0, 18.0], r_DNngRjvm, 5715907]
