[1806, 1262]
[folio, [627.0, 102.0, 464.0, 36.0], shoonya_0s8C3LBC9DH8C8, 5680868]
[paragraph, [644.0, 179.0, 513.0, 36.0], shoonya_7sCO7PEDCEARVN, 5680868]
[paragraph, [644.0, 215.0, 513.0, 36.0], shoonya_7sCO7PEDCEARVN, 5680868]
[paragraph, [644.0, 251.0, 513.0, 36.0], shoonya_7sCO7PEDCEARVN, 5680868]
[paragraph, [644.0, 287.0, 513.0, 36.0], shoonya_7sCO7PEDCEARVN, 5680868]
[paragraph, [644.0, 323.0, 513.0, 36.0], shoonya_7sCO7PEDCEARVN, 5680868]
[paragraph, [644.0, 359.0, 513.0, 36.0], shoonya_7sCO7PEDCEARVN, 5680868]
[paragraph, [644.0, 395.0, 513.0, 36.0], shoonya_7sCO7PEDCEARVN, 5680868]
[paragraph, [644.0, 431.0, 513.0, 36.0], shoonya_7sCO7PEDCEARVN, 5680868]
[paragraph, [644.0, 467.0, 513.0, 36.0], shoonya_7sCO7PEDCEARVN, 5680868]
[paragraph, [644.0, 503.0, 513.0, 36.0], shoonya_7sCO7PEDCEARVN, 5680868]
[paragraph, [644.0, 539.0, 513.0, 36.0], shoonya_7sCO7PEDCEARVN, 5680868]
[paragraph, [644.0, 575.0, 513.0, 36.0], shoonya_7sCO7PEDCEARVN, 5680868]
[paragraph, [644.0, 611.0, 513.0, 36.0], shoonya_7sCO7PEDCEARVN, 5680868]
[paragraph, [89.0, 180.0, 504.0, 36.0], shoonya_3sSU3USL866PYY, 5680868]
[paragraph, [89.0, 216.0, 504.0, 36.0], shoonya_3sSU3USL866PYY, 5680868]
[paragraph, [89.0, 252.0, 504.0, 36.0], shoonya_3sSU3USL866PYY, 5680868]
[paragraph, [89.0, 288.0, 504.0, 36.0], shoonya_3sSU3USL866PYY, 5680868]
[paragraph, [89.0, 324.0, 504.0, 36.0], shoonya_3sSU3USL866PYY, 5680868]
[paragraph, [89.0, 360.0, 504.0, 36.0], shoonya_3sSU3USL866PYY, 5680868]
[paragraph, [89.0, 396.0, 504.0, 36.0], shoonya_3sSU3USL866PYY, 5680868]
[paragraph, [89.0, 432.0, 504.0, 36.0], shoonya_3sSU3USL866PYY, 5680868]
[paragraph, [91.0, 480.0, 504.0, 36.0], shoonya_4sNGUUFFRG87W9, 5680868]
[paragraph, [91.0, 516.0, 504.0, 36.0], shoonya_4sNGUUFFRG87W9, 5680868]
[paragraph, [91.0, 552.0, 504.0, 36.0], shoonya_4sNGUUFFRG87W9, 5680868]
[paragraph, [91.0, 588.0, 504.0, 36.0], shoonya_4sNGUUFFRG87W9, 5680868]
[paragraph, [91.0, 624.0, 504.0, 36.0], shoonya_4sNGUUFFRG87W9, 5680868]
[paragraph, [91.0, 660.0, 504.0, 36.0], shoonya_4sNGUUFFRG87W9, 5680868]
[paragraph, [91.0, 696.0, 504.0, 36.0], shoonya_4sNGUUFFRG87W9, 5680868]
[paragraph, [91.0, 732.0, 504.0, 36.0], shoonya_4sNGUUFFRG87W9, 5680868]
[paragraph, [653.0, 656.0, 507.0, 36.0], 9NR_zx46vu, 5680868]
[paragraph, [653.0, 692.0, 507.0, 36.0], 9NR_zx46vu, 5680868]
[paragraph, [653.0, 728.0, 507.0, 36.0], 9NR_zx46vu, 5680868]
[paragraph, [653.0, 764.0, 507.0, 36.0], 9NR_zx46vu, 5680868]
[paragraph, [653.0, 800.0, 507.0, 36.0], 9NR_zx46vu, 5680868]
[paragraph, [653.0, 836.0, 507.0, 36.0], 9NR_zx46vu, 5680868]
[paragraph, [653.0, 872.0, 507.0, 36.0], 9NR_zx46vu, 5680868]
[paragraph, [653.0, 908.0, 507.0, 36.0], 9NR_zx46vu, 5680868]
[paragraph, [653.0, 944.0, 507.0, 36.0], 9NR_zx46vu, 5680868]
[paragraph, [653.0, 980.0, 507.0, 36.0], 9NR_zx46vu, 5680868]
[paragraph, [653.0, 1016.0, 507.0, 36.0], 9NR_zx46vu, 5680868]
[paragraph, [653.0, 1052.0, 507.0, 36.0], 9NR_zx46vu, 5680868]
[paragraph, [653.0, 1088.0, 507.0, 36.0], 9NR_zx46vu, 5680868]
[paragraph, [653.0, 1124.0, 507.0, 36.0], 9NR_zx46vu, 5680868]
[paragraph, [653.0, 1160.0, 507.0, 36.0], 9NR_zx46vu, 5680868]
[paragraph, [653.0, 1196.0, 507.0, 36.0], 9NR_zx46vu, 5680868]
[paragraph, [653.0, 1232.0, 507.0, 36.0], 9NR_zx46vu, 5680868]
[paragraph, [653.0, 1268.0, 507.0, 36.0], 9NR_zx46vu, 5680868]
[paragraph, [653.0, 1304.0, 507.0, 36.0], 9NR_zx46vu, 5680868]
[paragraph, [653.0, 1340.0, 507.0, 36.0], 9NR_zx46vu, 5680868]
[paragraph, [94.0, 806.0, 502.0, 36.0], shoonya_5sRZBH04QAXJ24, 5680868]
[paragraph, [94.0, 842.0, 502.0, 36.0], shoonya_5sRZBH04QAXJ24, 5680868]
[paragraph, [94.0, 878.0, 502.0, 36.0], shoonya_5sRZBH04QAXJ24, 5680868]
[paragraph, [91.0, 952.0, 514.0, 36.0], shoonya_6s0IKYHCO2YNFY, 5680868]
[paragraph, [91.0, 988.0, 514.0, 36.0], shoonya_6s0IKYHCO2YNFY, 5680868]
[paragraph, [91.0, 1024.0, 514.0, 36.0], shoonya_6s0IKYHCO2YNFY, 5680868]
[paragraph, [91.0, 1060.0, 514.0, 36.0], shoonya_6s0IKYHCO2YNFY, 5680868]
[paragraph, [91.0, 1096.0, 514.0, 36.0], shoonya_6s0IKYHCO2YNFY, 5680868]
[paragraph, [91.0, 1132.0, 514.0, 36.0], shoonya_6s0IKYHCO2YNFY, 5680868]
[paragraph, [91.0, 1168.0, 514.0, 36.0], shoonya_6s0IKYHCO2YNFY, 5680868]
[paragraph, [91.0, 1204.0, 514.0, 36.0], shoonya_6s0IKYHCO2YNFY, 5680868]
[paragraph, [91.0, 1240.0, 514.0, 36.0], shoonya_6s0IKYHCO2YNFY, 5680868]
[paragraph, [91.0, 1276.0, 514.0, 36.0], shoonya_6s0IKYHCO2YNFY, 5680868]
[paragraph, [91.0, 1312.0, 514.0, 36.0], shoonya_6s0IKYHCO2YNFY, 5680868]
[paragraph, [91.0, 1348.0, 514.0, 36.0], shoonya_6s0IKYHCO2YNFY, 5680868]
[paragraph, [91.0, 1384.0, 514.0, 36.0], shoonya_6s0IKYHCO2YNFY, 5680868]
[paragraph, [91.0, 1420.0, 514.0, 36.0], shoonya_6s0IKYHCO2YNFY, 5680868]
[paragraph, [91.0, 1456.0, 514.0, 36.0], shoonya_6s0IKYHCO2YNFY, 5680868]
[paragraph, [91.0, 1492.0, 514.0, 36.0], shoonya_6s0IKYHCO2YNFY, 5680868]
[paragraph, [91.0, 1528.0, 514.0, 36.0], shoonya_6s0IKYHCO2YNFY, 5680868]
[paragraph, [91.0, 1564.0, 514.0, 36.0], shoonya_6s0IKYHCO2YNFY, 5680868]
[paragraph, [91.0, 1600.0, 514.0, 36.0], shoonya_6s0IKYHCO2YNFY, 5680868]
[paragraph, [91.0, 1636.0, 514.0, 36.0], shoonya_6s0IKYHCO2YNFY, 5680868]
[paragraph, [91.0, 1672.0, 514.0, 36.0], shoonya_6s0IKYHCO2YNFY, 5680868]
[paragraph, [653.0, 1408.0, 504.0, 36.0], DgKGyEXXyN, 5680868]
[paragraph, [653.0, 1444.0, 504.0, 36.0], DgKGyEXXyN, 5680868]
[paragraph, [653.0, 1480.0, 504.0, 36.0], DgKGyEXXyN, 5680868]
[paragraph, [653.0, 1516.0, 504.0, 36.0], DgKGyEXXyN, 5680868]
[paragraph, [653.0, 1552.0, 504.0, 36.0], DgKGyEXXyN, 5680868]
[paragraph, [653.0, 1588.0, 504.0, 36.0], DgKGyEXXyN, 5680868]
[paragraph, [653.0, 1624.0, 504.0, 36.0], DgKGyEXXyN, 5680868]
[paragraph, [653.0, 1660.0, 504.0, 36.0], DgKGyEXXyN, 5680868]
