[1253, 896]
[chapter-title, [410.0, 36.0, 176.0, 30.0], shoonya_14sJVDRAG7HFVX, 5775858]
[paragraph, [180.0, 75.0, 634.0, 18.0], shoonya_12s9R6ED49HA6L, 5775858]
[paragraph, [180.0, 93.0, 634.0, 18.0], shoonya_12s9R6ED49HA6L, 5775858]
[paragraph, [180.0, 111.0, 634.0, 18.0], shoonya_12s9R6ED49HA6L, 5775858]
[paragraph, [180.0, 129.0, 634.0, 18.0], shoonya_12s9R6ED49HA6L, 5775858]
[paragraph, [180.0, 151.0, 632.0, 18.0], shoonya_10sYQE3VR0VDSE, 5775858]
[paragraph, [180.0, 169.0, 632.0, 18.0], shoonya_10sYQE3VR0VDSE, 5775858]
[paragraph, [180.0, 203.0, 636.0, 18.0], shoonya_3sRMMSANQMA7AH, 5775858]
[paragraph, [180.0, 221.0, 636.0, 18.0], shoonya_3sRMMSANQMA7AH, 5775858]
[paragraph, [203.0, 252.0, 303.0, 18.0], shoonya_7sVKVDU8SG10EA, 5775858]
[paragraph, [205.0, 277.0, 369.0, 18.0], shoonya_11sMKF269Y7WTY, 5775858]
[paragraph, [204.0, 303.0, 314.0, 18.0], shoonya_8sNBHIEFSGELC8, 5775858]
[paragraph, [205.0, 327.0, 480.0, 18.0], shoonya_9s73EAIZG125EG, 5775858]
[paragraph, [179.0, 347.0, 634.0, 18.0], shoonya_0sL9OF5S3UZ9XD, 5775858]
[paragraph, [179.0, 365.0, 634.0, 18.0], shoonya_0sL9OF5S3UZ9XD, 5775858]
[paragraph, [179.0, 383.0, 634.0, 18.0], shoonya_0sL9OF5S3UZ9XD, 5775858]
[paragraph, [179.0, 401.0, 634.0, 18.0], shoonya_0sL9OF5S3UZ9XD, 5775858]
[paragraph, [179.0, 419.0, 634.0, 18.0], shoonya_0sL9OF5S3UZ9XD, 5775858]
[paragraph, [179.0, 437.0, 634.0, 18.0], shoonya_0sL9OF5S3UZ9XD, 5775858]
[paragraph, [179.0, 455.0, 634.0, 18.0], shoonya_0sL9OF5S3UZ9XD, 5775858]
[paragraph, [179.0, 473.0, 634.0, 18.0], shoonya_0sL9OF5S3UZ9XD, 5775858]
[paragraph, [179.0, 491.0, 634.0, 18.0], shoonya_0sL9OF5S3UZ9XD, 5775858]
[paragraph, [179.0, 509.0, 634.0, 18.0], shoonya_0sL9OF5S3UZ9XD, 5775858]
[paragraph, [179.0, 527.0, 634.0, 18.0], shoonya_0sL9OF5S3UZ9XD, 5775858]
[paragraph, [179.0, 545.0, 634.0, 18.0], shoonya_0sL9OF5S3UZ9XD, 5775858]
[paragraph, [179.0, 563.0, 634.0, 18.0], shoonya_0sL9OF5S3UZ9XD, 5775858]
[paragraph, [179.0, 581.0, 634.0, 18.0], shoonya_0sL9OF5S3UZ9XD, 5775858]
[paragraph, [179.0, 599.0, 634.0, 18.0], shoonya_0sL9OF5S3UZ9XD, 5775858]
[paragraph, [179.0, 617.0, 634.0, 18.0], shoonya_0sL9OF5S3UZ9XD, 5775858]
[paragraph, [179.0, 635.0, 634.0, 18.0], shoonya_0sL9OF5S3UZ9XD, 5775858]
[paragraph, [179.0, 653.0, 634.0, 18.0], shoonya_0sL9OF5S3UZ9XD, 5775858]
[paragraph, [179.0, 671.0, 634.0, 18.0], shoonya_0sL9OF5S3UZ9XD, 5775858]
[paragraph, [179.0, 689.0, 634.0, 18.0], shoonya_0sL9OF5S3UZ9XD, 5775858]
[paragraph, [179.0, 707.0, 634.0, 18.0], shoonya_0sL9OF5S3UZ9XD, 5775858]
[paragraph, [179.0, 725.0, 634.0, 18.0], shoonya_0sL9OF5S3UZ9XD, 5775858]
[paragraph, [179.0, 743.0, 634.0, 18.0], shoonya_0sL9OF5S3UZ9XD, 5775858]
[paragraph, [179.0, 761.0, 634.0, 18.0], shoonya_0sL9OF5S3UZ9XD, 5775858]
[paragraph, [179.0, 779.0, 634.0, 18.0], shoonya_0sL9OF5S3UZ9XD, 5775858]
[paragraph, [179.0, 797.0, 634.0, 18.0], shoonya_0sL9OF5S3UZ9XD, 5775858]
[paragraph, [179.0, 815.0, 634.0, 18.0], shoonya_0sL9OF5S3UZ9XD, 5775858]
[paragraph, [179.0, 833.0, 634.0, 18.0], shoonya_0sL9OF5S3UZ9XD, 5775858]
[paragraph, [179.0, 851.0, 634.0, 18.0], shoonya_0sL9OF5S3UZ9XD, 5775858]
[paragraph, [179.0, 869.0, 634.0, 18.0], shoonya_0sL9OF5S3UZ9XD, 5775858]
[paragraph, [180.0, 883.0, 632.0, 18.0], shoonya_1sCNFR6487499C, 5775858]
[paragraph, [180.0, 901.0, 632.0, 18.0], shoonya_1sCNFR6487499C, 5775858]
[paragraph, [205.0, 932.0, 442.0, 18.0], shoonya_5sLE7ZHSNI69A5, 5775858]
[paragraph, [204.0, 956.0, 366.0, 18.0], shoonya_4s4SUKOB3F7AR2, 5775858]
[paragraph, [203.0, 981.0, 370.0, 18.0], shoonya_6sHJEA9P79MZJ6, 5775858]
[paragraph, [182.0, 1008.0, 629.0, 18.0], shoonya_2sPBBGVVQLPAMZ, 5775858]
[paragraph, [182.0, 1026.0, 629.0, 18.0], shoonya_2sPBBGVVQLPAMZ, 5775858]
[paragraph, [205.0, 1056.0, 615.0, 18.0], shoonya_16s07CAWW9PLSZ, 5775858]
