[1987, 1270]
[folio, [571.0, 117.0, 132.0, 36.0], shoonya_5s9I7UGOOBWGFI, 5682304]
[paragraph, [109.0, 186.0, 727.0, 36.0], shoonya_8sLOEEP0XLFGTV, 5682304]
[paragraph, [101.0, 245.0, 1044.0, 36.0], shoonya_0sU84RMCV12XE4, 5682304]
[paragraph, [101.0, 281.0, 1044.0, 36.0], shoonya_0sU84RMCV12XE4, 5682304]
[paragraph, [101.0, 317.0, 1044.0, 36.0], shoonya_0sU84RMCV12XE4, 5682304]
[paragraph, [101.0, 353.0, 1044.0, 36.0], shoonya_0sU84RMCV12XE4, 5682304]
[paragraph, [177.0, 397.0, 648.0, 36.0], shoonya_6sFIJGLY5IQETM, 5682304]
[paragraph, [176.0, 454.0, 647.0, 36.0], shoonya_7sHJBDTNQ9LFGP, 5682304]
[paragraph, [109.0, 507.0, 1036.0, 36.0], shoonya_4s9YBYC2VRTFOS, 5682304]
[paragraph, [109.0, 543.0, 1036.0, 36.0], shoonya_4s9YBYC2VRTFOS, 5682304]
[paragraph, [109.0, 579.0, 1036.0, 36.0], shoonya_4s9YBYC2VRTFOS, 5682304]
[paragraph, [109.0, 615.0, 1036.0, 36.0], shoonya_4s9YBYC2VRTFOS, 5682304]
[paragraph, [109.0, 651.0, 1036.0, 36.0], shoonya_4s9YBYC2VRTFOS, 5682304]
[paragraph, [109.0, 687.0, 1036.0, 36.0], shoonya_4s9YBYC2VRTFOS, 5682304]
[paragraph, [109.0, 723.0, 1036.0, 36.0], shoonya_4s9YBYC2VRTFOS, 5682304]
[paragraph, [109.0, 759.0, 1036.0, 36.0], shoonya_4s9YBYC2VRTFOS, 5682304]
[paragraph, [109.0, 795.0, 1036.0, 36.0], shoonya_4s9YBYC2VRTFOS, 5682304]
[paragraph, [109.0, 831.0, 1036.0, 36.0], shoonya_4s9YBYC2VRTFOS, 5682304]
[paragraph, [109.0, 867.0, 1036.0, 36.0], shoonya_4s9YBYC2VRTFOS, 5682304]
[paragraph, [109.0, 903.0, 1036.0, 36.0], shoonya_4s9YBYC2VRTFOS, 5682304]
[paragraph, [109.0, 939.0, 1036.0, 36.0], shoonya_4s9YBYC2VRTFOS, 5682304]
[paragraph, [109.0, 975.0, 1036.0, 36.0], shoonya_4s9YBYC2VRTFOS, 5682304]
[paragraph, [109.0, 1011.0, 1036.0, 36.0], shoonya_4s9YBYC2VRTFOS, 5682304]
[paragraph, [109.0, 1047.0, 1036.0, 36.0], shoonya_4s9YBYC2VRTFOS, 5682304]
[paragraph, [109.0, 1083.0, 1036.0, 36.0], shoonya_4s9YBYC2VRTFOS, 5682304]
[paragraph, [123.0, 1134.0, 1018.0, 36.0], shoonya_2sQKYQ5YCTTVRG, 5682304]
[paragraph, [123.0, 1170.0, 1018.0, 36.0], shoonya_2sQKYQ5YCTTVRG, 5682304]
[paragraph, [123.0, 1206.0, 1018.0, 36.0], shoonya_2sQKYQ5YCTTVRG, 5682304]
[paragraph, [123.0, 1242.0, 1018.0, 36.0], shoonya_2sQKYQ5YCTTVRG, 5682304]
[paragraph, [123.0, 1278.0, 1018.0, 36.0], shoonya_2sQKYQ5YCTTVRG, 5682304]
[paragraph, [123.0, 1314.0, 1018.0, 36.0], shoonya_2sQKYQ5YCTTVRG, 5682304]
[paragraph, [123.0, 1350.0, 1018.0, 36.0], shoonya_2sQKYQ5YCTTVRG, 5682304]
[paragraph, [123.0, 1386.0, 1018.0, 36.0], shoonya_2sQKYQ5YCTTVRG, 5682304]
[paragraph, [123.0, 1422.0, 1018.0, 36.0], shoonya_2sQKYQ5YCTTVRG, 5682304]
[paragraph, [123.0, 1458.0, 1018.0, 36.0], shoonya_2sQKYQ5YCTTVRG, 5682304]
[paragraph, [123.0, 1503.0, 1016.0, 36.0], shoonya_1sB9ADIRUKIIJN, 5682304]
[paragraph, [123.0, 1539.0, 1016.0, 36.0], shoonya_1sB9ADIRUKIIJN, 5682304]
[paragraph, [123.0, 1575.0, 1016.0, 36.0], shoonya_1sB9ADIRUKIIJN, 5682304]
[paragraph, [123.0, 1611.0, 1016.0, 36.0], shoonya_1sB9ADIRUKIIJN, 5682304]
[paragraph, [123.0, 1647.0, 1016.0, 36.0], shoonya_1sB9ADIRUKIIJN, 5682304]
[paragraph, [123.0, 1683.0, 1016.0, 36.0], shoonya_1sB9ADIRUKIIJN, 5682304]
[paragraph, [123.0, 1719.0, 1016.0, 36.0], shoonya_1sB9ADIRUKIIJN, 5682304]
[paragraph, [123.0, 1755.0, 1016.0, 36.0], shoonya_1sB9ADIRUKIIJN, 5682304]
[paragraph, [123.0, 1791.0, 1016.0, 36.0], shoonya_1sB9ADIRUKIIJN, 5682304]
[paragraph, [123.0, 1827.0, 1016.0, 36.0], shoonya_1sB9ADIRUKIIJN, 5682304]
