[792, 612]
[paragraph, [76.0, 7.0, 146.0, 18.0], shoonya_13sFK85VZ7E5WW, 6515068]
[paragraph, [231.0, 7.0, 149.0, 18.0], shoonya_7sH8Q5RG8DL4AO, 6515068]
[paragraph, [231.0, 25.0, 149.0, 18.0], shoonya_7sH8Q5RG8DL4AO, 6515068]
[paragraph, [231.0, 43.0, 149.0, 18.0], shoonya_7sH8Q5RG8DL4AO, 6515068]
[paragraph, [231.0, 61.0, 149.0, 18.0], shoonya_7sH8Q5RG8DL4AO, 6515068]
[paragraph, [389.0, 7.0, 148.0, 18.0], shoonya_1s6SF9ZOI4EHN0, 6515068]
[paragraph, [389.0, 25.0, 148.0, 18.0], shoonya_1s6SF9ZOI4EHN0, 6515068]
[paragraph, [389.0, 43.0, 148.0, 18.0], shoonya_1s6SF9ZOI4EHN0, 6515068]
[paragraph, [389.0, 61.0, 148.0, 18.0], shoonya_1s6SF9ZOI4EHN0, 6515068]
[paragraph, [389.0, 79.0, 148.0, 18.0], shoonya_1s6SF9ZOI4EHN0, 6515068]
[paragraph, [389.0, 97.0, 148.0, 18.0], shoonya_1s6SF9ZOI4EHN0, 6515068]
[paragraph, [389.0, 115.0, 148.0, 18.0], shoonya_1s6SF9ZOI4EHN0, 6515068]
[paragraph, [389.0, 133.0, 148.0, 18.0], shoonya_1s6SF9ZOI4EHN0, 6515068]
[paragraph, [389.0, 151.0, 148.0, 18.0], shoonya_1s6SF9ZOI4EHN0, 6515068]
[paragraph, [389.0, 169.0, 148.0, 18.0], shoonya_1s6SF9ZOI4EHN0, 6515068]
[paragraph, [77.0, 37.0, 148.0, 18.0], shoonya_4sWYKK90PYPIV8, 6515068]
[paragraph, [77.0, 55.0, 148.0, 18.0], shoonya_4sWYKK90PYPIV8, 6515068]
[paragraph, [77.0, 73.0, 148.0, 18.0], shoonya_4sWYKK90PYPIV8, 6515068]
[paragraph, [77.0, 91.0, 148.0, 18.0], shoonya_4sWYKK90PYPIV8, 6515068]
[paragraph, [77.0, 109.0, 148.0, 18.0], shoonya_4sWYKK90PYPIV8, 6515068]
[paragraph, [77.0, 127.0, 148.0, 18.0], shoonya_4sWYKK90PYPIV8, 6515068]
[paragraph, [77.0, 145.0, 148.0, 18.0], shoonya_4sWYKK90PYPIV8, 6515068]
[paragraph, [233.0, 92.0, 147.0, 18.0], shoonya_3sC9T59O45VWLH, 6515068]
[paragraph, [233.0, 110.0, 147.0, 18.0], shoonya_3sC9T59O45VWLH, 6515068]
[paragraph, [233.0, 128.0, 147.0, 18.0], shoonya_3sC9T59O45VWLH, 6515068]
[paragraph, [233.0, 146.0, 147.0, 18.0], shoonya_3sC9T59O45VWLH, 6515068]
[paragraph, [233.0, 164.0, 147.0, 18.0], shoonya_3sC9T59O45VWLH, 6515068]
[paragraph, [233.0, 182.0, 147.0, 18.0], shoonya_3sC9T59O45VWLH, 6515068]
[paragraph, [233.0, 200.0, 147.0, 18.0], shoonya_3sC9T59O45VWLH, 6515068]
[paragraph, [76.0, 193.0, 147.0, 18.0], shoonya_10s6DBKH959VCT, 6515068]
[paragraph, [76.0, 211.0, 147.0, 18.0], shoonya_10s6DBKH959VCT, 6515068]
[paragraph, [76.0, 229.0, 147.0, 18.0], shoonya_10s6DBKH959VCT, 6515068]
[paragraph, [387.0, 205.0, 147.0, 18.0], shoonya_2sEDSLIGTOJJO8, 6515068]
[paragraph, [387.0, 223.0, 147.0, 18.0], shoonya_2sEDSLIGTOJJO8, 6515068]
[paragraph, [387.0, 241.0, 147.0, 18.0], shoonya_2sEDSLIGTOJJO8, 6515068]
[paragraph, [231.0, 234.0, 146.0, 18.0], shoonya_12s54S50RA682K, 6515068]
[paragraph, [231.0, 252.0, 146.0, 18.0], shoonya_12s54S50RA682K, 6515068]
[paragraph, [231.0, 270.0, 146.0, 18.0], shoonya_12s54S50RA682K, 6515068]
[paragraph, [231.0, 288.0, 146.0, 18.0], shoonya_12s54S50RA682K, 6515068]
[paragraph, [231.0, 306.0, 146.0, 18.0], shoonya_12s54S50RA682K, 6515068]
[paragraph, [77.0, 249.0, 148.0, 18.0], shoonya_0sB443L9FUCQ8N, 6515068]
[paragraph, [77.0, 267.0, 148.0, 18.0], shoonya_0sB443L9FUCQ8N, 6515068]
[paragraph, [77.0, 285.0, 148.0, 18.0], shoonya_0sB443L9FUCQ8N, 6515068]
[paragraph, [77.0, 303.0, 148.0, 18.0], shoonya_0sB443L9FUCQ8N, 6515068]
[paragraph, [77.0, 321.0, 148.0, 18.0], shoonya_0sB443L9FUCQ8N, 6515068]
[paragraph, [77.0, 339.0, 148.0, 18.0], shoonya_0sB443L9FUCQ8N, 6515068]
[paragraph, [77.0, 357.0, 148.0, 18.0], shoonya_0sB443L9FUCQ8N, 6515068]
[paragraph, [77.0, 375.0, 148.0, 18.0], shoonya_0sB443L9FUCQ8N, 6515068]
[paragraph, [77.0, 393.0, 148.0, 18.0], shoonya_0sB443L9FUCQ8N, 6515068]
[paragraph, [388.0, 276.0, 147.0, 18.0], shoonya_5s5RJRPHAB62PG, 6515068]
[paragraph, [388.0, 294.0, 147.0, 18.0], shoonya_5s5RJRPHAB62PG, 6515068]
[paragraph, [388.0, 312.0, 147.0, 18.0], shoonya_5s5RJRPHAB62PG, 6515068]
[paragraph, [388.0, 330.0, 147.0, 18.0], shoonya_5s5RJRPHAB62PG, 6515068]
[paragraph, [388.0, 348.0, 147.0, 18.0], shoonya_5s5RJRPHAB62PG, 6515068]
[paragraph, [388.0, 366.0, 147.0, 18.0], shoonya_5s5RJRPHAB62PG, 6515068]
[paragraph, [230.0, 332.0, 150.0, 18.0], shoonya_18sJ63FXA6BTRG, 6515068]
[paragraph, [230.0, 350.0, 150.0, 18.0], shoonya_18sJ63FXA6BTRG, 6515068]
[paragraph, [230.0, 368.0, 150.0, 18.0], shoonya_18sJ63FXA6BTRG, 6515068]
[paragraph, [230.0, 386.0, 150.0, 18.0], shoonya_18sJ63FXA6BTRG, 6515068]
[paragraph, [230.0, 404.0, 150.0, 18.0], shoonya_18sJ63FXA6BTRG, 6515068]
