[1650, 1275]
[section-title, [482.0, 175.0, 310.0, 49.5], shoonya_5sMQLTM6O2FL3C, 5706516]
[ordered-list, [181.0, 294.0, 713.0, 36.0], shoonya_0sF3UMJXRM5RUO, 5706516]
[ordered-list, [181.0, 330.0, 713.0, 36.0], shoonya_0sF3UMJXRM5RUO, 5706516]
[ordered-list, [181.0, 366.0, 713.0, 36.0], shoonya_0sF3UMJXRM5RUO, 5706516]
[paragraph, [183.0, 458.0, 787.0, 36.0], IVyJ_ACBeo, 5706516]
[ordered-list, [175.0, 511.0, 856.0, 36.0], qUeOAlmMEb, 5706516]
[ordered-list, [175.0, 547.0, 856.0, 36.0], qUeOAlmMEb, 5706516]
[ordered-list, [175.0, 583.0, 856.0, 36.0], qUeOAlmMEb, 5706516]
[ordered-list, [175.0, 619.0, 856.0, 36.0], qUeOAlmMEb, 5706516]
[ordered-list, [175.0, 655.0, 856.0, 36.0], qUeOAlmMEb, 5706516]
[ordered-list, [175.0, 691.0, 856.0, 36.0], qUeOAlmMEb, 5706516]
[ordered-list, [175.0, 727.0, 856.0, 36.0], qUeOAlmMEb, 5706516]
[ordered-list, [175.0, 763.0, 856.0, 36.0], qUeOAlmMEb, 5706516]
[ordered-list, [175.0, 799.0, 856.0, 36.0], qUeOAlmMEb, 5706516]
[ordered-list, [175.0, 835.0, 856.0, 36.0], qUeOAlmMEb, 5706516]
[ordered-list, [175.0, 871.0, 856.0, 36.0], qUeOAlmMEb, 5706516]
[ordered-list, [175.0, 907.0, 856.0, 36.0], qUeOAlmMEb, 5706516]
[ordered-list, [175.0, 943.0, 856.0, 36.0], qUeOAlmMEb, 5706516]
[ordered-list, [175.0, 979.0, 856.0, 36.0], qUeOAlmMEb, 5706516]
[ordered-list, [175.0, 1015.0, 856.0, 36.0], qUeOAlmMEb, 5706516]
[ordered-list, [175.0, 1051.0, 856.0, 36.0], qUeOAlmMEb, 5706516]
[sub-ordered-list, [332.0, 528.0, 587.0, 36.0], aXQclwNV3U, 5706516]
[sub-ordered-list, [332.0, 564.0, 587.0, 36.0], aXQclwNV3U, 5706516]
[sub-ordered-list, [332.0, 600.0, 587.0, 36.0], aXQclwNV3U, 5706516]
[sub-ordered-list, [332.0, 636.0, 587.0, 36.0], aXQclwNV3U, 5706516]
[sub-ordered-list, [332.0, 672.0, 587.0, 36.0], aXQclwNV3U, 5706516]
[sub-ordered-list, [332.0, 708.0, 587.0, 36.0], aXQclwNV3U, 5706516]
[sub-ordered-list, [329.0, 781.0, 682.0, 36.0], TXap6GWW_W, 5706516]
[sub-ordered-list, [329.0, 817.0, 682.0, 36.0], TXap6GWW_W, 5706516]
[sub-ordered-list, [332.0, 903.0, 482.0, 36.0], p6Lwbq7EjE, 5706516]
[sub-ordered-list, [332.0, 939.0, 482.0, 36.0], p6Lwbq7EjE, 5706516]
[reference, [171.0, 1172.0, 892.0, 36.0], mStZXlaSjv, 5706516]
[reference, [171.0, 1208.0, 892.0, 36.0], mStZXlaSjv, 5706516]
[reference, [171.0, 1244.0, 892.0, 36.0], mStZXlaSjv, 5706516]
[reference, [171.0, 1280.0, 892.0, 36.0], mStZXlaSjv, 5706516]
