[2230, 1704]
[paragraph, [840.0, 158.0, 804.0, 36.0], shoonya_0s6E9JBIAFHOB4, 5654505]
[paragraph, [840.0, 194.0, 804.0, 36.0], shoonya_0s6E9JBIAFHOB4, 5654505]
[paragraph, [840.0, 230.0, 804.0, 36.0], shoonya_0s6E9JBIAFHOB4, 5654505]
[paragraph, [840.0, 266.0, 804.0, 36.0], shoonya_0s6E9JBIAFHOB4, 5654505]
[paragraph, [840.0, 302.0, 804.0, 36.0], shoonya_0s6E9JBIAFHOB4, 5654505]
[paragraph, [840.0, 338.0, 804.0, 36.0], shoonya_0s6E9JBIAFHOB4, 5654505]
[paragraph, [840.0, 374.0, 804.0, 36.0], shoonya_0s6E9JBIAFHOB4, 5654505]
[paragraph, [840.0, 410.0, 804.0, 36.0], shoonya_0s6E9JBIAFHOB4, 5654505]
[paragraph, [840.0, 446.0, 804.0, 36.0], shoonya_0s6E9JBIAFHOB4, 5654505]
[paragraph, [840.0, 482.0, 804.0, 36.0], shoonya_0s6E9JBIAFHOB4, 5654505]
[paragraph, [840.0, 518.0, 804.0, 36.0], shoonya_0s6E9JBIAFHOB4, 5654505]
[paragraph, [840.0, 554.0, 804.0, 36.0], shoonya_0s6E9JBIAFHOB4, 5654505]
[paragraph, [840.0, 590.0, 804.0, 36.0], shoonya_0s6E9JBIAFHOB4, 5654505]
[paragraph, [840.0, 626.0, 804.0, 36.0], shoonya_0s6E9JBIAFHOB4, 5654505]
[paragraph, [840.0, 662.0, 804.0, 36.0], shoonya_0s6E9JBIAFHOB4, 5654505]
[paragraph, [840.0, 698.0, 804.0, 36.0], shoonya_0s6E9JBIAFHOB4, 5654505]
[paragraph, [840.0, 734.0, 804.0, 36.0], shoonya_0s6E9JBIAFHOB4, 5654505]
[paragraph, [840.0, 770.0, 804.0, 36.0], shoonya_0s6E9JBIAFHOB4, 5654505]
[paragraph, [62.0, 172.0, 759.0, 36.0], shoonya_3s6CIBBCGUO82J, 5654505]
[paragraph, [62.0, 208.0, 759.0, 36.0], shoonya_3s6CIBBCGUO82J, 5654505]
[paragraph, [62.0, 244.0, 759.0, 36.0], shoonya_3s6CIBBCGUO82J, 5654505]
[paragraph, [62.0, 280.0, 759.0, 36.0], shoonya_3s6CIBBCGUO82J, 5654505]
[paragraph, [62.0, 316.0, 759.0, 36.0], shoonya_3s6CIBBCGUO82J, 5654505]
[paragraph, [62.0, 352.0, 759.0, 36.0], shoonya_3s6CIBBCGUO82J, 5654505]
[paragraph, [62.0, 388.0, 759.0, 36.0], shoonya_3s6CIBBCGUO82J, 5654505]
[paragraph, [62.0, 424.0, 759.0, 36.0], shoonya_3s6CIBBCGUO82J, 5654505]
[paragraph, [62.0, 460.0, 759.0, 36.0], shoonya_3s6CIBBCGUO82J, 5654505]
[paragraph, [62.0, 496.0, 759.0, 36.0], shoonya_3s6CIBBCGUO82J, 5654505]
[paragraph, [62.0, 532.0, 759.0, 36.0], shoonya_3s6CIBBCGUO82J, 5654505]
[paragraph, [62.0, 568.0, 759.0, 36.0], shoonya_3s6CIBBCGUO82J, 5654505]
[paragraph, [62.0, 604.0, 759.0, 36.0], shoonya_3s6CIBBCGUO82J, 5654505]
[paragraph, [62.0, 640.0, 759.0, 36.0], shoonya_3s6CIBBCGUO82J, 5654505]
[paragraph, [61.0, 694.0, 761.0, 36.0], shoonya_1sSX3WP5W8UE86, 5654505]
[paragraph, [61.0, 730.0, 761.0, 36.0], shoonya_1sSX3WP5W8UE86, 5654505]
[paragraph, [61.0, 766.0, 761.0, 36.0], shoonya_1sSX3WP5W8UE86, 5654505]
[paragraph, [61.0, 802.0, 761.0, 36.0], shoonya_1sSX3WP5W8UE86, 5654505]
[paragraph, [61.0, 838.0, 761.0, 36.0], shoonya_1sSX3WP5W8UE86, 5654505]
[paragraph, [61.0, 874.0, 761.0, 36.0], shoonya_1sSX3WP5W8UE86, 5654505]
[paragraph, [61.0, 910.0, 761.0, 36.0], shoonya_1sSX3WP5W8UE86, 5654505]
[paragraph, [61.0, 946.0, 761.0, 36.0], shoonya_1sSX3WP5W8UE86, 5654505]
[paragraph, [61.0, 982.0, 761.0, 36.0], shoonya_1sSX3WP5W8UE86, 5654505]
[paragraph, [61.0, 1018.0, 761.0, 36.0], shoonya_1sSX3WP5W8UE86, 5654505]
[paragraph, [61.0, 1054.0, 761.0, 36.0], shoonya_1sSX3WP5W8UE86, 5654505]
[paragraph, [61.0, 1090.0, 761.0, 36.0], shoonya_1sSX3WP5W8UE86, 5654505]
[paragraph, [864.0, 836.0, 776.0, 36.0], shoonya_4sEWAZP6WVPLHT, 5654505]
[paragraph, [864.0, 872.0, 776.0, 36.0], shoonya_4sEWAZP6WVPLHT, 5654505]
[paragraph, [864.0, 908.0, 776.0, 36.0], shoonya_4sEWAZP6WVPLHT, 5654505]
[paragraph, [864.0, 944.0, 776.0, 36.0], shoonya_4sEWAZP6WVPLHT, 5654505]
[paragraph, [864.0, 980.0, 776.0, 36.0], shoonya_4sEWAZP6WVPLHT, 5654505]
[paragraph, [864.0, 1016.0, 776.0, 36.0], shoonya_4sEWAZP6WVPLHT, 5654505]
[paragraph, [864.0, 1052.0, 776.0, 36.0], shoonya_4sEWAZP6WVPLHT, 5654505]
[paragraph, [37.0, 1158.0, 814.0, 36.0], shoonya_6sSU45K29RZ97D, 5654505]
[paragraph, [37.0, 1194.0, 814.0, 36.0], shoonya_6sSU45K29RZ97D, 5654505]
[paragraph, [37.0, 1230.0, 814.0, 36.0], shoonya_6sSU45K29RZ97D, 5654505]
[paragraph, [37.0, 1266.0, 814.0, 36.0], shoonya_6sSU45K29RZ97D, 5654505]
[contact-info, [1391.0, 1163.0, 280.0, 36.0], 2MxaAcJd-j, 5654505]
[contact-info, [1391.0, 1199.0, 280.0, 36.0], 2MxaAcJd-j, 5654505]
[contact-info, [1391.0, 1235.0, 280.0, 36.0], 2MxaAcJd-j, 5654505]
[section-title, [577.0, 1329.0, 552.0, 52.5], shoonya_10sZTQ4UR86KVM, 5654505]
[section-title, [577.0, 1381.5, 552.0, 52.5], shoonya_10sZTQ4UR86KVM, 5654505]
[paragraph, [69.0, 1466.0, 795.0, 36.0], shoonya_2s4T9GCACWPXFY, 5654505]
[paragraph, [69.0, 1502.0, 795.0, 36.0], shoonya_2s4T9GCACWPXFY, 5654505]
[paragraph, [69.0, 1538.0, 795.0, 36.0], shoonya_2s4T9GCACWPXFY, 5654505]
[paragraph, [69.0, 1574.0, 795.0, 36.0], shoonya_2s4T9GCACWPXFY, 5654505]
[paragraph, [69.0, 1610.0, 795.0, 36.0], shoonya_2s4T9GCACWPXFY, 5654505]
[paragraph, [69.0, 1646.0, 795.0, 36.0], shoonya_2s4T9GCACWPXFY, 5654505]
[paragraph, [69.0, 1682.0, 795.0, 36.0], shoonya_2s4T9GCACWPXFY, 5654505]
[paragraph, [69.0, 1718.0, 795.0, 36.0], shoonya_2s4T9GCACWPXFY, 5654505]
[paragraph, [69.0, 1754.0, 795.0, 36.0], shoonya_2s4T9GCACWPXFY, 5654505]
[paragraph, [69.0, 1790.0, 795.0, 36.0], shoonya_2s4T9GCACWPXFY, 5654505]
[paragraph, [69.0, 1826.0, 795.0, 36.0], shoonya_2s4T9GCACWPXFY, 5654505]
[paragraph, [69.0, 1862.0, 795.0, 36.0], shoonya_2s4T9GCACWPXFY, 5654505]
[paragraph, [69.0, 1898.0, 795.0, 36.0], shoonya_2s4T9GCACWPXFY, 5654505]
[paragraph, [69.0, 1934.0, 795.0, 36.0], shoonya_2s4T9GCACWPXFY, 5654505]
[paragraph, [69.0, 1970.0, 795.0, 36.0], shoonya_2s4T9GCACWPXFY, 5654505]
[paragraph, [69.0, 2006.0, 795.0, 36.0], shoonya_2s4T9GCACWPXFY, 5654505]
[paragraph, [69.0, 2042.0, 795.0, 36.0], shoonya_2s4T9GCACWPXFY, 5654505]
[paragraph, [69.0, 2078.0, 795.0, 36.0], shoonya_2s4T9GCACWPXFY, 5654505]
[paragraph, [864.0, 1469.0, 820.0, 36.0], shoonya_5s59R5ZYRE04LB, 5654505]
[paragraph, [864.0, 1505.0, 820.0, 36.0], shoonya_5s59R5ZYRE04LB, 5654505]
[paragraph, [864.0, 1541.0, 820.0, 36.0], shoonya_5s59R5ZYRE04LB, 5654505]
[paragraph, [864.0, 1577.0, 820.0, 36.0], shoonya_5s59R5ZYRE04LB, 5654505]
[paragraph, [864.0, 1613.0, 820.0, 36.0], shoonya_5s59R5ZYRE04LB, 5654505]
[paragraph, [864.0, 1649.0, 820.0, 36.0], shoonya_5s59R5ZYRE04LB, 5654505]
[paragraph, [864.0, 1685.0, 820.0, 36.0], shoonya_5s59R5ZYRE04LB, 5654505]
[paragraph, [864.0, 1721.0, 820.0, 36.0], shoonya_5s59R5ZYRE04LB, 5654505]
[paragraph, [864.0, 1757.0, 820.0, 36.0], shoonya_5s59R5ZYRE04LB, 5654505]
[paragraph, [864.0, 1793.0, 820.0, 36.0], shoonya_5s59R5ZYRE04LB, 5654505]
[paragraph, [864.0, 1829.0, 820.0, 36.0], shoonya_5s59R5ZYRE04LB, 5654505]
[paragraph, [864.0, 1865.0, 820.0, 36.0], shoonya_5s59R5ZYRE04LB, 5654505]
[paragraph, [864.0, 1901.0, 820.0, 36.0], shoonya_5s59R5ZYRE04LB, 5654505]
[paragraph, [864.0, 1937.0, 820.0, 36.0], shoonya_5s59R5ZYRE04LB, 5654505]
[paragraph, [864.0, 1973.0, 820.0, 36.0], shoonya_5s59R5ZYRE04LB, 5654505]
[folio, [1049.0, 2074.0, 591.0, 36.0], shoonya_7sJWPFSJ53OWG3, 5654505]
[folio, [483.0, 2145.0, 726.0, 36.0], shoonya_9s5DRXJGVP15XI, 5654505]
[folio, [483.0, 2181.0, 726.0, 36.0], shoonya_9s5DRXJGVP15XI, 5654505]
