[596, 840]
[unordered-list, [451.0, 30.0, 164.0, 18.0], shoonya_22sJHBYRWHHUWH, 5705007]
[unordered-list, [451.0, 48.0, 164.0, 18.0], shoonya_22sJHBYRWHHUWH, 5705007]
[paragraph, [632.0, 30.0, 145.0, 18.0], shoonya_3sDW7X5XR60B1Y, 5705007]
[paragraph, [632.0, 48.0, 145.0, 18.0], shoonya_3sDW7X5XR60B1Y, 5705007]
[paragraph, [632.0, 66.0, 145.0, 18.0], shoonya_3sDW7X5XR60B1Y, 5705007]
[paragraph, [632.0, 84.0, 145.0, 18.0], shoonya_3sDW7X5XR60B1Y, 5705007]
[paragraph, [23.0, 59.0, 351.0, 18.0], yiqGyO8rId, 5705007]
[paragraph, [450.0, 78.0, 160.0, 18.0], shoonya_2sPNLAM5Y5LVEB, 5705007]
[paragraph, [450.0, 96.0, 160.0, 18.0], shoonya_2sPNLAM5Y5LVEB, 5705007]
[paragraph, [450.0, 114.0, 160.0, 18.0], shoonya_2sPNLAM5Y5LVEB, 5705007]
[paragraph, [450.0, 132.0, 160.0, 18.0], shoonya_2sPNLAM5Y5LVEB, 5705007]
[paragraph, [450.0, 150.0, 160.0, 18.0], shoonya_2sPNLAM5Y5LVEB, 5705007]
[paragraph, [32.0, 86.0, 353.0, 18.0], shoonya_15s0XEYNUP8HJQ, 5705007]
[paragraph, [31.0, 131.0, 164.0, 18.0], shoonya_20sAVKSFGIBFDD, 5705007]
[paragraph, [31.0, 149.0, 164.0, 18.0], shoonya_20sAVKSFGIBFDD, 5705007]
[paragraph, [31.0, 167.0, 164.0, 18.0], shoonya_20sAVKSFGIBFDD, 5705007]
[paragraph, [31.0, 185.0, 164.0, 18.0], shoonya_20sAVKSFGIBFDD, 5705007]
[paragraph, [211.0, 134.0, 142.0, 18.0], shoonya_7sZMVENYQIQ159, 5705007]
[paragraph, [211.0, 152.0, 142.0, 18.0], shoonya_7sZMVENYQIQ159, 5705007]
[paragraph, [211.0, 170.0, 142.0, 18.0], shoonya_7sZMVENYQIQ159, 5705007]
[paragraph, [631.0, 157.0, 165.0, 18.0], shoonya_0sW7MZADMUKGK8, 5705007]
[paragraph, [631.0, 175.0, 165.0, 18.0], shoonya_0sW7MZADMUKGK8, 5705007]
[paragraph, [631.0, 193.0, 165.0, 18.0], shoonya_0sW7MZADMUKGK8, 5705007]
[paragraph, [631.0, 211.0, 165.0, 18.0], shoonya_0sW7MZADMUKGK8, 5705007]
[paragraph, [211.0, 201.0, 145.0, 18.0], shoonya_11sXGFDT7P1HVN, 5705007]
[paragraph, [211.0, 219.0, 145.0, 18.0], shoonya_11sXGFDT7P1HVN, 5705007]
[paragraph, [211.0, 237.0, 145.0, 18.0], shoonya_11sXGFDT7P1HVN, 5705007]
[paragraph, [211.0, 255.0, 145.0, 18.0], shoonya_11sXGFDT7P1HVN, 5705007]
[paragraph, [450.0, 207.0, 169.0, 18.0], shoonya_8sQ6FZ6RNGFDBY, 5705007]
[paragraph, [450.0, 225.0, 169.0, 18.0], shoonya_8sQ6FZ6RNGFDBY, 5705007]
[paragraph, [450.0, 243.0, 169.0, 18.0], shoonya_8sQ6FZ6RNGFDBY, 5705007]
[paragraph, [31.0, 220.0, 169.0, 18.0], shoonya_16s1R4D7KSWWIG, 5705007]
[paragraph, [31.0, 238.0, 169.0, 18.0], shoonya_16s1R4D7KSWWIG, 5705007]
[paragraph, [631.0, 242.0, 153.0, 18.0], shoonya_1sPUP79YYOX441, 5705007]
[paragraph, [631.0, 260.0, 153.0, 18.0], shoonya_1sPUP79YYOX441, 5705007]
[paragraph, [631.0, 278.0, 153.0, 18.0], shoonya_1sPUP79YYOX441, 5705007]
[paragraph, [631.0, 296.0, 153.0, 18.0], shoonya_1sPUP79YYOX441, 5705007]
[paragraph, [631.0, 314.0, 153.0, 18.0], shoonya_1sPUP79YYOX441, 5705007]
[paragraph, [631.0, 332.0, 153.0, 18.0], shoonya_1sPUP79YYOX441, 5705007]
[paragraph, [631.0, 350.0, 153.0, 18.0], shoonya_1sPUP79YYOX441, 5705007]
[paragraph, [201.0, 272.0, 159.0, 18.0], yL_S_kKgIb, 5705007]
[paragraph, [201.0, 290.0, 159.0, 18.0], yL_S_kKgIb, 5705007]
[paragraph, [201.0, 308.0, 159.0, 18.0], yL_S_kKgIb, 5705007]
[paragraph, [201.0, 326.0, 159.0, 18.0], yL_S_kKgIb, 5705007]
[paragraph, [201.0, 344.0, 159.0, 18.0], yL_S_kKgIb, 5705007]
[paragraph, [201.0, 362.0, 159.0, 18.0], yL_S_kKgIb, 5705007]
[paragraph, [31.0, 275.0, 167.0, 18.0], shoonya_13sVEAM9SOR603, 5705007]
[paragraph, [31.0, 293.0, 167.0, 18.0], shoonya_13sVEAM9SOR603, 5705007]
[paragraph, [451.0, 275.0, 157.0, 18.0], shoonya_10sW6FY5YPAN8F, 5705007]
[paragraph, [451.0, 309.0, 129.0, 18.0], shoonya_23sR6EXSB47SCZ, 5705007]
[paragraph, [31.0, 318.0, 169.0, 18.0], shoonya_4s026LPMVUPW9F, 5705007]
[paragraph, [31.0, 336.0, 169.0, 18.0], shoonya_4s026LPMVUPW9F, 5705007]
[paragraph, [31.0, 354.0, 169.0, 18.0], shoonya_4s026LPMVUPW9F, 5705007]
[paragraph, [31.0, 372.0, 169.0, 18.0], shoonya_4s026LPMVUPW9F, 5705007]
[paragraph, [451.0, 328.0, 165.0, 18.0], shoonya_9s8O5APS6PDUND, 5705007]
[paragraph, [451.0, 346.0, 165.0, 18.0], shoonya_9s8O5APS6PDUND, 5705007]
[paragraph, [451.0, 364.0, 165.0, 18.0], shoonya_9s8O5APS6PDUND, 5705007]
[paragraph, [451.0, 382.0, 165.0, 18.0], shoonya_9s8O5APS6PDUND, 5705007]
[unordered-list, [212.0, 408.0, 168.0, 18.0], shoonya_14sQT5WHN67PSA, 5705007]
