[2338, 1654]
[paragraph, [265.0, 238.0, 1206.0, 36.0], shoonya_0sL1MTYRN3Q9RK, 5753697]
[paragraph, [265.0, 274.0, 1206.0, 36.0], shoonya_0sL1MTYRN3Q9RK, 5753697]
[paragraph, [265.0, 310.0, 1206.0, 36.0], shoonya_0sL1MTYRN3Q9RK, 5753697]
[paragraph, [265.0, 346.0, 1206.0, 36.0], shoonya_0sL1MTYRN3Q9RK, 5753697]
[paragraph, [265.0, 382.0, 1206.0, 36.0], shoonya_0sL1MTYRN3Q9RK, 5753697]
[paragraph, [265.0, 418.0, 1206.0, 36.0], shoonya_0sL1MTYRN3Q9RK, 5753697]
[paragraph, [265.0, 454.0, 1206.0, 36.0], shoonya_0sL1MTYRN3Q9RK, 5753697]
[paragraph, [265.0, 490.0, 1206.0, 36.0], shoonya_0sL1MTYRN3Q9RK, 5753697]
[paragraph, [265.0, 526.0, 1206.0, 36.0], shoonya_0sL1MTYRN3Q9RK, 5753697]
[paragraph, [265.0, 562.0, 1206.0, 36.0], shoonya_0sL1MTYRN3Q9RK, 5753697]
[paragraph, [265.0, 598.0, 1206.0, 36.0], shoonya_0sL1MTYRN3Q9RK, 5753697]
[paragraph, [265.0, 634.0, 1206.0, 36.0], shoonya_0sL1MTYRN3Q9RK, 5753697]
[paragraph, [265.0, 670.0, 1206.0, 36.0], shoonya_0sL1MTYRN3Q9RK, 5753697]
[paragraph, [261.0, 759.0, 1208.0, 36.0], shoonya_1s60DBEEW79K1T, 5753697]
[paragraph, [261.0, 795.0, 1208.0, 36.0], shoonya_1s60DBEEW79K1T, 5753697]
[paragraph, [261.0, 831.0, 1208.0, 36.0], shoonya_1s60DBEEW79K1T, 5753697]
[paragraph, [261.0, 867.0, 1208.0, 36.0], shoonya_1s60DBEEW79K1T, 5753697]
[paragraph, [261.0, 903.0, 1208.0, 36.0], shoonya_1s60DBEEW79K1T, 5753697]
[paragraph, [261.0, 939.0, 1208.0, 36.0], shoonya_1s60DBEEW79K1T, 5753697]
[paragraph, [261.0, 975.0, 1208.0, 36.0], shoonya_1s60DBEEW79K1T, 5753697]
[paragraph, [261.0, 1011.0, 1208.0, 36.0], shoonya_1s60DBEEW79K1T, 5753697]
[paragraph, [261.0, 1047.0, 1208.0, 36.0], shoonya_1s60DBEEW79K1T, 5753697]
[paragraph, [261.0, 1083.0, 1208.0, 36.0], shoonya_1s60DBEEW79K1T, 5753697]
[paragraph, [261.0, 1119.0, 1208.0, 36.0], shoonya_1s60DBEEW79K1T, 5753697]
[paragraph, [261.0, 1155.0, 1208.0, 36.0], shoonya_1s60DBEEW79K1T, 5753697]
[paragraph, [261.0, 1191.0, 1208.0, 36.0], shoonya_1s60DBEEW79K1T, 5753697]
[paragraph, [261.0, 1227.0, 1208.0, 36.0], shoonya_1s60DBEEW79K1T, 5753697]
[paragraph, [261.0, 1263.0, 1208.0, 36.0], shoonya_1s60DBEEW79K1T, 5753697]
[paragraph, [261.0, 1299.0, 1208.0, 36.0], shoonya_1s60DBEEW79K1T, 5753697]
[paragraph, [261.0, 1335.0, 1208.0, 36.0], shoonya_1s60DBEEW79K1T, 5753697]
[paragraph, [261.0, 1371.0, 1208.0, 36.0], shoonya_1s60DBEEW79K1T, 5753697]
[paragraph, [261.0, 1407.0, 1208.0, 36.0], shoonya_1s60DBEEW79K1T, 5753697]
[paragraph, [261.0, 1443.0, 1208.0, 36.0], shoonya_1s60DBEEW79K1T, 5753697]
[paragraph, [261.0, 1479.0, 1208.0, 36.0], shoonya_1s60DBEEW79K1T, 5753697]
[paragraph, [261.0, 1515.0, 1208.0, 36.0], shoonya_1s60DBEEW79K1T, 5753697]
[paragraph, [261.0, 1551.0, 1208.0, 36.0], shoonya_1s60DBEEW79K1T, 5753697]
[paragraph, [261.0, 1587.0, 1208.0, 36.0], shoonya_1s60DBEEW79K1T, 5753697]
[paragraph, [261.0, 1623.0, 1208.0, 36.0], shoonya_1s60DBEEW79K1T, 5753697]
[paragraph, [261.0, 1659.0, 1208.0, 36.0], shoonya_1s60DBEEW79K1T, 5753697]
[paragraph, [261.0, 1695.0, 1208.0, 36.0], shoonya_1s60DBEEW79K1T, 5753697]
[paragraph, [261.0, 1731.0, 1208.0, 36.0], shoonya_1s60DBEEW79K1T, 5753697]
[paragraph, [261.0, 1767.0, 1208.0, 36.0], shoonya_1s60DBEEW79K1T, 5753697]
[paragraph, [261.0, 1803.0, 1208.0, 36.0], shoonya_1s60DBEEW79K1T, 5753697]
[paragraph, [261.0, 1839.0, 1208.0, 36.0], shoonya_1s60DBEEW79K1T, 5753697]
[paragraph, [261.0, 1875.0, 1208.0, 36.0], shoonya_1s60DBEEW79K1T, 5753697]
[paragraph, [261.0, 1911.0, 1208.0, 36.0], shoonya_1s60DBEEW79K1T, 5753697]
[paragraph, [261.0, 1947.0, 1208.0, 36.0], shoonya_1s60DBEEW79K1T, 5753697]
[paragraph, [261.0, 1983.0, 1208.0, 36.0], shoonya_1s60DBEEW79K1T, 5753697]
[reference, [370.0, 2081.0, 349.0, 36.0], shoonya_3sF46YZF1Q9FQI, 5753697]
