[1818, 1374]
[folio, [622.0, 117.0, 125.0, 36.0], Hevopu24H8, 5682068]
[paragraph, [103.0, 182.0, 564.0, 36.0], shoonya_1sEY68RTP7ZCUX, 5682068]
[paragraph, [103.0, 218.0, 564.0, 36.0], shoonya_1sEY68RTP7ZCUX, 5682068]
[paragraph, [103.0, 254.0, 564.0, 36.0], shoonya_1sEY68RTP7ZCUX, 5682068]
[paragraph, [103.0, 290.0, 564.0, 36.0], shoonya_1sEY68RTP7ZCUX, 5682068]
[paragraph, [103.0, 326.0, 564.0, 36.0], shoonya_1sEY68RTP7ZCUX, 5682068]
[paragraph, [103.0, 362.0, 564.0, 36.0], shoonya_1sEY68RTP7ZCUX, 5682068]
[paragraph, [103.0, 398.0, 564.0, 36.0], shoonya_1sEY68RTP7ZCUX, 5682068]
[paragraph, [103.0, 434.0, 564.0, 36.0], shoonya_1sEY68RTP7ZCUX, 5682068]
[paragraph, [103.0, 470.0, 564.0, 36.0], shoonya_1sEY68RTP7ZCUX, 5682068]
[paragraph, [103.0, 506.0, 564.0, 36.0], shoonya_1sEY68RTP7ZCUX, 5682068]
[paragraph, [103.0, 542.0, 564.0, 36.0], shoonya_1sEY68RTP7ZCUX, 5682068]
[paragraph, [689.0, 183.0, 575.0, 36.0], shoonya_5sJ5TLEZJIXYD4, 5682068]
[paragraph, [689.0, 219.0, 575.0, 36.0], shoonya_5sJ5TLEZJIXYD4, 5682068]
[paragraph, [689.0, 255.0, 575.0, 36.0], shoonya_5sJ5TLEZJIXYD4, 5682068]
[paragraph, [689.0, 291.0, 575.0, 36.0], shoonya_5sJ5TLEZJIXYD4, 5682068]
[paragraph, [689.0, 327.0, 575.0, 36.0], shoonya_5sJ5TLEZJIXYD4, 5682068]
[paragraph, [689.0, 363.0, 575.0, 36.0], shoonya_5sJ5TLEZJIXYD4, 5682068]
[paragraph, [689.0, 399.0, 575.0, 36.0], shoonya_5sJ5TLEZJIXYD4, 5682068]
[paragraph, [689.0, 435.0, 575.0, 36.0], shoonya_5sJ5TLEZJIXYD4, 5682068]
[paragraph, [689.0, 471.0, 575.0, 36.0], shoonya_5sJ5TLEZJIXYD4, 5682068]
[paragraph, [689.0, 507.0, 575.0, 36.0], shoonya_5sJ5TLEZJIXYD4, 5682068]
[paragraph, [689.0, 543.0, 575.0, 36.0], shoonya_5sJ5TLEZJIXYD4, 5682068]
[paragraph, [689.0, 579.0, 575.0, 36.0], shoonya_5sJ5TLEZJIXYD4, 5682068]
[paragraph, [689.0, 615.0, 575.0, 36.0], shoonya_5sJ5TLEZJIXYD4, 5682068]
[paragraph, [689.0, 651.0, 575.0, 36.0], shoonya_5sJ5TLEZJIXYD4, 5682068]
[paragraph, [108.0, 607.0, 557.0, 36.0], xb18vWnw9c, 5682068]
[paragraph, [108.0, 643.0, 557.0, 36.0], xb18vWnw9c, 5682068]
[paragraph, [109.0, 694.0, 559.0, 36.0], 8RF9dx007v, 5682068]
[paragraph, [109.0, 730.0, 559.0, 36.0], 8RF9dx007v, 5682068]
[paragraph, [109.0, 766.0, 559.0, 36.0], 8RF9dx007v, 5682068]
[paragraph, [109.0, 802.0, 559.0, 36.0], 8RF9dx007v, 5682068]
[paragraph, [109.0, 838.0, 559.0, 36.0], 8RF9dx007v, 5682068]
[paragraph, [109.0, 874.0, 559.0, 36.0], 8RF9dx007v, 5682068]
[paragraph, [109.0, 910.0, 559.0, 36.0], 8RF9dx007v, 5682068]
[paragraph, [109.0, 946.0, 559.0, 36.0], 8RF9dx007v, 5682068]
[paragraph, [109.0, 982.0, 559.0, 36.0], 8RF9dx007v, 5682068]
[paragraph, [692.0, 807.0, 574.0, 36.0], shoonya_0sTUEHZXF90WNE, 5682068]
[paragraph, [692.0, 843.0, 574.0, 36.0], shoonya_0sTUEHZXF90WNE, 5682068]
[paragraph, [692.0, 879.0, 574.0, 36.0], shoonya_0sTUEHZXF90WNE, 5682068]
[paragraph, [692.0, 915.0, 574.0, 36.0], shoonya_0sTUEHZXF90WNE, 5682068]
[paragraph, [692.0, 951.0, 574.0, 36.0], shoonya_0sTUEHZXF90WNE, 5682068]
[paragraph, [692.0, 987.0, 574.0, 36.0], shoonya_0sTUEHZXF90WNE, 5682068]
[paragraph, [692.0, 1023.0, 574.0, 36.0], shoonya_0sTUEHZXF90WNE, 5682068]
[paragraph, [692.0, 1059.0, 574.0, 36.0], shoonya_0sTUEHZXF90WNE, 5682068]
[paragraph, [692.0, 1095.0, 574.0, 36.0], shoonya_0sTUEHZXF90WNE, 5682068]
[paragraph, [692.0, 1131.0, 574.0, 36.0], shoonya_0sTUEHZXF90WNE, 5682068]
[paragraph, [692.0, 1167.0, 574.0, 36.0], shoonya_0sTUEHZXF90WNE, 5682068]
[paragraph, [692.0, 1203.0, 574.0, 36.0], shoonya_0sTUEHZXF90WNE, 5682068]
[paragraph, [692.0, 1239.0, 574.0, 36.0], shoonya_0sTUEHZXF90WNE, 5682068]
[paragraph, [692.0, 1275.0, 574.0, 36.0], shoonya_0sTUEHZXF90WNE, 5682068]
[paragraph, [692.0, 1311.0, 574.0, 36.0], shoonya_0sTUEHZXF90WNE, 5682068]
[paragraph, [692.0, 1347.0, 574.0, 36.0], shoonya_0sTUEHZXF90WNE, 5682068]
[paragraph, [692.0, 1383.0, 574.0, 36.0], shoonya_0sTUEHZXF90WNE, 5682068]
[paragraph, [107.0, 1031.0, 560.0, 36.0], f3y8HpHvHz, 5682068]
[paragraph, [107.0, 1067.0, 560.0, 36.0], f3y8HpHvHz, 5682068]
[paragraph, [107.0, 1115.0, 565.0, 36.0], 6qo3mGBpIM, 5682068]
[paragraph, [107.0, 1151.0, 565.0, 36.0], 6qo3mGBpIM, 5682068]
[paragraph, [107.0, 1187.0, 565.0, 36.0], 6qo3mGBpIM, 5682068]
[paragraph, [107.0, 1223.0, 565.0, 36.0], 6qo3mGBpIM, 5682068]
[paragraph, [107.0, 1259.0, 565.0, 36.0], 6qo3mGBpIM, 5682068]
[paragraph, [152.0, 1325.0, 365.0, 36.0], shoonya_3sCH69I36KXPXZ, 5682068]
[paragraph, [110.0, 1369.0, 562.0, 36.0], y72zDijWeW, 5682068]
[paragraph, [110.0, 1405.0, 562.0, 36.0], y72zDijWeW, 5682068]
[paragraph, [110.0, 1441.0, 562.0, 36.0], y72zDijWeW, 5682068]
[paragraph, [697.0, 1449.0, 571.0, 36.0], shoonya_2sWBARGVHWEB53, 5682068]
[paragraph, [697.0, 1485.0, 571.0, 36.0], shoonya_2sWBARGVHWEB53, 5682068]
[paragraph, [697.0, 1521.0, 571.0, 36.0], shoonya_2sWBARGVHWEB53, 5682068]
[paragraph, [111.0, 1495.0, 564.0, 36.0], 4gMe4Hysgk, 5682068]
[paragraph, [111.0, 1531.0, 564.0, 36.0], 4gMe4Hysgk, 5682068]
[paragraph, [111.0, 1567.0, 564.0, 36.0], 4gMe4Hysgk, 5682068]
[paragraph, [111.0, 1603.0, 564.0, 36.0], 4gMe4Hysgk, 5682068]
[paragraph, [111.0, 1639.0, 564.0, 36.0], 4gMe4Hysgk, 5682068]
[paragraph, [701.0, 1574.0, 569.0, 36.0], shoonya_4sOFOBL9HOPKL8, 5682068]
[paragraph, [701.0, 1610.0, 569.0, 36.0], shoonya_4sOFOBL9HOPKL8, 5682068]
