[1162, 749]
[folio, [326.0, 81.0, 94.0, 18.0], pvGwtD0A2Y, 5700235]
[paragraph, [78.0, 122.0, 593.0, 18.0], shoonya_0s8IJPO15JLHWH, 5700235]
[paragraph, [78.0, 140.0, 593.0, 18.0], shoonya_0s8IJPO15JLHWH, 5700235]
[paragraph, [78.0, 158.0, 593.0, 18.0], shoonya_0s8IJPO15JLHWH, 5700235]
[paragraph, [78.0, 176.0, 593.0, 18.0], shoonya_0s8IJPO15JLHWH, 5700235]
[paragraph, [78.0, 194.0, 593.0, 18.0], shoonya_0s8IJPO15JLHWH, 5700235]
[paragraph, [78.0, 212.0, 593.0, 18.0], shoonya_0s8IJPO15JLHWH, 5700235]
[paragraph, [78.0, 230.0, 593.0, 18.0], shoonya_0s8IJPO15JLHWH, 5700235]
[paragraph, [78.0, 265.0, 602.0, 18.0], shoonya_1sA4A77C3JR88T, 5700235]
[paragraph, [78.0, 283.0, 602.0, 18.0], shoonya_1sA4A77C3JR88T, 5700235]
[paragraph, [78.0, 301.0, 602.0, 18.0], shoonya_1sA4A77C3JR88T, 5700235]
[paragraph, [78.0, 319.0, 602.0, 18.0], shoonya_1sA4A77C3JR88T, 5700235]
[paragraph, [78.0, 337.0, 602.0, 18.0], shoonya_1sA4A77C3JR88T, 5700235]
[paragraph, [78.0, 355.0, 602.0, 18.0], shoonya_1sA4A77C3JR88T, 5700235]
[paragraph, [78.0, 373.0, 602.0, 18.0], shoonya_1sA4A77C3JR88T, 5700235]
[paragraph, [78.0, 391.0, 602.0, 18.0], shoonya_1sA4A77C3JR88T, 5700235]
[paragraph, [78.0, 409.0, 602.0, 18.0], shoonya_1sA4A77C3JR88T, 5700235]
[paragraph, [78.0, 427.0, 602.0, 18.0], shoonya_1sA4A77C3JR88T, 5700235]
[paragraph, [78.0, 445.0, 602.0, 18.0], shoonya_1sA4A77C3JR88T, 5700235]
[paragraph, [78.0, 463.0, 602.0, 18.0], shoonya_1sA4A77C3JR88T, 5700235]
[paragraph, [78.0, 481.0, 602.0, 18.0], shoonya_1sA4A77C3JR88T, 5700235]
[paragraph, [78.0, 499.0, 602.0, 18.0], shoonya_1sA4A77C3JR88T, 5700235]
[paragraph, [78.0, 517.0, 602.0, 18.0], shoonya_1sA4A77C3JR88T, 5700235]
[paragraph, [78.0, 535.0, 602.0, 18.0], shoonya_1sA4A77C3JR88T, 5700235]
[paragraph, [78.0, 553.0, 602.0, 18.0], shoonya_1sA4A77C3JR88T, 5700235]
[paragraph, [78.0, 571.0, 602.0, 18.0], shoonya_1sA4A77C3JR88T, 5700235]
[paragraph, [78.0, 589.0, 602.0, 18.0], shoonya_1sA4A77C3JR88T, 5700235]
[paragraph, [78.0, 607.0, 602.0, 18.0], shoonya_1sA4A77C3JR88T, 5700235]
[paragraph, [78.0, 625.0, 602.0, 18.0], shoonya_1sA4A77C3JR88T, 5700235]
[paragraph, [78.0, 643.0, 602.0, 18.0], shoonya_1sA4A77C3JR88T, 5700235]
[paragraph, [78.0, 661.0, 602.0, 18.0], shoonya_1sA4A77C3JR88T, 5700235]
[paragraph, [78.0, 679.0, 602.0, 18.0], shoonya_1sA4A77C3JR88T, 5700235]
[paragraph, [78.0, 697.0, 602.0, 18.0], shoonya_1sA4A77C3JR88T, 5700235]
[paragraph, [78.0, 715.0, 602.0, 18.0], shoonya_1sA4A77C3JR88T, 5700235]
[paragraph, [78.0, 733.0, 602.0, 18.0], shoonya_1sA4A77C3JR88T, 5700235]
[paragraph, [78.0, 751.0, 602.0, 18.0], shoonya_1sA4A77C3JR88T, 5700235]
[paragraph, [82.0, 779.0, 594.0, 18.0], shoonya_2s1MZLG1VHW1FW, 5700235]
[paragraph, [82.0, 797.0, 594.0, 18.0], shoonya_2s1MZLG1VHW1FW, 5700235]
[paragraph, [82.0, 815.0, 594.0, 18.0], shoonya_2s1MZLG1VHW1FW, 5700235]
[paragraph, [82.0, 833.0, 594.0, 18.0], shoonya_2s1MZLG1VHW1FW, 5700235]
[paragraph, [82.0, 851.0, 594.0, 18.0], shoonya_2s1MZLG1VHW1FW, 5700235]
[paragraph, [82.0, 869.0, 594.0, 18.0], shoonya_2s1MZLG1VHW1FW, 5700235]
[paragraph, [82.0, 887.0, 594.0, 18.0], shoonya_2s1MZLG1VHW1FW, 5700235]
[paragraph, [82.0, 905.0, 594.0, 18.0], shoonya_2s1MZLG1VHW1FW, 5700235]
[paragraph, [82.0, 923.0, 594.0, 18.0], shoonya_2s1MZLG1VHW1FW, 5700235]
[paragraph, [83.0, 954.0, 591.0, 18.0], shoonya_4s0R6TKRABEGQB, 5700235]
[paragraph, [83.0, 972.0, 591.0, 18.0], shoonya_4s0R6TKRABEGQB, 5700235]
[paragraph, [83.0, 990.0, 591.0, 18.0], shoonya_4s0R6TKRABEGQB, 5700235]
[paragraph, [83.0, 1008.0, 591.0, 18.0], shoonya_4s0R6TKRABEGQB, 5700235]
[paragraph, [83.0, 1026.0, 591.0, 18.0], shoonya_4s0R6TKRABEGQB, 5700235]
[paragraph, [83.0, 1044.0, 591.0, 18.0], shoonya_4s0R6TKRABEGQB, 5700235]
[paragraph, [83.0, 1062.0, 591.0, 18.0], shoonya_4s0R6TKRABEGQB, 5700235]
