[1253, 869]
[chapter-title, [398.0, 33.0, 178.0, 30.0], shoonya_16sIIOECO6H3IO, 5776557]
[paragraph, [170.0, 70.0, 633.0, 18.0], shoonya_0sHQMFDJSIUIZE, 5776557]
[paragraph, [170.0, 88.0, 633.0, 18.0], shoonya_0sHQMFDJSIUIZE, 5776557]
[paragraph, [170.0, 106.0, 633.0, 18.0], shoonya_0sHQMFDJSIUIZE, 5776557]
[paragraph, [170.0, 124.0, 633.0, 18.0], shoonya_0sHQMFDJSIUIZE, 5776557]
[paragraph, [170.0, 142.0, 633.0, 18.0], shoonya_0sHQMFDJSIUIZE, 5776557]
[paragraph, [170.0, 160.0, 633.0, 18.0], shoonya_0sHQMFDJSIUIZE, 5776557]
[paragraph, [170.0, 178.0, 633.0, 18.0], shoonya_0sHQMFDJSIUIZE, 5776557]
[paragraph, [170.0, 196.0, 633.0, 18.0], shoonya_0sHQMFDJSIUIZE, 5776557]
[paragraph, [170.0, 214.0, 633.0, 18.0], shoonya_0sHQMFDJSIUIZE, 5776557]
[paragraph, [170.0, 232.0, 633.0, 18.0], shoonya_0sHQMFDJSIUIZE, 5776557]
[paragraph, [170.0, 250.0, 633.0, 18.0], shoonya_0sHQMFDJSIUIZE, 5776557]
[paragraph, [193.0, 274.0, 299.0, 18.0], shoonya_6sWKAHEN849V79, 5776557]
[paragraph, [172.0, 300.0, 632.0, 18.0], shoonya_3sAX2UEJW064KB, 5776557]
[paragraph, [172.0, 318.0, 632.0, 18.0], shoonya_3sAX2UEJW064KB, 5776557]
[paragraph, [172.0, 336.0, 632.0, 18.0], shoonya_3sAX2UEJW064KB, 5776557]
[paragraph, [172.0, 354.0, 632.0, 18.0], shoonya_3sAX2UEJW064KB, 5776557]
[paragraph, [172.0, 372.0, 632.0, 18.0], shoonya_3sAX2UEJW064KB, 5776557]
[paragraph, [193.0, 403.0, 359.0, 18.0], shoonya_20sW7WM5GMGNL1, 5776557]
[paragraph, [172.0, 429.0, 632.0, 18.0], shoonya_1sJLW8MEIQF3HJ, 5776557]
[paragraph, [172.0, 447.0, 632.0, 18.0], shoonya_1sJLW8MEIQF3HJ, 5776557]
[paragraph, [172.0, 465.0, 632.0, 18.0], shoonya_1sJLW8MEIQF3HJ, 5776557]
[paragraph, [172.0, 483.0, 632.0, 18.0], shoonya_1sJLW8MEIQF3HJ, 5776557]
[paragraph, [172.0, 501.0, 632.0, 18.0], shoonya_1sJLW8MEIQF3HJ, 5776557]
[paragraph, [172.0, 519.0, 632.0, 18.0], shoonya_1sJLW8MEIQF3HJ, 5776557]
[paragraph, [172.0, 537.0, 632.0, 18.0], shoonya_1sJLW8MEIQF3HJ, 5776557]
[paragraph, [170.0, 559.0, 635.0, 18.0], shoonya_2sPXGQ753DFLMZ, 5776557]
[paragraph, [170.0, 577.0, 635.0, 18.0], shoonya_2sPXGQ753DFLMZ, 5776557]
[paragraph, [170.0, 595.0, 635.0, 18.0], shoonya_2sPXGQ753DFLMZ, 5776557]
[paragraph, [170.0, 613.0, 635.0, 18.0], shoonya_2sPXGQ753DFLMZ, 5776557]
[paragraph, [172.0, 638.0, 633.0, 18.0], shoonya_4sHVMNEXVVNS68, 5776557]
[paragraph, [172.0, 656.0, 633.0, 18.0], shoonya_4sHVMNEXVVNS68, 5776557]
[paragraph, [172.0, 691.0, 631.0, 18.0], shoonya_5sXUO54NH8DGCL, 5776557]
[paragraph, [172.0, 709.0, 631.0, 18.0], shoonya_5sXUO54NH8DGCL, 5776557]
[paragraph, [191.0, 742.0, 493.0, 18.0], shoonya_11sQQPP7R7O9HL, 5776557]
[paragraph, [170.0, 769.0, 633.0, 18.0], shoonya_8sSL5LLTMW0BN6, 5776557]
[paragraph, [170.0, 787.0, 633.0, 18.0], shoonya_8sSL5LLTMW0BN6, 5776557]
[paragraph, [188.0, 822.0, 615.0, 18.0], shoonya_12sS0NIJNBLH8Y, 5776557]
[paragraph, [188.0, 840.0, 615.0, 18.0], shoonya_12sS0NIJNBLH8Y, 5776557]
[paragraph, [195.0, 847.0, 96.0, 18.0], shoonya_9sJVU9CF41FXPO, 5776557]
[paragraph, [195.0, 873.0, 260.0, 18.0], shoonya_7sNJMRQ9JDUGFP, 5776557]
[paragraph, [198.0, 900.0, 432.0, 18.0], shoonya_10s6RQAUSTPCJ4, 5776557]
[paragraph, [209.0, 927.0, 586.0, 18.0], shoonya_18s56SZXU721U2, 5776557]
[paragraph, [176.0, 954.0, 611.0, 18.0], shoonya_14sPO1M9AUNXH2, 5776557]
[paragraph, [200.0, 977.0, 173.0, 18.0], shoonya_17sS47U60Z4MJ6, 5776557]
[paragraph, [199.0, 1003.0, 230.0, 18.0], shoonya_13sUBDVYA2HIDC, 5776557]
[paragraph, [174.0, 1029.0, 630.0, 18.0], shoonya_15sRYTC6FFQ4M9, 5776557]
[paragraph, [174.0, 1047.0, 630.0, 18.0], shoonya_15sRYTC6FFQ4M9, 5776557]
