[1238, 765]
[folio, [339.0, 74.0, 116.0, 18.0], -v_ol6uNuB, 5770341]
[folio, [339.0, 92.0, 116.0, 18.0], -v_ol6uNuB, 5770341]
[paragraph, [71.0, 129.0, 304.0, 18.0], 8FEEmvwrpE, 5770341]
[paragraph, [71.0, 147.0, 304.0, 18.0], 8FEEmvwrpE, 5770341]
[paragraph, [71.0, 165.0, 304.0, 18.0], 8FEEmvwrpE, 5770341]
[paragraph, [71.0, 183.0, 304.0, 18.0], 8FEEmvwrpE, 5770341]
[paragraph, [71.0, 201.0, 304.0, 18.0], 8FEEmvwrpE, 5770341]
[paragraph, [71.0, 219.0, 304.0, 18.0], 8FEEmvwrpE, 5770341]
[paragraph, [71.0, 237.0, 304.0, 18.0], 8FEEmvwrpE, 5770341]
[paragraph, [71.0, 255.0, 304.0, 18.0], 8FEEmvwrpE, 5770341]
[paragraph, [71.0, 273.0, 304.0, 18.0], 8FEEmvwrpE, 5770341]
[paragraph, [71.0, 291.0, 304.0, 18.0], 8FEEmvwrpE, 5770341]
[paragraph, [71.0, 309.0, 304.0, 18.0], 8FEEmvwrpE, 5770341]
[paragraph, [71.0, 327.0, 304.0, 18.0], 8FEEmvwrpE, 5770341]
[paragraph, [71.0, 345.0, 304.0, 18.0], 8FEEmvwrpE, 5770341]
[paragraph, [382.0, 133.0, 304.0, 18.0], DbUtjVpJko, 5770341]
[paragraph, [382.0, 151.0, 304.0, 18.0], DbUtjVpJko, 5770341]
[paragraph, [382.0, 169.0, 304.0, 18.0], DbUtjVpJko, 5770341]
[paragraph, [382.0, 187.0, 304.0, 18.0], DbUtjVpJko, 5770341]
[paragraph, [382.0, 205.0, 304.0, 18.0], DbUtjVpJko, 5770341]
[paragraph, [382.0, 223.0, 304.0, 18.0], DbUtjVpJko, 5770341]
[paragraph, [382.0, 241.0, 304.0, 18.0], DbUtjVpJko, 5770341]
[paragraph, [382.0, 259.0, 304.0, 18.0], DbUtjVpJko, 5770341]
[paragraph, [382.0, 277.0, 304.0, 18.0], DbUtjVpJko, 5770341]
[paragraph, [382.0, 295.0, 304.0, 18.0], DbUtjVpJko, 5770341]
[paragraph, [382.0, 313.0, 304.0, 18.0], DbUtjVpJko, 5770341]
[paragraph, [382.0, 331.0, 304.0, 18.0], DbUtjVpJko, 5770341]
[paragraph, [382.0, 349.0, 304.0, 18.0], DbUtjVpJko, 5770341]
[paragraph, [382.0, 367.0, 304.0, 18.0], DbUtjVpJko, 5770341]
[paragraph, [382.0, 385.0, 304.0, 18.0], DbUtjVpJko, 5770341]
[paragraph, [382.0, 403.0, 304.0, 18.0], DbUtjVpJko, 5770341]
[paragraph, [382.0, 421.0, 304.0, 18.0], DbUtjVpJko, 5770341]
[paragraph, [382.0, 439.0, 304.0, 18.0], DbUtjVpJko, 5770341]
[paragraph, [382.0, 457.0, 304.0, 18.0], DbUtjVpJko, 5770341]
[paragraph, [382.0, 475.0, 304.0, 18.0], DbUtjVpJko, 5770341]
[paragraph, [382.0, 493.0, 304.0, 18.0], DbUtjVpJko, 5770341]
[paragraph, [382.0, 511.0, 304.0, 18.0], DbUtjVpJko, 5770341]
[paragraph, [382.0, 529.0, 304.0, 18.0], DbUtjVpJko, 5770341]
[paragraph, [382.0, 547.0, 304.0, 18.0], DbUtjVpJko, 5770341]
[paragraph, [382.0, 565.0, 304.0, 18.0], DbUtjVpJko, 5770341]
[paragraph, [382.0, 583.0, 304.0, 18.0], DbUtjVpJko, 5770341]
[paragraph, [382.0, 601.0, 304.0, 18.0], DbUtjVpJko, 5770341]
[paragraph, [382.0, 619.0, 304.0, 18.0], DbUtjVpJko, 5770341]
[paragraph, [382.0, 637.0, 304.0, 18.0], DbUtjVpJko, 5770341]
[paragraph, [382.0, 655.0, 304.0, 18.0], DbUtjVpJko, 5770341]
[paragraph, [382.0, 673.0, 304.0, 18.0], DbUtjVpJko, 5770341]
[paragraph, [382.0, 691.0, 304.0, 18.0], DbUtjVpJko, 5770341]
[paragraph, [382.0, 709.0, 304.0, 18.0], DbUtjVpJko, 5770341]
[paragraph, [382.0, 727.0, 304.0, 18.0], DbUtjVpJko, 5770341]
[paragraph, [382.0, 745.0, 304.0, 18.0], DbUtjVpJko, 5770341]
[paragraph, [382.0, 763.0, 304.0, 18.0], DbUtjVpJko, 5770341]
[paragraph, [382.0, 781.0, 304.0, 18.0], DbUtjVpJko, 5770341]
[paragraph, [382.0, 799.0, 304.0, 18.0], DbUtjVpJko, 5770341]
[paragraph, [382.0, 817.0, 304.0, 18.0], DbUtjVpJko, 5770341]
[paragraph, [382.0, 835.0, 304.0, 18.0], DbUtjVpJko, 5770341]
[paragraph, [75.0, 379.0, 303.0, 18.0], Cu8wk7llLK, 5770341]
[paragraph, [75.0, 397.0, 303.0, 18.0], Cu8wk7llLK, 5770341]
[paragraph, [75.0, 415.0, 303.0, 18.0], Cu8wk7llLK, 5770341]
[paragraph, [75.0, 433.0, 303.0, 18.0], Cu8wk7llLK, 5770341]
[paragraph, [75.0, 451.0, 303.0, 18.0], Cu8wk7llLK, 5770341]
[paragraph, [75.0, 469.0, 303.0, 18.0], Cu8wk7llLK, 5770341]
[paragraph, [75.0, 487.0, 303.0, 18.0], Cu8wk7llLK, 5770341]
[paragraph, [75.0, 505.0, 303.0, 18.0], Cu8wk7llLK, 5770341]
[paragraph, [75.0, 523.0, 303.0, 18.0], Cu8wk7llLK, 5770341]
[paragraph, [75.0, 541.0, 303.0, 18.0], Cu8wk7llLK, 5770341]
[paragraph, [75.0, 559.0, 303.0, 18.0], Cu8wk7llLK, 5770341]
[paragraph, [75.0, 577.0, 303.0, 18.0], Cu8wk7llLK, 5770341]
[paragraph, [75.0, 595.0, 303.0, 18.0], Cu8wk7llLK, 5770341]
[paragraph, [75.0, 613.0, 303.0, 18.0], Cu8wk7llLK, 5770341]
[paragraph, [75.0, 631.0, 303.0, 18.0], Cu8wk7llLK, 5770341]
[paragraph, [75.0, 649.0, 303.0, 18.0], Cu8wk7llLK, 5770341]
[paragraph, [75.0, 667.0, 303.0, 18.0], Cu8wk7llLK, 5770341]
[paragraph, [75.0, 685.0, 303.0, 18.0], Cu8wk7llLK, 5770341]
[paragraph, [76.0, 722.0, 300.0, 18.0], Tf16O03YhD, 5770341]
[paragraph, [76.0, 740.0, 300.0, 18.0], Tf16O03YhD, 5770341]
[paragraph, [76.0, 758.0, 300.0, 18.0], Tf16O03YhD, 5770341]
[paragraph, [76.0, 776.0, 300.0, 18.0], Tf16O03YhD, 5770341]
[paragraph, [76.0, 794.0, 300.0, 18.0], Tf16O03YhD, 5770341]
[paragraph, [76.0, 812.0, 300.0, 18.0], Tf16O03YhD, 5770341]
[paragraph, [76.0, 830.0, 300.0, 18.0], Tf16O03YhD, 5770341]
[paragraph, [76.0, 848.0, 300.0, 18.0], Tf16O03YhD, 5770341]
[paragraph, [76.0, 866.0, 300.0, 18.0], Tf16O03YhD, 5770341]
[paragraph, [76.0, 884.0, 300.0, 18.0], Tf16O03YhD, 5770341]
[paragraph, [76.0, 902.0, 300.0, 18.0], Tf16O03YhD, 5770341]
[paragraph, [76.0, 920.0, 300.0, 18.0], Tf16O03YhD, 5770341]
[paragraph, [76.0, 938.0, 300.0, 18.0], Tf16O03YhD, 5770341]
[paragraph, [76.0, 956.0, 300.0, 18.0], Tf16O03YhD, 5770341]
[paragraph, [76.0, 974.0, 300.0, 18.0], Tf16O03YhD, 5770341]
[paragraph, [76.0, 992.0, 300.0, 18.0], Tf16O03YhD, 5770341]
[paragraph, [76.0, 1010.0, 300.0, 18.0], Tf16O03YhD, 5770341]
[paragraph, [76.0, 1028.0, 300.0, 18.0], Tf16O03YhD, 5770341]
[paragraph, [76.0, 1046.0, 300.0, 18.0], Tf16O03YhD, 5770341]
[paragraph, [76.0, 1064.0, 300.0, 18.0], Tf16O03YhD, 5770341]
[paragraph, [76.0, 1082.0, 300.0, 18.0], Tf16O03YhD, 5770341]
[paragraph, [76.0, 1100.0, 300.0, 18.0], Tf16O03YhD, 5770341]
[paragraph, [76.0, 1118.0, 300.0, 18.0], Tf16O03YhD, 5770341]
[paragraph, [76.0, 1136.0, 300.0, 18.0], Tf16O03YhD, 5770341]
[paragraph, [387.0, 864.0, 300.0, 18.0], zrD30j_6-b, 5770341]
[paragraph, [387.0, 882.0, 300.0, 18.0], zrD30j_6-b, 5770341]
[paragraph, [387.0, 900.0, 300.0, 18.0], zrD30j_6-b, 5770341]
[paragraph, [387.0, 918.0, 300.0, 18.0], zrD30j_6-b, 5770341]
[paragraph, [387.0, 936.0, 300.0, 18.0], zrD30j_6-b, 5770341]
[paragraph, [387.0, 954.0, 300.0, 18.0], zrD30j_6-b, 5770341]
[paragraph, [387.0, 972.0, 300.0, 18.0], zrD30j_6-b, 5770341]
[paragraph, [387.0, 990.0, 300.0, 18.0], zrD30j_6-b, 5770341]
[paragraph, [387.0, 1008.0, 300.0, 18.0], zrD30j_6-b, 5770341]
[paragraph, [387.0, 1026.0, 300.0, 18.0], zrD30j_6-b, 5770341]
[paragraph, [387.0, 1044.0, 300.0, 18.0], zrD30j_6-b, 5770341]
[paragraph, [387.0, 1062.0, 300.0, 18.0], zrD30j_6-b, 5770341]
[paragraph, [387.0, 1080.0, 300.0, 18.0], zrD30j_6-b, 5770341]
[paragraph, [387.0, 1098.0, 300.0, 18.0], zrD30j_6-b, 5770341]
[paragraph, [387.0, 1116.0, 300.0, 18.0], zrD30j_6-b, 5770341]
[paragraph, [387.0, 1134.0, 300.0, 18.0], zrD30j_6-b, 5770341]
