[1387, 987]
[paragraph, [44.0, 78.0, 909.0, 18.0], shoonya_0s60VAHPZYSPVU, 5652427]
[paragraph, [44.0, 96.0, 909.0, 18.0], shoonya_0s60VAHPZYSPVU, 5652427]
[paragraph, [44.0, 114.0, 909.0, 18.0], shoonya_0s60VAHPZYSPVU, 5652427]
[paragraph, [44.0, 132.0, 909.0, 18.0], shoonya_0s60VAHPZYSPVU, 5652427]
[paragraph, [44.0, 150.0, 909.0, 18.0], shoonya_0s60VAHPZYSPVU, 5652427]
[paragraph, [44.0, 168.0, 909.0, 18.0], shoonya_0s60VAHPZYSPVU, 5652427]
[paragraph, [44.0, 186.0, 909.0, 18.0], shoonya_0s60VAHPZYSPVU, 5652427]
[paragraph, [44.0, 204.0, 909.0, 18.0], shoonya_0s60VAHPZYSPVU, 5652427]
[paragraph, [44.0, 222.0, 909.0, 18.0], shoonya_0s60VAHPZYSPVU, 5652427]
[paragraph, [44.0, 240.0, 909.0, 18.0], shoonya_0s60VAHPZYSPVU, 5652427]
[paragraph, [44.0, 258.0, 909.0, 18.0], shoonya_0s60VAHPZYSPVU, 5652427]
[paragraph, [44.0, 276.0, 909.0, 18.0], shoonya_0s60VAHPZYSPVU, 5652427]
[paragraph, [44.0, 294.0, 909.0, 18.0], shoonya_0s60VAHPZYSPVU, 5652427]
[paragraph, [44.0, 312.0, 909.0, 18.0], shoonya_0s60VAHPZYSPVU, 5652427]
[paragraph, [56.0, 335.0, 884.0, 18.0], r_uZDkd9o_, 5652427]
[paragraph, [56.0, 353.0, 884.0, 18.0], r_uZDkd9o_, 5652427]
[paragraph, [56.0, 371.0, 884.0, 18.0], r_uZDkd9o_, 5652427]
[paragraph, [86.0, 409.0, 846.0, 18.0], t4nYUVZFBl, 5652427]
[paragraph, [86.0, 427.0, 846.0, 18.0], t4nYUVZFBl, 5652427]
[paragraph, [86.0, 445.0, 846.0, 18.0], t4nYUVZFBl, 5652427]
[paragraph, [86.0, 463.0, 846.0, 18.0], t4nYUVZFBl, 5652427]
[paragraph, [86.0, 481.0, 846.0, 18.0], t4nYUVZFBl, 5652427]
[paragraph, [86.0, 499.0, 846.0, 18.0], t4nYUVZFBl, 5652427]
[paragraph, [86.0, 517.0, 846.0, 18.0], t4nYUVZFBl, 5652427]
[paragraph, [86.0, 535.0, 846.0, 18.0], t4nYUVZFBl, 5652427]
[paragraph, [86.0, 553.0, 846.0, 18.0], t4nYUVZFBl, 5652427]
[paragraph, [86.0, 571.0, 846.0, 18.0], t4nYUVZFBl, 5652427]
[paragraph, [86.0, 589.0, 846.0, 18.0], t4nYUVZFBl, 5652427]
[paragraph, [86.0, 607.0, 846.0, 18.0], t4nYUVZFBl, 5652427]
[paragraph, [86.0, 625.0, 846.0, 18.0], t4nYUVZFBl, 5652427]
[paragraph, [86.0, 643.0, 846.0, 18.0], t4nYUVZFBl, 5652427]
[paragraph, [86.0, 661.0, 846.0, 18.0], t4nYUVZFBl, 5652427]
[paragraph, [86.0, 679.0, 846.0, 18.0], t4nYUVZFBl, 5652427]
[paragraph, [86.0, 697.0, 846.0, 18.0], t4nYUVZFBl, 5652427]
[paragraph, [86.0, 715.0, 846.0, 18.0], t4nYUVZFBl, 5652427]
[paragraph, [82.0, 743.0, 866.0, 18.0], hZycES4J_e, 5652427]
[paragraph, [82.0, 761.0, 866.0, 18.0], hZycES4J_e, 5652427]
[paragraph, [82.0, 779.0, 866.0, 18.0], hZycES4J_e, 5652427]
[paragraph, [82.0, 797.0, 866.0, 18.0], hZycES4J_e, 5652427]
[paragraph, [82.0, 815.0, 866.0, 18.0], hZycES4J_e, 5652427]
[paragraph, [82.0, 833.0, 866.0, 18.0], hZycES4J_e, 5652427]
[paragraph, [82.0, 851.0, 866.0, 18.0], hZycES4J_e, 5652427]
[paragraph, [87.0, 869.0, 857.0, 18.0], yOevLyzGYY, 5652427]
[paragraph, [87.0, 887.0, 857.0, 18.0], yOevLyzGYY, 5652427]
[paragraph, [87.0, 905.0, 857.0, 18.0], yOevLyzGYY, 5652427]
[paragraph, [87.0, 923.0, 857.0, 18.0], yOevLyzGYY, 5652427]
[paragraph, [87.0, 941.0, 857.0, 18.0], yOevLyzGYY, 5652427]
[paragraph, [87.0, 959.0, 857.0, 18.0], yOevLyzGYY, 5652427]
[paragraph, [87.0, 977.0, 857.0, 18.0], yOevLyzGYY, 5652427]
[paragraph, [66.0, 1007.0, 312.0, 18.0], IRPkyA_1YT, 5652427]
[paragraph, [66.0, 1025.0, 312.0, 18.0], IRPkyA_1YT, 5652427]
[paragraph, [66.0, 1043.0, 312.0, 18.0], IRPkyA_1YT, 5652427]
[paragraph, [56.0, 1076.0, 883.0, 18.0], fuoxBmR8RZ, 5652427]
[paragraph, [56.0, 1094.0, 883.0, 18.0], fuoxBmR8RZ, 5652427]
[paragraph, [56.0, 1112.0, 883.0, 18.0], fuoxBmR8RZ, 5652427]
[paragraph, [56.0, 1130.0, 883.0, 18.0], fuoxBmR8RZ, 5652427]
[paragraph, [56.0, 1148.0, 883.0, 18.0], fuoxBmR8RZ, 5652427]
[paragraph, [56.0, 1166.0, 883.0, 18.0], fuoxBmR8RZ, 5652427]
[paragraph, [56.0, 1184.0, 883.0, 18.0], fuoxBmR8RZ, 5652427]
[paragraph, [56.0, 1202.0, 883.0, 18.0], fuoxBmR8RZ, 5652427]
